,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,307,Ederson,43,1,55,10,4.235,False,1,15.8,4.235
1,146,James,8,2,60,10,5.3729999999999976,False,1,37.5,5.3729999999999976
2,306,Cancelo,43,2,72,10,4.814,False,1,51.8,4.814
3,312,Dias,43,2,60,10,3.98,False,1,9.7,3.98
4,160,Zaha,31,3,73,10,5.346,False,1,17.5,5.346
5,283,Salah,14,3,128,10,4.939,False,1,32.8,4.939
6,301,De Bruyne,43,3,123,10,6.257999999999999,False,1,34.1,6.257999999999999
7,304,Sterling,8,3,100,10,4.928999999999999,False,1,9.4,4.928999999999999
8,465,Bowen,21,3,81,10,5.215,False,1,4.0,5.215
9,318,Haaland,43,4,121,10,7.561,True,2,82.4,15.122
10,427,Kane,6,4,114,10,5.126,False,1,19.8,5.126
