,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,2029.0,2095.65,2123.19,2131.59,-98.26,419082,57147,10368,1985,6.8%
1,FplSimpson,2094.0,2150.16,2180.32,2171.24,-83.66,203428,13923,207,76,11%
2,FplStatsdan,2068.0,2113.13,2122.98,2108.76,-57.25,332790,37400,10560,6507,20.6%
3,FF_Trout,2115.0,2164.42,2177.17,2175.04,-67.55,110851,7844,391,49,16.1%
4,dilksybab,2174.0,2245.21,2223.04,2187.33,-54.59,46526,95,2,21,21.8%
5,theFPLkiwi,1995.0,2096.74,2149.96,2123.84,-139.01,612206,55605,2409,3114,1.4%
6,jameso_12,2019.0,2044.15,2105.35,2076.58,-66.89,548019,164073,22454,25711,16.4%
7,api_kakayou,2170.0,2125.51,2113.79,2098.99,47.06,41553,28756,15848,10429,75%
8,usafpl,2057.0,2055.69,2084.19,2054.61,-18.18,367848,130254,44180,53875,39.8%
9,CazzaFPL,2198.0,2189.52,2221.28,2185.11,-10.99,15215,2742,2,21,43.9%
10,PlanetosFPL,2106.0,2154.02,2178.9,2154.83,-66.93,142676,12067,372,257,16.3%
11,analytic_fpl,2151.0,2119.87,2126.64,2118.02,19.2,55969,32549,8452,4384,60.7%
12,wee_rogue,2109.0,2142.13,2148.66,2117.84,-37.44,132701,18312,2634,4436,30.3%
13,mtthwmn,2155.0,2158.15,2178.57,2165.38,-22.72,70858,9948,372,106,37.3%
14,cmusson32,2056.0,2114.54,2120.61,2131.37,-76.51,362309,36082,11583,1991,13.1%
15,FPLstudent2,2151.0,2218.67,2160.73,2185.27,-47.26,71020,947,1192,21,25.2%
16,peterhandleson,1881.0,1947.73,1967.5,1958.8,-87.37,1542126,628745,503635,410449,9.8%
17,chrishp,2183.0,2183.8,2140.22,2133.31,20.53,24493,3544,3962,1864,61.3%
18,plfantasy,2146.0,2112.23,2072.61,2057.88,55.06,76440,37952,63614,47143,78.3%
19,FPLmeta,2149.0,2136.39,2157.19,2146.92,-8.2,45347,21418,1488,772,45.8%
20,FplAuto,2069.0,2140.63,2120.46,2081.03,-55.11,247614,19047,11652,22487,21.4%
