,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,455,Patrício,39,1,55,7,4.1560000000000015,False,1,1,4.1560000000000015
1,232,Chilwell,8,2,58,7,4.336,False,1,1,4.336
2,255,Robertson,14,2,71,7,4.731,False,1,1,4.731
3,458,Boly,39,2,55,7,4.08,False,1,1,4.08
4,37,Grealish,7,3,73,7,4.875,False,1,1,4.875
5,251,Mané,14,3,120,7,6.479,False,1,1,6.479
6,254,Salah,14,3,124,7,7.545,True,2,1,15.09
7,390,Son,6,3,95,7,5.484,False,1,1,5.484
8,184,Mitrović,54,4,58,7,4.67,False,1,1,4.67
9,202,Bamford,2,4,59,7,4.1960000000000015,False,1,1,4.1960000000000015
10,514,Watkins,7,4,60,7,4.453,False,1,1,4.453
11,516,Areola,54,1,45,7,3.751,False,0,0,0.0
12,470,Kilman,39,2,42,7,3.087,False,0,0,0.0
13,559,Nkounkou,11,2,40,7,1.672,False,0,0,0.0
14,364,Oriol Romeu,20,3,45,7,2.153,False,0,0,0.0
