,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
54,fpl_analytic,1932.0,1895.8,1919.57,1914.61,-0.26,358317,217014,91963,56927,50.4%
55,stephendeyoung,1922.0,1918.6,1891.3,1872.4,6.28,409010,143654,186905,174743,54%
56,James_Ingram15,1964.0,2033.69,2028.43,2017.31,-84.38,224194,4139,305,134,12%
57,FPL_Kid,2003.0,1979.51,1936.47,1937.2,30.39,126046,32073,56767,24763,66.2%
58,fpl_jan,2164.0,2137.02,2044.68,2012.6,78.42,392,4,48,192,87.3%
59,FPL_Mezzala,2087.0,2116.07,2058.2,2042.13,-6.42,10011,19,2,1,46.7%
60,morstats,1967.0,1974.0,1903.64,1886.5,24.48,209849,37215,140162,125382,63.3%
61,FplOpinion,1997.0,1977.44,1998.76,1996.2,-16.06,125438,34097,2699,656,41.6%
62,_NeilFPL,2058.0,2042.08,2019.07,2008.41,13.1,30323,2829,608,243,57.4%
63,UnderstandingF8,1929.0,1841.17,1835.59,1818.93,75.23,411048,496544,538143,509836,86.3%
64,EejRoberts,1978.0,2031.14,2021.85,2013.64,-66.09,174112,4703,505,177,18.3%
65,FPL_Gents,2028.0,1977.43,2005.14,1982.5,17.43,65371,34097,1873,2068,59.5%
66,FPLHaggis,1978.0,1999.52,1959.96,1939.26,-9.72,154661,16862,22843,22969,45.1%
67,Jumpthewave,2027.0,2031.79,1991.76,1967.36,8.59,76731,4589,4046,4374,55.1%
68,DarraghNoonan,2062.0,2075.88,2017.55,2004.03,8.21,26326,409,712,401,55%
69,FPL_Chase,2079.0,2052.95,2040.83,2021.2,18.89,16361,1519,53,102,60.3%
70,jonwalker88,1946.0,2015.71,2040.81,2040.15,-108.53,322772,8700,53,16,5.4%
71,TomDavies_17,2067.0,2047.83,2004.79,1992.72,30.41,22657,1902,1902,1042,66.2%
72,FodWeTrust,1938.0,1956.53,2000.33,1983.21,-64.45,301193,60921,2404,1986,19%
73,FplPass,2026.0,1980.01,1897.6,1893.68,81.15,66483,31573,161527,103940,88.1%
74,prparsons,2039.0,2045.08,1997.62,1972.14,12.7,57633,2380,2819,3361,57.2%
75,FplJeb,1912.0,1922.06,2025.69,2000.87,-93.93,463475,134525,392,523,8.8%
76,JosesBusDrivers,1869.0,1998.79,2018.3,2022.06,-166.32,753236,17265,647,72,0.5%
77,hidethecactus,2075.0,2001.25,1955.64,1944.24,86.5,18764,15859,28008,18275,89.5%
78,tweetsofagooner,1898.0,1870.78,1914.66,1917.13,-25.39,546478,330786,105912,51534,36.8%
79,FplRafiki,1988.0,1909.21,1889.01,1885.18,71.75,167134,170584,196676,129903,85.1%
80,FPL_Audit,2094.0,2007.81,2008.64,1977.36,74.2,9732,12375,1405,2549,86%
81,DaveCZfpl,1904.0,1898.16,1940.51,1935.53,-43.21,518600,209078,50413,26393,28.1%
82,PaulGiurculet,2131.0,2023.24,1937.55,1921.56,149.24,1785,6683,54895,44552,98.9%
83,k_rybaczuk,1910.0,1923.96,1960.34,1920.09,-47.01,498272,127553,22467,46706,26.2%
84,CoalportGlen,2099.0,2104.58,2032.47,2006.5,30.07,6472,42,228,313,66%
85,FPLvariance,1957.0,2014.49,1997.95,1987.72,-64.84,224951,9201,2785,1462,18.8%
