,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,516,Areola,54,1,45,7,3.732,False,1,1,3.732
1,156,Keane,11,2,51,7,3.528,False,1,1,3.528
2,232,Chilwell,8,2,58,7,4.301,False,1,1,4.301
3,255,Robertson,14,2,71,7,4.825,False,1,1,4.825
4,458,Boly,39,2,55,7,4.072,False,1,1,4.072
5,37,Grealish,7,3,73,7,4.909,False,1,1,4.909
6,203,Harrison,2,3,55,7,3.722,False,1,1,3.722
7,254,Salah,14,3,124,7,7.812,True,2,1,15.624
8,284,Foden,43,3,66,7,4.019,False,1,1,4.019
9,184,Mitrović,54,4,58,7,4.687,False,1,1,4.687
10,514,Watkins,7,4,60,7,4.467,False,1,1,4.467
11,455,Patrício,39,1,55,7,4.145,False,0,0,0.0
12,459,Coady,39,2,50,7,3.6010000000000004,False,0,0,0.0
13,251,Mané,14,3,120,7,6.526,False,0,0,0.0
14,202,Bamford,2,4,59,7,4.171,False,0,0,0.0
