,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1341.0,1390.82,1408.81,1406.36,-77.68,443363,28561,1059,203,8.4%
1,FplSimpson,1349.0,1390.82,1424.46,1406.75,-75.29,381421,28561,157,197,9%
2,FplStatsdan,1293.0,1342.53,1389.75,1374.3,-93.28,945915,162579,6396,5571,4.5%
3,FF_Trout,1390.0,1418.51,1432.21,1426.73,-52.31,149058,6763,71,9,17.6%
4,dilksybab,1377.0,1437.73,1438.22,1414.65,-68.96,206393,2518,45,86,11%
5,theFPLkiwi,1270.0,1318.53,1362.86,1344.64,-89.29,1252911,302462,34904,34141,5.2%
6,jameso_12,1323.0,1322.44,1358.05,1330.3,-30.77,610253,272084,45954,70979,28.7%
7,api_kakayou,1444.0,1369.56,1372.38,1360.98,60.32,27504,68058,18703,12293,87.4%
8,usafpl,1261.0,1287.15,1328.94,1310.96,-65.22,1384085,570121,160171,157512,12.5%
9,CazzaFPL,1405.0,1392.34,1436.1,1407.35,-24.02,99678,27039,46,184,33%
10,PlanetosFPL,1330.0,1376.59,1400.27,1377.3,-71.25,540919,51656,2647,4188,10.2%
11,analytic_fpl,1372.0,1353.84,1395.96,1382.56,-22.74,233670,110894,4017,2875,33.9%
12,rogue_wee,1347.0,1374.34,1381.92,1358.97,-40.75,397345,57177,10686,13910,22.8%
13,mtthwmn,1368.0,1381.73,1404.29,1395.3,-42.49,254962,42130,1837,903,21.9%
14,cmusson32,1365.0,1381.55,1385.08,1391.75,-37.48,272118,42449,8278,1325,24.5%
15,FPLstudent2,1364.0,1437.28,1403.3,1420.45,-71.64,279405,2590,2033,12,10.1%
16,peterhandleson,1279.0,1298.71,1305.7,1290.15,-35.29,1131202,458215,337221,322337,25.8%
17,chrishp,1391.0,1406.21,1386.93,1379.43,-15.23,146062,13815,7534,3638,39.1%
18,plfantasy,1415.0,1365.6,1348.2,1327.3,52.75,74837,77471,72056,80220,84.3%
19,FPLmeta,1422.0,1400.56,1407.85,1401.32,2.49,58408,18681,1109,578,51.9%
20,FplAuto,1343.0,1386.91,1378.86,1355.12,-46.11,430258,34359,13281,18359,20.3%
21,NourEldin_z3r0,1438.0,1421.06,1395.74,1379.66,24.14,34584,5860,4106,3595,67.2%
22,UkendtPerson45,1350.0,1435.98,1422.59,1407.09,-87.33,375637,2793,204,197,5.7%
23,MikkelTokvam,1422.0,1461.0,1441.26,1419.6,-33.75,58408,427,7,46,26.8%
24,Klaudioz,1367.0,1303.84,1279.73,1265.68,68.81,264528,417346,597807,573501,90.5%
25,FantasianPL,1298.0,1356.76,1362.57,1346.93,-73.48,880397,100633,35659,30111,9.6%
26,rama96ab,1361.0,1396.18,1366.79,1361.55,-28.92,299114,23341,26062,12028,29.7%
27,FPL_LFE,1413.0,1369.7,1336.61,1313.32,58.46,79110,67669,119464,146524,86.8%
28,_jtreble,1398.0,1404.4,1393.81,1370.98,-7.14,121617,15004,4915,6765,44.9%
29,DanielSaetre,1438.0,1407.61,1427.56,1410.29,6.34,34442,12596,106,137,54.9%
30,FBinary01,1472.0,1359.14,1367.34,1352.06,96.34,8751,94473,24914,22421,96.5%
31,FPL_Data,1303.0,1351.05,1357.38,1357.25,-68.56,826797,120552,47191,15570,11.1%
