,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,307,Ederson,43,1,54,18,4.484,False,1,13.6,4.484
1,285,Alexander-Arnold,14,2,72,18,5.347,False,1,16.2,5.347
2,306,Cancelo,43,2,74,18,4.812,False,1,51.6,4.812
3,357,Trippier,4,2,59,18,4.617,False,1,66.3,4.617
4,283,Salah,14,3,128,18,7.963999999999999,False,1,33.4,7.963999999999999
5,301,De Bruyne,43,3,126,18,6.061,False,1,39.5,6.061
6,369,Almirón,4,3,59,18,4.996,False,1,40.6,4.996
7,428,Son,6,3,116,18,5.099,False,1,6.0,5.099
8,297,Darwin,14,4,90,18,5.652,False,1,17.0,5.652
9,318,Haaland,43,4,122,18,8.097999999999999,True,2,84.3,16.195999999999998
10,427,Kane,6,4,116,18,6.249,False,1,28.5,6.249
