,ID,Points,Minutes,sim
0,5,2,90,1
1,7,1,90,1
2,9,2,90,1
3,13,9,90,1
4,15,2,90,1
5,19,8,90,1
6,20,2,90,1
7,21,5,90,1
8,23,1,90,1
9,25,2,90,1
10,27,6,90,1
11,29,11,90,1
12,31,2,90,1
13,36,2,90,1
14,41,2,90,1
15,42,2,90,1
16,43,2,90,1
17,48,2,90,1
18,49,2,90,1
19,50,2,90,1
20,58,2,90,1
21,60,2,90,1
22,65,5,90,1
23,66,2,90,1
24,70,1,90,1
25,72,5,90,1
26,77,1,90,1
27,78,2,90,1
28,82,2,90,1
29,83,3,90,1
30,84,1,90,1
31,85,10,90,1
32,89,1,90,1
33,90,2,90,1
34,96,2,90,1
35,101,2,90,1
36,104,2,90,1
37,105,5,90,1
38,108,2,90,1
39,110,2,90,1
40,112,2,90,1
41,113,4,90,1
42,117,4,90,1
43,121,2,90,1
44,122,5,90,1
45,126,9,90,1
46,129,1,90,1
47,133,2,90,1
48,134,13,90,1
49,135,5,90,1
50,150,1,90,1
51,151,4,90,1
52,152,1,90,1
53,154,2,90,1
54,165,2,90,1
55,172,2,90,1
56,173,2,90,1
57,178,2,90,1
58,182,2,90,1
59,195,2,90,1
60,197,6,90,1
61,198,8,90,1
62,199,5,90,1
63,200,2,90,1
64,202,2,90,1
65,203,6,90,1
66,208,2,90,1
67,211,7,90,1
68,212,5,90,1
69,217,6,90,1
70,220,1,90,1
71,226,2,90,1
72,232,6,90,1
73,234,1,90,1
74,236,2,90,1
75,238,1,90,1
76,242,1,90,1
77,246,2,90,1
78,247,6,90,1
79,249,3,90,1
80,250,3,90,1
81,252,6,90,1
82,255,6,90,1
83,256,2,90,1
84,259,3,90,1
85,260,9,90,1
86,261,3,90,1
87,263,6,90,1
88,265,7,90,1
89,267,5,90,1
90,275,5,90,1
91,276,2,90,1
92,279,10,90,1
93,280,3,90,1
94,283,2,90,1
95,286,2,90,1
96,290,7,90,1
97,291,6,90,1
98,293,2,90,1
99,300,6,90,1
100,303,3,90,1
101,304,3,90,1
102,307,6,90,1
103,308,13,90,1
104,309,3,90,1
105,313,6,90,1
106,321,1,90,1
107,326,8,90,1
108,328,2,90,1
109,330,1,90,1
110,342,3,90,1
111,343,10,90,1
112,350,4,90,1
113,351,2,90,1
114,352,2,90,1
115,353,5,90,1
116,354,7,90,1
117,356,2,90,1
118,362,12,90,1
119,365,5,90,1
120,369,2,90,1
121,372,3,90,1
122,373,5,90,1
123,376,3,90,1
124,377,9,90,1
125,382,11,90,1
126,385,1,90,1
127,387,7,90,1
128,388,3,90,1
129,393,1,90,1
130,401,6,90,1
131,403,4,90,1
132,406,3,90,1
133,407,6,90,1
134,409,6,90,1
135,412,3,90,1
136,421,6,90,1
137,423,3,90,1
138,427,6,90,1
139,430,6,90,1
140,437,5,90,1
141,442,2,90,1
142,447,2,90,1
143,450,2,90,1
144,467,1,90,1
145,470,7,90,1
146,471,6,90,1
147,475,2,90,1
148,476,6,90,1
149,485,4,90,1
150,488,3,90,1
151,492,3,90,1
152,493,8,90,1
153,495,7,90,1
154,497,6,90,1
155,499,2,90,1
156,504,8,90,1
157,506,1,90,1
158,508,2,90,1
159,509,7,90,1
160,511,7,90,1
161,513,10,90,1
162,516,7,90,1
163,520,7,90,1
164,522,1,90,1
165,523,2,90,1
166,524,3,90,1
167,526,2,90,1
168,528,1,90,1
169,532,1,90,1
170,539,2,90,1
171,540,2,90,1
172,542,5,90,1
173,545,1,90,1
174,559,2,90,1
175,563,1,90,1
176,565,2,90,1
177,567,5,90,1
178,569,1,90,1
179,572,1,90,1
180,576,6,90,1
181,584,2,90,1
182,586,12,90,1
183,590,15,90,1
184,591,5,90,1
185,597,6,90,1
186,598,7,90,1
187,599,2,90,1
188,601,8,90,1
189,602,1,90,1
190,603,3,90,1
191,604,1,90,1
192,606,1,90,1
193,608,2,90,1
194,610,4,90,1
195,611,10,90,1
196,614,1,90,1
197,616,5,90,1
198,630,10,90,1
199,633,6,90,1
200,638,3,90,1
201,639,7,90,1
202,660,2,90,1
203,663,3,90,1
204,664,2,90,1
205,668,3,90,1
206,676,1,90,1
207,678,2,90,1
208,687,8,90,1
209,688,2,90,1
210,689,2,90,1
211,696,1,90,1
212,697,3,90,1
213,700,2,90,1
214,703,6,90,1
215,711,1,90,1
216,712,2,90,1
217,776,2,90,1
218,790,6,90,1
219,791,3,90,1
220,792,1,90,1
221,798,1,90,1
222,805,2,90,1
223,806,2,90,1
224,807,2,90,1
225,808,1,90,1
226,823,3,90,1
227,846,6,90,1
0,5,6,90,2
1,6,6,90,2
2,8,2,90,2
3,9,3,90,2
4,14,3,90,2
5,19,6,90,2
6,20,6,90,2
7,21,2,90,2
8,26,9,90,2
9,29,9,90,2
10,34,11,90,2
11,36,2,90,2
12,41,2,90,2
13,42,5,90,2
14,48,2,90,2
15,49,2,90,2
16,50,7,90,2
17,58,5,90,2
18,60,10,90,2
19,65,6,90,2
20,66,9,90,2
21,68,6,90,2
22,70,9,90,2
23,77,6,90,2
24,82,2,90,2
25,83,6,90,2
26,84,9,90,2
27,85,16,90,2
28,89,9,90,2
29,90,2,90,2
30,101,2,90,2
31,104,2,90,2
32,105,2,90,2
33,106,2,90,2
34,108,3,90,2
35,110,5,90,2
36,113,6,90,2
37,117,2,90,2
38,119,5,90,2
39,121,2,90,2
40,126,2,90,2
41,129,0,90,2
42,131,0,90,2
43,134,2,90,2
44,135,2,90,2
45,138,2,90,2
46,139,0,90,2
47,142,2,90,2
48,150,0,90,2
49,152,0,90,2
50,153,0,90,2
51,165,2,90,2
52,168,2,90,2
53,172,2,90,2
54,173,2,90,2
55,178,2,90,2
56,195,1,90,2
57,197,0,90,2
58,198,1,90,2
59,199,17,90,2
60,200,2,90,2
61,202,2,90,2
62,203,0,90,2
63,205,2,90,2
64,208,2,90,2
65,210,4,90,2
66,211,15,90,2
67,212,8,90,2
68,217,5,90,2
69,220,6,90,2
70,221,3,90,2
71,226,3,90,2
72,232,6,90,2
73,236,6,90,2
74,238,6,90,2
75,240,3,90,2
76,242,9,90,2
77,244,2,90,2
78,245,2,90,2
79,249,2,90,2
80,250,2,90,2
81,252,2,90,2
82,254,2,90,2
83,255,4,90,2
84,256,2,90,2
85,259,5,90,2
86,260,4,90,2
87,263,2,90,2
88,265,8,90,2
89,267,3,90,2
90,268,2,90,2
91,270,2,90,2
92,275,2,90,2
93,276,2,90,2
94,279,2,90,2
95,280,2,90,2
96,283,2,90,2
97,286,4,90,2
98,290,9,90,2
99,291,6,90,2
100,293,2,90,2
101,297,2,90,2
102,298,6,90,2
103,300,8,90,2
104,302,6,90,2
105,303,3,90,2
106,308,6,90,2
107,313,7,90,2
108,314,6,90,2
109,321,3,90,2
110,326,2,90,2
111,330,1,90,2
112,342,9,90,2
113,345,3,90,2
114,350,6,90,2
115,351,3,90,2
116,352,9,90,2
117,353,20,90,2
118,356,3,90,2
119,358,9,90,2
120,362,9,90,2
121,365,3,90,2
122,368,6,90,2
123,369,9,90,2
124,373,2,90,2
125,376,2,90,2
126,377,5,90,2
127,378,2,90,2
128,382,2,90,2
129,385,6,90,2
130,387,4,90,2
131,388,2,90,2
132,392,2,90,2
133,393,1,90,2
134,396,2,90,2
135,401,3,90,2
136,403,2,90,2
137,406,5,90,2
138,409,0,90,2
139,412,7,90,2
140,415,9,90,2
141,417,0,90,2
142,421,2,90,2
143,423,2,90,2
144,425,2,90,2
145,427,0,90,2
146,439,1,90,2
147,447,3,90,2
148,450,2,90,2
149,467,1,90,2
150,470,2,90,2
151,471,1,90,2
152,475,2,90,2
153,476,13,90,2
154,485,6,90,2
155,489,4,90,2
156,492,7,90,2
157,493,7,90,2
158,495,1,90,2
159,504,9,90,2
160,506,1,90,2
161,508,8,90,2
162,509,2,90,2
163,511,4,90,2
164,513,4,90,2
165,516,11,90,2
166,520,1,90,2
167,522,2,90,2
168,523,2,90,2
169,524,2,90,2
170,526,2,90,2
171,528,2,90,2
172,532,2,90,2
173,535,2,90,2
174,539,2,90,2
175,540,8,90,2
176,542,4,90,2
177,545,2,90,2
178,557,2,90,2
179,559,7,90,2
