,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,307,Ederson,43,1,55,4.1384,False,1,1,15.0,4.1384
1,146,James,8,2,60,4.247999999999999,False,1,1,41.6,4.247999999999999
2,284,Robertson,14,2,70,4.752,False,1,1,10.2,4.752
3,285,Alexander-Arnold,14,2,75,5.5526,False,1,1,54.3,5.5526
4,306,Cancelo,43,2,70,4.379,False,1,1,45.1,4.379
5,312,Dias,43,2,60,4.198400000000001,False,1,1,10.6,4.198400000000001
6,13,Saka,3,3,80,4.5280000000000005,False,1,1,16.8,4.5280000000000005
7,19,Martinelli,3,3,60,4.026199999999999,False,1,1,13.4,4.026199999999999
8,142,Mount,8,3,80,4.5600000000000005,False,1,1,9.0,4.5600000000000005
9,283,Salah,14,3,130,6.929599999999999,True,2,1,56.6,13.859199999999998
10,28,Jesus,3,4,80,4.4154,False,1,1,63.5,4.4154
11,113,Sánchez,36,1,45,3.4748000000000006,False,0,0,14.1,0.0
12,346,Andreas,54,3,45,2.7308000000000003,False,0,0,23.9,0.0
13,54,Archer,7,4,45,0.3304,False,0,0,3.5,0.0
14,237,Greenwood,2,4,45,0.37320000000000003,False,0,0,25.9,0.0
