,player_id,event,event_id,web_name,points_md,xmins_md,team,opp_team
0,1,35,341,Raya,3.76,89.1,1,10
1,1,36,360,Raya,3.34,89.1,1,19
2,1,37,361,Raya,4.41,89.1,1,3
3,1,38,373,Raya,3.86,89.1,1,8
4,2,35,341,Arrizabalaga,0.05,1.2,1,10
5,2,36,360,Arrizabalaga,0.04,1.2,1,19
6,2,37,361,Arrizabalaga,0.05,1.2,1,3
7,2,38,373,Arrizabalaga,0.05,1.2,1,8
8,3,35,341,Hein,0.0,0.0,1,10
9,3,36,360,Hein,0.0,0.0,1,19
10,3,37,361,Hein,0.0,0.0,1,3
11,3,38,373,Hein,0.0,0.0,1,8
12,4,35,341,Setford,0.0,0.0,1,10
13,4,36,360,Setford,0.0,0.0,1,19
14,4,37,361,Setford,0.0,0.0,1,3
15,4,38,373,Setford,0.0,0.0,1,8
16,5,35,341,Gabriel,4.96,85.05,1,10
17,5,36,360,Gabriel,4.61,85.05,1,19
18,5,37,361,Gabriel,6.06,85.05,1,3
19,5,38,373,Gabriel,5.3,85.05,1,8
20,6,35,341,Saliba,4.06,85.05,1,10
21,6,36,360,Saliba,3.63,85.05,1,19
22,6,37,361,Saliba,4.89,85.05,1,3
23,6,38,373,Saliba,4.24,85.05,1,8
24,7,35,341,Calafiori,3.18,56.4,1,10
25,7,36,360,Calafiori,1.97,39.3,1,19
26,7,37,361,Calafiori,2.59,39.3,1,3
27,7,38,373,Calafiori,2.15,39.3,1,8
28,8,35,341,J.Timber,0.0,0.0,1,10
29,8,36,360,J.Timber,3.91,78.15,1,19
30,8,37,361,J.Timber,5.38,78.15,1,3
31,8,38,373,J.Timber,4.3,78.15,1,8
32,9,35,341,Kiwior,0.0,0.0,1,10
33,9,36,360,Kiwior,0.0,0.0,1,19
34,9,37,361,Kiwior,0.0,0.0,1,3
35,9,38,373,Kiwior,0.0,0.0,1,8
36,10,35,341,Lewis-Skelly,0.36,9.45,1,10
37,10,36,360,Lewis-Skelly,0.35,9.45,1,19
38,10,37,361,Lewis-Skelly,0.41,9.45,1,3
39,10,38,373,Lewis-Skelly,0.34,9.45,1,8
40,11,35,341,White,2.38,43.5,1,10
41,11,36,360,White,0.46,9.45,1,19
42,11,37,361,White,0.57,9.45,1,3
43,11,38,373,White,0.5,9.45,1,8
44,12,35,345,Zinchenko,0.0,0.0,16,7
45,12,36,357,Zinchenko,0.0,0.0,16,15
46,12,37,368,Zinchenko,0.0,0.0,16,14
47,12,38,377,Zinchenko,0.0,0.0,16,4
48,13,35,341,Clarke,0.0,0.0,1,10
49,13,36,360,Clarke,0.0,0.0,1,19
50,13,37,361,Clarke,0.0,0.0,1,3
51,13,38,373,Clarke,0.0,0.0,1,8
52,14,35,341,Kacurri,0.0,0.0,1,10
53,14,36,360,Kacurri,0.0,0.0,1,19
54,14,37,361,Kacurri,0.0,0.0,1,3
55,14,38,373,Kacurri,0.0,0.0,1,8
56,15,35,341,Nichols,0.0,0.0,1,10
57,15,36,360,Nichols,0.0,0.0,1,19
58,15,37,361,Nichols,0.0,0.0,1,3
59,15,38,373,Nichols,0.0,0.0,1,8
60,16,35,341,Saka,4.2,61.5,1,10
61,16,36,360,Saka,4.55,69.0,1,19
62,16,37,361,Saka,5.69,69.0,1,3
63,16,38,373,Saka,4.33,69.0,1,8
64,17,35,341,Ødegaard,3.05,56.4,1,10
65,17,36,360,Ødegaard,3.17,63.3,1,19
66,17,37,361,Ødegaard,3.82,63.3,1,3
67,17,38,373,Ødegaard,3.1,63.3,1,8
68,18,35,341,Madueke,2.46,42.3,1,10
69,18,36,360,Madueke,1.84,32.55,1,19
70,18,37,361,Madueke,2.23,32.55,1,3
71,18,38,373,Madueke,1.79,32.55,1,8
72,19,35,341,Martinelli,1.85,30.15,1,10
73,19,36,360,Martinelli,1.96,33.45,1,19
74,19,37,361,Martinelli,2.42,33.45,1,3
75,19,38,373,Martinelli,1.89,33.45,1,8
76,20,35,341,Trossard,3.6,60.6,1,10
77,20,36,360,Trossard,1.37,23.55,1,19
78,20,37,361,Trossard,1.68,23.55,1,3
79,20,38,373,Trossard,1.33,23.55,1,8
80,21,35,341,Rice,4.56,84.0,1,10
81,21,36,360,Rice,4.47,84.0,1,19
82,21,37,361,Rice,5.41,84.0,1,3
83,21,38,373,Rice,4.42,84.0,1,8
84,22,35,341,Merino,0.0,0.0,1,10
85,22,36,360,Merino,0.0,0.0,1,19
86,22,37,361,Merino,0.0,0.0,1,3
87,22,38,373,Merino,0.0,0.0,1,8
88,23,35,341,Fábio Vieira,0.0,0.0,1,10
89,23,36,360,Fábio Vieira,0.0,0.0,1,19
90,23,37,361,Fábio Vieira,0.0,0.0,1,3
91,23,38,373,Fábio Vieira,0.0,0.0,1,8
92,24,35,341,Nørgaard,0.22,6.0,1,10
93,24,36,360,Nørgaard,0.23,6.0,1,19
94,24,37,361,Nørgaard,0.25,6.0,1,3
95,24,38,373,Nørgaard,0.24,6.0,1,8
96,25,35,341,Nwaneri,0.0,0.0,1,10
97,25,36,360,Nwaneri,0.0,0.0,1,19
98,25,37,361,Nwaneri,0.0,0.0,1,3
99,25,38,373,Nwaneri,0.0,0.0,1,8
100,26,35,341,Zubimendi,3.19,80.4,1,10
101,26,36,360,Zubimendi,3.13,80.4,1,19
102,26,37,361,Zubimendi,3.71,80.4,1,3
103,26,38,373,Zubimendi,3.18,80.4,1,8
104,27,35,344,Nelson,0.25,4.2,5,19
105,27,36,356,Nelson,0.19,4.2,5,13
106,27,37,364,Nelson,0.23,4.2,5,8
107,27,38,375,Nelson,0.21,4.2,5,12
108,28,35,341,Kabia,0.0,0.0,1,10
109,28,36,360,Kabia,0.0,0.0,1,19
110,28,37,361,Kabia,0.0,0.0,1,3
111,28,38,373,Kabia,0.0,0.0,1,8
112,29,35,341,Sambi,0.0,0.0,1,10
113,29,36,360,Sambi,0.0,0.0,1,19
114,29,37,361,Sambi,0.0,0.0,1,3
115,29,38,373,Sambi,0.0,0.0,1,8
116,30,35,341,Havertz,0.0,0.0,1,10
117,30,36,360,Havertz,2.51,48.75,1,19
118,30,37,361,Havertz,3.1,48.75,1,3
