rank,prev_rank,name,league,off,def,spi
1,1,Manchester City,Barclays Premier League,2.91,0.27,92.87
2,2,Bayern Munich,German Bundesliga,3.08,0.68,87.99
3,3,Barcelona,Spanish Primera Division,2.38,0.44,85.61
4,4,Real Madrid,Spanish Primera Division,2.6,0.61,84.65
5,5,Liverpool,Barclays Premier League,2.56,0.61,84.09
6,8,Newcastle,Barclays Premier League,2.41,0.55,83.76
7,7,Napoli,Italy Serie A,2.26,0.53,82.43
8,6,Arsenal,Barclays Premier League,2.47,0.66,82.23
9,9,Atletico Madrid,Spanish Primera Division,2.27,0.56,81.95
10,10,Borussia Dortmund,German Bundesliga,2.76,0.86,81.82
11,11,Brighton and Hove Albion,Barclays Premier League,2.48,0.71,81.36
12,15,RB Leipzig,German Bundesliga,2.34,0.65,80.85
13,12,Paris Saint-Germain,French Ligue 1,2.66,0.86,80.55
14,13,Benfica,Portuguese Liga,2.37,0.7,80.26
15,14,Internazionale,Italy Serie A,2.39,0.75,79.43
16,17,Aston Villa,Barclays Premier League,1.98,0.52,78.62
17,16,Manchester United,Barclays Premier League,2.2,0.69,78.09
18,23,Ajax,Dutch Eredivisie,2.64,1.02,77.24
19,22,Lille,French Ligue 1,2.08,0.66,76.81
20,21,Bayer Leverkusen,German Bundesliga,2.04,0.65,76.57
21,18,Chelsea,Barclays Premier League,1.98,0.61,76.53
22,19,Sporting CP,Portuguese Liga,2.03,0.65,76.42
23,20,FC Porto,Portuguese Liga,2.13,0.72,76.29
24,31,Brentford,Barclays Premier League,2.08,0.69,76.27
25,25,Feyenoord,Dutch Eredivisie,2.27,0.86,75.44
26,30,Real Sociedad,Spanish Primera Division,1.85,0.57,75.39
27,24,Zenit St Petersburg,Russian Premier Liga,2.1,0.77,74.88
28,27,AS Roma,Italy Serie A,1.82,0.57,74.87
29,50,Stade Rennes,French Ligue 1,2.02,0.72,74.74
30,28,Marseille,French Ligue 1,2.1,0.78,74.59
31,42,FC Twente,Dutch Eredivisie,2.21,0.87,74.24
32,26,Celtic,Scottish Premiership,2.43,1.03,74.11
33,34,Villarreal,Spanish Primera Division,2.15,0.85,73.81
