,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
20,12,3,Sánchez,3,1,Arsenal,3,117,16
480,228,3,Sterling,3,10,Man City,43,75,15
165,82,3,Hazard,3,4,Chelsea,8,105,11
175,86,3,Willian,3,4,Chelsea,8,70,11
440,208,3,Milner,3,9,Liverpool,14,63,10
680,315,3,Given,1,14,Stoke,110,42,10
725,356,3,Fabianski,1,16,Swansea,80,48,10
35,15,3,Cazorla,3,1,Arsenal,3,70,9
95,48,3,King,3,2,Bournemouth,91,62,9
210,104,3,Dann,2,5,Crystal Palace,31,51,9
540,250,3,Valencia,2,11,Man Utd,1,58,9
590,278,3,Gibson,2,12,Middlesbrough,25,49,9
720,355,3,Defoe,4,15,Sunderland,56,74,9
30,14,3,Özil,3,1,Arsenal,3,95,8
230,110,3,Puncheon,3,5,Crystal Palace,31,51,8
275,127,3,Jagielka,2,6,Everton,11,49,8
350,167,3,Morgan,2,8,Leicester,13,46,8
395,184,3,Vardy,4,8,Leicester,13,99,8
490,233,3,Fernandinho,3,10,Man City,43,53,8
550,255,3,Bailly,2,11,Man Utd,1,55,8
665,311,3,Rodriguez,3,13,Southampton,20,59,8
765,383,3,Rose,2,17,Spurs,6,58,8
870,431,3,Evans,2,19,West Brom,35,44,8
50,29,3,Boruc,1,2,Bournemouth,91,45,7
155,77,3,Azpilicueta,2,4,Chelsea,8,64,7
265,125,3,Baines,2,6,Everton,11,58,7
380,179,3,Drinkwater,3,8,Leicester,13,53,7
545,254,3,Blind,2,11,Man Utd,1,52,7
795,393,3,Lamela,3,17,Spurs,6,66,7
930,464,3,Antonio,3,20,West Ham,21,67,7
145,73,3,Courtois,1,4,Chelsea,8,59,6
160,78,3,Cahill,2,4,Chelsea,8,67,6
180,87,3,Matic,3,4,Chelsea,8,48,6
185,92,3,Moses,3,4,Chelsea,8,55,6
260,124,3,Stekelenburg,1,6,Everton,11,47,6
280,129,3,Galloway,2,6,Everton,11,40,6
495,235,3,De Bruyne,3,10,Man City,43,105,6
525,242,3,de Gea,1,11,Man Utd,1,55,6
535,247,3,Shaw,2,11,Man Utd,1,52,6
730,359,3,Williams,2,6,Everton,11,52,6
745,375,3,Fer,3,16,Swansea,80,48,6
865,430,3,Foster,1,19,West Brom,35,47,6
875,433,3,Dawson,2,19,West Brom,35,49,6
880,436,3,McAuley,2,19,West Brom,35,50,6
940,477,3,Barragán,2,12,Middlesbrough,25,43,6
980,539,3,Pereyra,3,18,Watford,57,58,6
25,13,3,Walcott,3,1,Arsenal,3,72,5
75,37,3,Arter,3,2,Bournemouth,91,50,5
150,76,3,Ivanovic,2,4,Chelsea,8,56,5
195,97,3,Costa,4,4,Chelsea,8,104,5
445,209,3,Firmino,3,9,Liverpool,14,85,5
485,230,3,Silva,3,10,Man City,43,86,5
505,237,3,Nolito,3,10,Man City,43,84,5
585,275,3,Ayala,2,12,Middlesbrough,25,47,5
750,379,3,Barrow,4,16,Swansea,80,50,5
0,2,3,Cech,1,1,Arsenal,3,54,4
305,147,3,Jakupovic,1,7,Hull,88,41,4
