,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
28,14,12,Sánchez,3,1,Arsenal,3,117,23
108,14,394,Eriksen,3,17,Spurs,6,89,18
509,14,536,Fraser,3,2,Bournemouth,91,46,15
111,14,438,Brunt,2,19,West Brom,35,48,14
388,14,322,Muniesa,2,14,Stoke,110,40,14
231,14,403,Kane,4,17,Spurs,6,119,13
264,14,103,Tomkins,2,5,Crystal Palace,31,48,13
33,14,18,Chamberlain,3,1,Arsenal,3,58,12
107,14,213,Christian Benteke,4,5,Crystal Palace,31,72,12
163,14,97,Costa,4,4,Chelsea,8,104,12
181,14,204,Can,3,9,Liverpool,14,48,11
207,14,491,Ramírez,3,12,Middlesbrough,25,52,11
235,14,402,Son,3,17,Spurs,6,72,11
355,14,125,Baines,2,6,Everton,11,58,11
416,14,14,Özil,3,1,Arsenal,3,95,11
512,14,212,Mané,3,9,Liverpool,14,93,11
303,14,330,Walters,3,14,Stoke,110,53,10
66,14,398,Alli,3,17,Spurs,6,91,9
175,14,82,Hazard,3,4,Chelsea,8,105,9
282,14,355,Defoe,4,15,Sunderland,56,74,9
305,14,431,Evans,2,19,West Brom,35,44,9
411,14,446,Phillips,3,19,West Brom,35,53,9
73,14,278,Gibson,2,12,Middlesbrough,25,49,8
110,14,414,Kabasele,2,18,Watford,57,48,8
242,14,488,Gueye,3,6,Everton,11,50,8
354,14,574,Grant,1,14,Stoke,110,43,8
53,14,477,Barragán,2,12,Middlesbrough,25,43,7
96,14,11,Chambers,2,12,Middlesbrough,25,43,7
133,14,107,Delaney,2,5,Crystal Palace,31,48,7
218,14,325,Johnson,2,14,Stoke,110,47,7
349,14,384,Walker,2,17,Spurs,6,62,7
443,14,36,Aké,2,4,Chelsea,8,39,7
534,14,186,Okazaki,4,8,Leicester,13,56,7
549,14,32,Steve Cook,2,2,Bournemouth,91,48,7
586,14,100,Hennessey,1,5,Crystal Palace,31,43,7
602,14,272,Ibrahimovic,4,11,Man Utd,1,114,7
52,14,267,Martial,3,11,Man Utd,1,92,6
92,14,562,Martins Indi,2,14,Stoke,110,49,6
95,14,49,Callum Wilson,4,2,Bournemouth,91,60,6
141,14,383,Rose,2,17,Spurs,6,58,6
168,14,217,Origi,4,9,Liverpool,14,60,6
186,14,321,Pieters,2,14,Stoke,110,46,6
238,14,380,Lloris,1,17,Spurs,6,55,6
270,14,385,Vertonghen,2,17,Spurs,6,58,6
273,14,110,Puncheon,3,5,Crystal Palace,31,51,6
290,14,105,Ward,2,5,Crystal Palace,31,48,6
293,14,113,Ledley,3,5,Crystal Palace,31,43,6
383,14,561,Alonso,2,4,Chelsea,8,69,6
523,14,104,Dann,2,5,Crystal Palace,31,51,6
579,14,289,Fischer,3,12,Middlesbrough,25,49,6
584,14,274,Valdés,1,12,Middlesbrough,25,45,6
592,14,86,Willian,3,4,Chelsea,8,70,6
48,14,468,Carroll,4,20,West Ham,21,59,5
145,14,439,Fletcher,3,19,West Brom,35,44,5
166,14,461,Payet,3,20,West Ham,21,90,5
191,14,527,Fabio,2,12,Middlesbrough,25,42,5
262,14,441,Morrison,3,19,West Brom,35,43,5
69,14,52,Afobe,4,2,Bournemouth,91,53,4
102,14,83,Fàbregas,3,4,Chelsea,8,70,4
160,14,181,Gray,3,8,Leicester,13,48,4
307,14,201,Henderson,3,9,Liverpool,14,62,4
379,14,337,Diouf,4,14,Stoke,110,57,4
434,14,572,Sissoko,3,17,Spurs,6,66,4
572,14,425,Deeney,4,18,Watford,57,66,4
8,14,283,Clayton,3,12,Middlesbrough,25,43,3
10,14,286,Forshaw,3,12,Middlesbrough,25,45,3
46,14,120,Townsend,3,5,Crystal Palace,31,57,3
72,14,430,Foster,1,19,West Brom,35,47,3
103,14,328,Adam,3,14,Stoke,110,46,3
152,14,554,Marshall,1,7,Hull,88,44,3
184,14,390,Dier,3,17,Spurs,6,50,3
234,14,268,Mkhitaryan,3,11,Man Utd,1,87,3
308,14,340,Pickford,1,15,Sunderland,56,42,3
398,14,290,de Roon,3,12,Middlesbrough,25,43,3
433,14,391,Dembélé,3,17,Spurs,6,54,3
558,14,13,Walcott,3,1,Arsenal,3,72,3
560,14,73,Courtois,1,4,Chelsea,8,59,3
578,14,400,Wanyama,3,17,Spurs,6,48,3
591,14,111,Zaha,3,5,Crystal Palace,31,58,3
6,14,164,Diomande,4,7,Hull,88,43,2
19,14,158,Elmohamady,3,7,Hull,88,46,2
37,14,412,Nyom,2,19,West Brom,35,44,2
40,14,262,Herrera,3,11,Man Utd,1,62,2
45,14,68,Gray,4,3,Burnley,90,60,2
49,14,178,King,3,8,Leicester,13,47,2
54,14,250,Valencia,2,11,Man Utd,1,58,2
60,14,359,Williams,2,6,Everton,11,52,2
117,14,442,Yacob,3,19,West Brom,35,43,2
130,14,77,Azpilicueta,2,4,Chelsea,8,64,2
134,14,182,Amartey,3,8,Leicester,13,43,2
149,14,242,de Gea,1,11,Man Utd,1,55,2
151,14,570,David Luiz,2,4,Chelsea,8,62,2
156,14,230,Silva,3,10,Man City,43,86,2
158,14,64,Marney,3,3,Burnley,90,43,2
187,14,416,Capoue,3,18,Watford,57,45,2
203,14,5,Gabriel,2,1,Arsenal,3,48,2
211,14,62,Boyd,3,3,Burnley,90,51,2
214,14,485,Wijnaldum,3,9,Liverpool,14,75,2
216,14,334,Imbula,3,14,Stoke,110,45,2
220,14,24,Xhaka,3,1,Arsenal,3,52,2
225,14,368,Sigurdsson,3,16,Swansea,80,74,2
230,14,37,Arter,3,2,Bournemouth,91,50,2
246,14,567,Slimani,4,8,Leicester,13,82,2
258,14,114,McArthur,3,5,Crystal Palace,31,47,2
261,14,208,Milner,3,9,Liverpool,14,63,2
265,14,306,Ward-Prowse,3,13,Southampton,20,50,2
268,14,184,Vardy,4,8,Leicester,13,99,2
277,14,373,Montero,3,16,Swansea,80,50,2
339,14,235,De Bruyne,3,10,Man City,43,105,2
341,14,133,Mirallas,3,6,Everton,11,59,2
350,14,346,Koné,2,15,Sunderland,56,42,2
360,14,489,Sané,3,10,Man City,43,77,2
368,14,356,Fabianski,1,16,Swansea,80,48,2
375,14,124,Stekelenburg,1,6,Everton,11,47,2
381,14,462,Lanzini,3,20,West Ham,21,59,2
387,14,177,Albrighton,3,8,Leicester,13,50,2
396,14,458,Noble,3,20,West Ham,21,62,2
406,14,251,Darmian,2,11,Man Utd,1,50,2
417,14,259,Carrick,3,11,Man Utd,1,42,2
445,14,304,Redmond,3,13,Southampton,20,59,2
450,14,422,Amrabat,3,18,Watford,57,50,2
459,14,310,Oriol Romeu,3,13,Southampton,20,44,2
471,14,503,Pogba,3,11,Man Utd,1,82,2
475,14,460,Obiang,3,20,West Ham,21,43,2
479,14,2,Cech,1,1,Arsenal,3,54,2
484,14,245,Jones,2,11,Man Utd,1,45,2
489,14,132,Funes Mori,2,6,Everton,11,45,2
495,14,176,Mahrez,3,8,Leicester,13,89,2
497,14,209,Firmino,3,9,Liverpool,14,85,2
500,14,155,Snodgrass,3,20,West Ham,21,55,2
514,14,449,Rondón,4,19,West Brom,35,63,2
517,14,156,Clucas,3,7,Hull,88,47,2
522,14,63,Arfield,3,3,Burnley,90,52,2
524,14,126,Coleman,2,6,Everton,11,56,2
539,14,551,Boufal,3,13,Southampton,20,67,2
541,14,552,Okaka,4,18,Watford,57,51,2
576,14,575,Anichebe,4,15,Sunderland,56,43,2
577,14,92,Moses,3,4,Chelsea,8,55,2
