,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
630,297,11,Lundstram,2,15,Sheffield Utd,49,46,21
320,164,11,Söyüncü,2,9,Leicester,13,49,14
420,203,11,Walker,2,11,Man City,43,57,14
115,70,11,Mousset,4,15,Sheffield Utd,49,43,13
55,38,11,Montoya,2,4,Brighton,36,43,12
95,63,11,Adam Smith,2,3,Bournemouth,91,43,12
395,192,11,Mané,3,10,Liverpool,14,121,12
945,460,11,Abraham,4,6,Chelsea,8,73,12
875,421,11,Trossard,3,4,Brighton,36,58,11
340,171,11,Maddison,3,9,Leicester,13,73,9
360,181,11,Robertson,2,10,Liverpool,14,70,9
555,269,11,Shelvey,3,13,Newcastle,4,49,9
635,301,11,Fleck,3,15,Sheffield Utd,49,47,9
675,321,11,Ward-Prowse,3,16,Southampton,20,57,9
695,336,11,Aurier,2,17,Spurs,6,51,9
715,344,11,Alli,3,17,Spurs,6,83,9
800,393,11,Snodgrass,3,19,West Ham,21,50,9
840,409,11,Jiménez,4,20,Wolves,39,80,9
890,431,11,Pulisic,3,6,Chelsea,8,74,9
1000,494,11,Ramsdale,1,3,Bournemouth,91,44,9
0,11,11,Aubameyang,4,1,Arsenal,3,109,8
335,168,11,Schmeichel,1,9,Leicester,13,55,8
1005,498,11,Willems,2,13,Newcastle,4,43,8
50,37,11,Duffy,2,4,Brighton,36,48,7
60,42,11,Dunk,2,4,Brighton,36,48,7
110,68,11,King,4,3,Bournemouth,91,61,7
365,182,11,Alexander-Arnold,2,10,Liverpool,14,77,7
530,259,11,Clark,2,13,Newcastle,4,43,7
740,363,11,Deulofeu,4,18,Watford,57,61,7
785,382,11,Balbuena,2,19,West Ham,21,43,7
955,465,11,Trézéguet,3,2,Aston Villa,7,52,7
65,47,11,Ryan,1,4,Brighton,36,47,6
90,59,11,Aké,2,3,Bournemouth,91,48,6
100,65,11,Rico,2,3,Bournemouth,91,42,6
270,141,11,Digne,2,8,Everton,11,59,6
305,159,11,Pereira,2,9,Leicester,13,62,6
310,161,11,Chilwell,2,9,Leicester,13,54,6
325,166,11,Vardy,4,9,Leicester,13,97,6
425,210,11,Agüero,4,11,Man City,43,116,6
515,254,11,Fernández,2,13,Newcastle,4,46,6
610,291,11,Stevens,2,15,Sheffield Utd,49,52,6
615,293,11,O'Connell,2,15,Sheffield Utd,49,45,6
620,294,11,Baldock,2,15,Sheffield Utd,49,50,6
625,295,11,Egan,2,15,Sheffield Utd,49,47,6
860,415,11,Moutinho,3,20,Wolves,39,53,6
905,440,11,Angeliño,2,11,Man City,43,46,6
935,458,11,Guilbert,2,2,Aston Villa,7,43,6
975,471,11,Henderson,1,15,Sheffield Utd,49,52,6
980,475,11,Burn,2,4,Brighton,36,45,6
45,31,11,McGinn,3,2,Aston Villa,7,52,5
85,58,11,Steve Cook,2,3,Bournemouth,91,50,5
280,146,11,Tosun,4,8,Everton,11,57,5
315,162,11,Evans,2,9,Leicester,13,53,5
560,271,11,Hayden,3,13,Newcastle,4,44,5
680,323,11,Armstrong,3,16,Southampton,20,52,5
880,423,11,Basham,2,15,Sheffield Utd,49,46,5
930,457,11,Haller,4,19,West Ham,21,68,5
960,466,11,Joelinton,4,13,Newcastle,4,55,5
5,12,11,Lacazette,4,1,Arsenal,3,92,4
10,14,11,Leno,1,1,Arsenal,3,48,4
210,118,11,Jorginho,3,6,Chelsea,8,49,4
350,175,11,Gray,3,9,Leicester,13,50,4
25,19,11,Torreira,3,1,Arsenal,3,47,3
75,54,11,Pröpper,3,4,Brighton,36,48,3
80,57,11,Stephens,3,4,Brighton,36,44,3
345,172,11,Barnes,3,9,Leicester,13,58,3
355,176,11,Ndidi,3,9,Leicester,13,50,3
480,235,11,de Gea,1,12,Man Utd,1,53,3
540,265,11,Pérez,3,9,Leicester,13,60,3
