,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
235,117,5,Werner,4,Chelsea,Chelsea,8,92,16
700,388,5,Kane,4,Spurs,Spurs,6,119,16
570,306,5,Rashford,3,Man Utd,Man Utd,1,96,15
705,390,5,Son,3,Spurs,Spurs,6,96,13
860,470,5,Kilman,2,Wolves,Wolves,39,38,12
175,96,5,Pope,1,Burnley,Burnley,90,55,11
200,106,5,Barkley,3,Aston Villa,Aston Villa,7,58,11
500,276,5,Sterling,3,Man City,Man City,43,109,11
565,302,5,Fernandes,3,Man Utd,Man Utd,1,113,11
680,377,5,Adams,4,Southampton,Southampton,20,57,11
1030,557,5,Lookman,3,Fulham,Fulham,54,47,10
15,12,5,Martínez,1,Aston Villa,Aston Villa,7,53,9
125,80,5,Mac Allister,3,Brighton,Brighton,36,53,9
280,141,5,Zaha,3,Crystal Palace,Crystal Palace,31,71,9
730,417,5,Johnstone,1,West Brom,West Brom,35,46,9
310,156,5,Keane,2,Everton,Everton,11,50,8
505,277,5,Cancelo,2,Man City,Man City,43,58,8
550,298,5,Maguire,2,Man Utd,Man Utd,1,55,8
585,313,5,Wan-Bissaka,2,Man Utd,Man Utd,1,58,8
590,325,5,Darlow,1,Newcastle,Newcastle,4,49,8
830,460,5,Jiménez,4,Wolves,Wolves,39,81,8
50,41,5,Mings,2,Aston Villa,Aston Villa,7,54,7
135,85,5,Long,2,Burnley,Burnley,90,43,7
305,155,5,Digne,2,Everton,Everton,11,62,7
475,254,5,Salah,3,Liverpool,Liverpool,14,129,7
485,270,5,Walker,2,Man City,Man City,43,61,7
510,278,5,Ederson,1,Man City,Man City,43,61,7
645,366,5,Ings,4,Southampton,Southampton,20,84,7
655,369,5,Vestergaard,2,Southampton,Southampton,20,47,7
735,418,5,Townsend,2,West Brom,West Brom,35,44,7
740,422,5,Furlong,2,West Brom,West Brom,35,45,7
780,443,5,Balbuena,2,West Ham,West Ham,21,41,7
835,461,5,Saïss,2,Wolves,Wolves,39,49,7
935,500,5,Havertz,3,Chelsea,Chelsea,8,83,7
55,42,5,Targett,2,Aston Villa,Aston Villa,7,50,6
60,46,5,Konsa,2,Aston Villa,Aston Villa,7,46,6
130,81,5,Tarkowski,2,Burnley,Burnley,90,53,6
325,164,5,Calvert-Lewin,4,Everton,Everton,11,75,6
465,251,5,Mané,3,Liverpool,Liverpool,14,118,6
480,255,5,Robertson,2,Liverpool,Liverpool,14,73,6
530,284,5,Foden,3,Man City,Man City,43,61,6
810,455,5,Patrício,1,Wolves,Wolves,39,53,6
820,458,5,Boly,2,Wolves,Wolves,39,54,6
825,459,5,Coady,2,Wolves,Wolves,39,49,6
925,496,5,Cash,2,Aston Villa,Aston Villa,7,50,6
980,530,5,Ivanovic,2,West Brom,West Brom,35,44,6
1010,546,5,Semedo,2,Wolves,Wolves,39,51,6
40,38,5,McGinn,3,Aston Villa,Aston Villa,7,55,5
180,97,5,Taylor,2,Burnley,Burnley,90,44,5
195,105,5,Jorginho,3,Chelsea,Chelsea,8,47,5
210,108,5,Batshuayi,4,Crystal Palace,Crystal Palace,31,57,5
295,148,5,Walcott,3,Southampton,Southampton,20,58,5
540,290,5,Mata,3,Man Utd,Man Utd,1,58,5
755,435,5,Cresswell,2,West Ham,West Ham,21,57,5
765,439,5,Lanzini,3,West Ham,West Ham,21,64,5
1025,556,5,Dias,2,Man City,Man City,43,59,5
610,345,5,Basham,2,Sheffield Utd,Sheffield Utd,49,46,4
955,508,5,Rodríguez,3,Everton,Everton,11,77,4
995,542,5,Reguilón,2,Spurs,Spurs,6,55,4
1035,558,5,Coufal,2,West Ham,West Ham,21,48,4
5,8,5,Leno,1,Arsenal,Arsenal,3,50,3
35,37,5,Grealish,3,Aston Villa,Aston Villa,7,75,3
45,40,5,Trézéguet,3,Aston Villa,Aston Villa,7,52,3
85,65,5,March,3,Brighton,Brighton,36,49,3
160,90,5,Gudmundsson,3,Burnley,Burnley,90,54,3
185,98,5,Brownhill,3,Burnley,Burnley,90,49,3
190,100,5,McNeil,3,Burnley,Burnley,90,57,3
230,115,5,Loftus-Cheek,3,Fulham,Fulham,54,59,3
285,142,5,Schlupp,3,Crystal Palace,Crystal Palace,31,53,3
315,157,5,Pickford,1,Everton,Everton,11,48,3
390,217,5,Schmeichel,1,Leicester,Leicester,13,54,3
410,225,5,Praet,3,Leicester,Leicester,13,52,3
425,232,5,Chilwell,2,Chelsea,Chelsea,8,59,3
495,275,5,Mahrez,3,Man City,Man City,43,81,3
520,281,5,Bernardo Silva,3,Man City,Man City,43,74,3
545,291,5,de Gea,1,Man Utd,Man Utd,1,53,3
725,405,5,Ndombele,3,Spurs,Spurs,6,59,3
790,446,5,Diangana,3,West Brom,West Brom,35,50,3
840,464,5,Dendoncker,3,Wolves,Wolves,39,46,3
855,469,5,Podence,3,Wolves,Wolves,39,53,3
865,474,5,Neto,3,Wolves,Wolves,39,55,3
875,481,5,Pereira,3,West Brom,West Brom,35,54,3
880,483,5,Ramsdale,1,Sheffield Utd,Sheffield Utd,49,46,3
970,516,5,Areola,1,Fulham,Fulham,54,45,3
975,518,5,Mendy,3,Leicester,Leicester,13,42,3
1005,544,5,Gallagher,3,West Brom,West Brom,35,55,3
1020,555,5,Krovinovic,3,West Brom,West Brom,35,49,3
0,4,5,Aubameyang,3,Arsenal,Arsenal,3,113,2
10,11,5,Bellerín,2,Arsenal,Arsenal,3,50,2
25,17,5,Tierney,2,Arsenal,Arsenal,3,52,2
30,24,5,Saka,3,Arsenal,Arsenal,3,51,2
65,52,5,Douglas Luiz,3,Aston Villa,Aston Villa,7,48,2
70,54,5,Lallana,3,Brighton,Brighton,36,62,2
80,61,5,Burn,2,Brighton,Brighton,36,42,2
90,66,5,Webster,2,Brighton,Brighton,36,43,2
100,68,5,Maupay,4,Brighton,Brighton,36,58,2
110,74,5,White,2,Brighton,Brighton,36,45,2
120,77,5,Lamptey,2,Brighton,Brighton,36,46,2
145,87,5,Barnes,4,Burnley,Burnley,90,60,2
155,89,5,Westwood,3,Burnley,Burnley,90,53,2
165,91,5,Wood,4,Burnley,Burnley,90,66,2
220,113,5,Kanté,3,Chelsea,Chelsea,8,49,2
245,120,5,Mount,3,Chelsea,Chelsea,8,73,2
260,133,5,Kouyaté,3,Crystal Palace,Crystal Palace,31,48,2
265,137,5,Townsend,3,Crystal Palace,Crystal Palace,31,55,2
290,144,5,Riedewald,3,Crystal Palace,Crystal Palace,31,44,2
330,175,5,Cairney,3,Fulham,Fulham,54,52,2
355,198,5,Klich,3,Leeds,Leeds,2,52,2
360,200,5,Dallas,2,Leeds,Leeds,2,55,2
370,202,5,Bamford,4,Leeds,Leeds,2,66,2
375,203,5,Harrison,3,Leeds,Leeds,2,56,2
380,205,5,Costa,3,Leeds,Leeds,2,50,2
385,213,5,Meslier,1,Leeds,Leeds,2,48,2
430,235,5,Barnes,3,Leicester,Leicester,13,66,2
435,239,5,Justin,2,Leicester,Leicester,13,48,2
450,244,5,Henderson,3,Liverpool,Liverpool,14,54,2
460,249,5,Firmino,4,Liverpool,Liverpool,14,91,2
535,286,5,Rodrigo,3,Man City,Man City,43,53,2
555,299,5,Fred,3,Man Utd,Man Utd,1,53,2
575,308,5,Lindelöf,2,Man Utd,Man Utd,1,48,2
580,309,5,McTominay,3,Man Utd,Man Utd,1,49,2
595,338,5,Saint-Maximin,3,Newcastle,Newcastle,4,52,2
605,344,5,McGoldrick,4,Sheffield Utd,Sheffield Utd,49,52,2
615,357,5,McBurnie,4,Sheffield Utd,Sheffield Utd,49,56,2
625,360,5,Berge,3,Sheffield Utd,Sheffield Utd,49,49,2
660,370,5,Ward-Prowse,3,Southampton,Southampton,20,59,2
690,385,5,Sissoko,3,Spurs,Spurs,6,47,2
715,396,5,Højbjerg,3,Spurs,Spurs,6,49,2
745,431,5,Fabianski,1,West Ham,West Ham,21,50,2
785,445,5,Bowen,3,West Ham,West Ham,21,58,2
795,448,5,Rice,3,West Ham,West Ham,21,47,2
805,450,5,Fornals,3,West Ham,West Ham,21,58,2
870,478,5,Willian,3,Arsenal,Arsenal,3,75,2
885,484,5,Robinson,2,Fulham,Fulham,54,44,2
890,485,5,Hendrick,3,Newcastle,Newcastle,4,45,2
910,491,5,Koch,2,Leeds,Leeds,2,43,2
915,492,5,Rodrigo,4,Leeds,Leeds,2,57,2
920,494,5,Gabriel,2,Arsenal,Arsenal,3,49,2
940,501,5,Ceballos,3,Arsenal,Arsenal,3,47,2
945,506,5,Wilson,4,Newcastle,Newcastle,4,65,2
960,512,5,Doucouré,3,Everton,Everton,11,51,2
965,514,5,Watkins,4,Aston Villa,Aston Villa,7,63,2
1040,561,5,Fofana,2,Leicester,Leicester,13,50,2
1045,562,5,Aina,2,Fulham,Fulham,54,43,2
1060,572,5,Adarabioyo,2,Fulham,Fulham,54,45,2
1070,582,5,Grant,4,West Brom,West Brom,35,56,2
75,57,5,Groß,3,Brighton,Brighton,36,58,1
105,70,5,Ryan,1,Brighton,Arsenal,3,41,1
115,76,5,Bissouma,3,Brighton,Brighton,36,44,1
140,86,5,Rodriguez,4,Burnley,Burnley,90,57,1
215,110,5,Zouma,2,Chelsea,Chelsea,8,53,1
225,114,5,Ziyech,3,Chelsea,Chelsea,8,79,1
240,118,5,Abraham,4,Chelsea,Chelsea,8,71,1
250,123,5,James,2,Chelsea,Chelsea,8,51,1
255,128,5,Guaita,1,Crystal Palace,Crystal Palace,31,48,1
320,159,5,Iwobi,3,Everton,Everton,11,59,1
345,191,5,Anguissa,3,Fulham,Fulham,54,44,1
350,197,5,Ayling,2,Leeds,Leeds,2,44,1
400,219,5,Evans,2,Leicester,Leicester,13,56,1
415,228,5,Tielemans,3,Leicester,Leicester,13,64,1
420,231,5,Maddison,3,Leicester,Leicester,13,72,1
445,243,5,Wijnaldum,3,Liverpool,Liverpool,14,53,1
455,246,5,Matip,2,Liverpool,Liverpool,14,54,1
600,339,5,Almirón,3,Newcastle,Newcastle,4,56,1
620,358,5,Callum Robinson,4,West Brom,West Brom,35,52,1
630,362,5,Bertrand,2,Southampton,Southampton,20,50,1
635,363,5,McCarthy,1,Southampton,Southampton,20,44,1
640,364,5,Oriol Romeu,3,Southampton,Southampton,20,45,1
670,375,5,Walker-Peters,2,Southampton,Southampton,20,47,1
675,376,5,Bednarek,2,Southampton,Southampton,20,47,1
685,383,5,Lloris,1,Spurs,Spurs,6,56,1
695,386,5,Alderweireld,2,Spurs,Spurs,6,54,1
760,437,5,Antonio,4,West Ham,West Ham,21,67,1
800,449,5,Soucek,3,West Ham,West Ham,21,52,1
845,466,5,Neves,3,Wolves,Wolves,39,51,1
850,468,5,Jota,3,Liverpool,Liverpool,14,69,1
950,507,5,Fraser,3,Newcastle,Newcastle,4,56,1
985,540,5,Traoré,3,Aston Villa,Aston Villa,7,58,1
1000,543,5,Bale,3,Spurs,Spurs,6,92,1
20,16,5,Holding,2,Arsenal,Arsenal,3,43,0
95,67,5,Veltman,2,Brighton,Brighton,36,43,0
150,88,5,Mee,2,Burnley,Burnley,90,47,0
170,92,5,Lowton,2,Burnley,Burnley,90,44,0
205,107,5,Kovacic,3,Chelsea,Chelsea,8,53,0
270,139,5,van Aanholt,2,Crystal Palace,Crystal Palace,31,54,0
275,140,5,Ayew,4,Crystal Palace,Crystal Palace,31,56,0
300,154,5,Bernard,3,Everton,Everton,11,57,0
335,181,5,Decordova-Reid,4,Fulham,Fulham,54,53,0
340,184,5,Mitrović,4,Fulham,Fulham,54,55,0
365,201,5,Alioski,2,Leeds,Leeds,2,44,0
395,218,5,Fuchs,2,Leicester,Leicester,13,45,0
405,224,5,Vardy,4,Leicester,Leicester,13,102,0
440,241,5,Milner,3,Liverpool,Liverpool,14,53,0
470,252,5,Alisson,1,Liverpool,Liverpool,14,60,0
490,272,5,De Bruyne,3,Man City,Man City,43,118,0
515,280,5,Laporte,2,Man City,Man City,43,60,0
525,282,5,Jesus,4,Man City,Man City,43,91,0
560,300,5,Shaw,2,Man Utd,Man Utd,1,55,0
650,368,5,Armstrong,3,Southampton,Southampton,20,55,0
665,373,5,Reed,3,Fulham,Fulham,54,44,0
710,391,5,Dier,2,Spurs,Spurs,6,46,0
720,403,5,Lo Celso,3,Spurs,Spurs,6,69,0
750,432,5,Ogbonna,2,West Ham,West Ham,21,47,0
770,441,5,Haller,4,West Ham,West Ham,21,61,0
775,442,5,Masuaku,2,West Ham,West Ham,21,43,0
815,457,5,Doherty,2,Spurs,Spurs,6,56,0
895,486,5,Dann,2,Crystal Palace,Crystal Palace,31,42,0
900,489,5,Eze,3,Crystal Palace,Crystal Palace,31,58,0
