,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
151,7,190,Llorente,2,Leeds,Leeds,2,45,15
103,7,583,Hwang,4,Wolves,Wolves,39,54,13
158,7,233,Salah,3,Liverpool,Liverpool,14,133,13
91,7,527,Chalobah,2,Chelsea,Chelsea,8,47,11
65,7,430,Jiménez,4,Wolves,Wolves,39,77,10
306,7,482,Townsend,3,Everton,Everton,11,52,10
427,7,365,Højbjerg,3,Spurs,Spurs,6,49,10
485,7,359,Son,3,Spurs,Spurs,6,109,10
572,7,119,Azpilicueta,2,Chelsea,Chelsea,8,56,10
285,7,314,Krul,1,Norwich,Norwich,45,45,9
352,7,113,Taylor,2,Burnley,Burnley,90,44,9
382,7,213,Iheanacho,4,Leicester,Leicester,13,70,9
402,7,584,Cucurella,2,Brighton,Brighton,36,50,9
100,7,135,Chilwell,2,Chelsea,Chelsea,8,56,8
136,7,524,Wissa,3,Brentford,Brentford,94,57,8
157,7,251,De Bruyne,3,Man City,Man City,43,117,8
283,7,96,Mbeumo,3,Brentford,Brentford,94,52,8
300,7,205,Vardy,4,Leicester,Leicester,13,103,8
406,7,59,Dunk,2,Brighton,Brighton,36,48,8
426,7,463,Firpo,2,Leeds,Leeds,2,47,8
528,7,422,Soucek,3,West Ham,West Ham,21,57,8
23,7,184,Cooper,2,Leeds,Leeds,2,44,7
87,7,230,Mané,3,Liverpool,Liverpool,14,117,7
179,7,420,Bowen,3,West Ham,West Ham,21,68,7
252,7,319,Hanley,2,Norwich,Norwich,45,44,7
478,7,134,Werner,4,Chelsea,Chelsea,8,86,7
561,7,464,Olise,3,Crystal Palace,Crystal Palace,31,54,7
576,7,265,Foden,3,Man City,Man City,43,78,7
590,7,67,White,2,Arsenal,Arsenal,3,45,7
603,7,244,Jones,3,Liverpool,Liverpool,14,50,7
15,7,155,Schlupp,3,Crystal Palace,Crystal Palace,31,54,6
45,7,56,Duffy,2,Brighton,Brighton,36,41,6
140,7,457,Giannoulis,2,Norwich,Norwich,45,44,6
149,7,559,Ramsdale,1,Arsenal,Arsenal,3,51,6
162,7,69,Sánchez,1,Brighton,Brighton,36,46,6
189,7,132,Loftus-Cheek,3,Chelsea,Chelsea,8,54,6
191,7,580,Kabak,2,Norwich,Norwich,45,43,6
247,7,451,Collins,2,Burnley,Burnley,90,43,6
274,7,590,Tomiyasu,2,Arsenal,Arsenal,3,46,6
277,7,40,Watkins,4,Aston Villa,Aston Villa,7,75,6
363,7,456,Gibson,2,Norwich,Norwich,45,44,6
462,7,199,Meslier,1,Leeds,Leeds,2,48,6
465,7,23,Gabriel,2,Arsenal,Arsenal,3,53,6
480,7,112,Pope,1,Burnley,Burnley,90,54,6
574,7,58,Burn,2,Brighton,Newcastle,4,44,6
4,7,277,Fernandes,3,Man Utd,Man Utd,1,116,5
128,7,76,Jansson,2,Brentford,Brentford,94,45,5
223,7,326,Aarons,2,Norwich,Norwich,45,43,5
265,7,263,Jesus,4,Man City,Man City,43,84,5
395,7,62,Veltman,2,Brighton,Brighton,36,42,5
432,7,98,Tarkowski,2,Burnley,Burnley,90,49,5
438,7,110,Lowton,2,Burnley,Burnley,90,44,5
3,7,341,Ward-Prowse,3,Southampton,Southampton,20,65,4
234,7,81,Canós,3,Brentford,Brentford,94,55,4
253,7,30,Martínez,1,Aston Villa,Aston Villa,7,55,4
348,7,491,Livramento,2,Southampton,Southampton,20,44,4
504,7,215,Barnes,3,Leicester,Leicester,13,66,4
76,7,64,Trossard,3,Brighton,Brighton,36,59,3
84,7,318,McLean,3,Norwich,Norwich,45,49,3
89,7,75,Moder,3,Brighton,Brighton,36,45,3
108,7,55,Groß,3,Brighton,Brighton,36,57,3
111,7,22,Saka,3,Arsenal,Arsenal,3,67,3
120,7,361,Dier,2,Spurs,Spurs,6,46,3
153,7,478,Sambi Lokonga,3,Arsenal,Arsenal,3,48,3
203,7,196,Raphinha,3,Leeds,Leeds,2,65,3
275,7,191,Phillips,3,Leeds,Leeds,2,47,3
336,7,21,Smith Rowe,3,Arsenal,Arsenal,3,57,3
350,7,107,Westwood,3,Burnley,Burnley,90,52,3
384,7,287,James,3,Leeds,Leeds,2,60,3
391,7,334,McCarthy,1,Southampton,Southampton,20,43,3
396,7,188,Dallas,3,Leeds,Leeds,2,49,3
399,7,471,Lees-Melou,3,Norwich,Norwich,45,48,3
456,7,53,Lallana,3,Brighton,Brighton,36,53,3
472,7,118,McNeil,3,Burnley,Burnley,90,56,3
530,7,302,Manquillo,2,Newcastle,Newcastle,4,39,3
553,7,170,Pickford,1,Everton,Everton,11,49,3
559,7,558,Ødegaard,3,Arsenal,Arsenal,3,55,3
28,7,240,Jota,3,Liverpool,Liverpool,14,83,2
46,7,495,Kucka,3,Watford,Watford,57,55,2
61,7,15,Partey,3,Arsenal,Arsenal,3,50,2
110,7,35,McGinn,3,Aston Villa,Aston Villa,7,57,2
129,7,426,Moutinho,3,Wolves,Wolves,39,49,2
160,7,154,Zaha,3,Crystal Palace,Crystal Palace,31,68,2
170,7,143,Mendy,1,Chelsea,Chelsea,8,61,2
186,7,354,Sissoko,3,Watford,Watford,57,44,2
206,7,436,Neves,3,Wolves,Wolves,39,53,2
207,7,125,Kovacic,3,Chelsea,Chelsea,8,50,2
208,7,144,Gallagher,3,Crystal Palace,Crystal Palace,31,61,2
211,7,83,Henry,2,Brentford,Brentford,94,45,2
215,7,187,Rodrigo,4,Leeds,Leeds,2,62,2
222,7,419,Benrahma,3,West Ham,West Ham,21,59,2
224,7,484,Gray,3,Everton,Everton,11,55,2
225,7,127,Rüdiger,2,Chelsea,Chelsea,8,61,2
244,7,408,Fabianski,1,West Ham,West Ham,21,50,2
263,7,337,Ings,4,Aston Villa,Aston Villa,7,77,2
264,7,588,Emerson Royal,2,Spurs,Spurs,6,46,2
266,7,285,McTominay,3,Man Utd,Man Utd,1,54,2
289,7,266,Rodrigo,3,Man City,Man City,43,55,2
304,7,423,Fornals,3,West Ham,West Ham,21,60,2
315,7,171,Allan,3,Everton,Everton,11,43,2
