,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
473,31,200,Dallas,2,Leeds,Leeds,2,55,17
21,31,417,Johnstone,1,West Brom,West Brom,35,46,15
584,31,119,Pulisic,3,Chelsea,Chelsea,8,83,15
380,31,301,Lingard,3,West Ham,West Ham,21,66,14
131,31,233,Iheanacho,4,Leicester,Leicester,13,62,13
162,31,6,Lacazette,4,Arsenal,Arsenal,3,84,13
124,31,338,Saint-Maximin,3,Newcastle,Newcastle,4,52,12
347,31,445,Bowen,3,West Ham,West Ham,21,58,12
10,31,315,Greenwood,3,Man Utd,Man Utd,1,73,11
427,31,569,Cavani,4,Man Utd,Man Utd,1,80,11
533,31,259,Alexander-Arnold,2,Liverpool,Liverpool,14,78,11
77,31,573,Olsen,1,Everton,Everton,11,45,10
425,31,500,Havertz,3,Chelsea,Chelsea,8,83,10
161,31,455,Patrício,1,Wolves,Wolves,39,53,9
199,31,497,Murphy,3,Newcastle,Newcastle,4,49,9
250,31,74,White,2,Brighton,Brighton,36,45,9
267,31,481,Pereira,3,West Brom,West Brom,35,54,9
639,31,546,Semedo,2,Wolves,Wolves,39,51,9
61,31,132,Benteke,4,Crystal Palace,Crystal Palace,31,55,8
110,31,465,Traoré,3,Wolves,Wolves,39,60,8
147,31,110,Zouma,2,Chelsea,Chelsea,8,53,8
511,31,62,Dunk,2,Brighton,Brighton,36,48,8
553,31,26,Martinelli,3,Arsenal,Arsenal,3,49,8
560,31,514,Watkins,4,Aston Villa,Aston Villa,7,63,8
642,31,411,Phillips,3,West Brom,West Brom,35,51,8
650,31,16,Holding,2,Arsenal,Arsenal,3,43,8
665,31,358,Callum Robinson,4,West Brom,West Brom,35,52,8
62,31,390,Son,3,Spurs,Spurs,6,96,7
63,31,299,Fred,3,Man Utd,Man Utd,1,53,7
78,31,93,Vydra,4,Burnley,Burnley,90,48,7
102,31,287,Torres,3,Man City,Man City,43,70,7
116,31,254,Salah,3,Liverpool,Liverpool,14,129,7
550,31,563,Ait Nouri,2,Wolves,Wolves,39,50,7
600,31,501,Ceballos,3,Arsenal,Arsenal,3,47,7
9,31,425,O'Shea,2,West Brom,West Brom,35,42,6
80,31,418,Townsend,2,West Brom,West Brom,35,44,6
106,31,321,Shelvey,3,Newcastle,Newcastle,4,53,6
139,31,152,Coleman,2,Everton,Everton,11,49,6
226,31,15,Maitland-Niles,2,West Brom,West Brom,35,46,6
300,31,155,Digne,2,Everton,Everton,11,62,6
356,31,597,Sánchez,1,Brighton,Brighton,36,45,6
377,31,120,Mount,3,Chelsea,Chelsea,8,73,6
400,31,654,Yokuslu,3,West Brom,West Brom,35,45,6
411,31,461,Saïss,2,Wolves,Wolves,39,49,6
444,31,412,Bartley,2,West Brom,West Brom,35,44,6
472,31,562,Aina,2,Fulham,Fulham,54,43,6
475,31,18,Pépé,3,Arsenal,Arsenal,3,77,6
540,31,566,Godfrey,2,Everton,Everton,11,51,6
566,31,422,Furlong,2,West Brom,West Brom,35,45,6
592,31,8,Leno,1,Arsenal,Arsenal,3,50,6
601,31,567,Partey,3,Arsenal,Arsenal,3,49,6
604,31,67,Veltman,2,Brighton,Brighton,36,43,6
618,31,13,Chambers,2,Arsenal,Arsenal,3,45,6
641,31,459,Coady,2,Wolves,Wolves,39,49,6
681,31,281,Bernardo Silva,3,Man City,Man City,43,74,6
175,31,122,Hudson-Odoi,3,Chelsea,Chelsea,8,57,5
239,31,392,Lucas Moura,3,Spurs,Spurs,6,64,5
251,31,165,Holgate,2,Everton,Everton,11,48,5
259,31,91,Wood,4,Burnley,Burnley,90,66,5
268,31,156,Keane,2,Everton,Everton,11,50,5
526,31,296,Pogba,3,Man Utd,Man Utd,1,76,5
532,31,648,Diagne,4,West Brom,West Brom,35,60,5
563,31,10,Marí,2,Arsenal,Arsenal,3,44,5
586,31,38,McGinn,3,Aston Villa,Aston Villa,7,55,5
15,31,123,James,2,Chelsea,Chelsea,8,51,4
68,31,12,Martínez,1,Aston Villa,Aston Villa,7,53,4
75,31,558,Coufal,2,West Ham,West Ham,21,48,4
101,31,213,Meslier,1,Leeds,Leeds,2,48,4
115,31,202,Bamford,4,Leeds,Leeds,2,66,4
141,31,504,Fabio Silva,4,Wolves,Wolves,39,52,4
220,31,449,Soucek,3,West Ham,West Ham,21,52,4
370,31,142,Schlupp,3,Crystal Palace,Crystal Palace,31,53,4
418,31,201,Alioski,2,Leeds,Leeds,2,44,4
535,31,255,Robertson,2,Liverpool,Liverpool,14,73,4
622,31,221,Albrighton,3,Leicester,Leicester,13,52,4
12,31,466,Neves,3,Wolves,Wolves,39,51,3
32,31,150,Sigurdsson,3,Everton,Everton,11,68,3
43,31,105,Jorginho,3,Chelsea,Chelsea,8,47,3
60,31,163,Davies,3,Everton,Everton,11,52,3
108,31,252,Alisson,1,Liverpool,Liverpool,14,60,3
158,31,69,Trossard,3,Brighton,Brighton,36,55,3
218,31,326,Dubravka,1,Newcastle,Newcastle,4,48,3
246,31,508,Rodríguez,3,Everton,Everton,11,77,3
285,31,628,Moder,3,Brighton,Brighton,36,50,3
327,31,206,Roberts,3,Leeds,Leeds,2,46,3
350,31,469,Podence,3,Wolves,Wolves,39,53,3
477,31,57,Groß,3,Brighton,Brighton,36,58,3
