,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
57,8,302,Fernandes,3,Man Utd,Man Utd,1,113,17
448,8,431,Fabianski,1,West Ham,West Ham,21,50,15
96,8,514,Watkins,4,Aston Villa,Aston Villa,7,63,13
456,8,489,Eze,3,Crystal Palace,Crystal Palace,31,58,13
588,8,457,Doherty,2,Spurs,Spurs,6,56,12
324,8,42,Targett,2,Aston Villa,Aston Villa,7,50,11
596,8,114,Ziyech,3,Chelsea,Chelsea,8,79,11
551,8,368,Armstrong,3,Southampton,Southampton,20,55,10
580,8,455,Patrício,1,Wolves,Wolves,39,53,10
63,8,375,Walker-Peters,2,Southampton,Southampton,20,47,9
67,8,282,Jesus,4,Man City,Man City,43,91,9
150,8,254,Salah,3,Liverpool,Liverpool,14,129,9
195,8,67,Veltman,2,Brighton,Brighton,36,43,9
293,8,388,Kane,4,Spurs,Spurs,6,119,9
327,8,96,Pope,1,Burnley,Burnley,90,55,9
564,8,449,Soucek,3,West Ham,West Ham,21,52,9
231,8,154,Bernard,3,Everton,Everton,11,57,8
237,8,88,Mee,2,Burnley,Burnley,90,47,8
244,8,558,Coufal,2,West Ham,West Ham,21,48,8
269,8,490,Thiago Silva,2,Chelsea,Chelsea,8,56,8
333,8,486,Dann,2,Crystal Palace,Crystal Palace,31,42,8
357,8,97,Taylor,2,Burnley,Burnley,90,44,8
470,8,232,Chilwell,2,Chelsea,Chelsea,8,59,8
479,8,140,Ayew,4,Crystal Palace,Crystal Palace,31,56,8
563,8,118,Abraham,4,Chelsea,Chelsea,8,71,8
38,8,386,Alderweireld,2,Spurs,Spurs,6,54,7
91,8,117,Werner,4,Chelsea,Chelsea,8,92,7
140,8,218,Fuchs,2,Leicester,Leicester,13,45,7
168,8,377,Adams,4,Southampton,Southampton,20,57,7
241,8,106,Barkley,3,Aston Villa,Aston Villa,7,58,7
345,8,300,Shaw,2,Man Utd,Man Utd,1,55,7
446,8,202,Bamford,4,Leeds,Leeds,2,66,7
474,8,561,Fofana,2,Leicester,Leicester,13,50,7
20,8,225,Praet,3,Leicester,Leicester,13,52,6
71,8,443,Balbuena,2,West Ham,West Ham,21,41,6
73,8,391,Dier,2,Spurs,Spurs,6,46,6
129,8,239,Justin,2,Leicester,Leicester,13,48,6
163,8,542,Reguilón,2,Spurs,Spurs,6,55,6
201,8,66,Webster,2,Brighton,Brighton,36,43,6
230,8,74,White,2,Brighton,Brighton,36,45,6
236,8,70,Ryan,1,Brighton,Arsenal,3,41,6
260,8,376,Bednarek,2,Southampton,Southampton,20,47,6
267,8,41,Mings,2,Aston Villa,Aston Villa,7,54,6
340,8,442,Masuaku,2,West Ham,West Ham,21,43,6
388,8,496,Cash,2,Aston Villa,Aston Villa,7,50,6
389,8,344,McGoldrick,4,Sheffield Utd,Sheffield Utd,49,52,6
390,8,217,Schmeichel,1,Leicester,Leicester,13,54,6
400,8,81,Tarkowski,2,Burnley,Burnley,90,53,6
415,8,46,Konsa,2,Aston Villa,Aston Villa,7,46,6
417,8,12,Martínez,1,Aston Villa,Aston Villa,7,53,6
457,8,363,McCarthy,1,Southampton,Southampton,20,44,6
466,8,383,Lloris,1,Spurs,Spurs,6,56,6
486,8,148,Walcott,3,Southampton,Southampton,20,58,6
509,8,92,Lowton,2,Burnley,Burnley,90,44,6
521,8,37,Grealish,3,Aston Villa,Aston Villa,7,75,6
530,8,369,Vestergaard,2,Southampton,Southampton,20,47,6
574,8,435,Cresswell,2,West Ham,West Ham,21,57,6
7,8,141,Zaha,3,Crystal Palace,Crystal Palace,31,71,5
103,8,139,van Aanholt,2,Crystal Palace,Crystal Palace,31,54,5
112,8,432,Ogbonna,2,West Ham,West Ham,21,47,5
123,8,251,Mané,3,Liverpool,Liverpool,14,118,5
204,8,107,Kovacic,3,Chelsea,Chelsea,8,53,5
299,8,569,Cavani,4,Man Utd,Man Utd,1,80,5
379,8,164,Calvert-Lewin,4,Everton,Everton,11,75,5
485,8,306,Rashford,3,Man Utd,Man Utd,1,96,5
502,8,113,Kanté,3,Chelsea,Chelsea,8,49,5
597,8,219,Evans,2,Leicester,Leicester,13,56,5
47,8,224,Vardy,4,Leicester,Leicester,13,102,4
118,8,516,Areola,1,Fulham,Fulham,54,45,4
211,8,198,Klich,3,Leeds,Leeds,2,52,4
412,8,587,Benrahma,3,West Ham,West Ham,21,59,4
573,8,360,Berge,3,Sheffield Utd,Sheffield Utd,49,49,4
45,8,95,Brady,3,Burnley,Burnley,90,50,3
55,8,228,Tielemans,3,Leicester,Leicester,13,64,3
64,8,417,Johnstone,1,West Brom,West Brom,35,46,3
68,8,272,De Bruyne,3,Man City,Man City,43,118,3
