,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
265,106,21,Willian,3,5,Chelsea,8,70,17
115,47,21,Fraser,3,2,Bournemouth,91,51,15
255,103,21,Rüdiger,2,5,Chelsea,8,58,14
505,234,21,Salah,3,10,Liverpool,14,106,14
515,240,21,Ederson,1,11,Man City,43,57,14
5,4,21,Koscielny,2,1,Arsenal,3,60,9
145,59,21,Bong,2,3,Brighton,36,44,9
355,155,21,Gueye,3,7,Everton,11,48,9
360,163,21,Lössl,1,8,Huddersfield,38,46,9
365,164,21,Schindler,2,8,Huddersfield,38,46,9
435,202,21,Drinkwater,3,5,Chelsea,8,47,9
450,209,21,Vardy,4,9,Leicester,13,88,9
575,264,21,Jones,2,12,Man Utd,1,55,9
824,369,21,Narsingh,3,16,Swansea,80,47,9
1057,527,21,Carrillo,3,18,Watford,57,54,9
525,245,21,Otamendi,2,11,Man City,43,64,8
645,289,21,Clark,2,13,Newcastle,4,43,8
685,305,21,McCarthy,1,14,Southampton,20,44,8
700,314,21,McQueen,2,14,Southampton,20,42,8
933,437,21,Rodriguez,4,19,West Brom,35,54,8
275,109,21,Pedro,3,5,Chelsea,8,77,7
290,115,21,Hennessey,1,6,Crystal Palace,31,44,7
565,260,21,De Gea,1,12,Man Utd,1,59,7
635,287,21,Darlow,1,13,Newcastle,4,43,7
833,373,21,Jordan Ayew,4,16,Swansea,80,54,7
842,379,21,Walker,2,11,Man City,43,66,7
974,462,21,Malone,2,8,Huddersfield,38,43,7
1081,543,21,Zappacosta,2,5,Chelsea,8,59,7
15,8,21,Gibbs,2,19,West Brom,35,50,6
85,35,21,Adam Smith,2,2,Bournemouth,91,48,6
125,54,21,Ryan,1,3,Brighton,36,46,6
130,55,21,Dunk,2,3,Brighton,36,45,6
135,56,21,Duffy,2,3,Brighton,36,46,6
140,58,21,Bruno,2,3,Brighton,36,45,6
180,80,21,Long,2,4,Burnley,90,41,6
185,81,21,Taylor,2,4,Burnley,90,42,6
225,94,21,Courtois,1,5,Chelsea,8,53,6
230,97,21,Azpilicueta,2,5,Chelsea,8,69,6
235,98,21,Cahill,2,5,Chelsea,8,62,6
245,100,21,Alonso,2,5,Chelsea,8,71,6
295,117,21,Tomkins,2,6,Crystal Palace,31,44,6
415,197,21,Wagué,2,18,Watford,57,45,6
495,230,21,Mané,3,10,Liverpool,14,94,6
580,265,21,Shaw,2,12,Man Utd,1,48,6
595,269,21,Fosu-Mensah,2,6,Crystal Palace,31,44,6
600,273,21,Lindelöf,2,12,Man Utd,1,49,6
650,290,21,Lascelles,2,13,Newcastle,4,49,6
655,291,21,Dummett,2,13,Newcastle,4,42,6
695,313,21,Stephens,2,14,Southampton,20,45,6
750,334,21,Bardsley,2,4,Burnley,90,40,6
989,469,21,Pope,1,4,Burnley,90,50,6
1009,482,21,Riedewald,2,6,Crystal Palace,31,46,6
25,14,21,Sánchez,3,12,Man Utd,1,114,5
175,77,21,Mee,2,4,Burnley,90,49,5
300,120,21,Kelly,2,6,Crystal Palace,31,41,5
305,124,21,van Aanholt,2,6,Crystal Palace,31,52,5
370,171,21,Zanka,2,8,Huddersfield,38,45,5
425,199,21,Mahrez,3,9,Leicester,13,87,5
640,288,21,Yedlin,2,13,Newcastle,4,45,5
1033,501,21,Richarlison,3,18,Watford,57,58,5
1052,525,21,Hoedt,2,14,Southampton,20,50,5
485,222,21,Milner,2,10,Liverpool,14,60,4
610,277,21,Young,3,12,Man Utd,1,48,4
819,366,21,Dyer,3,16,Swansea,80,44,4
1086,548,21,Niasse,4,7,Everton,11,46,4
45,21,21,Iwobi,3,1,Arsenal,3,51,3
155,63,21,Stephens,3,3,Brighton,36,45,3
160,66,21,March,3,3,Brighton,36,48,3
165,70,21,Groß,3,3,Brighton,36,59,3
190,82,21,Arfield,3,4,Burnley,90,49,3
195,84,21,Gudmundsson,3,4,Burnley,90,50,3
200,86,21,Hendrick,3,4,Burnley,90,54,3
205,90,21,Cork,3,4,Burnley,90,45,3
285,111,21,Kanté,3,5,Chelsea,8,49,3
310,126,21,Zaha,3,6,Crystal Palace,31,71,3
325,131,21,Townsend,3,6,Crystal Palace,31,56,3
375,172,21,Mooy,3,8,Huddersfield,38,52,3
380,173,21,van La Parra,3,8,Huddersfield,38,44,3
385,174,21,Hogg,3,8,Huddersfield,38,44,3
540,252,21,De Bruyne,3,11,Man City,43,103,3
555,256,21,Bernardo Silva,3,11,Man City,43,72,3
605,274,21,Mata,3,12,Man Utd,1,68,3
625,282,21,Pogba,3,12,Man Utd,1,79,3
660,295,21,Ritchie,3,13,Newcastle,4,54,3
675,300,21,Atsu,3,13,Newcastle,4,48,3
715,318,21,Tadic,3,14,Southampton,20,62,3
720,320,21,Oriol Romeu,3,14,Southampton,20,42,3
784,350,21,Fabianski,1,16,Swansea,80,47,3
898,421,21,Foster,1,19,West Brom,35,43,3
918,432,21,Phillips,3,19,West Brom,35,54,3
1023,490,21,Pröpper,3,3,Brighton,36,53,3
10,7,21,Bellerín,2,1,Arsenal,3,59,2
50,23,21,Xhaka,3,1,Arsenal,3,51,2
60,28,21,Lacazette,4,1,Arsenal,3,103,2
65,29,21,Begovic,1,2,Bournemouth,91,45,2
70,32,21,Francis,2,2,Bournemouth,91,43,2
75,33,21,Steve Cook,2,2,Bournemouth,91,46,2
90,38,21,Aké,2,2,Bournemouth,91,50,2
100,43,21,Gosling,3,2,Bournemouth,91,48,2
105,45,21,Ibe,3,2,Bournemouth,91,46,2
110,46,21,Lewis Cook,3,2,Bournemouth,91,43,2
120,48,21,Wilson,4,2,Bournemouth,91,56,2
150,62,21,Knockaert,3,3,Brighton,36,55,2
170,71,21,Murray,4,3,Brighton,36,59,2
220,93,21,Barnes,4,4,Burnley,90,53,2
270,107,21,Matic,3,12,Man Utd,1,47,2
335,134,21,Benteke,4,6,Crystal Palace,31,75,2
340,135,21,Pickford,1,7,Everton,11,49,2
350,151,21,Barry,3,19,West Brom,35,44,2
395,187,21,Depoitre,4,8,Huddersfield,38,50,2
400,189,21,Schmeichel,1,9,Leicester,13,51,2
430,200,21,Albrighton,3,9,Leicester,13,55,2
440,204,21,Amartey,3,9,Leicester,13,43,2
460,214,21,Karius,1,10,Liverpool,14,49,2
465,215,21,Lovren,2,10,Liverpool,14,53,2
470,218,21,Gomez,2,10,Liverpool,14,45,2
475,219,21,Matip,2,10,Liverpool,14,54,2
510,235,21,Firmino,4,10,Liverpool,14,95,2
535,250,21,Fernandinho,3,11,Man City,43,50,2
550,255,21,Sané,3,11,Man City,43,87,2
615,279,21,Lingard,3,12,Man Utd,1,60,2
710,317,21,Ward-Prowse,3,14,Southampton,20,49,2
725,321,21,Højbjerg,3,14,Southampton,20,43,2
730,325,21,Long,4,14,Southampton,20,56,2
735,328,21,Butland,1,15,Stoke,110,50,2
760,338,21,Adam,3,15,Stoke,110,47,2
774,346,21,Fletcher,3,15,Stoke,110,47,2
789,352,21,Naughton,2,16,Swansea,80,46,2
804,357,21,Mawson,2,16,Swansea,80,51,2
809,358,21,Olsson,2,16,Swansea,80,50,2
814,359,21,Sigurdsson,3,7,Everton,11,80,2
923,434,21,Brunt,3,19,West Brom,35,50,2
984,468,21,Hegazi,2,19,West Brom,35,46,2
1018,488,21,Joselu,4,13,Newcastle,4,55,2
1043,519,21,Clucas,3,16,Swansea,80,47,2
0,2,21,Cech,1,1,Arsenal,3,53,1
40,19,21,Chamberlain,3,10,Liverpool,14,55,1
55,24,21,Wilshere,3,1,Arsenal,3,50,1
210,91,21,Vokes,4,4,Burnley,90,57,1
215,92,21,Gray,4,18,Watford,57,63,1
250,102,21,Moses,2,5,Chelsea,8,65,1
330,132,21,Milivojevic,3,6,Crystal Palace,31,52,1
345,146,21,Keane,2,7,Everton,11,53,1
405,192,21,Fuchs,2,9,Leicester,13,47,1
445,206,21,Ndidi,3,9,Leicester,13,49,1
455,212,21,Slimani,4,13,Newcastle,4,66,1
480,220,21,Klavan,2,10,Liverpool,14,41,1
490,227,21,Can,3,10,Liverpool,14,49,1
500,232,21,Wijnaldum,3,10,Liverpool,14,66,1
530,247,21,Sterling,3,11,Man City,43,91,1
545,253,21,Gündogan,3,11,Man City,43,54,1
560,257,21,Agüero,4,11,Man City,43,115,1
620,280,21,Martial,3,12,Man Utd,1,78,1
630,285,21,Lukaku,4,12,Man Utd,1,115,1
665,296,21,Shelvey,3,13,Newcastle,4,52,1
680,302,21,Pérez,4,13,Newcastle,4,55,1
779,348,21,Diouf,4,15,Stoke,110,52,1
794,354,21,Fernández,2,16,Swansea,80,45,1
883,404,21,Janmaat,2,18,Watford,57,48,1
888,414,21,Doucouré,3,18,Watford,57,52,1
903,423,21,Evans,2,19,West Brom,35,49,1
908,424,21,Dawson,2,19,West Brom,35,48,1
979,463,21,Bakayoko,3,5,Chelsea,8,49,1
994,474,21,James,3,9,Leicester,13,44,1
999,475,21,Robertson,2,10,Liverpool,14,50,1
1004,478,21,Murphy,3,13,Newcastle,4,50,1
1028,497,21,Choupo-Moting,3,15,Stoke,110,52,1
1066,533,21,Krychowiak,3,19,West Brom,35,47,1
20,10,21,Monreal,2,1,Arsenal,3,57,0
30,15,21,Walcott,3,7,Everton,11,66,0
35,16,21,Özil,3,1,Arsenal,3,93,0
80,34,21,Daniels,2,2,Bournemouth,91,47,0
95,42,21,Stanislas,3,2,Bournemouth,91,57,0
240,99,21,Zouma,2,15,Stoke,110,54,0
260,104,21,Hazard,3,5,Chelsea,8,105,0
280,110,21,Kenedy,3,13,Newcastle,4,48,0
315,127,21,McArthur,3,6,Crystal Palace,31,44,0
320,130,21,Sako,3,6,Crystal Palace,31,48,0
390,176,21,Lolley,3,8,Huddersfield,38,43,0
410,196,21,Chilwell,2,9,Leicester,13,44,0
420,198,21,Maguire,2,9,Leicester,13,55,0
520,242,21,Stones,2,11,Man City,43,53,0
570,263,21,Smalling,2,12,Man Utd,1,57,0
585,266,21,Rojo,2,12,Man Utd,1,54,0
590,267,21,Valencia,2,12,Man Utd,1,69,0
670,298,21,Diamé,3,13,Newcastle,4,46,0
690,307,21,Bertrand,2,14,Southampton,20,53,0
705,316,21,Davis,3,14,Southampton,20,47,0
740,330,21,Shawcross,2,15,Stoke,110,48,0
745,332,21,Pieters,2,15,Stoke,110,47,0
755,337,21,Allen,3,15,Stoke,110,51,0
769,342,21,Shaqiri,3,15,Stoke,110,61,0
799,356,21,van der Hoorn,2,16,Swansea,80,44,0
893,417,21,Deeney,4,18,Watford,57,63,0
928,435,21,Rondón,4,19,West Brom,35,60,0
1038,517,21,Izquierdo,3,3,Brighton,36,59,0
1071,536,21,Karnezis,1,18,Watford,57,45,0
1076,541,21,Dragovic,2,9,Leicester,13,49,0
913,430,21,McClean,3,19,West Brom,35,47,-1
426,199,22,Mahrez,3,9,Leicester,13,87,14
431,200,22,Albrighton,3,9,Leicester,13,55,13
541,252,22,De Bruyne,3,11,Man City,43,103,12
626,282,22,Pogba,3,12,Man Utd,1,79,12
875,390,22,Son,3,17,Spurs,6,83,12
970,457,22,Carroll,4,20,West Ham,21,57,12
481,220,22,Klavan,2,10,Liverpool,14,41,11
621,280,22,Martial,3,12,Man Utd,1,78,11
962,452,22,Obiang,3,20,West Ham,21,42,11
261,104,22,Hazard,3,5,Chelsea,8,105,10
331,132,22,Milivojevic,3,6,Crystal Palace,31,52,10
871,388,22,Alli,3,17,Spurs,6,90,10
76,33,22,Steve Cook,2,2,Bournemouth,91,46,9
316,127,22,McArthur,3,6,Crystal Palace,31,44,9
531,247,22,Sterling,3,11,Man City,43,91,9
586,266,22,Rojo,2,12,Man Utd,1,54,9
636,287,22,Darlow,1,13,Newcastle,4,43,9
681,302,22,Pérez,4,13,Newcastle,4,55,9
829,371,22,Llorente,4,17,Spurs,6,73,9
847,380,22,Vertonghen,2,17,Spurs,6,61,9
855,382,22,Trippier,2,17,Spurs,6,52,9
11,7,22,Bellerín,2,1,Arsenal,3,59,8
56,24,22,Wilshere,3,1,Arsenal,3,50,8
171,71,22,Murray,4,3,Brighton,36,59,8
196,84,22,Gudmundsson,3,4,Burnley,90,50,8
496,230,22,Mané,3,10,Liverpool,14,94,8
616,279,22,Lingard,3,12,Man Utd,1,60,8
651,290,22,Lascelles,2,13,Newcastle,4,49,8
838,375,22,Lloris,1,17,Spurs,6,55,8
851,381,22,Davies,2,17,Spurs,6,58,8
867,387,22,Eriksen,3,17,Spurs,6,97,8
914,430,22,McClean,3,19,West Brom,35,47,8
1039,517,22,Izquierdo,3,3,Brighton,36,59,8
151,62,22,Knockaert,3,3,Brighton,36,55,7
216,92,22,Gray,4,18,Watford,57,63,7
246,100,22,Alonso,2,5,Chelsea,8,71,7
456,212,22,Slimani,4,13,Newcastle,4,66,7
466,215,22,Lovren,2,10,Liverpool,14,53,7
942,443,22,Cresswell,2,20,West Ham,21,49,7
86,35,22,Adam Smith,2,2,Bournemouth,91,48,6
121,48,22,Wilson,4,2,Bournemouth,91,56,6
401,189,22,Schmeichel,1,9,Leicester,13,51,6
406,192,22,Fuchs,2,9,Leicester,13,47,6
421,198,22,Maguire,2,9,Leicester,13,55,6
521,242,22,Stones,2,11,Man City,43,53,6
561,257,22,Agüero,4,11,Man City,43,115,6
566,260,22,De Gea,1,12,Man Utd,1,59,6
576,264,22,Jones,2,12,Man Utd,1,55,6
581,265,22,Shaw,2,12,Man Utd,1,48,6
601,273,22,Lindelöf,2,12,Man Utd,1,49,6
641,288,22,Yedlin,2,13,Newcastle,4,45,6
646,289,22,Clark,2,13,Newcastle,4,43,6
731,325,22,Long,4,14,Southampton,20,56,6
746,332,22,Pieters,2,15,Stoke,110,47,6
863,386,22,Lamela,3,17,Spurs,6,63,6
938,438,22,Adrián,1,20,West Ham,21,40,6
966,453,22,Lanzini,3,20,West Ham,21,66,6
1005,478,22,Murphy,3,13,Newcastle,4,50,6
1077,541,22,Dragovic,2,9,Leicester,13,49,6
106,45,22,Ibe,3,2,Bournemouth,91,46,5
326,131,22,Townsend,3,6,Crystal Palace,31,56,5
336,134,22,Benteke,4,6,Crystal Palace,31,75,5
551,255,22,Sané,3,11,Man City,43,87,5
765,340,22,Arnautovic,3,20,West Ham,21,71,5
859,384,22,Dier,3,17,Spurs,6,47,5
929,435,22,Rondón,4,19,West Brom,35,60,5
1058,527,22,Carrillo,3,18,Watford,57,54,5
211,91,22,Vokes,4,4,Burnley,90,57,4
946,444,22,Ogbonna,2,20,West Ham,21,42,4
950,447,22,Zabaleta,2,20,West Ham,21,49,4
958,451,22,Kouyaté,3,20,West Ham,21,50,4
126,54,22,Ryan,1,3,Brighton,36,46,3
271,107,22,Matic,3,12,Man Utd,1,47,3
441,204,22,Amartey,3,9,Leicester,13,43,3
446,206,22,Ndidi,3,9,Leicester,13,49,3
516,240,22,Ederson,1,11,Man City,43,57,3
536,250,22,Fernandinho,3,11,Man City,43,50,3
606,274,22,Mata,3,12,Man Utd,1,68,3
661,295,22,Ritchie,3,13,Newcastle,4,54,3
666,296,22,Shelvey,3,13,Newcastle,4,52,3
671,298,22,Diamé,3,13,Newcastle,4,46,3
676,300,22,Atsu,3,13,Newcastle,4,48,3
736,328,22,Butland,1,15,Stoke,110,50,3
879,394,22,Kane,4,17,Spurs,6,131,3
995,474,22,James,3,9,Leicester,13,44,3
1014,487,22,Chicharito,4,20,West Ham,21,67,3
1062,532,22,Aurier,2,17,Spurs,6,59,3
1082,543,22,Zappacosta,2,5,Chelsea,8,59,3
1,2,22,Cech,1,1,Arsenal,3,53,2
26,14,22,Sánchez,3,12,Man Utd,1,114,2
41,19,22,Chamberlain,3,10,Liverpool,14,55,2
51,23,22,Xhaka,3,1,Arsenal,3,51,2
61,28,22,Lacazette,4,1,Arsenal,3,103,2
66,29,22,Begovic,1,2,Bournemouth,91,45,2
111,46,22,Lewis Cook,3,2,Bournemouth,91,43,2
156,63,22,Stephens,3,3,Brighton,36,45,2
166,70,22,Groß,3,3,Brighton,36,59,2
191,82,22,Arfield,3,4,Burnley,90,49,2
201,86,22,Hendrick,3,4,Burnley,90,54,2
206,90,22,Cork,3,4,Burnley,90,45,2
221,93,22,Barnes,4,4,Burnley,90,53,2
241,99,22,Zouma,2,15,Stoke,110,54,2
286,111,22,Kanté,3,5,Chelsea,8,49,2
291,115,22,Hennessey,1,6,Crystal Palace,31,44,2
296,117,22,Tomkins,2,6,Crystal Palace,31,44,2
301,120,22,Kelly,2,6,Crystal Palace,31,41,2
