,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
447,15,226,Coutinho,3,10,Liverpool,14,91,18
158,15,104,Hazard,3,5,Chelsea,8,105,15
265,15,279,Lingard,3,12,Man Utd,1,60,15
466,15,235,Firmino,4,10,Liverpool,14,95,13
154,15,159,Calvert-Lewin,4,7,Everton,11,49,12
305,15,116,Speroni,1,6,Crystal Palace,31,40,11
420,15,245,Otamendi,2,11,Man City,43,64,11
312,15,189,Schmeichel,1,9,Leicester,13,51,10
479,15,47,Fraser,3,2,Bournemouth,91,51,10
139,15,248,David Silva,3,11,Man City,43,82,9
205,15,359,Sigurdsson,3,7,Everton,11,80,9
291,15,135,Pickford,1,7,Everton,11,49,9
549,15,102,Moses,2,5,Chelsea,8,65,9
48,15,267,Valencia,2,12,Man Utd,1,69,8
95,15,387,Eriksen,3,17,Spurs,6,97,8
97,15,403,Kabasele,2,18,Watford,57,44,8
136,15,260,De Gea,1,12,Man Utd,1,59,8
148,15,203,Gray,3,9,Leicester,13,53,8
166,15,227,Can,3,10,Liverpool,14,49,8
211,15,198,Maguire,2,9,Leicester,13,55,8
274,15,337,Allen,3,15,Stoke,110,51,8
349,15,221,Sakho,2,6,Crystal Palace,31,46,8
566,15,342,Shaqiri,3,15,Stoke,110,61,8
573,15,472,Morata,4,5,Chelsea,8,104,8
14,15,468,Hegazi,2,19,West Brom,35,46,7
35,15,41,Surman,3,2,Bournemouth,91,43,7
42,15,444,Ogbonna,2,20,West Ham,21,42,7
88,15,326,Austin,4,14,Southampton,20,58,7
216,15,390,Son,3,17,Spurs,6,83,7
350,15,348,Diouf,4,15,Stoke,110,52,7
558,15,191,Morgan,2,9,Leicester,13,44,7
4,15,18,Ramsey,3,1,Arsenal,3,68,6
21,15,28,Lacazette,4,1,Arsenal,3,103,6
54,15,143,Williams,2,7,Everton,11,52,6
63,15,196,Chilwell,2,9,Leicester,13,44,6
66,15,421,Foster,1,19,West Brom,35,43,6
113,15,464,Martina,2,7,Everton,11,41,6
126,15,193,Simpson,2,9,Leicester,13,43,6
157,15,301,Gayle,4,13,Newcastle,4,61,6
198,15,71,Murray,4,3,Brighton,36,59,6
260,15,123,Schlupp,2,6,Crystal Palace,31,47,6
287,15,423,Evans,2,19,West Brom,35,49,6
319,15,8,Gibbs,2,19,West Brom,35,50,6
368,15,120,Kelly,2,6,Crystal Palace,31,41,6
371,15,144,Holgate,2,7,Everton,11,40,6
463,15,199,Mahrez,3,9,Leicester,13,87,6
560,15,542,Bony,4,16,Swansea,80,56,6
0,15,443,Cresswell,2,20,West Ham,21,49,5
29,15,422,Nyom,2,19,West Brom,35,47,5
45,15,280,Martial,3,12,Man Utd,1,78,5
285,15,145,Kenny,2,7,Everton,11,39,5
401,15,234,Salah,3,10,Liverpool,14,106,5
404,15,385,Dembélé,3,17,Spurs,6,49,5
445,15,347,Crouch,4,15,Stoke,110,48,5
555,15,161,Rooney,4,7,Everton,11,71,5
315,15,252,De Bruyne,3,11,Man City,43,103,4
369,15,358,Olsson,2,16,Swansea,80,50,4
416,15,324,Redmond,3,14,Southampton,20,59,4
1,15,153,Lennon,3,4,Burnley,90,54,3
37,15,131,Townsend,3,6,Crystal Palace,31,56,3
106,15,429,Yacob,3,19,West Brom,35,43,3
159,15,240,Ederson,1,11,Man City,43,57,3
186,15,306,Forster,1,14,Southampton,20,46,3
221,15,155,Gueye,3,7,Everton,11,48,3
227,15,328,Butland,1,15,Stoke,110,50,3
240,15,127,McArthur,3,6,Crystal Palace,31,44,3
310,15,287,Darlow,1,13,Newcastle,4,43,3
345,15,132,Milivojevic,3,6,Crystal Palace,31,52,3
357,15,200,Albrighton,3,9,Leicester,13,55,3
477,15,108,Loftus-Cheek,3,6,Crystal Palace,31,44,3
478,15,307,Bertrand,2,14,Southampton,20,53,3
504,15,56,Duffy,2,3,Brighton,36,46,3
547,15,208,Iborra,3,9,Leicester,13,57,3
559,15,206,Ndidi,3,9,Leicester,13,49,3
561,15,126,Zaha,3,6,Crystal Palace,31,71,3
2,15,172,Mooy,3,8,Huddersfield,38,52,2
6,15,414,Doucouré,3,18,Watford,57,52,2
13,15,438,Adrián,1,20,West Ham,21,40,2
23,15,21,Iwobi,3,1,Arsenal,3,51,2
32,15,470,Christensen,2,5,Chelsea,8,53,2
34,15,475,Robertson,2,10,Liverpool,14,50,2
44,15,62,Knockaert,3,3,Brighton,36,55,2
47,15,103,Rüdiger,2,5,Chelsea,8,58,2
55,15,277,Young,3,12,Man Utd,1,48,2
56,15,29,Begovic,1,2,Bournemouth,91,45,2
60,15,388,Alli,3,17,Spurs,6,90,2
65,15,381,Davies,2,17,Spurs,6,58,2
94,15,134,Benteke,4,6,Crystal Palace,31,75,2
101,15,263,Smalling,2,12,Man Utd,1,57,2
102,15,518,Wood,4,4,Burnley,90,62,2
115,15,97,Azpilicueta,2,5,Chelsea,8,69,2
117,15,63,Stephens,3,3,Brighton,36,45,2
129,15,184,Williams,3,8,Huddersfield,38,48,2
131,15,346,Fletcher,3,15,Stoke,110,47,2
142,15,490,Pröpper,3,3,Brighton,36,53,2
147,15,215,Lovren,2,10,Liverpool,14,53,2
156,15,318,Tadic,3,14,Southampton,20,62,2
164,15,502,Mangala,2,7,Everton,11,50,2
165,15,181,Kachunga,3,8,Huddersfield,38,57,2
168,15,497,Choupo-Moting,3,15,Stoke,110,52,2
170,15,384,Dier,3,17,Spurs,6,47,2
176,15,246,Delph,3,11,Man City,43,45,2
196,15,232,Wijnaldum,3,10,Liverpool,14,66,2
202,15,23,Xhaka,3,1,Arsenal,3,51,2
210,15,394,Kane,4,17,Spurs,6,131,2
217,15,397,Gomes,1,18,Watford,57,44,2
218,15,375,Lloris,1,17,Spurs,6,55,2
