,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
152,30,248,David Silva,3,11,Man City,43,82,16
521,30,110,Kenedy,3,13,Newcastle,4,48,16
112,30,518,Wood,4,4,Burnley,90,62,15
242,30,390,Son,3,17,Spurs,6,83,15
498,30,2,Cech,1,1,Arsenal,3,53,15
240,30,281,Mkhitaryan,3,1,Arsenal,3,77,13
557,30,532,Aurier,2,17,Spurs,6,59,13
368,30,138,Baines,2,7,Everton,11,57,12
397,30,284,Rashford,4,12,Man Utd,1,73,12
563,30,12,Mustafi,2,1,Arsenal,3,54,12
67,30,388,Alli,3,17,Spurs,6,90,11
313,30,296,Shelvey,3,13,Newcastle,4,52,11
346,30,258,Iheanacho,4,9,Leicester,13,65,11
519,30,199,Mahrez,3,9,Leicester,13,87,11
607,30,208,Iborra,3,9,Leicester,13,57,10
622,30,106,Willian,3,5,Chelsea,8,70,10
382,30,350,Fabianski,1,16,Swansea,80,47,9
467,30,469,Pope,1,4,Burnley,90,50,9
505,30,616,Aubameyang,4,1,Arsenal,3,108,9
94,30,592,Tosun,4,7,Everton,11,67,8
203,30,521,Hadergjonaj,2,8,Huddersfield,38,45,8
425,30,295,Ritchie,3,13,Newcastle,4,54,8
468,30,245,Otamendi,2,11,Man City,43,64,8
57,30,93,Barnes,4,4,Burnley,90,53,7
108,30,164,Schindler,2,8,Huddersfield,38,46,7
176,30,240,Ederson,1,11,Man City,43,57,7
264,30,290,Lascelles,2,13,Newcastle,4,49,7
271,30,79,Tarkowski,2,4,Burnley,90,46,7
319,30,135,Pickford,1,7,Everton,11,49,7
339,30,42,Stanislas,3,2,Bournemouth,91,57,7
360,30,352,Naughton,2,16,Swansea,80,46,7
415,30,54,Ryan,1,3,Brighton,36,46,7
416,30,171,Zanka,2,8,Huddersfield,38,45,7
454,30,111,Kanté,3,5,Chelsea,8,49,7
537,30,230,Mané,3,10,Liverpool,14,94,7
76,30,77,Mee,2,4,Burnley,90,49,6
156,30,288,Yedlin,2,13,Newcastle,4,45,6
198,30,354,Fernández,2,16,Swansea,80,45,6
204,30,294,Lejeune,2,13,Newcastle,4,43,6
305,30,84,Gudmundsson,3,4,Burnley,90,50,6
308,30,163,Lössl,1,8,Huddersfield,38,46,6
363,30,379,Walker,2,11,Man City,43,66,6
409,30,621,Dubravka,1,13,Newcastle,4,45,6
419,30,76,Lowton,2,4,Burnley,90,44,6
431,30,16,Özil,3,1,Arsenal,3,93,6
435,30,146,Keane,2,7,Everton,11,53,6
442,30,356,van der Hoorn,2,16,Swansea,80,44,6
489,30,124,van Aanholt,2,6,Crystal Palace,31,52,6
491,30,291,Dummett,2,13,Newcastle,4,42,6
503,30,140,Jagielka,2,7,Everton,11,47,6
508,30,247,Sterling,3,11,Man City,43,91,6
528,30,11,Holding,2,1,Arsenal,3,44,6
539,30,435,Rondón,4,19,West Brom,35,60,6
550,30,462,Malone,2,8,Huddersfield,38,43,6
554,30,139,Coleman,2,7,Everton,11,64,6
573,30,78,Ward,2,4,Burnley,90,48,6
612,30,244,Kompany,2,11,Man City,43,59,6
627,30,147,Bolasie,3,7,Everton,11,64,6
1,30,153,Lennon,3,4,Burnley,90,54,5
32,30,357,Mawson,2,16,Swansea,80,51,5
70,30,196,Chilwell,2,9,Leicester,13,44,5
105,30,387,Eriksen,3,17,Spurs,6,97,5
174,30,301,Gayle,4,13,Newcastle,4,61,5
212,30,259,Jesus,4,11,Man City,43,104,5
275,30,209,Vardy,4,9,Leicester,13,88,5
411,30,358,Olsson,2,16,Swansea,80,50,5
530,30,285,Lukaku,4,12,Man Utd,1,115,5
398,30,200,Albrighton,3,9,Leicester,13,55,4
621,30,126,Zaha,3,6,Crystal Palace,31,71,4
2,30,172,Mooy,3,8,Huddersfield,38,52,3
27,30,21,Iwobi,3,1,Arsenal,3,51,3
31,30,593,Pritchard,3,8,Huddersfield,38,54,3
47,30,201,King,3,16,Swansea,80,42,3
61,30,277,Young,3,12,Man Utd,1,48,3
95,30,105,Fàbregas,3,5,Chelsea,8,68,3
127,30,97,Azpilicueta,2,5,Chelsea,8,69,3
175,30,104,Hazard,3,5,Chelsea,8,105,3
255,30,90,Cork,3,4,Burnley,90,45,3
309,30,174,Hogg,3,8,Huddersfield,38,44,3
348,30,252,De Bruyne,3,11,Man City,43,103,3
373,30,255,Sané,3,11,Man City,43,87,3
444,30,298,Diamé,3,13,Newcastle,4,46,3
509,30,173,van La Parra,3,8,Huddersfield,38,44,3
542,30,519,Clucas,3,16,Swansea,80,47,3
586,30,15,Walcott,3,7,Everton,11,66,3
597,30,156,Davies,3,7,Everton,11,51,3
599,30,182,Ince,3,8,Huddersfield,38,55,3
614,30,115,Hennessey,1,6,Crystal Palace,31,44,3
5,30,579,Wan-Bissaka,3,6,Crystal Palace,31,45,2
7,30,414,Doucouré,3,18,Watford,57,52,2
26,30,14,Sánchez,3,12,Man Utd,1,114,2
43,30,131,Townsend,3,6,Crystal Palace,31,56,2
44,30,449,André Ayew,3,16,Swansea,80,68,2
59,30,88,Westwood,3,4,Burnley,90,43,2
65,30,302,Pérez,4,13,Newcastle,4,55,2
89,30,48,Wilson,4,2,Bournemouth,91,56,2
102,30,451,Kouyaté,3,20,West Ham,21,50,2
109,30,434,Brunt,3,19,West Brom,35,50,2
111,30,263,Smalling,2,12,Man Utd,1,57,2
149,30,260,De Gea,1,12,Man Utd,1,59,2
161,30,203,Gray,3,9,Leicester,13,53,2
188,30,497,Choupo-Moting,3,15,Stoke,110,52,2
195,30,409,Capoue,3,18,Watford,57,48,2
223,30,71,Murray,4,3,Brighton,36,59,2
237,30,198,Maguire,2,9,Leicester,13,55,2
244,30,375,Lloris,1,17,Spurs,6,55,2
253,30,328,Butland,1,15,Stoke,110,50,2
266,30,127,McArthur,3,6,Crystal Palace,31,44,2
273,30,317,Ward-Prowse,3,14,Southampton,20,49,2
277,30,380,Vertonghen,2,17,Spurs,6,61,2
331,30,517,Izquierdo,3,3,Brighton,36,59,2
334,30,608,João Mário,3,20,West Ham,21,60,2
345,30,189,Schmeichel,1,9,Leicester,13,51,2
375,30,46,Lewis Cook,3,2,Bournemouth,91,43,2
384,30,132,Milivojevic,3,6,Crystal Palace,31,52,2
387,30,50,Mousset,4,2,Bournemouth,91,49,2
394,30,100,Alonso,2,5,Chelsea,8,71,2
402,30,340,Arnautovic,3,20,West Ham,21,71,2
406,30,450,Noble,3,20,West Ham,21,53,2
424,30,432,Phillips,3,19,West Brom,35,54,2
446,30,234,Salah,3,10,Liverpool,14,106,2
451,30,385,Dembélé,3,17,Spurs,6,49,2
466,30,107,Matic,3,12,Man Utd,1,47,2
478,30,25,Giroud,4,5,Chelsea,8,84,2
481,30,536,Karnezis,1,18,Watford,57,45,2
485,30,619,Badou Ndiaye,3,15,Stoke,110,50,2
487,30,70,Groß,3,3,Brighton,36,59,2
506,30,321,Højbjerg,3,14,Southampton,20,43,2
522,30,235,Firmino,4,10,Liverpool,14,95,2
523,30,415,Pereyra,3,18,Watford,57,58,2
578,30,188,Mounie,4,8,Huddersfield,38,55,2
587,30,94,Courtois,1,5,Chelsea,8,53,2
618,30,191,Morgan,2,9,Leicester,13,44,2
626,30,342,Shaqiri,3,15,Stoke,110,61,2
28,30,305,McCarthy,1,14,Southampton,20,44,1
29,30,19,Chamberlain,3,10,Liverpool,14,55,1
40,30,475,Robertson,2,10,Liverpool,14,50,1
48,30,444,Ogbonna,2,20,West Ham,21,42,1
54,30,267,Valencia,2,12,Man Utd,1,69,1
62,30,29,Begovic,1,2,Bournemouth,91,45,1
73,30,421,Foster,1,19,West Brom,35,43,1
90,30,480,Chambers,2,1,Arsenal,3,47,1
99,30,34,Daniels,2,2,Bournemouth,91,47,1
126,30,310,Cédric,2,14,Southampton,20,47,1
139,30,193,Simpson,2,9,Leicester,13,43,1
141,30,26,Welbeck,4,1,Arsenal,3,73,1
143,30,43,Gosling,3,2,Bournemouth,91,48,1
160,30,215,Lovren,2,10,Liverpool,14,53,1
170,30,159,Calvert-Lewin,4,7,Everton,11,49,1
173,30,318,Tadic,3,14,Southampton,20,62,1
206,30,407,Kiko Femenía,2,18,Watford,57,43,1
220,30,232,Wijnaldum,3,10,Liverpool,14,66,1
236,30,394,Kane,4,17,Spurs,6,131,1
248,30,253,Gündogan,3,11,Man City,43,54,1
262,30,426,Livermore,3,19,West Brom,35,48,1
269,30,222,Milner,2,10,Liverpool,14,60,1
281,30,487,Chicharito,4,20,West Ham,21,67,1
285,30,437,Rodriguez,4,19,West Brom,35,54,1
290,30,52,Defoe,4,2,Bournemouth,91,76,1
292,30,279,Lingard,3,12,Man Utd,1,60,1
301,30,337,Allen,3,15,Stoke,110,51,1
302,30,479,Hart,1,20,West Ham,21,42,1
320,30,45,Ibe,3,2,Bournemouth,91,46,1
327,30,51,King,4,2,Bournemouth,91,70,1
376,30,55,Dunk,2,3,Brighton,36,45,1
378,30,214,Karius,1,10,Liverpool,14,49,1
449,30,594,Bauer,2,15,Stoke,110,45,1
484,30,447,Zabaleta,2,20,West Ham,21,49,1
497,30,347,Crouch,4,15,Stoke,110,48,1
510,30,345,Sobhi,3,15,Stoke,110,45,1
