,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
237,141,11,Zaha,3,Crystal Palace,Crystal Palace,31,71,18
422,246,11,Matip,2,Liverpool,Liverpool,14,54,14
447,254,11,Salah,3,Liverpool,Liverpool,14,129,14
482,272,11,De Bruyne,3,Man City,Man City,43,118,14
222,132,11,Benteke,4,Crystal Palace,Crystal Palace,31,55,13
502,276,11,Sterling,3,Man City,Man City,43,109,13
707,390,11,Son,3,Spurs,Spurs,6,96,13
697,388,11,Kane,4,Spurs,Spurs,6,119,12
417,244,11,Henderson,3,Liverpool,Liverpool,14,54,11
142,95,11,Brady,3,Burnley,Burnley,90,50,10
537,296,11,Pogba,3,Man Utd,Man Utd,1,76,10
382,229,11,Pérez,3,Leicester,Leicester,13,60,9
652,369,11,Vestergaard,2,Southampton,Southampton,20,47,9
72,57,11,Groß,3,Brighton,Brighton,36,58,8
172,110,11,Zouma,2,Chelsea,Chelsea,8,53,8
197,119,11,Pulisic,3,Chelsea,Chelsea,8,83,8
202,120,11,Mount,3,Chelsea,Chelsea,8,73,8
337,202,11,Bamford,4,Leeds,Leeds,2,66,8
372,224,11,Vardy,4,Leicester,Leicester,13,102,8
412,243,11,Wijnaldum,3,Liverpool,Liverpool,14,53,8
617,357,11,McBurnie,4,Sheffield Utd,Sheffield Utd,49,56,8
642,366,11,Ings,4,Southampton,Southampton,20,84,8
797,449,11,Soucek,3,West Ham,West Ham,21,52,8
287,166,11,Richarlison,4,Everton,Everton,11,77,7
347,204,11,Phillips,3,Leeds,Leeds,2,49,7
582,315,11,Greenwood,3,Man Utd,Man Utd,1,73,7
702,389,11,Aurier,2,Spurs,Spurs,6,52,7
902,544,11,Gallagher,3,West Brom,West Brom,35,55,7
127,89,11,Westwood,3,Burnley,Burnley,90,53,6
167,103,11,Giroud,4,Chelsea,Chelsea,8,67,6
277,164,11,Calvert-Lewin,4,Everton,Everton,11,75,6
432,251,11,Mané,3,Liverpool,Liverpool,14,118,6
452,255,11,Robertson,2,Liverpool,Liverpool,14,73,6
487,273,11,Stones,2,Man City,Man City,43,51,6
492,274,11,Mendy,2,Man City,Man City,43,59,6
507,277,11,Cancelo,2,Man City,Man City,43,58,6
512,278,11,Ederson,1,Man City,Man City,43,61,6
552,302,11,Fernandes,3,Man Utd,Man Utd,1,113,6
562,306,11,Rashford,3,Man Utd,Man Utd,1,96,6
682,383,11,Lloris,1,Spurs,Spurs,6,56,6
692,386,11,Alderweireld,2,Spurs,Spurs,6,54,6
712,391,11,Dier,2,Spurs,Spurs,6,46,6
897,542,11,Reguilón,2,Spurs,Spurs,6,55,6
912,556,11,Dias,2,Man City,Man City,43,59,6
187,117,11,Werner,4,Chelsea,Chelsea,8,92,5
