,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
446,240,24,Jota,3,Liverpool,Liverpool,14,83,16
1083,681,24,Coutinho,3,Aston Villa,Aston Villa,7,75,16
34,23,24,Gabriel,2,Arsenal,Arsenal,3,53,14
80,51,24,Ramsey,3,Aston Villa,Aston Villa,7,48,14
590,298,24,Fraser,3,Newcastle,Newcastle,4,53,13
575,287,24,James,3,Leeds,Leeds,2,60,12
406,224,24,Matip,2,Liverpool,Liverpool,14,49,11
460,251,24,De Bruyne,3,Man City,Man City,43,117,11
650,341,24,Ward-Prowse,3,Southampton,Southampton,20,65,11
790,420,24,Bowen,3,West Ham,West Ham,21,68,11
414,229,24,van Dijk,2,Liverpool,Liverpool,14,68,10
470,254,24,Mahrez,3,Man City,Man City,43,87,10
180,104,24,Rodriguez,4,Burnley,Burnley,90,52,9
475,255,24,Sterling,3,Man City,Man City,43,105,9
525,272,24,Pogba,3,Man Utd,Man Utd,1,74,9
620,315,24,Pukki,4,Norwich,Norwich,45,58,9
984,517,24,Elyounoussi,3,Southampton,Southampton,20,54,9
1019,559,24,Ramsdale,1,Arsenal,Arsenal,3,51,9
770,411,24,Cresswell,2,West Ham,West Ham,21,54,8
1078,678,24,Trippier,2,Newcastle,Newcastle,4,50,8
115,67,24,White,2,Arsenal,Arsenal,3,45,7
221,128,24,Zouma,2,West Ham,West Ham,21,54,7
327,187,24,Rodrigo,4,Leeds,Leeds,2,62,7
337,190,24,Llorente,2,Leeds,Leeds,2,45,7
480,256,24,Cancelo,2,Man City,Man City,43,69,7
665,345,24,Adams,4,Southampton,Southampton,20,69,7
690,359,24,Son,3,Spurs,Spurs,6,109,7
884,464,24,Olise,3,Crystal Palace,Crystal Palace,31,54,7
0,5,24,Cédric,2,Arsenal,Arsenal,3,42,6
17,16,24,Tierney,2,Arsenal,Arsenal,3,51,6
272,154,24,Zaha,3,Crystal Palace,Crystal Palace,31,68,6
422,231,24,Alisson,1,Liverpool,Liverpool,14,60,6
434,234,24,Robertson,2,Liverpool,Liverpool,14,72,6
438,237,24,Alexander-Arnold,2,Liverpool,Liverpool,14,85,6
465,252,24,Stones,2,Man City,Man City,43,52,6
485,257,24,Ederson,1,Man City,Man City,43,61,6
490,259,24,Laporte,2,Man City,Man City,43,58,6
500,262,24,Dias,2,Man City,Man City,43,62,6
540,275,24,Shaw,2,Man Utd,Man Utd,1,50,6
765,408,24,Fabianski,1,West Ham,West Ham,21,50,6
780,414,24,Dawson,2,West Ham,West Ham,21,49,6
989,518,24,Broja,4,Southampton,Southampton,20,55,6
3,6,24,Lacazette,4,Arsenal,Arsenal,3,84,5
610,307,24,Saint-Maximin,4,Newcastle,Newcastle,4,68,5
705,362,24,Lucas Moura,3,Spurs,Spurs,6,61,5
1097,700,24,Weghorst,4,Burnley,Burnley,90,64,5
307,170,24,Pickford,1,Everton,Everton,11,49,4
352,200,24,Schmeichel,1,Leicester,Leicester,13,48,4
715,365,24,Højbjerg,3,Spurs,Spurs,6,49,4
785,416,24,Lanzini,3,West Ham,West Ham,21,57,4
869,448,24,Gunn,1,Norwich,Norwich,45,40,4
31,22,24,Saka,3,Arsenal,Arsenal,3,67,3
70,44,24,Cash,2,Aston Villa,Aston Villa,7,53,3
200,112,24,Pope,1,Burnley,Burnley,90,54,3
292,165,24,Coleman,2,Everton,Everton,11,49,3
410,225,24,Thiago,3,Liverpool,Liverpool,14,53,3
426,232,24,Fabinho,3,Liverpool,Liverpool,14,54,3
495,261,24,Bernardo,3,Man City,Man City,43,71,3
505,265,24,Foden,3,Man City,Man City,43,78,3
510,266,24,Rodrigo,3,Man City,Man City,43,55,3
675,353,24,Lloris,1,Spurs,Spurs,6,54,3
795,421,24,Rice,3,West Ham,West Ham,21,50,3
800,422,24,Soucek,3,West Ham,West Ham,21,57,3
805,423,24,Fornals,3,West Ham,West Ham,21,60,3
1016,558,24,Ødegaard,3,Arsenal,Arsenal,3,55,3
1088,696,24,Luis Díaz,3,Liverpool,Liverpool,14,80,3
6,7,24,Xhaka,3,Arsenal,Arsenal,3,48,2
14,15,24,Partey,3,Arsenal,Arsenal,3,50,2
23,19,24,Willock,3,Newcastle,Newcastle,4,57,2
40,30,24,Martínez,1,Aston Villa,Aston Villa,7,55,2
45,35,24,McGinn,3,Aston Villa,Aston Villa,7,57,2
55,39,24,Targett,2,Newcastle,Newcastle,4,47,2
60,40,24,Watkins,4,Aston Villa,Aston Villa,7,75,2
75,50,24,Douglas Luiz,3,Aston Villa,Aston Villa,7,44,2
135,77,24,Nørgaard,3,Brentford,Brentford,94,50,2
145,80,24,Raya,1,Brentford,Brentford,94,43,2
150,81,24,Canós,3,Brentford,Brentford,94,55,2
170,98,24,Tarkowski,2,Burnley,Burnley,90,49,2
185,106,24,Mee,2,Burnley,Burnley,90,47,2
190,107,24,Westwood,3,Burnley,Burnley,90,52,2
195,109,24,Wood,4,Newcastle,Newcastle,4,67,2
210,118,24,McNeil,3,Burnley,Burnley,90,56,2
252,146,24,Guaita,1,Crystal Palace,Crystal Palace,31,46,2
277,155,24,Schlupp,3,Crystal Palace,Crystal Palace,31,54,2
287,162,24,Mitchell,2,Crystal Palace,Crystal Palace,31,45,2
317,180,24,Richarlison,4,Everton,Everton,11,75,2
322,186,24,Klich,3,Leeds,Leeds,2,52,2
342,196,24,Raphinha,3,Leeds,Leeds,2,65,2
357,202,24,Albrighton,3,Leicester,Leicester,13,52,2
377,212,24,Maddison,3,Leicester,Leicester,13,68,2
387,216,24,Ndidi,3,Leicester,Leicester,13,48,2
515,267,24,Harrison,3,Leeds,Leeds,2,55,2
520,270,24,de Gea,1,Man Utd,Man Utd,1,51,2
545,277,24,Fernandes,3,Man Utd,Man Utd,1,116,2
555,281,24,Rashford,3,Man Utd,Man Utd,1,94,2
570,285,24,McTominay,3,Man Utd,Man Utd,1,54,2
585,295,24,Dubravka,1,Newcastle,Newcastle,4,44,2
615,310,24,Joelinton,4,Newcastle,Newcastle,4,58,2
625,318,24,McLean,3,Norwich,Norwich,45,49,2
645,339,24,S.Armstrong,3,Southampton,Southampton,20,58,2
680,354,24,Sissoko,3,Watford,Watford,57,44,2
685,357,24,Kane,4,Spurs,Spurs,6,125,2
720,366,24,Winks,3,Spurs,Spurs,6,44,2
735,376,24,Foster,1,Watford,Watford,57,41,2
740,379,24,Cathcart,2,Watford,Watford,57,43,2
745,381,24,Cleverley,3,Watford,Watford,57,48,2
750,382,24,Femenía,2,Watford,Watford,57,43,2
775,413,24,Antonio,4,West Ham,West Ham,21,75,2
820,429,24,Coady,2,Wolves,Wolves,39,49,2
825,430,24,Jiménez,4,Wolves,Wolves,39,77,2
840,434,24,Dendoncker,3,Wolves,Wolves,39,47,2
850,437,24,Semedo,2,Wolves,Wolves,39,48,2
855,438,24,Podence,3,Wolves,Wolves,39,55,2
860,439,24,Kilman,2,Wolves,Wolves,39,46,2
874,449,24,Rashica,3,Norwich,Norwich,45,52,2
879,450,24,Dennis,4,Watford,Watford,57,60,2
889,468,24,King,4,Watford,Watford,57,57,2
899,471,24,Lees-Melou,3,Norwich,Norwich,45,48,2
909,474,24,Ward,2,Crystal Palace,Crystal Palace,31,45,2
914,475,24,Sá,1,Wolves,Wolves,39,53,2
919,477,24,Guéhi,2,Crystal Palace,Crystal Palace,31,45,2
929,485,24,Sancho,3,Man Utd,Man Utd,1,89,2
