,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
408,231,12,Maddison,3,Leicester,Leicester,13,72,16
398,224,12,Vardy,4,Leicester,Leicester,13,102,13
693,376,12,Bednarek,2,Southampton,Southampton,20,47,12
30,12,12,Martínez,1,Aston Villa,Aston Villa,7,53,11
190,96,12,Pope,1,Burnley,Burnley,90,55,11
294,150,12,Sigurdsson,3,Everton,Everton,11,68,11
428,239,12,Justin,2,Leicester,Leicester,13,48,11
757,432,12,Ogbonna,2,West Ham,West Ham,21,47,11
284,142,12,Schlupp,3,Crystal Palace,Crystal Palace,31,53,9
302,157,12,Pickford,1,Everton,Everton,11,48,9
326,181,12,Decordova-Reid,4,Fulham,Fulham,54,53,9
548,300,12,Shaw,2,Man Utd,Man Utd,1,55,9
623,339,12,Almirón,3,Newcastle,Newcastle,4,56,9
711,388,12,Kane,4,Spurs,Spurs,6,119,9
787,449,12,Soucek,3,West Ham,West Ham,21,52,9
90,41,12,Mings,2,Aston Villa,Aston Villa,7,54,8
180,92,12,Lowton,2,Burnley,Burnley,90,44,8
348,198,12,Klich,3,Leeds,Leeds,2,52,8
468,254,12,Salah,3,Liverpool,Liverpool,14,129,8
505,273,12,Stones,2,Man City,Man City,43,51,8
608,329,12,Gayle,4,Newcastle,Newcastle,4,59,8
673,368,12,Armstrong,3,Southampton,Southampton,20,55,8
698,377,12,Adams,4,Southampton,Southampton,20,57,8
100,45,12,El Ghazi,3,Aston Villa,Aston Villa,7,52,7
165,88,12,Mee,2,Burnley,Burnley,90,47,7
388,217,12,Schmeichel,1,Leicester,Leicester,13,54,7
493,270,12,Walker,2,Man City,Man City,43,61,7
653,364,12,Oriol Romeu,3,Southampton,Southampton,20,45,7
678,369,12,Vestergaard,2,Southampton,Southampton,20,47,7
747,422,12,Furlong,2,West Brom,West Brom,35,45,7
841,489,12,Eze,3,Crystal Palace,Crystal Palace,31,58,7
940,566,12,Godfrey,2,Everton,Everton,11,51,7
150,81,12,Tarkowski,2,Burnley,Burnley,90,53,6
170,89,12,Westwood,3,Burnley,Burnley,90,53,6
195,97,12,Taylor,2,Burnley,Burnley,90,44,6
298,156,12,Keane,2,Everton,Everton,11,50,6
310,162,12,Mina,2,Everton,Everton,11,55,6
318,165,12,Holgate,2,Everton,Everton,11,48,6
433,243,12,Wijnaldum,3,Liverpool,Liverpool,14,53,6
513,277,12,Cancelo,2,Man City,Man City,43,58,6
517,278,12,Ederson,1,Man City,Man City,43,61,6
533,291,12,de Gea,1,Man Utd,Man Utd,1,53,6
568,308,12,Lindelöf,2,Man Utd,Man Utd,1,48,6
583,313,12,Wan-Bissaka,2,Man Utd,Man Utd,1,58,6
643,362,12,Bertrand,2,Southampton,Southampton,20,50,6
648,363,12,McCarthy,1,Southampton,Southampton,20,44,6
658,365,12,Redmond,3,Southampton,Southampton,20,64,6
688,375,12,Walker-Peters,2,Southampton,Southampton,20,47,6
727,411,12,Phillips,3,West Brom,West Brom,35,51,6
918,556,12,Dias,2,Man City,Man City,43,59,6
931,561,12,Fofana,2,Leicester,Leicester,13,50,6
80,38,12,McGinn,3,Aston Villa,Aston Villa,7,55,5
95,42,12,Targett,2,Aston Villa,Aston Villa,7,50,5
105,46,12,Konsa,2,Aston Villa,Aston Villa,7,46,5
314,164,12,Calvert-Lewin,4,Everton,Everton,11,75,5
363,202,12,Bamford,4,Leeds,Leeds,2,66,5
393,219,12,Evans,2,Leicester,Leicester,13,56,5
543,298,12,Maguire,2,Man Utd,Man Utd,1,55,5
628,340,12,Joelinton,4,Newcastle,Newcastle,4,57,5
663,366,12,Ings,4,Southampton,Southampton,20,84,5
715,390,12,Son,3,Spurs,Spurs,6,96,5
762,435,12,Cresswell,2,West Ham,West Ham,21,57,5
772,445,12,Bowen,3,West Ham,West Ham,21,58,5
856,496,12,Cash,2,Aston Villa,Aston Villa,7,50,5
463,253,12,Fabinho,3,Liverpool,Liverpool,14,54,4
861,497,12,Murphy,3,Newcastle,Newcastle,4,49,4
922,557,12,Lookman,3,Fulham,Fulham,54,47,4
200,98,12,Brownhill,3,Burnley,Burnley,90,49,3
205,100,12,McNeil,3,Burnley,Burnley,90,57,3
230,115,12,Loftus-Cheek,3,Fulham,Fulham,54,59,3
254,128,12,Guaita,1,Crystal Palace,Crystal Palace,31,48,3
289,148,12,Walcott,3,Southampton,Southampton,20,58,3
306,159,12,Iwobi,3,Everton,Everton,11,59,3
383,213,12,Meslier,1,Leeds,Leeds,2,48,3
403,228,12,Tielemans,3,Leicester,Leicester,13,64,3
423,236,12,Ndidi,3,Leicester,Leicester,13,48,3
458,252,12,Alisson,1,Liverpool,Liverpool,14,60,3
501,272,12,De Bruyne,3,Man City,Man City,43,118,3
509,276,12,Sterling,3,Man City,Man City,43,109,3
525,286,12,Rodrigo,3,Man City,Man City,43,53,3
538,296,12,Pogba,3,Man Utd,Man Utd,1,76,3
553,302,12,Fernandes,3,Man Utd,Man Utd,1,113,3
563,306,12,Rashford,3,Man Utd,Man Utd,1,96,3
573,309,12,McTominay,3,Man Utd,Man Utd,1,49,3
588,315,12,Greenwood,3,Man Utd,Man Utd,1,73,3
683,370,12,Ward-Prowse,3,Southampton,Southampton,20,59,3
703,383,12,Lloris,1,Spurs,Spurs,6,56,3
707,385,12,Sissoko,3,Spurs,Spurs,6,47,3
723,405,12,Ndombele,3,Spurs,Spurs,6,59,3
752,431,12,Fabianski,1,West Ham,West Ham,21,50,3
890,516,12,Areola,1,Fulham,Fulham,54,45,3
899,540,12,Traoré,3,Aston Villa,Aston Villa,7,58,3
913,548,12,Mendy,1,Chelsea,Chelsea,8,53,3
10,8,12,Leno,1,Arsenal,Arsenal,3,50,2
40,16,12,Holding,2,Arsenal,Arsenal,3,43,2
45,17,12,Tierney,2,Arsenal,Arsenal,3,52,2
65,24,12,Saka,3,Arsenal,Arsenal,3,51,2
75,37,12,Grealish,3,Aston Villa,Aston Villa,7,75,2
120,65,12,March,3,Brighton,Brighton,36,49,2
130,68,12,Maupay,4,Brighton,Brighton,36,58,2
145,76,12,Bissouma,3,Brighton,Brighton,36,44,2
175,91,12,Wood,4,Burnley,Burnley,90,66,2
185,95,12,Brady,3,Burnley,Burnley,90,50,2
215,103,12,Giroud,4,Chelsea,Chelsea,8,67,2
220,110,12,Zouma,2,Chelsea,Chelsea,8,53,2
234,117,12,Werner,4,Chelsea,Chelsea,8,92,2
249,120,12,Mount,3,Chelsea,Chelsea,8,73,2
259,130,12,McArthur,3,Crystal Palace,Crystal Palace,31,52,2
264,132,12,Benteke,4,Crystal Palace,Crystal Palace,31,55,2
269,133,12,Kouyaté,3,Crystal Palace,Crystal Palace,31,48,2
279,141,12,Zaha,3,Crystal Palace,Crystal Palace,31,71,2
330,187,12,Cavaleiro,3,Fulham,Fulham,54,53,2
334,191,12,Anguissa,3,Fulham,Fulham,54,44,2
373,204,12,Phillips,3,Leeds,Leeds,2,49,2
413,232,12,Chilwell,2,Chelsea,Chelsea,8,59,2
