,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
414,25,200,Dallas,2,Leeds,Leeds,2,55,15
587,25,235,Barnes,3,Leicester,Leicester,13,66,13
70,25,302,Fernandes,3,Man Utd,Man Utd,1,113,12
589,25,306,Rashford,3,Man Utd,Man Utd,1,96,12
349,25,557,Lookman,3,Fulham,Fulham,54,47,11
482,25,157,Pickford,1,Everton,Everton,11,48,11
720,25,455,Patrício,1,Wolves,Wolves,39,53,11
57,25,301,Lingard,3,West Ham,West Ham,21,66,10
375,25,120,Mount,3,Chelsea,Chelsea,8,73,10
72,25,213,Meslier,1,Leeds,Leeds,2,48,9
87,25,266,Fernandinho,2,Man City,Man City,43,54,9
251,25,258,Minamino,3,Southampton,Southampton,20,60,9
488,25,81,Tarkowski,2,Burnley,Burnley,90,53,9
510,25,231,Maddison,3,Leicester,Leicester,13,72,9
3,25,276,Sterling,3,Man City,Man City,43,109,8
21,25,641,Mateta,4,Crystal Palace,Crystal Palace,31,53,8
106,25,166,Richarlison,4,Everton,Everton,11,77,8
161,25,540,Traoré,3,Aston Villa,Aston Villa,7,58,8
219,25,132,Benteke,4,Crystal Palace,Crystal Palace,31,55,8
297,25,283,Zinchenko,2,Man City,Man City,43,55,8
351,25,570,Raphinha,3,Leeds,Leeds,2,56,8
361,25,392,Lucas Moura,3,Spurs,Spurs,6,64,8
402,25,96,Pope,1,Burnley,Burnley,90,55,8
438,25,311,James,3,Man Utd,Man Utd,1,62,8
741,25,562,Aina,2,Fulham,Fulham,54,43,8
15,25,205,Costa,3,Leeds,Leeds,2,50,7
81,25,417,Johnstone,1,West Brom,West Brom,35,46,7
95,25,275,Mahrez,3,Man City,Man City,43,81,7
240,25,67,Veltman,2,Brighton,Brighton,36,43,7
280,25,546,Semedo,2,Wolves,Wolves,39,51,7
358,25,338,Saint-Maximin,3,Newcastle,Newcastle,4,52,7
398,25,571,Andersen,2,Fulham,Fulham,54,45,7
577,25,556,Dias,2,Man City,Man City,43,59,7
593,25,437,Antonio,4,West Ham,West Ham,21,67,7
675,25,155,Digne,2,Everton,Everton,11,62,7
702,25,156,Keane,2,Everton,Everton,11,50,7
40,25,211,Struijk,2,Leeds,Leeds,2,40,6
56,25,197,Ayling,2,Leeds,Leeds,2,44,6
86,25,150,Sigurdsson,3,Everton,Everton,11,68,6
101,25,273,Stones,2,Man City,Man City,43,51,6
140,25,422,Furlong,2,West Brom,West Brom,35,45,6
144,25,516,Areola,1,Fulham,Fulham,54,45,6
182,25,459,Coady,2,Wolves,Wolves,39,49,6
233,25,549,Llorente,2,Leeds,Leeds,2,44,6
235,25,484,Robinson,2,Fulham,Fulham,54,44,6
377,25,278,Ederson,1,Man City,Man City,43,61,6
409,25,15,Maitland-Niles,2,West Brom,West Brom,35,46,6
434,25,165,Holgate,2,Everton,Everton,11,48,6
439,25,97,Taylor,2,Burnley,Burnley,90,44,6
467,25,465,Traoré,3,Wolves,Wolves,39,60,6
529,25,418,Townsend,2,West Brom,West Brom,35,44,6
535,25,412,Bartley,2,West Brom,West Brom,35,44,6
543,25,202,Bamford,4,Leeds,Leeds,2,66,6
614,25,195,Cooper,2,Leeds,Leeds,2,43,6
621,25,206,Roberts,3,Leeds,Leeds,2,46,6
624,25,92,Lowton,2,Burnley,Burnley,90,44,6
650,25,572,Adarabioyo,2,Fulham,Fulham,54,45,6
691,25,566,Godfrey,2,Everton,Everton,11,51,6
716,25,461,Saïss,2,Wolves,Wolves,39,49,6
60,25,224,Vardy,4,Leicester,Leicester,13,102,5
293,25,88,Mee,2,Burnley,Burnley,90,47,5
368,25,38,McGinn,3,Aston Villa,Aston Villa,7,55,5
458,25,277,Cancelo,2,Man City,Man City,43,58,5
524,25,365,Redmond,3,Southampton,Southampton,20,64,5
537,25,298,Maguire,2,Man Utd,Man Utd,1,55,5
583,25,140,Ayew,4,Crystal Palace,Crystal Palace,31,56,5
609,25,137,Townsend,3,Crystal Palace,Crystal Palace,31,55,5
246,25,450,Fornals,3,West Ham,West Ham,21,58,4
296,25,543,Bale,3,Spurs,Spurs,6,92,4
350,25,570,Raphinha,3,Leeds,Leeds,2,56,4
466,25,164,Calvert-Lewin,4,Everton,Everton,11,75,4
54,25,187,Cavaleiro,3,Fulham,Fulham,54,53,3
85,25,272,De Bruyne,3,Man City,Man City,43,118,3
100,25,373,Reed,3,Fulham,Fulham,54,44,3
115,25,123,James,2,Chelsea,Chelsea,8,51,3
231,25,512,Doucouré,3,Everton,Everton,11,51,3
284,25,89,Westwood,3,Burnley,Burnley,90,53,3
291,25,466,Neves,3,Wolves,Wolves,39,51,3
317,25,115,Loftus-Cheek,3,Fulham,Fulham,54,59,3
397,25,102,Azpilicueta,2,Chelsea,Chelsea,8,58,3
422,25,128,Guaita,1,Crystal Palace,Crystal Palace,31,48,3
444,25,291,de Gea,1,Man Utd,Man Utd,1,53,3
446,25,544,Gallagher,3,West Brom,West Brom,35,55,3
447,25,100,McNeil,3,Burnley,Burnley,90,57,3
470,25,483,Ramsdale,1,Sheffield Utd,Sheffield Utd,49,46,3
475,25,163,Davies,3,Everton,Everton,11,52,3
491,25,654,Yokuslu,3,West Brom,West Brom,35,45,3
492,25,481,Pereira,3,West Brom,West Brom,35,54,3
540,25,271,Gündogan,3,Man City,Man City,43,55,3
545,25,431,Fabianski,1,West Ham,West Ham,21,50,3
567,25,454,Moutinho,3,Wolves,Wolves,39,51,3
576,25,464,Dendoncker,3,Wolves,Wolves,39,46,3
580,25,98,Brownhill,3,Burnley,Burnley,90,49,3
652,25,369,Vestergaard,2,Southampton,Southampton,20,47,3
19,25,17,Tierney,2,Arsenal,Arsenal,3,52,2
29,25,68,Maupay,4,Brighton,Brighton,36,58,2
35,25,281,Bernardo Silva,3,Man City,Man City,43,74,2
37,25,263,Jones,3,Liverpool,Liverpool,14,44,2
39,25,211,Struijk,2,Leeds,Leeds,2,40,2
42,25,125,Cahill,2,Crystal Palace,Crystal Palace,31,45,2
43,25,134,Ward,2,Crystal Palace,Crystal Palace,31,43,2
53,25,8,Leno,1,Arsenal,Arsenal,3,50,2
55,25,197,Ayling,2,Leeds,Leeds,2,44,2
65,25,509,Ampadu,2,Sheffield Utd,Sheffield Utd,49,43,2
66,25,238,Söyüncü,2,Leicester,Leicester,13,53,2
68,25,228,Tielemans,3,Leicester,Leicester,13,64,2
76,25,576,Dawson,2,West Ham,West Ham,21,45,2
111,25,117,Werner,4,Chelsea,Chelsea,8,92,2
112,25,548,Mendy,1,Chelsea,Chelsea,8,53,2
116,25,514,Watkins,4,Aston Villa,Aston Villa,7,63,2
120,25,249,Firmino,4,Liverpool,Liverpool,14,91,2
121,25,321,Shelvey,3,Newcastle,Newcastle,4,53,2
141,25,138,Milivojevic,3,Crystal Palace,Crystal Palace,31,56,2
142,25,308,Lindelöf,2,Man Utd,Man Utd,1,48,2
148,25,589,Phillips,2,Liverpool,Liverpool,14,42,2
158,25,109,Rüdiger,2,Chelsea,Chelsea,8,47,2
160,25,18,Pépé,3,Arsenal,Arsenal,3,77,2
173,25,243,Wijnaldum,3,Liverpool,Liverpool,14,53,2
180,25,254,Salah,3,Liverpool,Liverpool,14,129,2
192,25,405,Ndombele,3,Spurs,Spurs,6,59,2
200,25,252,Alisson,1,Liverpool,Liverpool,14,60,2
204,25,377,Adams,4,Southampton,Southampton,20,57,2
209,25,445,Bowen,3,West Ham,West Ham,21,58,2
223,25,645,Ødegaard,3,Arsenal,Arsenal,3,56,2
226,25,448,Rice,3,West Ham,West Ham,21,47,2
250,25,107,Kovacic,3,Chelsea,Chelsea,8,53,2
269,25,355,Lundstram,3,Sheffield Utd,Sheffield Utd,49,48,2
272,25,346,Fleck,3,Sheffield Utd,Sheffield Utd,49,56,2
304,25,558,Coufal,2,West Ham,West Ham,21,48,2
321,25,390,Son,3,Spurs,Spurs,6,96,2
322,25,376,Bednarek,2,Southampton,Southampton,20,47,2
359,25,498,Castagne,2,Leicester,Leicester,13,58,2
366,25,388,Kane,4,Spurs,Spurs,6,119,2
373,25,133,Kouyaté,3,Crystal Palace,Crystal Palace,31,48,2
380,25,69,Trossard,3,Brighton,Brighton,36,55,2
413,25,200,Dallas,2,Leeds,Leeds,2,55,2
423,25,300,Shaw,2,Man Utd,Man Utd,1,55,2
432,25,110,Zouma,2,Chelsea,Chelsea,8,53,2
454,25,57,Groß,3,Brighton,Brighton,36,58,2
455,25,474,Neto,3,Wolves,Wolves,39,55,2
456,25,531,Thiago,3,Liverpool,Liverpool,14,55,2
478,25,217,Schmeichel,1,Leicester,Leicester,13,54,2
499,25,303,Martial,4,Man Utd,Man Utd,1,86,2
508,25,12,Martínez,1,Aston Villa,Aston Villa,7,53,2
521,25,347,Stevens,2,Sheffield Utd,Sheffield Utd,49,50,2
526,25,191,Anguissa,3,Fulham,Fulham,54,44,2
533,25,313,Wan-Bissaka,2,Man Utd,Man Utd,1,58,2
542,25,202,Bamford,4,Leeds,Leeds,2,66,2
555,25,489,Eze,3,Crystal Palace,Crystal Palace,31,58,2
603,25,45,El Ghazi,3,Aston Villa,Aston Villa,7,52,2
612,25,113,Kanté,3,Chelsea,Chelsea,8,49,2
613,25,195,Cooper,2,Leeds,Leeds,2,43,2
620,25,206,Roberts,3,Leeds,Leeds,2,46,2
622,25,665,Maja,4,Fulham,Fulham,54,50,2
635,25,4,Aubameyang,3,Arsenal,Arsenal,3,113,2
642,25,299,Fred,3,Man Utd,Man Utd,1,53,2
655,25,642,Willian José,4,Wolves,Wolves,39,68,2
664,25,93,Vydra,4,Burnley,Burnley,90,48,2
676,25,370,Ward-Prowse,3,Southampton,Southampton,20,59,2
677,25,370,Ward-Prowse,3,Southampton,Southampton,20,59,2
681,25,368,Armstrong,3,Southampton,Southampton,20,55,2
692,25,76,Bissouma,3,Brighton,Brighton,36,44,2
699,25,20,Willock,3,Newcastle,Newcastle,4,49,2
705,25,203,Harrison,3,Leeds,Leeds,2,56,2
709,25,648,Diagne,4,West Brom,West Brom,35,60,2
711,25,435,Cresswell,2,West Ham,West Ham,21,57,2
712,25,362,Bertrand,2,Southampton,Southampton,20,50,2
727,25,144,Riedewald,3,Crystal Palace,Crystal Palace,31,44,2
739,25,219,Evans,2,Leicester,Leicester,13,56,2
6,25,349,Norwood,3,Sheffield Utd,Sheffield Utd,49,45,1
11,25,507,Fraser,3,Newcastle,Newcastle,4,56,1
14,25,205,Costa,3,Leeds,Leeds,2,50,1
71,25,213,Meslier,1,Leeds,Leeds,2,48,1
84,25,282,Jesus,4,Man City,Man City,43,91,1
96,25,259,Alexander-Arnold,2,Liverpool,Liverpool,14,78,1
102,25,462,Jonny,2,Wolves,Wolves,39,54,1
108,25,588,Welbeck,4,Brighton,Brighton,36,55,1
118,25,398,Sánchez,2,Spurs,Spurs,6,52,1
125,25,328,Lascelles,2,Newcastle,Newcastle,4,42,1
134,25,451,Diop,2,West Ham,West Ham,21,43,1
143,25,425,O'Shea,2,West Brom,West Brom,35,42,1
150,25,251,Mané,3,Liverpool,Liverpool,14,118,1
168,25,9,Xhaka,3,Arsenal,Arsenal,3,52,1
171,25,554,Ramsey,3,Aston Villa,Aston Villa,7,45,1
174,25,54,Lallana,3,Brighton,Brighton,36,62,1
203,25,377,Adams,4,Southampton,Southampton,20,57,1
239,25,497,Murphy,3,Newcastle,Newcastle,4,49,1
242,25,517,Tete,2,Fulham,Fulham,54,43,1
252,25,258,Minamino,3,Southampton,Southampton,20,60,1
258,25,336,Hayden,3,Newcastle,Newcastle,4,46,1
278,25,236,Ndidi,3,Leicester,Leicester,13,48,1
