,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
335,154,9,Pickford,1,8,Everton,11,49,15
640,301,9,Martial,3,14,Man Utd,1,72,15
585,272,9,Fernandinho,3,13,Man City,43,53,14
25,13,9,Özil,3,1,Arsenal,3,79,12
55,23,9,Aubameyang,4,1,Arsenal,3,108,12
230,110,9,Reid,4,5,Cardiff,97,52,12
115,47,9,Ryan,1,3,Brighton,36,44,11
250,118,9,Rüdiger,2,6,Chelsea,8,59,11
345,162,9,Keane,2,8,Everton,11,48,11
785,363,9,Lamela,3,17,Spurs,6,59,11
845,389,9,Capoue,3,18,Watford,57,48,11
850,390,9,Doucouré,3,18,Watford,57,58,11
460,223,9,Mahrez,3,13,Man City,43,82,10
565,267,9,Mendy,2,13,Man City,43,61,10
60,24,9,Begovic,1,2,Bournemouth,91,43,9
490,239,9,Lovren,2,12,Liverpool,14,49,9
580,271,9,David Silva,3,13,Man City,43,85,9
715,332,9,Cédric,2,16,Southampton,20,42,9
120,48,9,Dunk,2,3,Brighton,36,44,8
375,184,9,Sessegnon,3,9,Fulham,54,60,8
505,246,9,van Dijk,2,12,Liverpool,14,67,8
510,247,9,Robertson,2,12,Liverpool,14,67,8
525,253,9,Salah,3,12,Liverpool,14,132,8
725,336,9,Hoedt,2,16,Southampton,20,42,8
755,351,9,Lloris,1,17,Spurs,6,54,8
805,369,9,Sissoko,3,17,Spurs,6,49,8
855,391,9,Pereyra,3,18,Watford,57,59,8
5,4,9,Bellerín,2,1,Arsenal,3,53,7
125,49,9,Duffy,2,3,Brighton,36,47,7
145,57,9,Kayal,3,3,Brighton,36,44,7
215,101,9,Paterson,3,5,Cardiff,97,48,7
225,106,9,Murphy,3,5,Cardiff,97,48,7
595,275,9,Sané,3,13,Man City,43,93,7
760,353,9,Alderweireld,2,17,Spurs,6,60,7
840,386,9,Masina,2,18,Watford,57,43,7
985,478,9,Schürrle,3,9,Fulham,54,55,7
1030,504,9,Camarasa,3,5,Cardiff,97,44,7
65,26,9,Francis,2,2,Bournemouth,91,43,6
70,27,9,Steve Cook,2,2,Bournemouth,91,43,6
80,29,9,Adam Smith,2,2,Bournemouth,91,43,6
85,31,9,Aké,2,2,Bournemouth,91,51,6
130,50,9,Bruno,2,3,Brighton,36,44,6
135,51,9,Bong,2,3,Brighton,36,44,6
155,61,9,Izquierdo,3,3,Brighton,36,59,6
260,124,9,Willian,3,6,Chelsea,8,71,6
275,127,9,Barkley,3,6,Chelsea,8,50,6
370,175,9,Calvert-Lewin,4,8,Everton,11,54,6
495,242,9,Gomez,2,12,Liverpool,14,48,6
550,260,9,Ederson,1,13,Man City,43,57,6
555,262,9,Stones,2,13,Man City,43,52,6
570,268,9,Laporte,2,13,Man City,43,63,6
600,276,9,Bernardo Silva,3,13,Man City,43,78,6
605,280,9,Agüero,4,13,Man City,43,120,6
705,328,9,McCarthy,1,16,Southampton,20,43,6
720,333,9,Stephens,2,16,Southampton,20,42,6
765,356,9,Davies,2,17,Spurs,6,56,6
770,357,9,Trippier,2,17,Spurs,6,60,6
775,359,9,Sánchez,2,17,Spurs,6,58,6
820,376,9,Cathcart,2,18,Watford,57,45,6
830,382,9,Mariappa,2,18,Watford,57,42,6
835,383,9,Kiko Femenía,2,18,Watford,57,42,6
920,445,9,Foster,1,18,Watford,57,46,6
960,462,9,Shaqiri,3,12,Liverpool,14,68,6
975,468,9,Alisson,1,12,Liverpool,14,59,6
1000,484,9,Digne,2,8,Everton,11,54,6
1065,526,9,Zouma,2,8,Everton,11,50,6
1075,535,9,Harris,3,5,Cardiff,97,45,6
340,157,9,Coleman,2,8,Everton,11,52,5
650,305,9,Rashford,4,14,Man Utd,1,73,5
710,330,9,Bertrand,2,16,Southampton,20,48,5
990,480,9,Mitrovic,4,9,Fulham,54,63,5
360,170,9,Lookman,3,8,Everton,11,49,4
445,219,9,Chilwell,2,11,Leicester,13,50,4
940,456,9,Seri,3,9,Fulham,54,49,4
90,39,9,Lewis Cook,3,2,Bournemouth,91,46,3
95,40,9,Fraser,3,2,Bournemouth,91,64,3
150,58,9,March,3,3,Brighton,36,47,3
210,91,9,Bamba,2,5,Cardiff,97,44,3
350,164,9,Walcott,3,8,Everton,11,59,3
365,172,9,Sigurdsson,3,8,Everton,11,74,3
530,254,9,Milner,3,12,Liverpool,14,56,3
730,343,9,Redmond,3,16,Southampton,20,55,3
745,346,9,Elyounoussi,3,16,Southampton,20,60,3
810,370,9,Lucas Moura,3,17,Spurs,6,69,3
865,393,9,Richarlison,3,8,Everton,11,64,3
870,394,9,Deulofeu,3,18,Watford,57,57,3
1020,494,9,Lerma,3,2,Bournemouth,91,45,3
1040,507,9,Bernard,3,8,Everton,11,59,3
1045,508,9,André Gomes,3,8,Everton,11,54,3
0,2,9,Leno,1,1,Arsenal,3,49,2
15,7,9,Mustafi,2,1,Arsenal,3,54,2
35,15,9,Iwobi,3,1,Arsenal,3,54,2
45,18,9,Mkhitaryan,3,1,Arsenal,3,66,2
50,22,9,Lacazette,4,1,Arsenal,3,94,2
110,45,9,King,4,2,Bournemouth,91,64,2
175,76,9,Gudmundsson,3,4,Burnley,90,55,2
180,77,9,Defour,3,4,Burnley,90,53,2
190,83,9,Lennon,3,4,Burnley,90,49,2
195,84,9,Vokes,4,4,Burnley,90,53,2
270,126,9,Kanté,3,6,Chelsea,8,49,2
285,134,9,Morata,4,6,Chelsea,8,84,2
315,147,9,McArthur,3,7,Crystal Palace,31,49,2
320,149,9,Townsend,3,7,Crystal Palace,31,56,2
330,151,9,Zaha,4,7,Crystal Palace,31,70,2
355,168,9,Gueye,3,8,Everton,11,47,2
380,191,9,Lössl,1,10,Huddersfield,38,44,2
385,192,9,Schindler,2,10,Huddersfield,38,42,2
390,193,9,Löwe,2,10,Huddersfield,38,44,2
395,195,9,Zanka,2,10,Huddersfield,38,44,2
400,197,9,Hadergjonaj,2,10,Huddersfield,38,43,2
410,199,9,Mooy,3,10,Huddersfield,38,50,2
415,201,9,Hogg,3,10,Huddersfield,38,44,2
420,202,9,Billing,3,10,Huddersfield,38,45,2
425,206,9,Pritchard,3,10,Huddersfield,38,48,2
435,213,9,Schmeichel,1,11,Leicester,13,50,2
475,227,9,Ndidi,3,11,Leicester,13,49,2
480,234,9,Vardy,4,11,Leicester,13,90,2
485,236,9,Iheanacho,4,11,Leicester,13,57,2
545,258,9,Ings,4,16,Southampton,20,54,2
610,282,9,de Gea,1,14,Man Utd,1,57,2
645,302,9,Pogba,3,14,Man Utd,1,86,2
655,306,9,Lukaku,4,14,Man Utd,1,107,2
660,309,9,Dubravka,1,15,Newcastle,4,50,2
665,310,9,Yedlin,2,15,Newcastle,4,45,2
675,312,9,Lascelles,2,15,Newcastle,4,47,2
680,313,9,Dummett,2,15,Newcastle,4,44,2
685,317,9,Ritchie,3,15,Newcastle,4,58,2
690,319,9,Diamé,3,15,Newcastle,4,48,2
700,326,9,Pérez,4,15,Newcastle,4,61,2
735,344,9,Lemina,3,16,Southampton,20,47,2
815,372,9,Kane,4,17,Spurs,6,126,2
860,392,9,Hughes,3,18,Watford,57,49,2
875,400,9,Fabianski,1,19,West Ham,21,47,2
880,412,9,Kouyaté,3,7,Crystal Palace,31,47,2
910,435,9,Costa,3,20,Wolves,39,46,2
