,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
1539,7,3,Koscielny,2,1,Arsenal,3,61,15
1355,7,97,Costa,4,4,Chelsea,8,104,12
1682,7,209,Firmino,3,9,Liverpool,14,85,12
1309,7,541,Bravo,1,10,Man City,43,50,11
1333,7,383,Rose,2,17,Spurs,6,58,10
1358,7,461,Payet,3,20,West Ham,21,90,10
1451,7,208,Milner,3,9,Liverpool,14,63,10
1624,7,392,Chadli,3,19,West Brom,35,58,10
1773,7,86,Willian,3,4,Chelsea,8,70,10
1428,7,380,Lloris,1,17,Spurs,6,55,9
1525,7,165,Schmeichel,1,8,Leicester,13,49,9
1753,7,425,Deeney,4,18,Watford,57,66,9
1763,7,303,van Dijk,2,13,Southampton,20,56,9
1260,7,398,Alli,3,17,Spurs,6,91,8
1288,7,49,Callum Wilson,4,2,Bournemouth,91,60,8
1480,7,105,Ward,2,5,Crystal Palace,31,48,8
1481,7,202,Allen,3,14,Stoke,110,49,8
1507,7,297,Fonte,2,20,West Ham,21,53,8
1687,7,143,Lukaku,4,6,Everton,11,101,8
1718,7,555,Mustafi,2,1,Arsenal,3,58,8
1323,7,77,Azpilicueta,2,4,Chelsea,8,64,7
1547,7,375,Fer,3,16,Swansea,80,48,7
1625,7,10,Monreal,2,1,Arsenal,3,59,7
1655,7,344,van Aanholt,2,5,Crystal Palace,31,49,7
1741,7,73,Courtois,1,4,Chelsea,8,59,7
1776,7,453,Reid,2,20,West Ham,21,49,7
1302,7,168,Fuchs,2,8,Leicester,13,53,6
1318,7,293,Stuani,4,12,Middlesbrough,25,46,6
1320,7,302,Martina,2,13,Southampton,20,43,6
1334,7,172,Simpson,2,8,Leicester,13,49,6
1343,7,570,David Luiz,2,4,Chelsea,8,62,6
1391,7,294,Forster,1,13,Southampton,20,50,6
1396,7,78,Cahill,2,4,Chelsea,8,67,6
1425,7,402,Son,3,17,Spurs,6,72,6
1430,7,6,Bellerín,2,1,Arsenal,3,65,6
1435,7,424,Success,3,18,Watford,57,57,6
1460,7,385,Vertonghen,2,17,Spurs,6,58,6
1498,7,340,Pickford,1,15,Sunderland,56,42,6
1508,7,48,King,3,2,Bournemouth,91,62,6
1514,7,411,Holebas,2,18,Watford,57,46,6
1537,7,384,Walker,2,17,Spurs,6,62,6
1571,7,561,Alonso,2,4,Chelsea,8,69,6
1665,7,2,Cech,1,1,Arsenal,3,54,6
1669,7,127,Jagielka,2,6,Everton,11,49,6
1684,7,173,Huth,2,8,Leicester,13,49,6
1740,7,13,Walcott,3,1,Arsenal,3,72,6
1770,7,167,Morgan,2,8,Leicester,13,46,6
1278,7,507,Bastón,4,16,Swansea,80,66,5
1300,7,213,Christian Benteke,4,5,Crystal Palace,31,72,5
1362,7,353,Watmore,3,15,Sunderland,56,47,5
1373,7,255,Bailly,2,11,Man Utd,1,55,5
1497,7,201,Henderson,3,9,Liverpool,14,62,5
1542,7,574,Grant,1,14,Stoke,110,43,5
1597,7,446,Phillips,3,19,West Brom,35,53,5
1633,7,87,Matic,3,4,Chelsea,8,48,5
1636,7,422,Amrabat,3,18,Watford,57,50,5
1325,7,254,Blind,2,11,Man Utd,1,52,4
1493,7,330,Walters,3,14,Stoke,110,53,4
1522,7,42,Stanislas,3,2,Bournemouth,91,46,4
1224,7,12,Sánchez,3,1,Arsenal,3,117,3
1227,7,21,Iwobi,3,1,Arsenal,3,53,3
1301,7,394,Eriksen,3,17,Spurs,6,89,3
1329,7,179,Drinkwater,3,8,Leicester,13,53,3
1341,7,242,de Gea,1,11,Man Utd,1,55,3
1344,7,554,Marshall,1,7,Hull,88,44,3
1364,7,308,Tadic,3,13,Southampton,20,69,3
1365,7,82,Hazard,3,4,Chelsea,8,105,3
1474,7,266,Lingard,3,11,Man Utd,1,56,3
1517,7,256,Mata,3,11,Man Utd,1,72,3
1602,7,14,Özil,3,1,Arsenal,3,95,3
1622,7,95,Kanté,3,4,Chelsea,8,47,3
1631,7,304,Redmond,3,13,Southampton,20,59,3
1645,7,310,Oriol Romeu,3,13,Southampton,20,44,3
1729,7,305,Davis,3,13,Southampton,20,51,3
1207,7,286,Forshaw,3,12,Middlesbrough,25,45,2
1215,7,450,Adrián,1,20,West Ham,21,46,2
1244,7,456,Ogbonna,2,20,West Ham,21,47,2
1251,7,29,Boruc,1,2,Bournemouth,91,45,2
1254,7,359,Williams,2,6,Everton,11,52,2
1266,7,430,Foster,1,19,West Brom,35,47,2
1267,7,278,Gibson,2,12,Middlesbrough,25,49,2
1270,7,56,Mee,2,3,Burnley,90,44,2
1285,7,562,Martins Indi,2,14,Stoke,110,49,2
1289,7,11,Chambers,2,12,Middlesbrough,25,43,2
1297,7,314,Austin,4,13,Southampton,20,63,2
1299,7,459,Kouyaté,3,20,West Ham,21,50,2
1306,7,244,Smalling,2,11,Man Utd,1,58,2
1337,7,439,Fletcher,3,19,West Brom,35,44,2
1348,7,230,Silva,3,10,Man City,43,86,2
1350,7,64,Marney,3,3,Burnley,90,43,2
1351,7,191,Lovren,2,9,Liverpool,14,49,2
1354,7,559,Ndong,3,15,Sunderland,56,48,2
1376,7,321,Pieters,2,14,Stoke,110,46,2
1377,7,416,Capoue,3,18,Watford,57,45,2
1386,7,233,Fernandinho,3,10,Man City,43,53,2
1395,7,436,McAuley,2,19,West Brom,35,50,2
1399,7,320,Cameron,2,14,Stoke,110,42,2
1402,7,276,Friend,2,12,Middlesbrough,25,42,2
1404,7,485,Wijnaldum,3,9,Liverpool,14,75,2
1407,7,329,Whelan,3,14,Stoke,110,42,2
1415,7,368,Sigurdsson,3,16,Swansea,80,74,2
1420,7,37,Arter,3,2,Bournemouth,91,50,2
1436,7,567,Slimani,4,8,Leicester,13,82,2
1448,7,114,McArthur,3,5,Crystal Palace,31,47,2
1450,7,444,McClean,3,19,West Brom,35,48,2
1458,7,184,Vardy,4,8,Leicester,13,99,2
1469,7,560,Hendrick,3,3,Burnley,90,53,2
1472,7,355,Defoe,4,15,Sunderland,56,74,2
1478,7,199,Matip,2,9,Liverpool,14,54,2
1483,7,113,Ledley,3,5,Crystal Palace,31,43,2
1484,7,473,Gudmundsson,3,3,Burnley,90,48,2
1552,7,189,Karius,1,9,Liverpool,14,43,2
1556,7,356,Fabianski,1,16,Swansea,80,48,2
1563,7,124,Stekelenburg,1,6,Everton,11,47,2
1574,7,271,Rashford,4,11,Man Utd,1,64,2
1581,7,331,Arnautovic,3,14,Stoke,110,71,2
1584,7,458,Noble,3,20,West Ham,21,62,2
1594,7,55,Lowton,2,3,Burnley,90,45,2
1605,7,58,Keane,2,3,Burnley,90,50,2
1608,7,464,Antonio,3,20,West Ham,21,67,2
1628,7,193,Clyne,2,9,Liverpool,14,59,2
1657,7,503,Pogba,3,11,Man Utd,1,82,2
1666,7,203,Coutinho,3,9,Liverpool,14,87,2
1680,7,176,Mahrez,3,8,Leicester,13,89,2
1685,7,155,Snodgrass,3,20,West Ham,21,55,2
1689,7,134,Barkley,3,6,Everton,11,70,2
1694,7,396,Mason,3,7,Hull,88,46,2
1695,7,318,Shawcross,2,14,Stoke,110,49,2
1696,7,212,Mané,3,9,Liverpool,14,93,2
1698,7,449,Rondón,4,19,West Brom,35,63,2
1701,7,156,Clucas,3,7,Hull,88,47,2
1703,7,67,Vokes,4,3,Burnley,90,57,2
1707,7,126,Coleman,2,6,Everton,11,56,2
1711,7,239,Agüero,4,10,Man City,43,127,2
1733,7,102,Mandanda,1,5,Crystal Palace,31,42,2
