,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
172,11,82,Hazard,3,4,Chelsea,8,105,19
471,11,90,Pedro,3,4,Chelsea,8,68,16
492,11,209,Firmino,3,9,Liverpool,14,85,15
495,11,155,Snodgrass,3,20,West Ham,21,55,14
291,11,473,Gudmundsson,3,3,Burnley,90,48,13
379,11,561,Alonso,2,4,Chelsea,8,69,13
406,11,446,Phillips,3,19,West Brom,35,53,13
506,11,212,Mané,3,9,Liverpool,14,93,13
11,11,205,Lallana,3,9,Liverpool,14,67,12
279,11,355,Defoe,4,15,Sunderland,56,74,12
596,11,272,Ibrahimovic,4,11,Man Utd,1,114,12
475,11,203,Coutinho,3,9,Liverpool,14,87,11
514,11,67,Vokes,4,3,Burnley,90,57,11
413,11,150,Dawson,2,7,Hull,88,42,10
570,11,575,Anichebe,4,15,Sunderland,56,43,10
581,11,269,Rooney,4,11,Man Utd,1,86,10
160,11,97,Costa,4,4,Chelsea,8,104,9
259,11,441,Morrison,3,19,West Brom,35,43,9
81,11,335,Bojan,3,14,Stoke,110,55,8
141,11,43,Gosling,3,2,Bournemouth,91,47,8
228,11,403,Kane,4,17,Spurs,6,119,8
335,11,235,De Bruyne,3,10,Man City,43,105,8
428,11,391,Dembélé,3,17,Spurs,6,54,8
466,11,503,Pogba,3,11,Man Utd,1,82,8
101,11,314,Austin,4,13,Southampton,20,63,7
178,11,204,Can,3,9,Liverpool,14,48,7
243,11,567,Slimani,4,8,Leicester,13,82,7
44,11,120,Townsend,3,5,Crystal Palace,31,57,6
56,11,70,Barnes,4,3,Burnley,90,46,6
104,11,213,Christian Benteke,4,5,Crystal Palace,31,72,6
127,11,77,Azpilicueta,2,4,Chelsea,8,64,6
148,11,570,David Luiz,2,4,Chelsea,8,62,6
203,11,78,Cahill,2,4,Chelsea,8,67,6
394,11,290,de Roon,3,12,Middlesbrough,25,43,6
442,11,87,Matic,3,4,Chelsea,8,48,6
522,11,239,Agüero,4,10,Man City,43,127,6
554,11,73,Courtois,1,4,Chelsea,8,59,6
117,11,122,Wickham,4,5,Crystal Palace,31,55,5
145,11,540,Janmaat,2,18,Watford,57,45,5
211,11,485,Wijnaldum,3,9,Liverpool,14,75,5
222,11,368,Sigurdsson,3,16,Swansea,80,74,5
300,11,330,Walters,3,14,Stoke,110,53,5
411,11,14,Özil,3,1,Arsenal,3,95,5
445,11,422,Amrabat,3,18,Watford,57,50,5
470,11,460,Obiang,3,20,West Ham,21,43,5
490,11,176,Mahrez,3,8,Leicester,13,89,5
511,11,156,Clucas,3,7,Hull,88,47,5
585,11,111,Zaha,3,5,Crystal Palace,31,58,5
149,11,554,Marshall,1,7,Hull,88,44,4
305,11,340,Pickford,1,15,Sunderland,56,42,4
360,11,189,Karius,1,9,Liverpool,14,43,4
417,11,464,Antonio,3,20,West Ham,21,67,4
578,11,274,Valdés,1,12,Middlesbrough,25,45,4
45,11,374,Ayew,3,20,West Ham,21,71,3
217,11,24,Xhaka,3,1,Arsenal,3,52,3
282,11,232,Navas,3,10,Man City,43,61,3
377,11,462,Lanzini,3,20,West Ham,21,59,3
431,11,95,Kanté,3,4,Chelsea,8,47,3
571,11,92,Moses,3,4,Chelsea,8,55,3
19,11,158,Elmohamady,3,7,Hull,88,46,2
26,11,220,Kolarov,2,10,Man City,43,58,2
28,11,12,Sánchez,3,1,Arsenal,3,117,2
31,11,21,Iwobi,3,1,Arsenal,3,53,2
36,11,412,Nyom,2,19,West Brom,35,44,2
47,11,178,King,3,8,Leicester,13,47,2
51,11,477,Barragán,2,12,Middlesbrough,25,43,2
70,11,430,Foster,1,19,West Brom,35,47,2
71,11,278,Gibson,2,12,Middlesbrough,25,49,2
79,11,343,Jones,2,15,Sunderland,56,44,2
89,11,562,Martins Indi,2,14,Stoke,110,49,2
93,11,11,Chambers,2,12,Middlesbrough,25,43,2
100,11,328,Adam,3,14,Stoke,110,46,2
105,11,394,Eriksen,3,17,Spurs,6,89,2
