,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
360,212,25,Mané,3,9,Liverpool,14,93,16
9,12,25,Sánchez,3,1,Arsenal,3,117,15
739,558,25,Mawson,2,16,Swansea,80,46,15
458,296,25,Bertrand,2,13,Southampton,20,56,14
778,633,25,Olsson,2,16,Swansea,80,41,14
667,462,25,Lanzini,3,20,West Ham,21,59,13
792,643,25,Gabbiadini,4,13,Southampton,20,64,13
436,267,25,Martial,3,11,Man Utd,1,92,12
677,466,25,Feghouli,3,20,West Ham,21,50,12
418,256,25,Mata,3,11,Man Utd,1,72,11
134,90,25,Pedro,3,4,Chelsea,8,68,10
385,228,25,Sterling,3,10,Man City,43,75,10
534,363,25,Fernández,2,16,Swansea,80,42,10
326,202,25,Allen,3,14,Stoke,110,49,9
447,280,25,Bernardo,2,12,Middlesbrough,25,42,9
727,527,25,Fabio,2,12,Middlesbrough,25,42,9
748,562,25,Martins Indi,2,14,Stoke,110,49,9
787,640,25,Brady,3,3,Burnley,90,55,9
3,3,25,Koscielny,2,1,Arsenal,3,61,8
198,128,25,Stones,2,10,Man City,43,46,8
302,188,25,Mignolet,1,9,Liverpool,14,48,8
415,255,25,Bailly,2,11,Man Utd,1,55,8
484,321,25,Pieters,2,14,Stoke,110,46,8
637,436,25,McAuley,2,19,West Brom,35,50,8
0,2,25,Cech,1,1,Arsenal,3,54,7
178,123,25,Robles,1,6,Everton,11,47,7
188,126,25,Coleman,2,6,Everton,11,56,7
370,219,25,Caballero,1,10,Man City,43,48,7
379,224,25,Sagna,2,10,Man City,43,53,7
403,242,25,de Gea,1,11,Man Utd,1,55,7
439,274,25,Valdés,1,12,Middlesbrough,25,45,7
464,301,25,Cédric,2,13,Southampton,20,49,7
697,485,25,Wijnaldum,3,9,Liverpool,14,75,7
702,486,25,Sobhi,3,14,Stoke,110,48,7
736,555,25,Mustafi,2,1,Arsenal,3,58,7
761,574,25,Grant,1,14,Stoke,110,43,7
6,6,25,Bellerín,2,1,Arsenal,3,65,6
183,125,25,Baines,2,6,Everton,11,58,6
201,132,25,Funes Mori,2,6,Everton,11,45,6
311,193,25,Clyne,2,9,Liverpool,14,59,6
355,209,25,Firmino,3,9,Liverpool,14,85,6
373,220,25,Kolarov,2,10,Man City,43,58,6
406,244,25,Smalling,2,11,Man Utd,1,58,6
443,278,25,Gibson,2,12,Middlesbrough,25,49,6
455,294,25,Forster,1,13,Southampton,20,50,6
461,298,25,Yoshida,2,13,Southampton,20,45,6
470,306,25,Ward-Prowse,3,13,Southampton,20,50,6
473,308,25,Tadic,3,13,Southampton,20,69,6
476,318,25,Shawcross,2,14,Stoke,110,49,6
524,356,25,Fabianski,1,16,Swansea,80,48,6
529,359,25,Williams,2,6,Everton,11,52,6
544,368,25,Sigurdsson,3,16,Swansea,80,74,6
584,392,25,Chadli,3,19,West Brom,35,58,6
719,504,25,Stephens,2,13,Southampton,20,42,6
138,92,25,Moses,3,4,Chelsea,8,55,5
316,199,25,Matip,2,9,Liverpool,14,54,5
400,239,25,Agüero,4,10,Man City,43,127,5
412,250,25,Valencia,2,11,Man Utd,1,58,5
647,441,25,Morrison,3,19,West Brom,35,43,5
711,489,25,Sané,3,10,Man City,43,77,5
606,407,25,Gomes,1,18,Watford,57,49,4
765,626,25,Barton,3,3,Burnley,90,41,4
110,73,25,Courtois,1,4,Chelsea,8,59,3
142,95,25,Kanté,3,4,Chelsea,8,47,3
211,134,25,Barkley,3,6,Everton,11,70,3
321,200,25,Lucas,3,9,Liverpool,14,44,3
330,203,25,Coutinho,3,9,Liverpool,14,87,3
340,205,25,Lallana,3,9,Liverpool,14,67,3
388,230,25,Silva,3,10,Man City,43,86,3
394,233,25,Fernandinho,3,10,Man City,43,53,3
397,235,25,De Bruyne,3,10,Man City,43,105,3
428,264,25,Schneiderlin,3,6,Everton,11,45,3
451,290,25,de Roon,3,12,Middlesbrough,25,43,3
467,304,25,Redmond,3,13,Southampton,20,59,3
488,329,25,Whelan,3,14,Stoke,110,42,3
496,331,25,Arnautovic,3,14,Stoke,110,71,3
549,369,25,Routledge,3,16,Swansea,80,45,3
564,380,25,Lloris,1,17,Spurs,6,55,3
593,397,25,Carroll,3,16,Swansea,80,41,3
627,431,25,Evans,2,19,West Brom,35,44,3
706,488,25,Gueye,3,6,Everton,11,50,3
722,512,25,Davies,3,6,Everton,11,44,3
20,29,25,Boruc,1,2,Bournemouth,91,45,2
50,48,25,King,3,2,Bournemouth,91,62,2
60,54,25,Heaton,1,3,Burnley,90,51,2
70,56,25,Mee,2,3,Burnley,90,44,2
75,57,25,Ward,2,3,Burnley,90,45,2
80,58,25,Keane,2,3,Burnley,90,50,2
85,62,25,Boyd,3,3,Burnley,90,51,2
100,68,25,Gray,4,3,Burnley,90,60,2
105,70,25,Barnes,4,3,Burnley,90,46,2
114,77,25,Azpilicueta,2,4,Chelsea,8,64,2
118,78,25,Cahill,2,4,Chelsea,8,67,2
122,82,25,Hazard,3,4,Chelsea,8,105,2
146,97,25,Costa,4,4,Chelsea,8,104,2
150,100,25,Hennessey,1,5,Crystal Palace,31,43,2
154,103,25,Tomkins,2,5,Crystal Palace,31,48,2
158,105,25,Ward,2,5,Crystal Palace,31,48,2
174,120,25,Townsend,3,5,Crystal Palace,31,57,2
216,140,25,Oviedo,3,15,Sunderland,56,42,2
220,143,25,Lukaku,4,6,Everton,11,101,2
225,145,25,Niasse,4,7,Hull,88,55,2
230,147,25,Jakupovic,1,7,Hull,88,41,2
240,155,25,Snodgrass,3,20,West Ham,21,55,2
250,157,25,Livermore,3,19,West Brom,35,47,2
260,160,25,Huddlestone,3,7,Hull,88,45,2
286,176,25,Mahrez,3,8,Leicester,13,89,2
294,179,25,Drinkwater,3,8,Leicester,13,53,2
298,184,25,Vardy,4,8,Leicester,13,99,2
345,206,25,Markovic,3,7,Hull,88,52,2
350,208,25,Milner,3,9,Liverpool,14,63,2
391,231,25,Yaya Touré,3,10,Man City,43,72,2
424,261,25,Januzaj,3,15,Sunderland,56,53,2
500,336,25,Crouch,4,14,Stoke,110,44,2
512,344,25,van Aanholt,2,5,Crystal Palace,31,49,2
520,355,25,Defoe,4,15,Sunderland,56,74,2
539,367,25,Cork,3,16,Swansea,80,46,2
559,375,25,Fer,3,16,Swansea,80,48,2
580,391,25,Dembélé,3,17,Spurs,6,54,2
589,394,25,Eriksen,3,17,Spurs,6,89,2
598,398,25,Alli,3,17,Spurs,6,91,2
614,416,25,Capoue,3,18,Watford,57,45,2
618,425,25,Deeney,4,18,Watford,57,66,2
642,439,25,Fletcher,3,19,West Brom,35,44,2
657,459,25,Kouyaté,3,20,West Ham,21,50,2
672,464,25,Antonio,3,20,West Ham,21,67,2
714,500,25,Llorente,4,16,Swansea,80,63,2
744,561,25,Alonso,2,4,Chelsea,8,69,2
770,628,25,Ndidi,3,8,Leicester,13,46,2
783,637,25,Niang,4,18,Watford,57,58,2
795,644,25,N'Diaye,3,7,Hull,88,41,2
800,646,25,Milivojevic,3,5,Crystal Palace,31,50,2
12,17,25,Wilshere,3,2,Bournemouth,91,58,1
17,26,25,Welbeck,4,1,Arsenal,3,73,1
25,31,25,Francis,2,2,Bournemouth,91,45,1
30,32,25,Steve Cook,2,2,Bournemouth,91,48,1
35,33,25,Daniels,2,2,Bournemouth,91,52,1
40,34,25,Smith,2,2,Bournemouth,91,46,1
45,38,25,Pugh,3,2,Bournemouth,91,46,1
55,52,25,Afobe,4,2,Bournemouth,91,53,1
65,55,25,Lowton,2,3,Burnley,90,45,1
90,63,25,Arfield,3,3,Burnley,90,52,1
95,67,25,Vokes,4,3,Burnley,90,57,1
130,86,25,Willian,3,4,Chelsea,8,70,1
162,110,25,Puncheon,3,5,Crystal Palace,31,51,1
166,111,25,Zaha,3,5,Crystal Palace,31,58,1
170,118,25,Cabaye,3,5,Crystal Palace,31,56,1
235,153,25,Maguire,2,7,Hull,88,44,1
255,158,25,Elmohamady,3,7,Hull,88,46,1
270,165,25,Schmeichel,1,8,Leicester,13,49,1
278,169,25,Schlupp,2,5,Crystal Palace,31,47,1
290,177,25,Albrighton,3,8,Leicester,13,50,1
335,204,25,Can,3,9,Liverpool,14,48,1
382,226,25,Otamendi,2,10,Man City,43,59,1
421,257,25,Fellaini,3,11,Man Utd,1,58,1
433,266,25,Lingard,3,11,Man Utd,1,56,1
516,349,25,Larsson,3,15,Sunderland,56,47,1
568,384,25,Walker,2,17,Spurs,6,62,1
576,386,25,Davies,2,17,Spurs,6,50,1
602,403,25,Kane,4,17,Spurs,6,119,1
610,413,25,Britos,2,18,Watford,57,42,1
622,430,25,Foster,1,19,West Brom,35,47,1
632,433,25,Dawson,2,19,West Brom,35,49,1
652,451,25,Randolph,1,20,West Ham,21,44,1
662,460,25,Obiang,3,20,West Ham,21,43,1
687,469,25,Valencia,4,6,Everton,11,52,1
692,474,25,Klavan,2,9,Liverpool,14,44,1
731,536,25,Fraser,3,2,Bournemouth,91,46,1
752,570,25,David Luiz,2,4,Chelsea,8,62,1
756,571,25,Robson-Kanu,4,19,West Brom,35,50,1
774,629,25,Gestede,4,12,Middlesbrough,25,45,1
804,647,25,Grosicki,3,7,Hull,88,55,1
126,83,25,Fàbregas,3,4,Chelsea,8,70,0
193,127,25,Jagielka,2,6,Everton,11,49,0
206,133,25,Mirallas,3,6,Everton,11,59,0
265,163,25,Hernández,4,7,Hull,88,59,0
274,168,25,Fuchs,2,8,Leicester,13,53,0
282,173,25,Huth,2,8,Leicester,13,49,0
307,190,25,Sakho,2,5,Crystal Palace,31,47,0
365,217,25,Origi,4,9,Liverpool,14,60,0
376,223,25,Clichy,2,10,Man City,43,52,0
409,248,25,Rojo,2,11,Man Utd,1,52,0
480,320,25,Cameron,2,14,Stoke,110,42,0
492,330,25,Walters,3,14,Stoke,110,53,0
504,340,25,Pickford,1,15,Sunderland,56,42,0
508,342,25,O'Shea,2,15,Sunderland,56,44,0
554,374,25,Ayew,3,20,West Ham,21,71,0
572,385,25,Vertonghen,2,17,Spurs,6,58,0
682,468,25,Carroll,4,20,West Ham,21,59,0
245,156,25,Clucas,3,7,Hull,88,47,-1
603,403,26,Kane,4,17,Spurs,6,119,20
513,344,26,van Aanholt,2,5,Crystal Palace,31,49,15
127,83,26,Fàbregas,3,4,Chelsea,8,70,13
299,184,26,Vardy,4,8,Leicester,13,99,13
135,90,26,Pedro,3,4,Chelsea,8,68,12
189,126,26,Coleman,2,6,Everton,11,56,12
590,394,26,Eriksen,3,17,Spurs,6,89,11
638,436,26,McAuley,2,19,West Brom,35,50,10
707,488,26,Gueye,3,6,Everton,11,50,10
151,100,26,Hennessey,1,5,Crystal Palace,31,43,9
261,160,26,Huddlestone,3,7,Hull,88,45,9
619,425,26,Deeney,4,18,Watford,57,66,9
81,58,26,Keane,2,3,Burnley,90,50,8
295,179,26,Drinkwater,3,8,Leicester,13,53,8
331,203,26,Coutinho,3,9,Liverpool,14,87,8
555,374,26,Ayew,3,20,West Ham,21,71,8
565,380,26,Lloris,1,17,Spurs,6,55,8
599,398,26,Alli,3,17,Spurs,6,91,8
732,536,26,Fraser,3,2,Bournemouth,91,46,8
51,48,26,King,3,2,Bournemouth,91,62,7
155,103,26,Tomkins,2,5,Crystal Palace,31,48,7
202,132,26,Funes Mori,2,6,Everton,11,45,7
336,204,26,Can,3,9,Liverpool,14,48,7
633,433,26,Dawson,2,19,West Brom,35,49,7
715,500,26,Llorente,4,16,Swansea,80,63,7
788,640,26,Brady,3,3,Burnley,90,55,7
147,97,26,Costa,4,4,Chelsea,8,104,6
179,123,26,Robles,1,6,Everton,11,47,6
184,125,26,Baines,2,6,Everton,11,58,6
221,143,26,Lukaku,4,6,Everton,11,101,6
308,190,26,Sakho,2,5,Crystal Palace,31,47,6
530,359,26,Williams,2,6,Everton,11,52,6
569,384,26,Walker,2,17,Spurs,6,62,6
573,385,26,Vertonghen,2,17,Spurs,6,58,6
577,386,26,Davies,2,17,Spurs,6,50,6
123,82,26,Hazard,3,4,Chelsea,8,105,5
159,105,26,Ward,2,5,Crystal Palace,31,48,5
171,118,26,Cabaye,3,5,Crystal Palace,31,56,5
275,168,26,Fuchs,2,8,Leicester,13,53,5
291,177,26,Albrighton,3,8,Leicester,13,50,5
545,368,26,Sigurdsson,3,16,Swansea,80,74,5
585,392,26,Chadli,3,19,West Brom,35,58,5
805,647,26,Grosicki,3,7,Hull,88,55,5
207,133,26,Mirallas,3,6,Everton,11,59,4
236,153,26,Maguire,2,7,Hull,88,44,4
271,165,26,Schmeichel,1,8,Leicester,13,49,4
31,32,26,Steve Cook,2,2,Bournemouth,91,48,3
