,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
386,14,16,Özil,3,1,Arsenal,3,93,17
47,14,103,Rüdiger,2,5,Chelsea,8,58,15
55,14,277,Young,3,12,Man Utd,1,48,15
552,14,161,Rooney,4,7,Everton,11,71,15
290,14,135,Pickford,1,7,Everton,11,49,13
314,14,252,De Bruyne,3,11,Man City,43,103,13
399,14,234,Salah,3,10,Liverpool,14,106,13
461,14,87,Brady,3,4,Burnley,90,53,13
478,14,230,Mané,3,10,Liverpool,14,94,13
54,14,143,Williams,2,7,Everton,11,52,12
264,14,279,Lingard,3,12,Man Utd,1,60,12
284,14,145,Kenny,2,7,Everton,11,39,11
381,14,295,Ritchie,3,13,Newcastle,4,54,11
426,14,25,Giroud,4,5,Chelsea,8,84,11
4,14,18,Ramsey,3,1,Arsenal,3,68,10
348,14,221,Sakho,2,6,Crystal Palace,31,46,9
372,14,54,Ryan,1,3,Brighton,36,46,9
452,14,247,Sterling,3,11,Man City,43,91,9
460,14,199,Mahrez,3,9,Leicester,13,87,9
484,14,433,Field,3,19,West Brom,35,44,9
494,14,13,Kolasinac,2,1,Arsenal,3,58,9
551,14,115,Hennessey,1,6,Crystal Palace,31,44,9
22,14,14,Sánchez,3,12,Man Utd,1,114,8
45,14,280,Martial,3,12,Man Utd,1,78,8
101,14,518,Wood,4,4,Burnley,90,62,8
103,14,289,Clark,2,13,Newcastle,4,43,8
248,14,209,Vardy,4,9,Leicester,13,88,8
356,14,200,Albrighton,3,9,Leicester,13,55,8
405,14,111,Kanté,3,5,Chelsea,8,49,8
6,14,414,Doucouré,3,18,Watford,57,52,7
134,14,543,Zappacosta,2,5,Chelsea,8,59,7
297,14,51,King,4,2,Bournemouth,91,70,7
429,14,320,Oriol Romeu,3,14,Southampton,20,42,7
32,14,470,Christensen,2,5,Chelsea,8,53,6
79,14,58,Bruno,2,3,Brighton,36,45,6
112,14,464,Martina,2,7,Everton,11,41,6
146,14,215,Lovren,2,10,Liverpool,14,53,6
191,14,98,Cahill,2,5,Chelsea,8,62,6
205,14,436,Robson-Kanu,4,19,West Brom,35,49,6
209,14,394,Kane,4,17,Spurs,6,131,6
218,14,7,Bellerín,2,1,Arsenal,3,59,6
245,14,117,Tomkins,2,6,Crystal Palace,31,44,6
259,14,123,Schlupp,2,6,Crystal Palace,31,47,6
272,14,119,Ward,2,6,Crystal Palace,31,47,6
295,14,218,Gomez,2,10,Liverpool,14,45,6
328,14,4,Koscielny,2,1,Arsenal,3,60,6
353,14,100,Alonso,2,5,Chelsea,8,71,6
370,14,144,Holgate,2,7,Everton,11,40,6
407,14,10,Monreal,2,1,Arsenal,3,57,6
443,14,2,Cech,1,1,Arsenal,3,53,6
501,14,56,Duffy,2,3,Brighton,36,46,6
526,14,94,Courtois,1,5,Chelsea,8,53,6
556,14,206,Ndidi,3,9,Leicester,13,49,6
21,14,28,Lacazette,4,1,Arsenal,3,103,5
154,14,239,Solanke,4,10,Liverpool,14,46,5
165,14,227,Can,3,10,Liverpool,14,49,5
185,14,306,Forster,1,14,Southampton,20,46,5
188,14,259,Jesus,4,11,Man City,43,104,5
204,14,359,Sigurdsson,3,7,Everton,11,80,5
277,14,84,Gudmundsson,3,4,Burnley,90,50,5
318,14,8,Gibbs,2,19,West Brom,35,50,5
338,14,55,Dunk,2,3,Brighton,36,45,5
343,14,350,Fabianski,1,16,Swansea,80,47,5
437,14,282,Pogba,3,12,Man Utd,1,79,5
471,14,285,Lukaku,4,12,Man Utd,1,115,5
507,14,213,Mignolet,1,10,Liverpool,14,47,5
540,14,417,Deeney,4,18,Watford,57,63,5
31,14,278,Herrera,3,12,Man Utd,1,50,4
39,14,527,Carrillo,3,18,Watford,57,54,4
262,14,52,Defoe,4,2,Bournemouth,91,76,4
464,14,415,Pereyra,3,18,Watford,57,58,4
508,14,322,Boufal,3,14,Southampton,20,57,4
1,14,153,Lennon,3,4,Burnley,90,54,3
37,14,131,Townsend,3,6,Crystal Palace,31,56,3
44,14,62,Knockaert,3,3,Brighton,36,55,3
84,14,105,Fàbregas,3,5,Chelsea,8,68,3
116,14,63,Stephens,3,3,Brighton,36,45,3
141,14,490,Pröpper,3,3,Brighton,36,53,3
170,14,386,Lamela,3,17,Spurs,6,63,3
201,14,23,Xhaka,3,1,Arsenal,3,51,3
220,14,155,Gueye,3,7,Everton,11,48,3
344,14,132,Milivojevic,3,6,Crystal Palace,31,52,3
433,14,70,Groß,3,3,Brighton,36,59,3
440,14,109,Pedro,3,5,Chelsea,8,77,3
474,14,108,Loftus-Cheek,3,6,Crystal Palace,31,44,3
516,14,85,Defour,3,4,Burnley,90,54,3
558,14,126,Zaha,3,6,Crystal Palace,31,71,3
559,14,106,Willian,3,5,Chelsea,8,70,3
567,14,129,Cabaye,3,6,Crystal Palace,31,53,3
25,14,19,Chamberlain,3,10,Liverpool,14,55,2
27,14,357,Mawson,2,16,Swansea,80,51,2
35,14,41,Surman,3,2,Bournemouth,91,43,2
60,14,388,Alli,3,17,Spurs,6,90,2
63,14,196,Chilwell,2,9,Leicester,13,44,2
66,14,421,Foster,1,19,West Brom,35,43,2
68,14,77,Mee,2,4,Burnley,90,49,2
93,14,134,Benteke,4,6,Crystal Palace,31,75,2
94,14,387,Eriksen,3,17,Spurs,6,97,2
106,14,186,Quaner,4,8,Huddersfield,38,45,2
125,14,193,Simpson,2,9,Leicester,13,43,2
130,14,346,Fletcher,3,15,Stoke,110,47,2
153,14,159,Calvert-Lewin,4,7,Everton,11,49,2
158,14,240,Ederson,1,11,Man City,43,57,2
164,14,181,Kachunga,3,8,Huddersfield,38,57,2
169,14,384,Dier,3,17,Spurs,6,47,2
175,14,246,Delph,3,11,Man City,43,45,2
179,14,250,Fernandinho,3,11,Man City,43,50,2
189,14,151,Barry,3,19,West Brom,35,44,2
195,14,232,Wijnaldum,3,10,Liverpool,14,66,2
197,14,71,Murray,4,3,Brighton,36,59,2
210,14,198,Maguire,2,9,Leicester,13,55,2
221,14,253,Gündogan,3,11,Man City,43,54,2
228,14,90,Cork,3,4,Burnley,90,45,2
233,14,478,Murphy,3,13,Newcastle,4,50,2
235,14,426,Livermore,3,19,West Brom,35,48,2
244,14,79,Tarkowski,2,4,Burnley,90,46,2
260,14,86,Hendrick,3,4,Burnley,90,54,2
273,14,337,Allen,3,15,Stoke,110,51,2
288,14,373,Jordan Ayew,4,16,Swansea,80,54,2
294,14,488,Joselu,4,13,Newcastle,4,55,2
311,14,189,Schmeichel,1,9,Leicester,13,51,2
323,14,352,Naughton,2,16,Swansea,80,46,2
349,14,348,Diouf,4,15,Stoke,110,52,2
360,14,340,Arnautovic,3,20,West Ham,21,71,2
368,14,358,Olsson,2,16,Swansea,80,50,2
394,14,495,Merino,3,13,Newcastle,4,49,2
395,14,356,van der Hoorn,2,16,Swansea,80,44,2
