,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
540,226,15,Coutinho,3,10,Liverpool,14,91,18
235,104,15,Hazard,3,5,Chelsea,8,105,15
650,279,15,Lingard,3,12,Man Utd,1,60,15
560,235,15,Firmino,4,10,Liverpool,14,95,13
370,159,15,Calvert-Lewin,4,7,Everton,11,49,12
265,116,15,Speroni,1,6,Crystal Palace,31,40,11
570,245,15,Otamendi,2,11,Man City,43,64,11
90,47,15,Fraser,3,2,Bournemouth,91,51,10
440,189,15,Schmeichel,1,9,Leicester,13,51,10
225,102,15,Moses,2,5,Chelsea,8,65,9
325,135,15,Pickford,1,7,Everton,11,49,9
585,248,15,David Silva,3,11,Man City,43,82,9
805,359,15,Sigurdsson,3,7,Everton,11,80,9
460,198,15,Maguire,2,9,Leicester,13,55,8
480,203,15,Gray,3,9,Leicester,13,53,8
525,221,15,Sakho,2,6,Crystal Palace,31,46,8
545,227,15,Can,3,10,Liverpool,14,49,8
620,260,15,De Gea,1,12,Man Utd,1,59,8
635,267,15,Valencia,2,12,Man Utd,1,69,8
750,337,15,Allen,3,15,Stoke,110,51,8
760,342,15,Shaqiri,3,15,Stoke,110,61,8
865,387,15,Eriksen,3,17,Spurs,6,97,8
900,403,15,Kabasele,2,18,Watford,57,44,8
1035,472,15,Morata,4,5,Chelsea,8,104,8
75,41,15,Surman,3,2,Bournemouth,91,43,7
445,191,15,Morgan,2,9,Leicester,13,44,7
730,326,15,Austin,4,14,Southampton,20,58,7
780,348,15,Diouf,4,15,Stoke,110,52,7
875,390,15,Son,3,17,Spurs,6,83,7
970,444,15,Ogbonna,2,20,West Ham,21,42,7
1020,468,15,Hegazi,2,19,West Brom,35,46,7
15,8,15,Gibbs,2,19,West Brom,35,50,6
35,18,15,Ramsey,3,1,Arsenal,3,68,6
65,28,15,Lacazette,4,1,Arsenal,3,103,6
140,71,15,Murray,4,3,Brighton,36,59,6
280,120,15,Kelly,2,6,Crystal Palace,31,41,6
285,123,15,Schlupp,2,6,Crystal Palace,31,47,6
335,143,15,Williams,2,7,Everton,11,52,6
340,144,15,Holgate,2,7,Everton,11,40,6
450,193,15,Simpson,2,9,Leicester,13,43,6
455,196,15,Chilwell,2,9,Leicester,13,44,6
465,199,15,Mahrez,3,9,Leicester,13,87,6
695,301,15,Gayle,4,13,Newcastle,4,61,6
915,421,15,Foster,1,19,West Brom,35,43,6
925,423,15,Evans,2,19,West Brom,35,49,6
1015,464,15,Martina,2,7,Everton,11,41,6
1110,542,15,Bony,4,16,Swansea,80,56,6
345,145,15,Kenny,2,7,Everton,11,39,5
375,161,15,Rooney,4,7,Everton,11,71,5
555,234,15,Salah,3,10,Liverpool,14,106,5
655,280,15,Martial,3,12,Man Utd,1,78,5
775,347,15,Crouch,4,15,Stoke,110,48,5
860,385,15,Dembélé,3,17,Spurs,6,49,5
920,422,15,Nyom,2,19,West Brom,35,47,5
965,443,15,Cresswell,2,20,West Ham,21,49,5
595,252,15,De Bruyne,3,11,Man City,43,103,4
725,324,15,Redmond,3,14,Southampton,20,59,4
800,358,15,Olsson,2,16,Swansea,80,50,4
110,56,15,Duffy,2,3,Brighton,36,46,3
250,108,15,Loftus-Cheek,3,6,Crystal Palace,31,44,3
290,126,15,Zaha,3,6,Crystal Palace,31,71,3
295,127,15,McArthur,3,6,Crystal Palace,31,44,3
310,131,15,Townsend,3,6,Crystal Palace,31,56,3
315,132,15,Milivojevic,3,6,Crystal Palace,31,52,3
355,153,15,Lennon,3,4,Burnley,90,54,3
365,155,15,Gueye,3,7,Everton,11,48,3
470,200,15,Albrighton,3,9,Leicester,13,55,3
485,206,15,Ndidi,3,9,Leicester,13,49,3
490,208,15,Iborra,3,9,Leicester,13,57,3
565,240,15,Ederson,1,11,Man City,43,57,3
675,287,15,Darlow,1,13,Newcastle,4,43,3
700,306,15,Forster,1,14,Southampton,20,46,3
705,307,15,Bertrand,2,14,Southampton,20,53,3
735,328,15,Butland,1,15,Stoke,110,50,3
935,429,15,Yacob,3,19,West Brom,35,43,3
30,16,15,Özil,3,1,Arsenal,3,93,2
45,21,15,Iwobi,3,1,Arsenal,3,51,2
50,23,15,Xhaka,3,1,Arsenal,3,51,2
70,29,15,Begovic,1,2,Bournemouth,91,45,2
80,42,15,Stanislas,3,2,Bournemouth,91,57,2
85,46,15,Lewis Cook,3,2,Bournemouth,91,43,2
120,62,15,Knockaert,3,3,Brighton,36,55,2
125,63,15,Stephens,3,3,Brighton,36,45,2
