,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
495,239,40,Martial,3,12,Man Utd,1,85,21
255,143,40,Keane,2,8,Everton,11,52,15
320,168,40,Schmeichel,1,9,Leicester,13,55,14
345,182,40,Alexander-Arnold,2,10,Liverpool,14,77,14
385,197,40,Fabinho,3,10,Liverpool,14,54,14
640,333,40,Sánchez,2,17,Spurs,6,53,12
225,122,40,Wan-Bissaka,2,12,Man Utd,1,55,11
250,141,40,Digne,2,8,Everton,11,59,11
370,191,40,Salah,3,10,Liverpool,14,125,11
175,93,40,Pope,1,5,Burnley,90,52,10
215,113,40,Willian,3,6,Chelsea,8,73,10
340,181,40,Robertson,2,10,Liverpool,14,70,9
350,183,40,van Dijk,2,10,Liverpool,14,65,9
375,192,40,Mané,3,10,Liverpool,14,121,9
475,233,40,Rashford,4,12,Man Utd,1,89,9
795,409,40,Jiménez,4,20,Wolves,39,80,9
995,515,40,Tierney,2,1,Arsenal,3,53,9
15,10,40,Holding,2,1,Arsenal,3,44,8
40,22,40,El Mohamady,2,2,Aston Villa,7,41,8
145,83,40,Mee,2,5,Burnley,90,49,8
295,161,40,Chilwell,2,9,Leicester,13,54,8
305,164,40,Söyüncü,2,9,Leicester,13,49,8
440,215,40,De Bruyne,3,11,Man City,43,106,8
505,251,40,Ritchie,2,13,Newcastle,4,53,8
775,402,40,Jonny,2,20,Wolves,39,55,8
840,427,40,Martínez,1,1,Arsenal,3,44,8
1035,554,40,Gayle,4,13,Newcastle,4,50,8
625,329,40,Davies,2,17,Spurs,6,53,7
660,340,40,Lloris,1,17,Spurs,6,53,7
785,405,40,Boly,2,20,Wolves,39,49,7
845,431,40,Pulisic,3,6,Chelsea,8,74,7
950,478,40,Holgate,2,8,Everton,11,42,7
5,2,40,Bellerín,2,1,Arsenal,3,52,6
60,42,40,Dunk,2,4,Brighton,36,48,6
65,47,40,Ryan,1,4,Brighton,36,47,6
150,84,40,Tarkowski,2,5,Burnley,90,55,6
160,87,40,Taylor,2,5,Burnley,90,43,6
260,144,40,Coleman,2,8,Everton,11,53,6
270,148,40,Pickford,1,8,Everton,11,52,6
290,160,40,Maguire,2,12,Man Utd,1,53,6
300,162,40,Evans,2,9,Leicester,13,53,6
355,184,40,Gomez,2,10,Liverpool,14,53,6
365,189,40,Alisson,1,10,Liverpool,14,62,6
445,217,40,Mahrez,3,11,Man City,43,86,6
465,225,40,Lindelöf,2,12,Man Utd,1,53,6
485,235,40,de Gea,1,12,Man Utd,1,53,6
645,336,40,Aurier,2,17,Spurs,6,51,6
665,342,40,Son,3,17,Spurs,6,97,6
770,401,40,Doherty,2,20,Wolves,39,65,6
780,403,40,Coady,2,20,Wolves,39,51,6
790,407,40,Saïss,2,20,Wolves,39,47,6
805,411,40,Patrício,1,20,Wolves,39,53,6
820,417,40,Traoré,3,20,Wolves,39,56,6
885,451,40,Rodriguez,4,5,Burnley,90,57,6
945,475,40,Burn,2,4,Brighton,36,45,6
960,490,40,Willock,3,1,Arsenal,3,47,6
1060,586,40,Lamptey,2,4,Brighton,36,41,6
0,1,40,Mustafi,2,1,Arsenal,3,51,5
45,28,40,Hourihane,3,2,Aston Villa,7,57,5
180,97,40,McNeil,3,5,Burnley,90,60,5
470,226,40,Shaw,2,12,Man Utd,1,54,5
655,338,40,Kane,4,17,Spurs,6,110,5
850,433,40,Justin,2,9,Leicester,13,47,5
25,12,40,Lacazette,4,1,Arsenal,3,92,4
900,460,40,Abraham,4,6,Chelsea,8,73,4
30,17,40,Iwobi,3,8,Everton,11,56,3
35,18,40,Xhaka,3,1,Arsenal,3,51,3
185,101,40,Westwood,3,5,Burnley,90,55,3
275,150,40,Richarlison,3,8,Everton,11,82,3
330,175,40,Gray,3,9,Leicester,13,50,3
390,198,40,Henderson,3,10,Liverpool,14,52,3
395,199,40,Wijnaldum,3,10,Liverpool,14,54,3
490,238,40,Pogba,3,12,Man Utd,1,83,3
500,247,40,Matic,3,12,Man Utd,1,48,3
530,269,40,Shelvey,3,13,Newcastle,4,49,3
535,280,40,Krul,1,14,Norwich,45,46,3
670,345,40,Lucas Moura,3,17,Spurs,6,70,3
680,349,40,Sissoko,3,17,Spurs,6,48,3
685,350,40,Dier,3,17,Spurs,6,48,3
705,366,40,Foster,1,18,Watford,57,49,3
755,395,40,Rice,3,19,West Ham,21,47,3
890,452,40,Konsa,2,2,Aston Villa,7,43,3
925,469,40,Ceballos,3,1,Arsenal,3,52,3
1000,516,40,Mooy,3,4,Brighton,36,47,3
1010,523,40,Lo Celso,3,17,Spurs,6,73,3
1085,618,40,Fernandes,3,12,Man Utd,1,90,3
1090,620,40,Brownhill,3,5,Burnley,90,48,3
20,11,40,Aubameyang,4,1,Arsenal,3,109,2
50,29,40,Grealish,3,2,Aston Villa,7,59,2
55,31,40,McGinn,3,2,Aston Villa,7,52,2
80,57,40,Stephens,3,4,Brighton,36,44,2
85,59,40,Aké,2,3,Bournemouth,91,48,2
90,63,40,Adam Smith,2,3,Bournemouth,91,43,2
130,77,40,Stanislas,3,3,Bournemouth,91,58,2
140,82,40,Lerma,3,3,Bournemouth,91,48,2
170,92,40,Vydra,4,5,Burnley,90,51,2
190,105,40,Azpilicueta,2,6,Chelsea,8,61,2
200,108,40,Christensen,2,6,Chelsea,8,48,2
205,110,40,Giroud,4,6,Chelsea,8,67,2
210,111,40,Kepa,1,6,Chelsea,8,54,2
220,117,40,Barkley,3,6,Chelsea,8,56,2
245,138,40,McArthur,3,7,Crystal Palace,31,52,2
265,147,40,Calvert-Lewin,4,8,Everton,11,61,2
310,166,40,Vardy,4,9,Leicester,13,97,2
315,167,40,Iheanacho,4,9,Leicester,13,57,2
335,176,40,Ndidi,3,9,Leicester,13,50,2
360,187,40,Firmino,4,10,Liverpool,14,93,2
400,202,40,Laporte,2,11,Man City,43,63,2
430,212,40,Ederson,1,11,Man City,43,61,2
435,214,40,Sterling,3,11,Man City,43,120,2
480,234,40,Greenwood,4,12,Man Utd,1,48,2
510,256,40,Manquillo,2,13,Newcastle,4,43,2
515,262,40,Dubravka,1,13,Newcastle,4,51,2
525,266,40,Almirón,3,13,Newcastle,4,58,2
545,284,40,Hernández,3,14,Norwich,45,53,2
550,289,40,Tettey,3,14,Norwich,45,44,2
580,303,40,McGoldrick,4,15,Sheffield Utd,49,54,2
595,313,40,Ings,4,16,Southampton,20,76,2
600,318,40,McCarthy,1,16,Southampton,20,45,2
605,320,40,Redmond,3,16,Southampton,20,62,2
610,321,40,Ward-Prowse,3,16,Southampton,20,57,2
615,323,40,Armstrong,3,16,Southampton,20,52,2
690,355,40,Masina,2,18,Watford,57,43,2
695,357,40,Kiko Femenía,2,18,Watford,57,42,2
700,362,40,Deeney,4,18,Watford,57,62,2
715,373,40,Capoue,3,18,Watford,57,48,2
740,388,40,Fabianski,1,19,West Ham,21,49,2
745,389,40,Antonio,3,19,West Ham,21,71,2
800,410,40,Jota,4,20,Wolves,39,60,2
810,414,40,Neves,3,20,Wolves,39,52,2
815,415,40,Moutinho,3,20,Wolves,39,53,2
860,439,40,Dawson,2,18,Watford,57,48,2
870,445,40,Mings,2,2,Aston Villa,7,44,2
905,463,40,Mount,3,6,Chelsea,8,60,2
910,465,40,Trézéguet,3,2,Aston Villa,7,52,2
915,466,40,Joelinton,4,13,Newcastle,4,55,2
920,468,40,Ayew,4,7,Crystal Palace,31,51,2
970,494,40,Ramsdale,1,3,Bournemouth,91,44,2
975,500,40,Saint-Maximin,3,13,Newcastle,4,52,2
990,512,40,Welbeck,4,18,Watford,57,58,2
1015,525,40,Sarr,3,18,Watford,57,59,2
1020,534,40,Connolly,4,4,Brighton,36,42,2
1025,541,40,Saka,3,1,Arsenal,3,47,2
1070,613,40,Samatta,4,2,Aston Villa,7,51,2
1100,626,40,Bowen,3,19,West Ham,21,64,2
10,3,40,Kolasinac,2,1,Arsenal,3,52,1
70,53,40,Bissouma,3,4,Brighton,36,50,1
75,54,40,Pröpper,3,4,Brighton,36,48,1
95,64,40,Kelly,2,3,Bournemouth,91,44,1
105,67,40,Callum Wilson,4,3,Bournemouth,91,74,1
115,69,40,Solanke,4,3,Bournemouth,91,51,1
