,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
428,20,302,Pogba,3,14,Man Utd,1,86,18
455,20,257,Firmino,4,12,Liverpool,14,93,17
411,20,88,Etheridge,1,5,Cardiff,97,46,15
148,20,116,David Luiz,2,6,Chelsea,8,58,12
395,20,253,Salah,3,12,Liverpool,14,132,12
277,20,191,Lössl,1,10,Huddersfield,38,44,11
355,20,305,Rashford,4,14,Man Utd,1,73,11
149,20,271,David Silva,3,13,Man City,43,85,10
400,20,126,Kanté,3,6,Chelsea,8,49,10
545,20,504,Camarasa,3,5,Cardiff,97,44,10
115,20,87,Wood,4,4,Burnley,90,63,9
146,20,179,Button,1,3,Brighton,36,40,9
306,20,65,Locadia,4,3,Brighton,36,53,9
493,20,509,Rico,1,9,Fulham,54,44,9
530,20,67,Heaton,1,4,Burnley,90,48,9
19,20,20,Maitland-Niles,3,1,Arsenal,3,44,8
62,20,80,Westwood,3,4,Burnley,90,46,8
165,20,534,McNeil,3,4,Burnley,90,44,8
379,20,317,Ritchie,3,15,Newcastle,4,58,8
447,20,437,Jiménez,4,20,Wolves,39,69,8
477,20,493,Rondón,4,15,Newcastle,4,59,8
7,20,390,Doucouré,3,18,Watford,57,58,7
21,20,480,Mitrovic,4,9,Fulham,54,63,7
54,20,118,Rüdiger,2,6,Chelsea,8,59,7
82,20,276,Bernardo Silva,3,13,Man City,43,78,7
269,20,510,Bryan,2,9,Fulham,54,48,7
366,20,503,Montoya,2,3,Brighton,36,43,7
408,20,31,Aké,2,2,Bournemouth,91,51,7
476,20,251,Mané,3,12,Liverpool,14,103,7
504,20,91,Bamba,2,5,Cardiff,97,44,7
523,20,180,Ream,2,9,Fulham,54,42,7
78,20,70,Mee,2,4,Burnley,90,46,6
91,20,92,Ecuele Manga,2,5,Cardiff,97,44,6
98,20,9,Chambers,2,9,Fulham,54,42,6
105,20,74,Taylor,2,4,Burnley,90,44,6
126,20,113,Azpilicueta,2,6,Chelsea,8,64,6
157,20,181,Odoi,2,9,Fulham,54,44,6
218,20,372,Kane,4,17,Spurs,6,126,6
226,20,435,Costa,3,20,Wolves,39,46,6
246,20,72,Tarkowski,2,4,Burnley,90,47,6
314,20,498,Kepa,1,6,Chelsea,8,54,6
335,20,48,Dunk,2,3,Brighton,36,44,6
433,20,75,Bardsley,2,4,Burnley,90,42,6
444,20,270,Sterling,3,13,Man City,43,117,6
495,20,49,Duffy,2,3,Brighton,36,47,6
26,20,15,Iwobi,3,1,Arsenal,3,54,5
52,20,301,Martial,3,14,Man Utd,1,72,5
145,20,42,Brooks,3,2,Bournemouth,91,50,5
208,20,394,Deulofeu,3,18,Watford,57,57,5
222,20,367,Son,3,17,Spurs,6,86,5
234,20,434,Cavaleiro,3,20,Wolves,39,52,5
352,20,115,Alonso,2,6,Chelsea,8,62,5
378,20,425,Doherty,2,20,Wolves,39,53,5
462,20,306,Lukaku,4,14,Man Utd,1,107,5
489,20,90,Morrison,2,5,Cardiff,97,47,5
492,20,280,Agüero,4,13,Man City,43,120,5
36,20,299,Herrera,3,14,Man Utd,1,50,4
61,20,85,Barnes,4,4,Burnley,90,56,4
86,20,110,Reid,4,5,Cardiff,97,52,4
300,20,475,Moutinho,3,20,Wolves,39,51,4
473,20,184,Sessegnon,3,9,Fulham,54,60,4
29,20,206,Pritchard,3,10,Huddersfield,38,48,3
57,20,102,Gunnarsson,3,5,Cardiff,97,44,3
69,20,365,Alli,3,17,Spurs,6,88,3
96,20,101,Paterson,3,5,Cardiff,97,48,3
128,20,56,Stephens,3,3,Brighton,36,43,3
143,20,99,Hoilett,3,5,Cardiff,97,50,3
152,20,60,Pröpper,3,3,Brighton,36,48,3
156,20,225,Gray,3,11,Leicester,13,54,3
166,20,122,Hazard,3,6,Chelsea,8,110,3
167,20,260,Ederson,1,13,Man City,43,57,3
217,20,33,Arter,3,5,Cardiff,97,49,3
230,20,323,Hayden,3,15,Newcastle,4,43,3
235,20,82,Cork,3,4,Burnley,90,46,3
289,20,459,Jorginho,3,6,Chelsea,8,46,3
364,20,309,Dubravka,1,15,Newcastle,4,50,3
424,20,59,Groß,3,3,Brighton,36,67,3
503,20,58,March,3,3,Brighton,36,47,3
527,20,182,Cairney,3,9,Fulham,54,46,3
537,20,137,Guaita,1,7,Crystal Palace,31,43,3
551,20,124,Willian,3,6,Chelsea,8,71,3
3,20,14,Ramsey,3,1,Arsenal,3,71,2
4,20,145,Wan-Bissaka,2,7,Crystal Palace,31,46,2
16,20,382,Mariappa,2,18,Watford,57,42,2
27,20,328,McCarthy,1,16,Southampton,20,43,2
34,20,468,Alisson,1,12,Liverpool,14,59,2
43,20,149,Townsend,3,7,Crystal Palace,31,56,2
44,20,508,André Gomes,3,8,Everton,11,54,2
