,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
71,6,218,Bernardo Silva,3,11,Man City,43,76,19
304,6,215,De Bruyne,3,11,Man City,43,106,17
405,6,208,Otamendi,2,11,Man City,43,48,15
446,6,217,Mahrez,3,11,Man City,43,86,15
1,6,376,Cresswell,2,19,West Ham,21,45,14
104,6,91,Wood,4,5,Burnley,90,62,13
265,6,297,Lundstram,2,15,Sheffield Utd,49,46,12
36,6,392,Yarmolenko,3,19,West Ham,21,52,11
134,6,219,David Silva,3,11,Man City,43,75,11
4,6,494,Ramsdale,1,3,Bournemouth,91,44,10
236,6,171,Maddison,3,9,Leicester,13,73,10
266,6,31,McGinn,3,2,Aston Villa,7,52,10
361,6,47,Ryan,1,4,Brighton,36,47,10
146,6,410,Jota,4,20,Wolves,39,60,9
242,6,321,Ward-Prowse,3,16,Southampton,20,57,9
443,6,159,Pereira,2,9,Leicester,13,62,9
449,6,187,Firmino,4,10,Liverpool,14,93,9
479,6,210,Agüero,4,11,Man City,43,116,9
7,6,417,Traoré,3,20,Wolves,39,56,8
12,6,493,Webster,2,4,Brighton,36,44,8
32,6,181,Robertson,2,10,Liverpool,14,70,8
53,6,101,Westwood,3,5,Burnley,90,55,8
161,6,291,Stevens,2,15,Sheffield Utd,49,52,8
200,6,338,Kane,4,17,Spurs,6,110,8
329,6,388,Fabianski,1,19,West Ham,21,49,8
393,6,119,Kanté,3,6,Chelsea,8,50,8
398,6,59,Aké,2,3,Bournemouth,91,48,8
404,6,488,Pépé,3,1,Arsenal,3,89,8
83,6,67,Callum Wilson,4,3,Bournemouth,91,74,7
84,6,467,Chambers,2,1,Arsenal,3,43,7
154,6,212,Ederson,1,11,Man City,43,61,7
166,6,447,Pieters,2,5,Burnley,90,43,7
263,6,295,Egan,2,15,Sheffield Utd,49,47,7
509,6,182,Alexander-Arnold,2,10,Liverpool,14,77,7
523,6,428,Wesley,4,2,Aston Villa,7,54,7
68,6,83,Mee,2,5,Burnley,90,49,6
101,6,423,Basham,2,15,Sheffield Utd,49,46,6
125,6,475,Burn,2,4,Brighton,36,45,6
138,6,471,Henderson,1,15,Sheffield Utd,49,52,6
153,6,97,McNeil,3,5,Burnley,90,60,6
171,6,252,Schär,2,13,Newcastle,4,50,6
175,6,390,Felipe Anderson,3,19,West Ham,21,66,6
202,6,505,Harry Wilson,3,3,Bournemouth,91,57,6
218,6,381,Diop,2,19,West Ham,21,43,6
222,6,29,Grealish,3,2,Aston Villa,7,59,6
223,6,293,O'Connell,2,15,Sheffield Utd,49,45,6
231,6,258,Lascelles,2,13,Newcastle,4,42,6
240,6,84,Tarkowski,2,5,Burnley,90,55,6
257,6,498,Willems,2,13,Newcastle,4,43,6
260,6,126,Ward,2,7,Crystal Palace,31,43,6
322,6,42,Dunk,2,4,Brighton,36,48,6
352,6,262,Dubravka,1,13,Newcastle,4,51,6
354,6,38,Montoya,2,4,Brighton,36,43,6
366,6,85,Lowton,2,5,Burnley,90,42,6
403,6,93,Pope,1,5,Burnley,90,52,6
464,6,380,Fredericks,2,19,West Ham,21,44,6
42,6,377,Ogbonna,2,19,West Ham,21,45,5
48,6,30,El Ghazi,3,2,Aston Villa,7,52,5
144,6,65,Rico,2,3,Bournemouth,91,42,5
190,6,294,Baldock,2,15,Sheffield Utd,49,50,5
207,6,342,Son,3,17,Spurs,6,97,5
335,6,70,Mousset,4,15,Sheffield Utd,49,43,5
350,6,396,Noble,3,19,West Ham,21,49,5
385,6,191,Salah,3,10,Liverpool,14,125,5
408,6,302,Norwood,3,15,Sheffield Utd,49,47,5
425,6,476,Billing,3,3,Bournemouth,91,49,5
431,6,11,Aubameyang,4,1,Arsenal,3,109,5
113,6,105,Azpilicueta,2,6,Chelsea,8,61,4
363,6,21,Guendouzi,3,1,Arsenal,3,41,4
81,6,453,Callum Robinson,3,15,Sheffield Utd,49,49,3
114,6,57,Stephens,3,4,Brighton,36,44,3
139,6,395,Rice,3,19,West Ham,21,47,3
176,6,221,Fernandinho,3,11,Man City,43,51,3
254,6,100,Hendrick,3,5,Burnley,90,54,3
264,6,301,Fleck,3,15,Sheffield Utd,49,47,3
296,6,168,Schmeichel,1,9,Leicester,13,55,3
382,6,266,Almirón,3,13,Newcastle,4,58,3
413,6,399,Fornals,3,19,West Ham,21,60,3
415,6,49,Groß,3,4,Brighton,36,62,3
454,6,443,Rodrigo,3,11,Man City,43,53,3
460,6,411,Patrício,1,20,Wolves,39,53,3
490,6,537,Alzate,3,4,Brighton,36,44,3
515,6,131,Guaita,1,7,Crystal Palace,31,49,3
6,6,368,Doucouré,3,18,Watford,57,54,2
15,6,526,Adrián,1,10,Liverpool,14,40,2
31,6,246,Pereira,3,12,Man Utd,1,47,2
58,6,265,Pérez,3,9,Leicester,13,60,2
61,6,161,Chilwell,2,9,Leicester,13,54,2
74,6,14,Leno,1,1,Arsenal,3,48,2
92,6,139,Kouyaté,3,7,Crystal Palace,31,48,2
116,6,469,Ceballos,3,1,Arsenal,3,52,2
118,6,243,James,3,12,Man Utd,1,57,2
131,6,235,de Gea,1,12,Man Utd,1,53,2
151,6,69,Solanke,4,3,Bournemouth,91,51,2
158,6,283,Buendía,3,14,Norwich,45,60,2
187,6,503,Cahill,2,7,Crystal Palace,31,43,2
191,6,199,Wijnaldum,3,10,Liverpool,14,54,2
198,6,151,Sigurdsson,3,8,Everton,11,73,2
203,6,347,Winks,3,17,Spurs,6,52,2
204,6,172,Barnes,3,9,Leicester,13,58,2
237,6,138,McArthur,3,7,Crystal Palace,31,52,2
243,6,166,Vardy,4,9,Leicester,13,97,2
258,6,466,Joelinton,4,13,Newcastle,4,55,2
259,6,185,Matip,2,10,Liverpool,14,52,2
270,6,402,Jonny,2,20,Wolves,39,55,2
273,6,162,Evans,2,9,Leicester,13,53,2
275,6,198,Henderson,3,10,Liverpool,14,52,2
278,6,118,Jorginho,3,6,Chelsea,8,49,2
282,6,68,King,4,3,Bournemouth,91,61,2
289,6,415,Moutinho,3,20,Wolves,39,53,2
300,6,286,McLean,3,14,Norwich,45,48,2
330,6,134,Milivojevic,3,7,Crystal Palace,31,67,2
337,6,465,Trézéguet,3,2,Aston Villa,7,52,2
343,6,233,Rashford,4,12,Man Utd,1,89,2
355,6,491,Nakamba,3,2,Aston Villa,7,44,2
358,6,463,Mount,3,6,Chelsea,8,60,2
389,6,288,Leitner,3,14,Norwich,45,43,2
391,6,349,Sissoko,3,17,Spurs,6,48,2
399,6,320,Redmond,3,16,Southampton,20,62,2
400,6,502,Maupay,4,4,Brighton,36,57,2
418,6,123,van Aanholt,2,7,Crystal Palace,31,56,2
