,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
290,142,2,James,2,Chelsea,Chelsea,8,65,18
815,413,2,Antonio,4,West Ham,West Ham,21,73,16
50,38,2,Mings,2,Aston Villa,Aston Villa,7,50,15
105,56,2,Duffy,2,Brighton,Brighton,36,40,14
570,259,2,Laporte,2,Man City,Man City,43,60,14
515,237,2,Alexander-Arnold,2,Liverpool,Liverpool,14,84,12
830,419,2,Benrahma,3,West Ham,West Ham,21,59,12
535,245,2,Tsimikas,2,Liverpool,Liverpool,14,37,11
580,262,2,Dias,2,Man City,Man City,43,62,11
585,263,2,Jesus,4,Man City,Man City,43,86,11
750,353,2,Lloris,1,Spurs,Spurs,6,55,11
645,289,2,Greenwood,3,Man Utd,Man Utd,1,71,10
60,42,2,El Ghazi,3,Aston Villa,Everton,11,56,9
150,76,2,Jansson,2,Brentford,Brentford,94,45,9
305,146,2,Guaita,1,Crystal Palace,Crystal Palace,31,46,9
395,186,2,Klich,3,Leeds,Leeds,2,51,9
765,363,2,Dele,3,Spurs,Everton,11,62,9
960,484,2,Gray,3,Everton,Everton,11,54,9
40,33,2,Grealish,3,Man City,Man City,43,75,8
140,70,2,Bissouma,3,Brighton,Brighton,36,44,8
295,143,2,Mendy,1,Chelsea,Chelsea,8,61,8
490,230,2,Mané,3,Liverpool,Liverpool,14,118,8
495,231,2,Alisson,1,Liverpool,Liverpool,14,61,8
525,240,2,Jota,3,Liverpool,Liverpool,14,83,8
715,337,2,Ings,4,Aston Villa,Aston Villa,7,77,8
775,367,2,Sánchez,2,Spurs,Spurs,6,42,8
850,423,2,Fornals,3,West Ham,West Ham,21,59,8
1005,529,2,Lukaku,4,Chelsea,Chelsea,8,114,8
320,150,2,Kouyaté,2,Crystal Palace,Crystal Palace,31,45,7
380,177,2,Calvert-Lewin,4,Everton,Everton,11,77,7
415,196,2,Raphinha,3,Leeds,Leeds,2,63,7
445,210,2,Tielemans,3,Leicester,Leicester,13,64,7
70,44,2,Cash,2,Aston Villa,Aston Villa,7,53,6
75,45,2,Konsa,2,Aston Villa,Aston Villa,7,49,6
90,52,2,Young,2,Aston Villa,Aston Villa,7,47,6
100,55,2,Groß,3,Brighton,Brighton,36,56,6
110,59,2,Dunk,2,Brighton,Brighton,36,48,6
120,63,2,Maupay,4,Brighton,Brighton,36,62,6
135,69,2,Sánchez,1,Brighton,Brighton,36,45,6
165,80,2,Raya,1,Brentford,Brentford,94,44,6
175,83,2,Henry,2,Brentford,Brentford,94,45,6
185,91,2,Pinnock,2,Brentford,Brentford,94,44,6
240,119,2,Azpilicueta,2,Chelsea,Chelsea,8,56,6
250,122,2,Alonso,2,Chelsea,Chelsea,8,57,6
265,127,2,Rüdiger,2,Chelsea,Chelsea,8,61,6
275,133,2,Christensen,2,Chelsea,Chelsea,8,46,6
280,138,2,Mount,3,Chelsea,Chelsea,8,77,6
335,162,2,Mitchell,2,Crystal Palace,Crystal Palace,31,45,6
475,224,2,Matip,2,Liverpool,Liverpool,14,53,6
485,229,2,van Dijk,2,Liverpool,Liverpool,14,68,6
540,249,2,Walker,2,Man City,Man City,43,54,6
550,254,2,Mahrez,3,Man City,Man City,43,86,6
555,255,2,Sterling,3,Man City,Man City,43,105,6
560,256,2,Cancelo,2,Man City,Man City,43,72,6
565,257,2,Ederson,1,Man City,Man City,43,62,6
760,361,2,Dier,2,Spurs,Spurs,6,47,6
785,370,2,Reguilón,2,Spurs,Spurs,6,50,6
840,421,2,Rice,3,West Ham,West Ham,21,50,6
945,477,2,Guéhi,2,Crystal Palace,Crystal Palace,31,45,6
