,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
50,36,6,Hause,2,Aston Villa,Aston Villa,7,44,15
1015,475,6,Sá,1,Wolves,Wolves,39,52,14
25,22,6,Saka,3,Arsenal,Arsenal,3,67,13
20,21,6,Smith Rowe,3,Arsenal,Arsenal,3,57,12
585,256,6,Cancelo,2,Man City,Man City,43,72,12
390,173,6,Doucouré,3,Everton,Everton,11,53,11
465,205,6,Vardy,4,Leicester,Leicester,13,103,11
180,84,6,Janelt,3,Brentford,Brentford,94,49,10
1035,482,6,Townsend,3,Everton,Everton,11,52,10
35,30,6,Martínez,1,Aston Villa,Aston Villa,7,55,9
125,63,6,Maupay,4,Brighton,Brighton,36,62,9
830,399,6,Sarr,3,Watford,Watford,57,57,9
355,154,6,Zaha,3,Crystal Palace,Crystal Palace,31,69,8
375,169,6,Keane,2,Everton,Everton,11,46,8
445,196,6,Raphinha,3,Leeds,Leeds,2,63,8
560,244,6,Jones,3,Liverpool,Liverpool,14,50,8
610,263,6,Jesus,4,Man City,Man City,43,86,8
695,307,6,Saint-Maximin,4,Newcastle,Newcastle,4,67,8
700,309,6,S.Longstaff,3,Newcastle,Newcastle,4,43,8
850,413,6,Antonio,4,West Ham,West Ham,21,73,8
895,430,6,Jiménez,4,Wolves,Wolves,39,75,8
0,4,6,Aubameyang,4,Arsenal,Arsenal,3,96,7
55,38,6,Mings,2,Aston Villa,Aston Villa,7,50,7
80,50,6,Douglas Luiz,3,Aston Villa,Aston Villa,7,43,7
120,62,6,Veltman,2,Brighton,Brighton,36,42,7
190,91,6,Pinnock,2,Brentford,Brentford,94,44,7
470,210,6,Tielemans,3,Leicester,Leicester,13,64,7
500,222,6,Henderson,3,Liverpool,Liverpool,14,49,7
535,233,6,Salah,3,Liverpool,Liverpool,14,131,7
555,240,6,Jota,3,Liverpool,Liverpool,14,83,7
565,249,6,Walker,2,Man City,Man City,43,54,7
635,273,6,Maguire,2,Man Utd,Man Utd,1,54,7
800,359,6,Son,3,Spurs,Spurs,6,112,7
900,431,6,Saïss,2,Wolves,Wolves,39,48,7
60,39,6,Targett,2,Aston Villa,Newcastle,4,47,6
380,170,6,Pickford,1,Everton,Everton,11,48,6
385,171,6,Allan,3,Everton,Everton,11,43,6
400,175,6,Mina,2,Everton,Everton,11,49,6
410,179,6,Godfrey,2,Everton,Everton,11,47,6
590,257,6,Ederson,1,Man City,Man City,43,62,6
865,421,6,Rice,3,West Ham,West Ham,21,50,6
890,429,6,Coady,2,Wolves,Wolves,39,47,6
905,432,6,Marçal,2,Wolves,Wolves,39,42,6
925,437,6,Semedo,2,Wolves,Wolves,39,48,6
935,439,6,Kilman,2,Wolves,Wolves,39,45,6
1040,484,6,Gray,3,Everton,Everton,11,54,6
1080,524,6,Wissa,3,Brentford,Brentford,94,57,6
75,44,6,Cash,2,Aston Villa,Aston Villa,7,53,5
165,78,6,Toney,4,Brentford,Brentford,94,69,5
220,111,6,Vydra,4,Burnley,Burnley,90,52,5
370,168,6,Digne,2,Everton,Aston Villa,7,50,5
420,186,6,Klich,3,Leeds,Leeds,2,51,5
595,259,6,Laporte,2,Man City,Man City,43,60,5
605,262,6,Dias,2,Man City,Man City,43,62,5
860,420,6,Bowen,3,West Ham,West Ham,21,69,5
995,468,6,King,4,Watford,Watford,57,56,5
1110,578,6,Cornet,3,Burnley,Burnley,90,58,5
155,76,6,Jansson,2,Brentford,Brentford,94,45,4
205,107,6,Westwood,3,Burnley,Burnley,90,52,4
320,144,6,Gallagher,3,Crystal Palace,Crystal Palace,31,60,4
485,213,6,Iheanacho,4,Leicester,Leicester,13,70,4
815,370,6,Reguilón,2,Spurs,Spurs,6,50,4
40,33,6,Grealish,3,Man City,Man City,43,75,3
85,51,6,Ramsey,3,Aston Villa,Aston Villa,7,47,3
325,146,6,Guaita,1,Crystal Palace,Crystal Palace,31,46,3
345,152,6,Milivojevic,3,Crystal Palace,Crystal Palace,31,52,3
395,174,6,Iwobi,3,Everton,Everton,11,58,3
540,234,6,Robertson,2,Liverpool,Liverpool,14,73,3
575,251,6,De Bruyne,3,Man City,Man City,43,121,3
600,261,6,Bernardo,3,Man City,Man City,43,70,3
615,265,6,Foden,3,Man City,Man City,43,79,3
620,266,6,Rodrigo,3,Man City,Man City,43,55,3
655,285,6,McTominay,3,Man Utd,Man Utd,1,54,3
825,376,6,Foster,1,Watford,Watford,57,42,3
835,408,6,Fabianski,1,West Ham,West Ham,21,50,3
855,419,6,Benrahma,3,West Ham,West Ham,21,59,3
885,426,6,Moutinho,3,Wolves,Wolves,39,49,3
910,434,6,Dendoncker,3,Wolves,Wolves,39,46,3
930,438,6,Podence,3,Wolves,Wolves,39,55,3
1105,559,6,Ramsdale,1,Arsenal,Arsenal,3,51,3
10,15,6,Partey,3,Arsenal,Arsenal,3,50,2
15,16,6,Tierney,2,Arsenal,Arsenal,3,49,2
30,23,6,Gabriel,2,Arsenal,Arsenal,3,53,2
45,35,6,McGinn,3,Aston Villa,Aston Villa,7,56,2
65,40,6,Watkins,4,Aston Villa,Aston Villa,7,75,2
95,55,6,Groß,3,Brighton,Brighton,36,56,2
100,56,6,Duffy,2,Brighton,Brighton,36,40,2
110,59,6,Dunk,2,Brighton,Brighton,36,48,2
135,67,6,White,2,Arsenal,Arsenal,3,46,2
140,69,6,Sánchez,1,Brighton,Brighton,36,45,2
160,77,6,Nørgaard,3,Brentford,Brentford,94,50,2
170,80,6,Raya,1,Brentford,Brentford,94,44,2
175,81,6,Canós,3,Brentford,Brentford,94,55,2
195,96,6,Mbeumo,3,Brentford,Brentford,94,52,2
210,109,6,Wood,4,Burnley,Newcastle,4,63,2
235,115,6,Brownhill,3,Burnley,Burnley,90,43,2
240,118,6,McNeil,3,Burnley,Burnley,90,55,2
245,119,6,Azpilicueta,2,Chelsea,Chelsea,8,56,2
250,121,6,Thiago Silva,2,Chelsea,Chelsea,8,56,2
255,123,6,Jorginho,3,Chelsea,Chelsea,8,57,2
260,125,6,Kovacic,3,Chelsea,Chelsea,8,49,2
270,128,6,Zouma,2,West Ham,West Ham,21,54,2
285,134,6,Werner,4,Chelsea,Chelsea,8,85,2
315,143,6,Mendy,1,Chelsea,Chelsea,8,61,2
350,153,6,Ayew,4,Crystal Palace,Crystal Palace,31,58,2
365,162,6,Mitchell,2,Crystal Palace,Crystal Palace,31,45,2
