,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
905,543,26,Bale,3,Spurs,Spurs,6,92,21
186,116,26,Christensen,2,Chelsea,Chelsea,8,47,17
262,156,26,Keane,2,Everton,Everton,11,50,17
286,166,26,Richarlison,4,Everton,Everton,11,77,17
457,275,26,Mahrez,3,Man City,Man City,43,81,17
711,412,26,Bartley,2,West Brom,West Brom,35,44,17
206,125,26,Cahill,2,Crystal Palace,Crystal Palace,31,45,16
210,128,26,Guaita,1,Crystal Palace,Crystal Palace,31,48,16
662,383,26,Lloris,1,Spurs,Spurs,6,56,16
918,548,26,Mendy,1,Chelsea,Chelsea,8,53,16
222,134,26,Ward,2,Crystal Palace,Crystal Palace,31,43,15
697,398,26,Sánchez,2,Spurs,Spurs,6,52,15
198,120,26,Mount,3,Chelsea,Chelsea,8,73,14
234,139,26,van Aanholt,2,Crystal Palace,Crystal Palace,31,54,14
258,155,26,Digne,2,Everton,Everton,11,62,14
477,282,26,Jesus,4,Man City,Man City,43,91,14
677,390,26,Son,3,Spurs,Spurs,6,96,14
74,45,26,El Ghazi,3,Aston Villa,Aston Villa,7,52,13
153,102,26,Azpilicueta,2,Chelsea,Chelsea,8,58,13
266,157,26,Pickford,1,Everton,Everton,11,48,13
497,298,26,Maguire,2,Man Utd,Man Utd,1,55,13
825,483,26,Ramsdale,1,Sheffield Utd,Sheffield Utd,49,46,13
20,12,26,Martínez,1,Aston Villa,Aston Villa,7,53,12
39,18,26,Pépé,3,Arsenal,Arsenal,3,77,12
169,109,26,Rüdiger,2,Chelsea,Chelsea,8,47,12
505,300,26,Shaw,2,Man Utd,Man Utd,1,55,12
542,313,26,Wan-Bissaka,2,Man Utd,Man Utd,1,58,12
601,351,26,Baldock,2,Sheffield Utd,Sheffield Utd,49,49,12
667,386,26,Alderweireld,2,Spurs,Spurs,6,54,12
715,417,26,Johnstone,1,West Brom,West Brom,35,46,12
804,466,26,Neves,3,Wolves,Wolves,39,51,12
932,556,26,Dias,2,Man City,Man City,43,59,12
959,566,26,Godfrey,2,Everton,Everton,11,51,12
250,150,26,Sigurdsson,3,Everton,Everton,11,68,11
282,165,26,Holgate,2,Everton,Everton,11,48,11
373,232,26,Chilwell,2,Chelsea,Chelsea,8,59,11
377,233,26,Iheanacho,4,Leicester,Leicester,13,62,11
425,259,26,Alexander-Arnold,2,Liverpool,Liverpool,14,78,11
816,478,26,Willian,3,Arsenal,Arsenal,3,75,11
429,263,26,Jones,3,Liverpool,Liverpool,14,44,10
445,272,26,De Bruyne,3,Man City,Man City,43,118,10
449,273,26,Stones,2,Man City,Man City,43,51,10
565,328,26,Lascelles,2,Newcastle,Newcastle,4,42,10
900,542,26,Reguilón,2,Spurs,Spurs,6,55,10
64,41,26,Mings,2,Aston Villa,Aston Villa,7,54,9
79,46,26,Konsa,2,Aston Villa,Aston Villa,7,46,9
137,93,26,Vydra,4,Burnley,Burnley,90,48,9
173,113,26,Kanté,3,Chelsea,Chelsea,8,49,9
381,236,26,Ndidi,3,Leicester,Leicester,13,48,9
397,245,26,Adrián,1,Liverpool,Liverpool,14,42,9
421,255,26,Robertson,2,Liverpool,Liverpool,14,73,9
493,291,26,de Gea,1,Man Utd,Man Utd,1,53,9
682,392,26,Lucas Moura,3,Spurs,Spurs,6,64,9
784,459,26,Coady,2,Wolves,Wolves,39,49,9
0,3,26,David Luiz,2,Arsenal,Arsenal,3,54,8
10,6,26,Lacazette,4,Arsenal,Arsenal,3,84,8
30,15,26,Maitland-Niles,2,West Brom,West Brom,35,46,8
365,228,26,Tielemans,3,Leicester,Leicester,13,64,8
534,310,26,Bailly,2,Man Utd,Man Utd,1,48,8
672,388,26,Kane,4,Spurs,Spurs,6,119,8
719,418,26,Townsend,2,West Brom,West Brom,35,44,8
727,425,26,O'Shea,2,West Brom,West Brom,35,42,8
