,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
402,20,277,Cancelo,2,Man City,Man City,43,58,17
132,20,251,Mané,3,Liverpool,Liverpool,14,118,15
605,20,449,Soucek,3,West Ham,West Ham,21,52,15
84,20,259,Alexander-Arnold,2,Liverpool,Liverpool,14,78,14
476,20,271,Gündogan,3,Man City,Man City,43,55,14
158,20,24,Saka,3,Arsenal,Arsenal,3,51,13
303,20,570,Raphinha,3,Leeds,Leeds,2,56,13
392,20,100,McNeil,3,Burnley,Burnley,90,57,13
83,20,275,Mahrez,3,Man City,Man City,43,81,12
2,20,276,Sterling,3,Man City,Man City,43,109,11
598,20,6,Lacazette,4,Arsenal,Arsenal,3,84,11
62,20,228,Tielemans,3,Leicester,Leicester,13,64,10
127,20,516,Areola,1,Fulham,Fulham,54,45,10
68,20,576,Dawson,2,West Ham,West Ham,21,45,9
290,20,490,Thiago Silva,2,Chelsea,Chelsea,8,56,9
314,20,339,Almirón,3,Newcastle,Newcastle,4,56,9
624,20,455,Patrício,1,Wolves,Wolves,39,53,9
95,20,508,Rodríguez,3,Everton,Everton,11,77,8
208,20,67,Veltman,2,Brighton,Brighton,36,43,8
245,20,74,White,2,Brighton,Brighton,36,45,8
351,20,91,Wood,4,Burnley,Burnley,90,66,8
474,20,298,Maguire,2,Man Utd,Man Utd,1,55,8
558,20,37,Grealish,3,Aston Villa,Aston Villa,7,75,8
591,20,368,Armstrong,3,Southampton,Southampton,20,55,8
8,20,141,Zaha,3,Crystal Palace,Crystal Palace,31,71,7
107,20,249,Firmino,4,Liverpool,Liverpool,14,91,7
139,20,109,Rüdiger,2,Chelsea,Chelsea,8,47,7
253,20,88,Mee,2,Burnley,Burnley,90,47,7
347,20,102,Azpilicueta,2,Chelsea,Chelsea,8,58,7
376,20,603,Bryan,2,Sheffield Utd,Sheffield Utd,49,39,7
550,20,396,Højbjerg,3,Spurs,Spurs,6,49,7
613,20,203,Harrison,3,Leeds,Leeds,2,56,7
