,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
414,257,27,Agüero,4,11,Man City,43,115,21
165,104,27,Hazard,3,5,Chelsea,8,105,16
308,188,27,Mounie,4,8,Huddersfield,38,55,15
372,234,27,Salah,3,10,Liverpool,14,106,13
402,252,27,De Bruyne,3,11,Man City,43,103,13
157,102,27,Moses,2,5,Chelsea,8,65,12
377,235,27,Firmino,4,10,Liverpool,14,95,12
568,359,27,Sigurdsson,3,7,Everton,11,80,12
593,381,27,Davies,2,17,Spurs,6,58,12
825,548,27,Niasse,4,7,Everton,11,46,12
844,593,27,Pritchard,3,8,Huddersfield,38,54,12
470,295,27,Ritchie,3,13,Newcastle,4,54,11
552,352,27,Naughton,2,16,Swansea,80,46,11
573,363,27,Ki Sung-yueng,3,16,Swansea,80,46,11
708,443,27,Cresswell,2,20,West Ham,21,49,11
543,342,27,Shaqiri,3,15,Stoke,110,61,10
704,441,27,Collins,2,20,West Ham,21,43,9
880,621,27,Dubravka,1,13,Newcastle,4,45,9
84,54,27,Ryan,1,3,Brighton,36,46,8
148,97,27,Azpilicueta,2,5,Chelsea,8,69,8
214,132,27,Milivojevic,3,6,Crystal Palace,31,52,8
337,214,27,Karius,1,10,Liverpool,14,49,8
394,247,27,Sterling,3,11,Man City,43,91,8
539,340,27,Arnautovic,3,20,West Ham,21,71,8
589,380,27,Vertonghen,2,17,Spurs,6,61,8
794,520,27,Sánchez,2,17,Spurs,6,60,8
54,42,27,Stanislas,3,2,Bournemouth,91,57,7
100,63,27,Stephens,3,3,Brighton,36,45,7
258,156,27,Davies,3,7,Everton,11,51,7
283,172,27,Mooy,3,8,Huddersfield,38,52,7
288,173,27,van La Parra,3,8,Huddersfield,38,44,7
466,294,27,Lejeune,2,13,Newcastle,4,43,7
502,311,27,van Dijk,2,10,Liverpool,14,57,7
564,357,27,Mawson,2,16,Swansea,80,51,7
700,438,27,Adrián,1,20,West Ham,21,40,7
742,470,27,Christensen,2,5,Chelsea,8,53,7
755,487,27,Chicharito,4,20,West Ham,21,67,7
782,517,27,Izquierdo,3,3,Brighton,36,59,7
144,94,27,Courtois,1,5,Chelsea,8,53,6
161,103,27,Rüdiger,2,5,Chelsea,8,58,6
357,223,27,Alexander-Arnold,2,10,Liverpool,14,44,6
454,288,27,Yedlin,2,13,Newcastle,4,45,6
458,290,27,Lascelles,2,13,Newcastle,4,49,6
462,291,27,Dummett,2,13,Newcastle,4,42,6
548,350,27,Fabianski,1,16,Swansea,80,47,6
556,354,27,Fernández,2,16,Swansea,80,45,6
560,356,27,van der Hoorn,2,16,Swansea,80,44,6
581,375,27,Lloris,1,17,Spurs,6,55,6
597,382,27,Trippier,2,17,Spurs,6,52,6
621,394,27,Kane,4,17,Spurs,6,131,6
724,454,27,Antonio,3,20,West Ham,21,74,6
746,475,27,Robertson,2,10,Liverpool,14,50,6
821,543,27,Zappacosta,2,5,Chelsea,8,59,6
30,25,27,Giroud,4,5,Chelsea,8,84,5
219,134,27,Benteke,4,6,Crystal Palace,31,75,5
333,209,27,Vardy,4,9,Leicester,13,88,5
347,219,27,Matip,2,10,Liverpool,14,54,5
482,301,27,Gayle,4,13,Newcastle,4,61,5
529,332,27,Pieters,2,15,Stoke,110,47,5
733,464,27,Martina,2,7,Everton,11,41,5
0,2,27,Cech,1,1,Arsenal,3,53,4
169,105,27,Fàbregas,3,5,Chelsea,8,68,3
181,110,27,Kenedy,3,13,Newcastle,4,48,3
185,111,27,Kanté,3,5,Chelsea,8,49,3
224,135,27,Pickford,1,7,Everton,11,49,3
249,153,27,Lennon,3,4,Burnley,90,54,3
253,155,27,Gueye,3,7,Everton,11,48,3
367,230,27,Mané,3,10,Liverpool,14,94,3
474,296,27,Shelvey,3,13,Newcastle,4,52,3
478,298,27,Diamé,3,13,Newcastle,4,46,3
519,328,27,Butland,1,15,Stoke,110,50,3
605,385,27,Dembélé,3,17,Spurs,6,49,3
609,387,27,Eriksen,3,17,Spurs,6,97,3
613,388,27,Alli,3,17,Spurs,6,90,3
617,390,27,Son,3,17,Spurs,6,83,3
716,450,27,Noble,3,20,West Ham,21,53,3
720,451,27,Kouyaté,3,20,West Ham,21,50,3
738,469,27,Pope,1,4,Burnley,90,50,3
790,519,27,Clucas,3,16,Swansea,80,47,3
8,14,27,Sánchez,3,12,Man Utd,1,114,2
17,16,27,Özil,3,1,Arsenal,3,93,2
26,23,27,Xhaka,3,1,Arsenal,3,51,2
69,46,27,Lewis Cook,3,2,Bournemouth,91,43,2
74,48,27,Wilson,4,2,Bournemouth,91,56,2
88,55,27,Dunk,2,3,Brighton,36,45,2
92,56,27,Duffy,2,3,Brighton,36,46,2
104,70,27,Groß,3,3,Brighton,36,59,2
108,71,27,Murray,4,3,Brighton,36,59,2
112,76,27,Lowton,2,4,Burnley,90,44,2
116,77,27,Mee,2,4,Burnley,90,49,2
128,84,27,Gudmundsson,3,4,Burnley,90,50,2
136,90,27,Cork,3,4,Burnley,90,45,2
140,93,27,Barnes,4,4,Burnley,90,53,2
152,99,27,Zouma,2,15,Stoke,110,54,2
177,107,27,Matic,3,12,Man Utd,1,47,2
204,127,27,McArthur,3,6,Crystal Palace,31,44,2
209,131,27,Townsend,3,6,Crystal Palace,31,56,2
239,146,27,Keane,2,7,Everton,11,53,2
263,161,27,Rooney,4,7,Everton,11,71,2
268,163,27,Lössl,1,8,Huddersfield,38,46,2
273,164,27,Schindler,2,8,Huddersfield,38,46,2
278,171,27,Zanka,2,8,Huddersfield,38,45,2
293,174,27,Hogg,3,8,Huddersfield,38,44,2
298,182,27,Ince,3,8,Huddersfield,38,55,2
321,200,27,Albrighton,3,9,Leicester,13,55,2
362,227,27,Can,3,10,Liverpool,14,49,2
382,240,27,Ederson,1,11,Man City,43,57,2
390,245,27,Otamendi,2,11,Man City,43,64,2
410,256,27,Bernardo Silva,3,11,Man City,43,72,2
422,260,27,De Gea,1,12,Man Utd,1,59,2
430,277,27,Young,3,12,Man Utd,1,48,2
434,279,27,Lingard,3,12,Man Utd,1,60,2
438,281,27,Mkhitaryan,3,1,Arsenal,3,77,2
442,282,27,Pogba,3,12,Man Utd,1,79,2
450,285,27,Lukaku,4,12,Man Utd,1,115,2
486,302,27,Pérez,4,13,Newcastle,4,55,2
511,318,27,Tadic,3,14,Southampton,20,62,2
534,337,27,Allen,3,15,Stoke,110,51,2
577,373,27,Jordan Ayew,4,16,Swansea,80,54,2
585,379,27,Walker,2,11,Man City,43,66,2
601,384,27,Dier,3,17,Spurs,6,47,2
645,409,27,Capoue,3,18,Watford,57,48,2
650,414,27,Doucouré,3,18,Watford,57,52,2
660,417,27,Deeney,4,18,Watford,57,63,2
665,421,27,Foster,1,19,West Brom,35,43,2
680,432,27,Phillips,3,19,West Brom,35,54,2
690,435,27,Rondón,4,19,West Brom,35,60,2
695,437,27,Rodriguez,4,19,West Brom,35,54,2
759,490,27,Pröpper,3,3,Brighton,36,53,2
763,497,27,Choupo-Moting,3,15,Stoke,110,52,2
772,501,27,Richarlison,3,18,Watford,57,58,2
798,521,27,Hadergjonaj,2,8,Huddersfield,38,45,2
830,551,27,Zinchenko,3,11,Man City,43,50,2
849,594,27,Bauer,2,15,Stoke,110,45,2
858,607,27,Carrillo,4,14,Southampton,20,59,2
866,616,27,Aubameyang,4,1,Arsenal,3,108,2
870,619,27,Badou Ndiaye,3,15,Stoke,110,50,2
875,620,27,Sørloth,4,6,Crystal Palace,31,54,2
4,12,27,Mustafi,2,1,Arsenal,3,54,1
12,15,27,Walcott,3,7,Everton,11,66,1
21,19,27,Chamberlain,3,10,Liverpool,14,55,1
44,35,27,Adam Smith,2,2,Bournemouth,91,48,1
59,43,27,Gosling,3,2,Bournemouth,91,48,1
64,45,27,Ibe,3,2,Bournemouth,91,46,1
79,51,27,King,4,2,Bournemouth,91,70,1
96,62,27,Knockaert,3,3,Brighton,36,55,1
132,86,27,Hendrick,3,4,Burnley,90,54,1
173,106,27,Willian,3,5,Chelsea,8,70,1
189,115,27,Hennessey,1,6,Crystal Palace,31,44,1
194,117,27,Tomkins,2,6,Crystal Palace,31,44,1
234,139,27,Coleman,2,7,Everton,11,64,1
303,186,27,Quaner,4,8,Huddersfield,38,45,1
313,196,27,Chilwell,2,9,Leicester,13,44,1
317,199,27,Mahrez,3,9,Leicester,13,87,1
325,201,27,King,3,16,Swansea,80,42,1
342,215,27,Lovren,2,10,Liverpool,14,53,1
352,222,27,Milner,2,10,Liverpool,14,60,1
418,258,27,Iheanacho,4,9,Leicester,13,65,1
426,263,27,Smalling,2,12,Man Utd,1,57,1
490,305,27,McCarthy,1,14,Southampton,20,44,1
494,307,27,Bertrand,2,14,Southampton,20,53,1
498,310,27,Cédric,2,14,Southampton,20,47,1
507,313,27,Stephens,2,14,Southampton,20,45,1
630,401,27,Holebas,2,18,Watford,57,48,1
635,404,27,Janmaat,2,18,Watford,57,48,1
640,405,27,Mariappa,2,18,Watford,57,41,1
655,415,27,Pereyra,3,18,Watford,57,58,1
675,424,27,Dawson,2,19,West Brom,35,48,1
685,434,27,Brunt,3,19,West Brom,35,50,1
728,462,27,Malone,2,8,Huddersfield,38,43,1
751,483,27,Danilo,2,11,Man City,43,50,1
768,500,27,Lemina,3,14,Southampton,20,48,1
803,524,27,Burke,3,19,West Brom,35,49,1
808,525,27,Hoedt,2,14,Southampton,20,50,1
