,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
11,1,468,Hegazi,2,19,West Brom,35,46,15
54,1,381,Davies,2,17,Spurs,6,58,14
219,1,209,Vardy,4,9,Leicester,13,88,13
421,1,285,Lukaku,4,12,Man Utd,1,115,13
435,1,91,Vokes,4,4,Burnley,90,57,13
82,1,387,Eriksen,3,17,Spurs,6,97,12
414,1,235,Firmino,4,10,Liverpool,14,95,12
465,1,188,Mounie,4,8,Huddersfield,38,55,12
187,1,281,Mkhitaryan,3,1,Arsenal,3,77,11
357,1,234,Salah,3,10,Liverpool,14,106,11
36,1,280,Martial,3,12,Man Utd,1,78,10
178,1,23,Xhaka,3,1,Arsenal,3,51,10
333,1,171,Zanka,2,8,Huddersfield,38,45,10
510,1,472,Morata,4,5,Chelsea,8,104,10
4,1,414,Doucouré,3,18,Watford,57,52,9
155,1,354,Fernández,2,16,Swansea,80,45,9
248,1,163,Lössl,1,8,Huddersfield,38,46,9
446,1,257,Agüero,4,11,Man City,43,115,9
495,1,161,Rooney,4,7,Everton,11,71,9
50,1,388,Alli,3,17,Spurs,6,90,8
86,1,434,Brunt,3,19,West Brom,35,50,8
123,1,248,David Silva,3,11,Man City,43,82,8
347,1,146,Keane,2,7,Everton,11,53,8
375,1,245,Otamendi,2,11,Man City,43,64,8
389,1,282,Pogba,3,12,Man Utd,1,79,8
425,1,307,Bertrand,2,14,Southampton,20,53,8
55,1,421,Foster,1,19,West Brom,35,43,7
190,1,375,Lloris,1,17,Spurs,6,55,7
285,1,352,Naughton,2,16,Swansea,80,46,7
351,1,402,Britos,2,18,Watford,57,43,7
400,1,140,Jagielka,2,7,Everton,11,47,7
460,1,78,Ward,2,4,Burnley,90,48,7
474,1,377,Alderweireld,2,17,Spurs,6,58,7
2,1,172,Mooy,3,8,Huddersfield,38,52,6
3,1,18,Ramsey,3,1,Arsenal,3,68,6
16,1,28,Lacazette,4,1,Arsenal,3,103,6
21,1,357,Mawson,2,16,Swansea,80,51,6
22,1,422,Nyom,2,19,West Brom,35,47,6
85,1,164,Schindler,2,8,Huddersfield,38,46,6
87,1,165,Löwe,2,8,Huddersfield,38,44,6
98,1,424,Dawson,2,19,West Brom,35,48,6
100,1,310,Cédric,2,14,Southampton,20,47,6
102,1,270,Blind,2,12,Man Utd,1,51,6
109,1,483,Danilo,2,11,Man City,43,50,6
113,1,26,Welbeck,4,1,Arsenal,3,73,6
120,1,260,De Gea,1,12,Man Utd,1,59,6
121,1,101,David Luiz,2,5,Chelsea,8,57,6
140,1,240,Ederson,1,11,Man City,43,57,6
158,1,250,Fernandinho,3,11,Man City,43,50,6
163,1,306,Forster,1,14,Southampton,20,46,6
203,1,313,Stephens,2,14,Southampton,20,45,6
221,1,380,Vertonghen,2,17,Spurs,6,61,6
246,1,242,Stones,2,11,Man City,43,53,6
257,1,135,Pickford,1,7,Everton,11,49,6
287,1,379,Walker,2,11,Man City,43,66,6
292,1,138,Baines,2,7,Everton,11,57,6
304,1,350,Fabianski,1,16,Swansea,80,47,6
329,1,358,Olsson,2,16,Swansea,80,50,6
343,1,308,Yoshida,2,14,Southampton,20,46,6
401,1,264,Jones,2,12,Man Utd,1,55,6
428,1,230,Mané,3,10,Liverpool,14,94,6
450,1,211,Okazaki,4,9,Leicester,13,53,6
492,1,244,Kompany,2,11,Man City,43,59,6
500,1,106,Willian,3,5,Chelsea,8,70,6
38,1,267,Valencia,2,12,Man Utd,1,69,5
135,1,159,Calvert-Lewin,4,7,Everton,11,49,5
146,1,227,Can,3,10,Liverpool,14,49,5
149,1,271,Bailly,2,12,Man Utd,1,60,5
201,1,90,Cork,3,4,Burnley,90,45,5
316,1,284,Rashford,4,12,Man Utd,1,73,5
317,1,200,Albrighton,3,9,Leicester,13,55,5
381,1,25,Giroud,4,5,Chelsea,8,84,5
411,1,199,Mahrez,3,9,Leicester,13,87,5
442,1,13,Kolasinac,2,1,Arsenal,3,58,5
463,1,85,Defour,3,4,Burnley,90,54,5
266,1,401,Holebas,2,18,Watford,57,48,4
335,1,76,Lowton,2,4,Burnley,90,44,4
410,1,501,Richarlison,3,18,Watford,57,58,4
46,1,29,Begovic,1,2,Bournemouth,91,45,3
137,1,318,Tadic,3,14,Southampton,20,62,3
145,1,181,Kachunga,3,8,Huddersfield,38,57,3
150,1,384,Dier,3,17,Spurs,6,47,3
185,1,198,Maguire,2,9,Leicester,13,55,3
193,1,155,Gueye,3,7,Everton,11,48,3
199,1,328,Butland,1,15,Stoke,110,50,3
207,1,426,Livermore,3,19,West Brom,35,48,3
