,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
73,45,15,Konsa,2,Aston Villa,Aston Villa,7,49,17
303,261,15,Bernardo,3,Man City,Man City,43,71,15
430,364,15,Davies,2,Spurs,Spurs,6,44,15
158,138,15,Mount,3,Chelsea,Chelsea,8,75,13
421,359,15,Son,3,Spurs,Spurs,6,109,13
15,16,15,Tierney,2,Arsenal,Arsenal,3,51,12
433,367,15,Sánchez,2,Spurs,Spurs,6,44,12
339,274,15,Fred,3,Man Utd,Man Utd,1,49,11
375,305,15,Schär,2,Newcastle,Newcastle,4,43,11
474,420,15,Bowen,3,West Ham,West Ham,21,68,11
88,63,15,Maupay,4,Brighton,Brighton,36,65,9
200,180,15,Richarlison,4,Everton,Everton,11,75,9
255,237,15,Alexander-Arnold,2,Liverpool,Liverpool,14,85,9
365,296,15,Wilson,4,Newcastle,Newcastle,4,72,9
427,362,15,Lucas Moura,3,Spurs,Spurs,6,61,9
458,416,15,Lanzini,3,West Ham,West Ham,21,57,9
540,484,15,Gray,3,Everton,Everton,11,55,9
543,499,15,Baptiste,3,Brentford,Brentford,94,49,9
128,121,15,Thiago Silva,2,Chelsea,Chelsea,8,57,8
220,215,15,Barnes,3,Leicester,Leicester,13,66,8
251,235,15,Origi,4,Liverpool,Liverpool,14,48,8
549,510,15,Dalot,2,Man Utd,Man Utd,1,43,8
556,518,15,Broja,4,Southampton,Southampton,20,55,8
49,35,15,McGinn,3,Aston Villa,Aston Villa,7,57,7
203,193,15,Roberts,3,Leeds,Leeds,2,48,7
231,229,15,van Dijk,2,Liverpool,Liverpool,14,68,7
283,255,15,Sterling,3,Man City,Man City,43,105,7
323,265,15,Foden,3,Man City,Man City,43,78,7
336,273,15,Maguire,2,Man Utd,Man Utd,1,54,7
370,299,15,Lascelles,2,Newcastle,Newcastle,4,44,7
462,417,15,Masuaku,2,West Ham,West Ham,21,44,7
572,558,15,Ødegaard,3,Arsenal,Arsenal,3,55,7
111,81,15,Canós,3,Brentford,Brentford,94,55,6
223,224,15,Matip,2,Liverpool,Liverpool,14,49,6
239,231,15,Alisson,1,Liverpool,Liverpool,14,60,6
243,233,15,Salah,3,Liverpool,Liverpool,14,133,6
263,250,15,Gündogan,3,Man City,Man City,43,71,6
333,270,15,de Gea,1,Man Utd,Man Utd,1,51,6
342,279,15,Telles,2,Man Utd,Man Utd,1,50,6
360,295,15,Dubravka,1,Newcastle,Newcastle,4,44,6
399,336,15,Redmond,3,Southampton,Southampton,20,59,6
415,353,15,Lloris,1,Spurs,Spurs,6,54,6
424,361,15,Dier,2,Spurs,Spurs,6,46,6
439,371,15,Tanganga,2,Spurs,Spurs,6,42,6
530,470,15,Ait Nouri,2,Wolves,Wolves,39,44,6
534,472,15,Cucho,4,Watford,Watford,57,50,6
65,43,15,Buendía,3,Aston Villa,Aston Villa,7,62,5
114,96,15,Mbeumo,3,Brentford,Brentford,94,52,5
148,131,15,Ziyech,3,Chelsea,Chelsea,8,73,5
207,196,15,Raphinha,3,Leeds,Leeds,2,65,5
247,234,15,Robertson,2,Liverpool,Liverpool,14,72,5
348,284,15,Lindelöf,2,Man Utd,Man Utd,1,48,5
450,413,15,Antonio,4,West Ham,West Ham,21,75,5
524,455,15,Daka,4,Leicester,Leicester,13,71,5
105,75,15,Moder,3,Brighton,Brighton,36,45,4
35,26,15,Martinelli,3,Arsenal,Arsenal,3,53,3
40,30,15,Martínez,1,Aston Villa,Aston Villa,7,55,3
44,33,15,Grealish,3,Man City,Man City,43,75,3
99,69,15,Sánchez,1,Brighton,Brighton,36,46,3
121,112,15,Pope,1,Burnley,Burnley,90,54,3
227,225,15,Thiago,3,Liverpool,Liverpool,14,53,3
235,230,15,Mané,3,Liverpool,Liverpool,14,117,3
259,240,15,Jota,3,Liverpool,Liverpool,14,83,3
293,257,15,Ederson,1,Man City,Man City,43,61,3
345,281,15,Rashford,3,Man Utd,Man Utd,1,94,3
355,291,15,Shelvey,3,Newcastle,Newcastle,4,53,3
385,308,15,Almirón,3,Newcastle,Newcastle,4,50,3
466,418,15,Coufal,2,West Ham,West Ham,21,47,3
506,435,15,Traoré,3,Wolves,Wolves,39,56,3
536,475,15,Sá,1,Wolves,Wolves,39,53,3
0,6,15,Lacazette,4,Arsenal,Arsenal,3,84,2
10,15,15,Partey,3,Arsenal,Arsenal,3,50,2
25,22,15,Saka,3,Arsenal,Arsenal,3,67,2
53,38,15,Mings,2,Aston Villa,Aston Villa,7,50,2
61,40,15,Watkins,4,Aston Villa,Aston Villa,7,75,2
69,44,15,Cash,2,Aston Villa,Aston Villa,7,53,2
77,50,15,Douglas Luiz,3,Aston Villa,Aston Villa,7,44,2
81,51,15,Ramsey,3,Aston Villa,Aston Villa,7,48,2
85,58,15,Burn,2,Brighton,Newcastle,4,44,2
91,64,15,Trossard,3,Brighton,Brighton,36,59,2
102,71,15,Lamptey,2,Brighton,Brighton,36,45,2
117,98,15,Tarkowski,2,Burnley,Burnley,90,49,2
119,110,15,Lowton,2,Burnley,Burnley,90,44,2
178,144,15,Gallagher,3,Crystal Palace,Crystal Palace,31,61,2
182,147,15,Tomkins,2,Crystal Palace,Crystal Palace,31,43,2
186,153,15,Ayew,4,Crystal Palace,Crystal Palace,31,58,2
190,154,15,Zaha,3,Crystal Palace,Crystal Palace,31,68,2
194,170,15,Pickford,1,Everton,Everton,11,49,2
197,173,15,Doucouré,3,Everton,Everton,11,53,2
288,256,15,Cancelo,2,Man City,Man City,43,69,2
298,259,15,Laporte,2,Man City,Man City,43,58,2
308,262,15,Dias,2,Man City,Man City,43,62,2
328,266,15,Rodrigo,3,Man City,Man City,43,55,2
351,287,15,James,3,Leeds,Leeds,2,60,2
380,307,15,Saint-Maximin,4,Newcastle,Newcastle,4,68,2
390,310,15,Joelinton,4,Newcastle,Newcastle,4,58,2
395,318,15,McLean,3,Norwich,Norwich,45,49,2
403,341,15,Ward-Prowse,3,Southampton,Southampton,20,65,2
407,342,15,Walker-Peters,2,Southampton,Southampton,20,48,2
418,357,15,Kane,4,Spurs,Spurs,6,125,2
446,408,15,Fabianski,1,West Ham,West Ham,21,50,2
