,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
995,561,21,Alonso,2,4,Chelsea,8,69,21
780,403,21,Kane,4,17,Spurs,6,119,17
635,331,21,Arnautovic,3,14,Stoke,110,71,15
910,464,21,Antonio,3,20,West Ham,21,67,15
265,133,21,Mirallas,3,6,Everton,11,59,14
330,163,21,Hernández,4,7,Hull,88,59,13
250,126,21,Coleman,2,6,Everton,11,56,12
30,12,21,Sánchez,3,1,Arsenal,3,117,11
640,336,21,Crouch,4,14,Stoke,110,44,11
730,384,21,Walker,2,17,Spurs,6,62,11
55,21,21,Iwobi,3,1,Arsenal,3,53,10
95,54,21,Heaton,1,3,Burnley,90,51,10
175,90,21,Pedro,3,4,Chelsea,8,68,10
395,208,21,Milner,3,9,Liverpool,14,63,10
530,274,21,Valdés,1,12,Middlesbrough,25,45,10
755,394,21,Eriksen,3,17,Spurs,6,89,10
5,3,21,Koscielny,2,1,Arsenal,3,61,9
270,134,21,Barkley,3,6,Everton,11,70,9
905,462,21,Lanzini,3,20,West Ham,21,59,9
915,466,21,Feghouli,3,20,West Ham,21,50,9
100,55,21,Lowton,2,3,Burnley,90,45,8
240,123,21,Robles,1,6,Everton,11,47,8
965,512,21,Davies,3,6,Everton,11,44,8
0,2,21,Cech,1,1,Arsenal,3,54,7
25,11,21,Chambers,2,12,Middlesbrough,25,43,7
80,42,21,Stanislas,3,2,Bournemouth,91,46,7
105,56,21,Mee,2,3,Burnley,90,44,7
325,160,21,Huddlestone,3,7,Hull,88,45,7
525,272,21,Ibrahimovic,4,11,Man Utd,1,114,7
970,527,21,Fabio,2,12,Middlesbrough,25,42,7
1010,570,21,David Luiz,2,4,Chelsea,8,62,7
10,5,21,Gabriel,2,1,Arsenal,3,48,6
20,10,21,Monreal,2,1,Arsenal,3,59,6
35,14,21,Özil,3,1,Arsenal,3,95,6
110,57,21,Ward,2,3,Burnley,90,45,6
115,58,21,Keane,2,3,Burnley,90,50,6
120,62,21,Boyd,3,3,Burnley,90,51,6
140,73,21,Courtois,1,4,Chelsea,8,59,6
145,77,21,Azpilicueta,2,4,Chelsea,8,64,6
150,78,21,Cahill,2,4,Chelsea,8,67,6
155,82,21,Hazard,3,4,Chelsea,8,105,6
165,86,21,Willian,3,4,Chelsea,8,70,6
245,125,21,Baines,2,6,Everton,11,58,6
260,132,21,Funes Mori,2,6,Everton,11,45,6
305,152,21,Robertson,2,7,Hull,88,44,6
535,278,21,Gibson,2,12,Middlesbrough,25,49,6
540,280,21,Bernardo,2,12,Middlesbrough,25,42,6
650,341,21,Kaboul,2,18,Watford,57,43,6
680,355,21,Defoe,4,15,Sunderland,56,74,6
695,359,21,Williams,2,6,Everton,11,52,6
715,380,21,Lloris,1,17,Spurs,6,55,6
720,382,21,Alderweireld,2,17,Spurs,6,64,6
725,383,21,Rose,2,17,Spurs,6,58,6
765,398,21,Alli,3,17,Spurs,6,91,6
785,407,21,Gomes,1,18,Watford,57,49,6
790,409,21,Prödl,2,18,Watford,57,43,6
795,411,21,Holebas,2,18,Watford,57,46,6
810,414,21,Kabasele,2,18,Watford,57,48,6
875,451,21,Randolph,1,20,West Ham,21,44,6
880,452,21,Collins,2,20,West Ham,21,42,6
885,453,21,Reid,2,20,West Ham,21,49,6
890,454,21,Cresswell,2,20,West Ham,21,51,6
980,555,21,Mustafi,2,1,Arsenal,3,58,6
1025,626,21,Barton,3,3,Burnley,90,41,6
1030,627,21,Lookman,3,6,Everton,11,50,6
60,25,21,Giroud,4,1,Arsenal,3,81,5
285,143,21,Lukaku,4,6,Everton,11,101,5
315,155,21,Snodgrass,3,20,West Ham,21,55,5
470,250,21,Valencia,2,11,Man Utd,1,58,5
805,413,21,Britos,2,18,Watford,57,42,5
920,468,21,Carroll,4,20,West Ham,21,59,5
945,495,21,Holgate,2,6,Everton,11,41,5
385,204,21,Can,3,9,Liverpool,14,48,4
625,328,21,Adam,3,14,Stoke,110,46,4
975,536,21,Fraser,3,2,Bournemouth,91,46,4
170,87,21,Matic,3,4,Chelsea,8,48,3
180,92,21,Moses,3,4,Chelsea,8,55,3
185,95,21,Kanté,3,4,Chelsea,8,47,3
295,147,21,Jakupovic,1,7,Hull,88,41,3
455,242,21,de Gea,1,11,Man Utd,1,55,3
550,286,21,Forshaw,3,12,Middlesbrough,25,45,3
555,290,21,de Roon,3,12,Middlesbrough,25,43,3
595,308,21,Tadic,3,13,Southampton,20,69,3
740,390,21,Dier,3,17,Spurs,6,50,3
745,391,21,Dembélé,3,17,Spurs,6,54,3
770,400,21,Wanyama,3,17,Spurs,6,48,3
815,416,21,Capoue,3,18,Watford,57,45,3
820,420,21,Behrami,3,18,Watford,57,45,3
900,460,21,Obiang,3,20,West Ham,21,43,3
40,17,21,Wilshere,3,2,Bournemouth,91,58,2
70,37,21,Arter,3,2,Bournemouth,91,50,2
75,39,21,Surman,3,2,Bournemouth,91,46,2
130,68,21,Gray,4,3,Burnley,90,60,2
135,70,21,Barnes,4,3,Burnley,90,46,2
220,110,21,Puncheon,3,5,Crystal Palace,31,51,2
225,114,21,McArthur,3,5,Crystal Palace,31,47,2
230,118,21,Cabaye,3,5,Crystal Palace,31,56,2
235,120,21,Townsend,3,5,Crystal Palace,31,57,2
300,150,21,Dawson,2,7,Hull,88,42,2
310,153,21,Maguire,2,7,Hull,88,44,2
320,156,21,Clucas,3,7,Hull,88,47,2
340,179,21,Drinkwater,3,8,Leicester,13,53,2
350,184,21,Vardy,4,8,Leicester,13,99,2
355,188,21,Mignolet,1,9,Liverpool,14,48,2
370,201,21,Henderson,3,9,Liverpool,14,62,2
375,202,21,Allen,3,14,Stoke,110,49,2
390,205,21,Lallana,3,9,Liverpool,14,67,2
410,213,21,Christian Benteke,4,5,Crystal Palace,31,72,2
430,228,21,Sterling,3,10,Man City,43,75,2
440,231,21,Yaya Touré,3,10,Man City,43,72,2
445,235,21,De Bruyne,3,10,Man City,43,105,2
