,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
115,84,12,Tarkowski,2,5,Burnley,90,55,12
290,166,12,Vardy,4,9,Leicester,13,97,12
730,363,12,Deulofeu,4,18,Watford,57,61,12
845,414,12,Neves,3,20,Wolves,39,52,11
255,150,12,Richarlison,3,8,Everton,11,82,10
265,154,12,Davies,3,8,Everton,11,53,10
425,218,12,Bernardo Silva,3,11,Man City,43,76,10
460,239,12,Martial,3,12,Man Utd,1,85,10
505,259,12,Clark,2,13,Newcastle,4,43,10
1015,505,12,Harry Wilson,3,3,Bournemouth,91,57,10
140,93,12,Pope,1,5,Burnley,90,52,9
305,171,12,Maddison,3,9,Leicester,13,73,9
385,197,12,Fabinho,3,10,Liverpool,14,54,9
740,366,12,Foster,1,18,Watford,57,49,9
830,409,12,Jiménez,4,20,Wolves,39,80,9
1050,529,12,Tomori,2,6,Chelsea,8,42,9
130,90,12,Barnes,4,5,Burnley,90,61,8
285,164,12,Söyüncü,2,9,Leicester,13,49,8
360,191,12,Salah,3,10,Liverpool,14,125,8
475,246,12,Pereira,3,12,Man Utd,1,47,8
485,253,12,Yedlin,2,13,Newcastle,4,44,8
590,294,12,Baldock,2,15,Sheffield Utd,49,50,8
610,303,12,McGoldrick,4,15,Sheffield Utd,49,54,8
690,342,12,Son,3,17,Spurs,6,97,8
875,431,12,Pulisic,3,6,Chelsea,8,74,8
925,460,12,Abraham,4,6,Chelsea,8,73,8
935,465,12,Trézéguet,3,2,Aston Villa,7,52,8
60,47,12,Ryan,1,4,Brighton,36,47,7
175,113,12,Willian,3,6,Chelsea,8,73,7
270,159,12,Pereira,2,9,Leicester,13,62,7
365,192,12,Mané,3,10,Liverpool,14,121,7
630,313,12,Ings,4,16,Southampton,20,76,7
55,42,12,Dunk,2,4,Brighton,36,48,6
120,86,12,Bardsley,2,5,Burnley,90,44,6
125,87,12,Taylor,2,5,Burnley,90,43,6
135,91,12,Wood,4,5,Burnley,90,62,6
150,97,12,McNeil,3,5,Burnley,90,60,6
170,111,12,Kepa,1,6,Chelsea,8,54,6
275,161,12,Chilwell,2,9,Leicester,13,54,6
300,168,12,Schmeichel,1,9,Leicester,13,55,6
390,198,12,Henderson,3,10,Liverpool,14,52,6
495,255,12,Dummett,2,13,Newcastle,4,43,6
710,353,12,Holebas,2,18,Watford,57,46,6
725,358,12,Cathcart,2,18,Watford,57,41,6
900,448,12,Tielemans,3,9,Leicester,13,61,6
