,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
400,16,212,Maddison,3,Leicester,Leicester,13,68,16
442,16,210,Tielemans,3,Leicester,Leicester,13,64,16
26,16,123,Jorginho,3,Chelsea,Chelsea,8,58,15
204,16,144,Gallagher,3,Crystal Palace,Crystal Palace,31,61,15
381,16,16,Tierney,2,Arsenal,Arsenal,3,51,12
145,16,559,Ramsdale,1,Arsenal,Arsenal,3,51,11
157,16,255,Sterling,3,Man City,Man City,43,105,11
448,16,23,Gabriel,2,Arsenal,Arsenal,3,53,11
233,16,455,Daka,4,Leicester,Leicester,13,71,10
459,16,147,Tomkins,2,Crystal Palace,Crystal Palace,31,43,10
500,16,270,de Gea,1,Man Utd,Man Utd,1,51,10
68,16,450,Dennis,4,Watford,Watford,57,60,9
79,16,417,Masuaku,2,West Ham,West Ham,21,44,9
133,16,579,Ronaldo,4,Man Utd,Man Utd,1,122,9
221,16,127,Rüdiger,2,Chelsea,Chelsea,8,61,9
276,16,96,Mbeumo,3,Brentford,Brentford,94,52,9
416,16,237,Alexander-Arnold,2,Liverpool,Liverpool,14,85,9
462,16,112,Pope,1,Burnley,Burnley,90,54,9
99,16,234,Robertson,2,Liverpool,Liverpool,14,72,8
123,16,76,Jansson,2,Brentford,Brentford,94,45,8
156,16,233,Salah,3,Liverpool,Liverpool,14,133,8
531,16,558,Ødegaard,3,Arsenal,Arsenal,3,55,8
111,16,256,Cancelo,2,Man City,Man City,43,69,7
127,16,259,Laporte,2,Man City,Man City,43,58,7
154,16,6,Lacazette,4,Arsenal,Arsenal,3,84,7
174,16,577,Gelhardt,4,Leeds,Leeds,2,46,7
198,16,196,Raphinha,3,Leeds,Leeds,2,65,7
214,16,224,Matip,2,Liverpool,Liverpool,14,49,7
425,16,110,Lowton,2,Burnley,Burnley,90,44,7
508,16,386,Hughes,3,Crystal Palace,Crystal Palace,31,47,7
559,16,200,Schmeichel,1,Leicester,Leicester,13,48,7
20,16,257,Ederson,1,Man City,Man City,43,61,6
131,16,138,Mount,3,Chelsea,Chelsea,8,75,6
146,16,219,Thomas,2,Leicester,Leicester,13,43,6
199,16,424,Diop,2,West Ham,West Ham,21,42,6
241,16,408,Fabianski,1,West Ham,West Ham,21,50,6
269,16,590,Tomiyasu,2,Arsenal,Arsenal,3,46,6
297,16,231,Alisson,1,Liverpool,Liverpool,14,60,6
310,16,264,Zinchenko,2,Man City,Man City,43,53,6
364,16,279,Telles,2,Man Utd,Man Utd,1,50,6
370,16,273,Maguire,2,Man Utd,Man Utd,1,54,6
436,16,261,Bernardo,3,Man City,Man City,43,71,6
465,16,26,Martinelli,3,Arsenal,Arsenal,3,53,6
560,16,67,White,2,Arsenal,Arsenal,3,45,6
12,16,510,Dalot,2,Man Utd,Man Utd,1,43,5
107,16,22,Saka,3,Arsenal,Arsenal,3,67,5
362,16,153,Ayew,4,Crystal Palace,Crystal Palace,31,58,5
394,16,193,Roberts,3,Leeds,Leeds,2,48,5
427,16,262,Dias,2,Man City,Man City,43,62,5
486,16,209,Castagne,2,Leicester,Leicester,13,53,5
558,16,414,Dawson,2,West Ham,West Ham,21,49,5
307,16,122,Alonso,2,Chelsea,Chelsea,8,55,4
321,16,475,Sá,1,Wolves,Wolves,39,53,4
60,16,15,Partey,3,Arsenal,Arsenal,3,50,3
85,16,230,Mané,3,Liverpool,Liverpool,14,117,3
175,16,420,Bowen,3,West Ham,West Ham,21,68,3
181,16,416,Lanzini,3,West Ham,West Ham,21,57,3
218,16,419,Benrahma,3,West Ham,West Ham,21,59,3
232,16,328,Placheta,3,Norwich,Norwich,45,47,3
250,16,30,Martínez,1,Aston Villa,Aston Villa,7,55,3
262,16,285,McTominay,3,Man Utd,Man Utd,1,54,3
335,16,505,Dewsbury-Hall,3,Leicester,Leicester,13,44,3
405,16,146,Guaita,1,Crystal Palace,Crystal Palace,31,46,3
424,16,33,Grealish,3,Man City,Man City,43,75,3
504,16,422,Soucek,3,West Ham,West Ham,21,57,3
513,16,7,Xhaka,3,Arsenal,Arsenal,3,48,3
565,16,485,Sancho,3,Man Utd,Man Utd,1,89,3
3,16,341,Ward-Prowse,3,Southampton,Southampton,20,65,2
23,16,39,Targett,2,Aston Villa,Newcastle,4,47,2
30,16,518,Broja,4,Southampton,Southampton,20,55,2
52,16,38,Mings,2,Aston Villa,Aston Villa,7,50,2
55,16,145,Gilmour,3,Norwich,Norwich,45,43,2
82,16,318,McLean,3,Norwich,Norwich,45,49,2
124,16,426,Moutinho,3,Wolves,Wolves,39,49,2
167,16,143,Mendy,1,Chelsea,Chelsea,8,61,2
169,16,477,Guéhi,2,Crystal Palace,Crystal Palace,31,45,2
261,16,263,Jesus,4,Man City,Man City,43,84,2
282,16,266,Rodrigo,3,Man City,Man City,43,55,2
302,16,291,Shelvey,3,Newcastle,Newcastle,4,53,2
323,16,44,Cash,2,Aston Villa,Aston Villa,7,53,2
326,16,474,Ward,2,Crystal Palace,Crystal Palace,31,45,2
353,16,437,Semedo,2,Wolves,Wolves,39,48,2
356,16,431,Saïss,2,Wolves,Wolves,39,51,2
372,16,439,Kilman,2,Wolves,Wolves,39,46,2
401,16,586,Edouard,4,Crystal Palace,Crystal Palace,31,62,2
420,16,150,Kouyaté,2,Crystal Palace,Crystal Palace,31,45,2
438,16,429,Coady,2,Wolves,Wolves,39,49,2
473,16,51,Ramsey,3,Aston Villa,Aston Villa,7,48,2
496,16,162,Mitchell,2,Crystal Palace,Crystal Palace,31,45,2
516,16,413,Antonio,4,West Ham,West Ham,21,75,2
525,16,170,Pickford,1,Everton,Everton,11,49,2
542,16,119,Azpilicueta,2,Chelsea,Chelsea,8,56,2
13,16,155,Schlupp,3,Crystal Palace,Crystal Palace,31,54,1
27,16,240,Jota,3,Liverpool,Liverpool,14,83,1
28,16,250,Gündogan,3,Man City,Man City,43,71,1
117,16,343,Bednarek,2,Southampton,Southampton,20,44,1
138,16,342,Walker-Peters,2,Southampton,Southampton,20,48,1
139,16,517,Elyounoussi,3,Southampton,Southampton,20,54,1
155,16,251,De Bruyne,3,Man City,Man City,43,117,1
201,16,436,Neves,3,Wolves,Wolves,39,53,1
267,16,582,Vlasic,3,West Ham,West Ham,21,56,1
271,16,40,Watkins,4,Aston Villa,Aston Villa,7,75,1
273,16,575,Lennon,3,Burnley,Burnley,90,48,1
324,16,307,Saint-Maximin,4,Newcastle,Newcastle,4,68,1
368,16,140,Hudson-Odoi,3,Chelsea,Chelsea,8,53,1
431,16,529,Lukaku,4,Chelsea,Chelsea,8,114,1
545,16,265,Foden,3,Man City,Man City,43,78,1
562,16,121,Thiago Silva,2,Chelsea,Chelsea,8,57,1
47,16,142,James,2,Chelsea,Chelsea,8,62,0
57,16,453,Fernandinho,3,Man City,Man City,43,47,0
253,16,137,Pulisic,3,Chelsea,Chelsea,8,79,0
257,16,252,Stones,2,Man City,Man City,43,52,0
285,16,587,Lookman,3,Leicester,Leicester,13,60,0
318,16,406,Noble,3,West Ham,West Ham,21,44,0
322,16,333,Forster,1,Southampton,Southampton,20,44,0
325,16,544,Branthwaite,2,Everton,Everton,11,40,0
331,16,21,Smith Rowe,3,Arsenal,Arsenal,3,57,0
337,16,254,Mahrez,3,Man City,Man City,43,87,0
363,16,432,Marçal,2,Wolves,Wolves,39,42,0
377,16,213,Iheanacho,4,Leicester,Leicester,13,70,0
475,16,258,Aké,2,Man City,Man City,43,47,0
487,16,488,Andersen,2,Crystal Palace,Crystal Palace,31,45,0
709,17,251,De Bruyne,3,Man City,Man City,43,117,16
