,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
446,246,28,van Dijk,2,12,Liverpool,14,67,20
441,245,28,Alexander-Arnold,2,12,Liverpool,14,58,18
41,18,28,Mkhitaryan,3,1,Arsenal,3,66,16
323,172,28,Sigurdsson,3,8,Everton,11,74,16
866,482,28,Schär,2,15,Newcastle,4,45,15
451,247,28,Robertson,2,12,Liverpool,14,67,13
456,251,28,Mané,3,12,Liverpool,14,103,13
29,13,28,Özil,3,1,Arsenal,3,79,12
198,113,28,Azpilicueta,2,6,Chelsea,8,64,12
582,306,28,Lukaku,4,14,Man Utd,1,107,12
308,157,28,Coleman,2,8,Everton,11,52,11
596,315,28,Manquillo,2,15,Newcastle,4,43,11
632,339,28,Oriol Romeu,3,16,Southampton,20,42,11
113,60,28,Pröpper,3,3,Brighton,36,48,10
4,3,28,Koscielny,2,1,Arsenal,3,54,9
203,115,28,Alonso,2,6,Chelsea,8,62,9
238,125,28,Pedro,3,6,Chelsea,8,62,9
362,198,28,Kongolo,2,10,Huddersfield,38,43,9
538,280,28,Agüero,4,13,Man City,43,120,9
628,338,28,Ward-Prowse,3,16,Southampton,20,51,9
382,211,28,Mounie,4,10,Huddersfield,38,58,8
416,225,28,Gray,3,11,Leicester,13,54,8
502,266,28,Danilo,2,13,Man City,43,48,8
558,293,28,Young,2,14,Man Utd,1,57,8
620,331,28,Yoshida,2,16,Southampton,20,41,8
938,531,28,Longstaff,3,15,Newcastle,4,45,8
49,23,28,Aubameyang,4,1,Arsenal,3,108,7
328,175,28,Calvert-Lewin,4,8,Everton,11,54,7
431,234,28,Vardy,4,11,Leicester,13,90,7
494,264,28,Otamendi,2,13,Man City,43,60,7
554,292,28,Lindelöf,2,14,Man Utd,1,49,7
813,452,28,Gunn,1,16,Southampton,20,43,7
844,468,28,Alisson,1,12,Liverpool,14,59,7
928,522,28,Stankovic,2,10,Huddersfield,38,39,7
83,44,28,Mousset,4,2,Bournemouth,91,49,6
213,118,28,Rüdiger,2,6,Chelsea,8,59,6
303,154,28,Pickford,1,8,Everton,11,49,6
313,162,28,Keane,2,8,Everton,11,48,6
318,168,28,Gueye,3,8,Everton,11,47,6
352,191,28,Lössl,1,10,Huddersfield,38,44,6
357,192,28,Schindler,2,10,Huddersfield,38,42,6
426,233,28,Maddison,3,11,Leicester,13,66,6
436,243,28,Matip,2,12,Liverpool,14,49,6
486,260,28,Ederson,1,13,Man City,43,57,6
490,263,28,Kompany,2,13,Man City,43,52,6
586,309,28,Dubravka,1,15,Newcastle,4,50,6
591,314,28,Lejeune,2,15,Newcastle,4,44,6
616,330,28,Bertrand,2,16,Southampton,20,48,6
624,335,28,Bednarek,2,16,Southampton,20,40,6
640,343,28,Redmond,3,16,Southampton,20,55,6
826,461,28,Durm,2,10,Huddersfield,38,44,6
831,463,28,Vestergaard,2,16,Southampton,20,46,6
948,543,28,Origi,4,12,Liverpool,14,50,6
953,556,28,Valery,2,16,Southampton,20,41,6
45,22,28,Lacazette,4,1,Arsenal,3,94,5
208,116,28,David Luiz,2,6,Chelsea,8,58,5
275,141,28,Schlupp,2,7,Crystal Palace,31,43,5
566,302,28,Pogba,3,14,Man Utd,1,86,5
871,484,28,Digne,2,8,Everton,11,54,5
977,585,28,Grant,4,10,Huddersfield,38,50,5
987,591,28,Tielemans,3,11,Leicester,13,60,5
16,8,28,Kolasinac,2,1,Arsenal,3,49,4
530,276,28,Bernardo Silva,3,13,Man City,43,78,4
550,286,28,Shaw,2,14,Man Utd,1,51,4
0,2,28,Leno,1,1,Arsenal,3,49,3
243,126,28,Kanté,3,6,Chelsea,8,49,3
372,206,28,Pritchard,3,10,Huddersfield,38,48,3
461,252,28,Wijnaldum,3,12,Liverpool,14,55,3
466,253,28,Salah,3,12,Liverpool,14,132,3
471,254,28,Milner,3,12,Liverpool,14,56,3
476,255,28,Fabinho,3,12,Liverpool,14,55,3
514,271,28,David Silva,3,13,Man City,43,85,3
518,273,28,De Bruyne,3,13,Man City,43,96,3
522,274,28,Gündogan,3,13,Man City,43,54,3
534,279,28,Zinchenko,3,13,Man City,43,47,3
601,317,28,Ritchie,3,15,Newcastle,4,58,3
606,323,28,Hayden,3,15,Newcastle,4,43,3
636,340,28,Højbjerg,3,16,Southampton,20,44,3
716,393,28,Richarlison,3,8,Everton,11,64,3
733,400,28,Fabianski,1,19,West Ham,21,47,3
797,432,28,Jota,3,20,Wolves,39,63,3
821,459,28,Jorginho,3,6,Chelsea,8,46,3
849,475,28,Moutinho,3,20,Wolves,39,51,3
891,499,28,Kovacic,3,6,Chelsea,8,57,3
982,587,28,Almirón,3,15,Newcastle,4,60,3
8,5,28,Monreal,2,1,Arsenal,3,54,2
68,40,28,Fraser,3,2,Bournemouth,91,64,2
105,55,28,Knockaert,3,3,Brighton,36,52,2
109,56,28,Stephens,3,3,Brighton,36,43,2
117,62,28,Murray,4,3,Brighton,36,61,2
141,76,28,Gudmundsson,3,4,Burnley,90,55,2
151,82,28,Cork,3,4,Burnley,90,46,2
156,85,28,Barnes,4,4,Burnley,90,56,2
161,87,28,Wood,4,4,Burnley,90,63,2
186,99,28,Hoilett,3,5,Cardiff,97,50,2
190,102,28,Gunnarsson,3,5,Cardiff,97,44,2
287,147,28,McArthur,3,7,Crystal Palace,31,49,2
291,149,28,Townsend,3,7,Crystal Palace,31,56,2
295,150,28,Milivojevic,3,7,Crystal Palace,31,65,2
337,182,28,Cairney,3,9,Fulham,54,46,2
387,213,28,Schmeichel,1,11,Leicester,13,50,2
397,219,28,Chilwell,2,11,Leicester,13,50,2
402,221,28,Pereira,2,11,Leicester,13,53,2
407,222,28,Evans,2,11,Leicester,13,48,2
421,227,28,Ndidi,3,11,Leicester,13,49,2
546,282,28,de Gea,1,14,Man Utd,1,57,2
570,303,28,McTominay,3,14,Man Utd,1,42,2
574,304,28,Fred,3,14,Man Utd,1,53,2
611,326,28,Pérez,4,15,Newcastle,4,61,2
648,348,28,Austin,4,16,Southampton,20,55,2
676,364,28,Eriksen,3,17,Spurs,6,92,2
684,367,28,Son,3,17,Spurs,6,86,2
688,369,28,Sissoko,3,17,Spurs,6,49,2
704,389,28,Capoue,3,18,Watford,57,48,2
708,390,28,Doucouré,3,18,Watford,57,58,2
712,392,28,Hughes,3,18,Watford,57,49,2
721,394,28,Deulofeu,3,18,Watford,57,57,2
729,396,28,Deeney,4,18,Watford,57,58,2
738,403,28,Ogbonna,2,19,West Ham,21,42,2
743,406,28,Rice,2,19,West Ham,21,44,2
753,409,28,Diop,2,19,West Ham,21,42,2
777,423,28,Boly,2,20,Wolves,39,47,2
789,430,28,Coady,2,20,Wolves,39,45,2
801,437,28,Jiménez,4,20,Wolves,39,69,2
817,454,28,Patrício,1,20,Wolves,39,45,2
835,465,28,Felipe Anderson,3,19,West Ham,21,68,2
857,480,28,Mitrovic,4,9,Fulham,54,63,2
881,493,28,Rondón,4,15,Newcastle,4,59,2
919,512,28,Zambo Anguissa,3,9,Fulham,54,44,2
924,519,28,Dendoncker,3,20,Wolves,39,43,2
957,571,28,Barnes,3,11,Leicester,13,55,2
962,575,28,Babel,3,9,Fulham,54,56,2
967,579,28,Higuaín,4,6,Chelsea,8,90,2
992,592,28,Batshuayi,4,7,Crystal Palace,31,62,2
20,9,28,Chambers,2,9,Fulham,54,42,1
25,12,28,Sokratis,2,1,Arsenal,3,51,1
88,45,28,King,4,2,Bournemouth,91,64,1
93,47,28,Ryan,1,3,Brighton,36,44,1
97,48,28,Dunk,2,3,Brighton,36,44,1
101,49,28,Duffy,2,3,Brighton,36,47,1
121,67,28,Heaton,1,4,Burnley,90,48,1
131,72,28,Tarkowski,2,4,Burnley,90,47,1
136,74,28,Taylor,2,4,Burnley,90,44,1
166,88,28,Etheridge,1,5,Cardiff,97,46,1
174,92,28,Ecuele Manga,2,5,Cardiff,97,44,1
178,94,28,Bennett,2,5,Cardiff,97,44,1
228,122,28,Hazard,3,6,Chelsea,8,110,1
233,124,28,Willian,3,6,Chelsea,8,71,1
253,132,28,Loftus-Cheek,3,6,Chelsea,8,52,1
258,133,28,Giroud,4,6,Chelsea,8,77,1
263,137,28,Guaita,1,7,Crystal Palace,31,43,1
267,138,28,Tomkins,2,7,Crystal Palace,31,43,1
279,142,28,van Aanholt,2,7,Crystal Palace,31,55,1
299,151,28,Zaha,4,7,Crystal Palace,31,70,1
342,184,28,Sessegnon,3,9,Fulham,54,60,1
367,199,28,Mooy,3,10,Huddersfield,38,50,1
377,208,28,Bacuna,3,10,Huddersfield,38,42,1
412,223,28,Mahrez,3,13,Man City,43,82,1
510,270,28,Sterling,3,13,Man City,43,117,1
526,275,28,Sané,3,13,Man City,43,93,1
578,305,28,Rashford,4,14,Man Utd,1,73,1
652,351,28,Lloris,1,17,Spurs,6,54,1
656,353,28,Alderweireld,2,17,Spurs,6,60,1
660,354,28,Rose,2,17,Spurs,6,58,1
668,356,28,Davies,2,17,Spurs,6,56,1
692,370,28,Lucas Moura,3,17,Spurs,6,69,1
696,372,28,Kane,4,17,Spurs,6,126,1
725,395,28,Gray,4,18,Watford,57,59,1
748,408,28,Fredericks,2,19,West Ham,21,45,1
763,412,28,Kouyaté,3,7,Crystal Palace,31,47,1
767,414,28,Lanzini,3,19,West Ham,21,64,1
785,427,28,Bennett,2,20,Wolves,39,41,1
809,445,28,Foster,1,18,Watford,57,46,1
840,466,28,Bissouma,3,3,Brighton,36,46,1
904,507,28,Bernard,3,8,Everton,11,59,1
909,508,28,André Gomes,3,8,Everton,11,54,1
914,509,28,Rico,1,9,Fulham,54,44,1
943,534,28,McNeil,3,4,Burnley,90,44,1
12,7,28,Mustafi,2,1,Arsenal,3,54,0
33,14,28,Ramsey,3,1,Arsenal,3,71,0
37,17,28,Xhaka,3,1,Arsenal,3,52,0
53,25,28,Boruc,1,2,Bournemouth,91,41,0
63,31,28,Aké,2,2,Bournemouth,91,51,0
73,42,28,Brooks,3,2,Bournemouth,91,50,0
78,43,28,Wilson,4,2,Bournemouth,91,69,0
126,70,28,Mee,2,4,Burnley,90,46,0
146,80,28,Westwood,3,4,Burnley,90,46,0
170,90,28,Morrison,2,5,Cardiff,97,47,0
182,95,28,Peltier,2,5,Cardiff,97,39,0
194,106,28,Murphy,3,5,Cardiff,97,48,0
218,119,28,Christensen,2,6,Chelsea,8,50,0
223,121,28,Emerson,2,6,Chelsea,8,52,0
248,131,28,Hudson-Odoi,3,6,Chelsea,8,42,0
271,139,28,Dann,2,7,Crystal Palace,31,44,0
283,145,28,Wan-Bissaka,2,7,Crystal Palace,31,46,0
333,176,28,Niasse,4,5,Cardiff,97,50,0
347,186,28,Ayité,3,9,Fulham,54,42,0
392,215,28,Morgan,2,11,Leicester,13,45,0
481,257,28,Firmino,4,12,Liverpool,14,93,0
498,265,28,Walker,2,13,Man City,43,64,0
506,268,28,Laporte,2,13,Man City,43,63,0
542,281,28,Jesus,4,13,Man City,43,99,0
562,301,28,Martial,3,14,Man Utd,1,72,0
644,345,28,Armstrong,3,16,Southampton,20,51,0
664,355,28,Vertonghen,2,17,Spurs,6,59,0
680,365,28,Alli,3,17,Spurs,6,88,0
700,383,28,Kiko Femenía,2,18,Watford,57,42,0
758,411,28,Noble,3,19,West Ham,21,48,0
772,419,28,Chicharito,4,19,West Ham,21,61,0
781,426,28,Saïss,2,20,Wolves,39,42,0
793,431,28,Vinagre,2,20,Wolves,39,43,0
805,440,28,Bernardo,2,3,Brighton,36,42,0
853,476,28,Jahanbakhsh,3,3,Brighton,36,67,0
862,481,28,Pereira,3,14,Man Utd,1,45,0
876,489,28,Snodgrass,3,19,West Ham,21,50,0
886,498,28,Kepa,1,6,Chelsea,8,54,0
896,503,28,Montoya,2,3,Brighton,36,43,0
900,504,28,Camarasa,3,5,Cardiff,97,44,0
933,526,28,Zouma,2,8,Everton,11,50,0
972,580,28,Mepham,2,2,Bournemouth,91,45,0
58,28,28,Daniels,2,2,Bournemouth,91,41,-1
672,357,28,Trippier,2,17,Spurs,6,60,-1
744,406,29,Rice,2,19,West Ham,21,44,15
583,306,29,Lukaku,4,14,Man Utd,1,107,12
802,437,29,Jiménez,4,20,Wolves,39,69,12
863,481,29,Pereira,3,14,Man Utd,1,45,12
730,396,29,Deeney,4,18,Watford,57,58,11
798,432,29,Jota,3,20,Wolves,39,63,11
653,351,29,Lloris,1,17,Spurs,6,54,10
94,47,29,Ryan,1,3,Brighton,36,44,9
102,49,29,Duffy,2,3,Brighton,36,47,9
300,151,29,Zaha,4,7,Crystal Palace,31,70,9
