,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
385,190,7,Llorente,2,Leeds,Leeds,2,45,15
490,233,7,Salah,3,Liverpool,Liverpool,14,131,13
1110,583,7,Hwang,4,Wolves,Wolves,39,54,13
1070,527,7,Chalobah,2,Chelsea,Chelsea,8,47,11
210,119,7,Azpilicueta,2,Chelsea,Chelsea,8,56,10
755,359,7,Son,3,Spurs,Spurs,6,112,10
770,365,7,Højbjerg,3,Spurs,Spurs,6,48,10
865,430,7,Jiménez,4,Wolves,Wolves,39,75,10
1000,482,7,Townsend,3,Everton,Everton,11,52,10
195,113,7,Taylor,2,Burnley,Burnley,90,44,9
435,213,7,Iheanacho,4,Leicester,Leicester,13,70,9
660,314,7,Krul,1,Norwich,Norwich,45,45,9
1115,584,7,Cucurella,2,Brighton,Brighton,36,49,9
85,59,7,Dunk,2,Brighton,Brighton,36,48,8
160,96,7,Mbeumo,3,Brentford,Brentford,94,52,8
255,135,7,Chilwell,2,Chelsea,Chelsea,8,56,8
415,205,7,Vardy,4,Leicester,Leicester,13,103,8
530,251,7,De Bruyne,3,Man City,Man City,43,121,8
840,422,7,Soucek,3,West Ham,West Ham,21,57,8
945,463,7,Firpo,2,Leeds,Leeds,2,47,8
1060,524,7,Wissa,3,Brentford,Brentford,94,57,8
105,67,7,White,2,Arsenal,Arsenal,3,46,7
250,134,7,Werner,4,Chelsea,Chelsea,8,85,7
370,184,7,Cooper,2,Leeds,Leeds,2,44,7
480,230,7,Mané,3,Liverpool,Liverpool,14,118,7
515,244,7,Jones,3,Liverpool,Liverpool,14,50,7
570,265,7,Foden,3,Man City,Man City,43,79,7
675,319,7,Hanley,2,Norwich,Norwich,45,44,7
830,420,7,Bowen,3,West Ham,West Ham,21,69,7
950,464,7,Olise,3,Crystal Palace,Crystal Palace,31,53,7
25,23,7,Gabriel,2,Arsenal,Arsenal,3,53,6
45,40,7,Watkins,4,Aston Villa,Aston Villa,7,75,6
75,56,7,Duffy,2,Brighton,Brighton,36,40,6
80,58,7,Burn,2,Brighton,Newcastle,4,44,6
110,69,7,Sánchez,1,Brighton,Brighton,36,45,6
190,112,7,Pope,1,Burnley,Burnley,90,53,6
240,132,7,Loftus-Cheek,3,Chelsea,Chelsea,8,54,6
320,155,7,Schlupp,3,Crystal Palace,Crystal Palace,31,54,6
405,199,7,Meslier,1,Leeds,Leeds,2,48,6
910,451,7,Collins,2,Burnley,Burnley,90,43,6
920,456,7,Gibson,2,Norwich,Norwich,45,44,6
925,457,7,Giannoulis,2,Norwich,Norwich,45,44,6
1085,559,7,Ramsdale,1,Arsenal,Arsenal,3,51,6
1100,580,7,Kabak,2,Norwich,Norwich,45,43,6
1130,590,7,Tomiyasu,2,Arsenal,Arsenal,3,45,6
95,62,7,Veltman,2,Brighton,Brighton,36,42,5
125,76,7,Jansson,2,Brentford,Brentford,94,45,5
165,98,7,Tarkowski,2,Burnley,Burnley,90,49,5
180,110,7,Lowton,2,Burnley,Burnley,90,44,5
565,263,7,Jesus,4,Man City,Man City,43,86,5
590,277,7,Fernandes,3,Man Utd,Man Utd,1,116,5
680,326,7,Aarons,2,Norwich,Norwich,45,43,5
30,30,7,Martínez,1,Aston Villa,Aston Villa,7,55,4
140,81,7,Canós,3,Brentford,Brentford,94,55,4
440,215,7,Barnes,3,Leicester,Leicester,13,65,4
710,341,7,Ward-Prowse,3,Southampton,Southampton,20,64,4
1015,491,7,Livramento,2,Southampton,Southampton,20,42,4
15,21,7,Smith Rowe,3,Arsenal,Arsenal,3,57,3
20,22,7,Saka,3,Arsenal,Arsenal,3,67,3
65,53,7,Lallana,3,Brighton,Brighton,36,53,3
70,55,7,Groß,3,Brighton,Brighton,36,56,3
100,64,7,Trossard,3,Brighton,Brighton,36,59,3
120,75,7,Moder,3,Brighton,Brighton,36,45,3
170,107,7,Westwood,3,Burnley,Burnley,90,52,3
205,118,7,McNeil,3,Burnley,Burnley,90,55,3
345,170,7,Pickford,1,Everton,Everton,11,48,3
380,188,7,Dallas,3,Leeds,Leeds,2,49,3
390,191,7,Phillips,3,Leeds,Leeds,2,47,3
395,196,7,Raphinha,3,Leeds,Leeds,2,63,3
610,287,7,James,3,Leeds,Leeds,2,60,3
640,302,7,Manquillo,2,Newcastle,Newcastle,4,39,3
670,318,7,McLean,3,Norwich,Norwich,45,49,3
690,334,7,McCarthy,1,Southampton,Southampton,20,43,3
760,361,7,Dier,2,Spurs,Spurs,6,47,3
970,471,7,Lees-Melou,3,Norwich,Norwich,45,48,3
995,478,7,Sambi Lokonga,3,Arsenal,Arsenal,3,48,3
1080,558,7,Ødegaard,3,Arsenal,Arsenal,3,56,3
0,4,7,Aubameyang,4,Arsenal,Arsenal,3,96,2
10,15,7,Partey,3,Arsenal,Arsenal,3,50,2
35,33,7,Grealish,3,Man City,Man City,43,75,2
40,35,7,McGinn,3,Aston Villa,Aston Villa,7,56,2
135,78,7,Toney,4,Brentford,Brentford,94,69,2
145,83,7,Henry,2,Brentford,Brentford,94,45,2
155,86,7,Jensen,3,Brentford,Brentford,94,49,2
200,115,7,Brownhill,3,Burnley,Burnley,90,43,2
225,125,7,Kovacic,3,Chelsea,Chelsea,8,49,2
230,127,7,Rüdiger,2,Chelsea,Chelsea,8,61,2
265,140,7,Hudson-Odoi,3,Chelsea,Chelsea,8,53,2
280,143,7,Mendy,1,Chelsea,Chelsea,8,61,2
285,144,7,Gallagher,3,Crystal Palace,Crystal Palace,31,60,2
290,146,7,Guaita,1,Crystal Palace,Crystal Palace,31,46,2
315,154,7,Zaha,3,Crystal Palace,Crystal Palace,31,69,2
335,168,7,Digne,2,Everton,Aston Villa,7,50,2
340,169,7,Keane,2,Everton,Everton,11,46,2
350,171,7,Allan,3,Everton,Everton,11,43,2
365,179,7,Godfrey,2,Everton,Everton,11,47,2
375,187,7,Rodrigo,4,Leeds,Leeds,2,63,2
455,222,7,Henderson,3,Liverpool,Liverpool,14,49,2
510,240,7,Jota,3,Liverpool,Liverpool,14,83,2
575,266,7,Rodrigo,3,Man City,Man City,43,55,2
585,270,7,de Gea,1,Man Utd,Man Utd,1,50,2
600,284,7,Lindelöf,2,Man Utd,Man Utd,1,48,2
605,285,7,McTominay,3,Man Utd,Man Utd,1,54,2
615,288,7,Wan-Bissaka,2,Man Utd,Man Utd,1,51,2
650,306,7,Hayden,3,Newcastle,Newcastle,4,45,2
655,307,7,Saint-Maximin,4,Newcastle,Newcastle,4,67,2
665,315,7,Pukki,4,Norwich,Norwich,45,61,2
700,336,7,Redmond,3,Southampton,Southampton,20,59,2
705,337,7,Ings,4,Aston Villa,Aston Villa,7,77,2
740,353,7,Lloris,1,Spurs,Spurs,6,55,2
745,354,7,Sissoko,3,Watford,Watford,57,43,2
750,357,7,Kane,4,Spurs,Spurs,6,125,2
765,362,7,Lucas Moura,3,Spurs,Spurs,6,59,2
775,370,7,Reguilón,2,Spurs,Spurs,6,50,2
785,375,7,Ndombele,3,Spurs,Spurs,6,57,2
790,376,7,Foster,1,Watford,Watford,57,42,2
805,408,7,Fabianski,1,West Ham,West Ham,21,50,2
820,413,7,Antonio,4,West Ham,West Ham,21,73,2
825,419,7,Benrahma,3,West Ham,West Ham,21,59,2
845,423,7,Fornals,3,West Ham,West Ham,21,59,2
855,426,7,Moutinho,3,Wolves,Wolves,39,49,2
860,429,7,Coady,2,Wolves,Wolves,39,47,2
870,431,7,Saïss,2,Wolves,Wolves,39,48,2
885,436,7,Neves,3,Wolves,Wolves,39,52,2
890,437,7,Semedo,2,Wolves,Wolves,39,48,2
895,439,7,Kilman,2,Wolves,Wolves,39,45,2
985,475,7,Sá,1,Wolves,Wolves,39,52,2
1005,484,7,Gray,3,Everton,Everton,11,54,2
1030,495,7,Kucka,3,Watford,Watford,57,55,2
1040,503,7,Gordon,3,Everton,Everton,11,47,2
1045,516,7,Sargent,4,Norwich,Norwich,45,54,2
1065,525,7,A.Armstrong,4,Southampton,Southampton,20,57,2
1075,555,7,Varane,2,Man Utd,Man Utd,1,55,2
1105,581,7,Normann,3,Norwich,Norwich,45,45,2
1120,586,7,Edouard,4,Crystal Palace,Crystal Palace,31,60,2
1125,588,7,Emerson Royal,2,Spurs,Spurs,6,46,2
5,6,7,Lacazette,4,Arsenal,Arsenal,3,81,1
50,43,7,Buendía,3,Aston Villa,Aston Villa,7,61,1
55,44,7,Cash,2,Aston Villa,Aston Villa,7,53,1
60,51,7,Ramsey,3,Aston Villa,Aston Villa,7,47,1
90,60,7,March,3,Brighton,Brighton,36,53,1
115,74,7,Mac Allister,3,Brighton,Brighton,36,51,1
130,77,7,Nørgaard,3,Brentford,Brentford,94,50,1
175,109,7,Wood,4,Burnley,Newcastle,4,63,1
185,111,7,Vydra,4,Burnley,Burnley,90,52,1
215,121,7,Thiago Silva,2,Chelsea,Chelsea,8,56,1
220,123,7,Jorginho,3,Chelsea,Chelsea,8,57,1
260,138,7,Mount,3,Chelsea,Chelsea,8,77,1
295,148,7,McArthur,3,Crystal Palace,Crystal Palace,31,43,1
300,149,7,Benteke,4,Crystal Palace,Crystal Palace,31,59,1
310,153,7,Ayew,4,Crystal Palace,Crystal Palace,31,58,1
325,162,7,Mitchell,2,Crystal Palace,Crystal Palace,31,45,1
360,176,7,Davies,3,Everton,Everton,11,48,1
400,198,7,Struijk,2,Leeds,Leeds,2,43,1
410,200,7,Schmeichel,1,Leicester,Leicester,13,50,1
420,210,7,Tielemans,3,Leicester,Leicester,13,64,1
