,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
135,19,273,Stones,2,Man City,Man City,43,51,21
643,19,481,Pereira,3,West Brom,West Brom,35,54,15
830,19,4,Aubameyang,3,Arsenal,Arsenal,3,113,15
94,19,228,Tielemans,3,Leicester,Leicester,13,64,12
519,19,42,Targett,2,Aston Villa,Aston Villa,7,50,12
579,19,458,Boly,2,Wolves,Wolves,39,54,12
829,19,5,Cédric,2,Arsenal,Arsenal,3,46,12
354,19,236,Ndidi,3,Leicester,Leicester,13,48,11
482,19,120,Mount,3,Chelsea,Chelsea,8,73,11
525,19,96,Pope,1,Burnley,Burnley,90,55,11
755,19,556,Dias,2,Man City,Man City,43,59,11
263,19,252,Alisson,1,Liverpool,Liverpool,14,60,10
711,19,271,Gündogan,3,Man City,Man City,43,55,10
41,19,68,Maupay,4,Brighton,Brighton,36,58,9
51,19,281,Bernardo Silva,3,Man City,Man City,43,74,9
241,19,24,Saka,3,Arsenal,Arsenal,3,51,9
257,19,405,Ndombele,3,Spurs,Spurs,6,59,9
379,19,296,Pogba,3,Man Utd,Man Utd,1,76,9
467,19,388,Kane,4,Spurs,Spurs,6,119,9
502,19,286,Rodrigo,3,Man City,Man City,43,53,9
623,19,217,Schmeichel,1,Leicester,Leicester,13,54,9
644,19,481,Pereira,3,West Brom,West Brom,35,54,9
669,19,231,Maddison,3,Leicester,Leicester,13,72,9
719,19,358,Callum Robinson,4,West Brom,West Brom,35,52,9
772,19,235,Barnes,3,Leicester,Leicester,13,66,9
780,19,437,Antonio,4,West Ham,West Ham,21,67,9
781,19,437,Antonio,4,West Ham,West Ham,21,67,9
3,19,276,Sterling,3,Man City,Man City,43,109,8
208,19,239,Justin,2,Leicester,Leicester,13,48,8
210,19,109,Rüdiger,2,Chelsea,Chelsea,8,47,8
216,19,540,Traoré,3,Aston Villa,Aston Villa,7,58,8
316,19,450,Fornals,3,West Ham,West Ham,21,58,8
359,19,389,Aurier,2,Spurs,Spurs,6,52,8
551,19,300,Shaw,2,Man Utd,Man Utd,1,55,8
620,19,496,Cash,2,Aston Villa,Aston Villa,7,50,8
622,19,217,Schmeichel,1,Leicester,Leicester,13,54,8
654,19,62,Dunk,2,Brighton,Brighton,36,48,8
663,19,46,Konsa,2,Aston Villa,Aston Villa,7,46,8
670,19,231,Maddison,3,Leicester,Leicester,13,72,8
710,19,271,Gündogan,3,Man City,Man City,43,55,8
919,19,435,Cresswell,2,West Ham,West Ham,21,57,8
113,19,272,De Bruyne,3,Man City,Man City,43,118,7
275,19,445,Bowen,3,West Ham,West Ham,21,58,7
310,19,67,Veltman,2,Brighton,Brighton,36,43,7
352,19,87,Barnes,4,Burnley,Burnley,90,60,7
371,19,88,Mee,2,Burnley,Burnley,90,47,7
448,19,557,Lookman,3,Fulham,Fulham,54,47,7
479,19,569,Cavani,4,Man Utd,Man Utd,1,80,7
487,19,278,Ederson,1,Man City,Man City,43,61,7
577,19,291,de Gea,1,Man Utd,Man Utd,1,53,7
599,19,277,Cancelo,2,Man City,Man City,43,58,7
621,19,344,McGoldrick,4,Sheffield Utd,Sheffield Utd,49,52,7
635,19,597,Sánchez,1,Brighton,Brighton,36,45,7
639,19,81,Tarkowski,2,Burnley,Burnley,90,53,7
707,19,298,Maguire,2,Man Utd,Man Utd,1,55,7
756,19,556,Dias,2,Man City,Man City,43,59,7
950,19,219,Evans,2,Leicester,Leicester,13,56,7
951,19,219,Evans,2,Leicester,Leicester,13,56,7
71,19,8,Leno,1,Arsenal,Arsenal,3,50,6
103,19,576,Dawson,2,West Ham,West Ham,21,45,6
115,19,266,Fernandinho,2,Man City,Man City,43,54,6
128,19,259,Alexander-Arnold,2,Liverpool,Liverpool,14,78,6
136,19,273,Stones,2,Man City,Man City,43,51,6
149,19,548,Mendy,1,Chelsea,Chelsea,8,53,6
157,19,514,Watkins,4,Aston Villa,Aston Villa,7,63,6
189,19,308,Lindelöf,2,Man Utd,Man Utd,1,48,6
209,19,239,Justin,2,Leicester,Leicester,13,48,6
292,19,270,Walker,2,Man City,Man City,43,61,6
297,19,23,Smith Rowe,3,Arsenal,Arsenal,3,42,6
315,19,567,Partey,3,Arsenal,Arsenal,3,49,6
339,19,419,Ajayi,2,West Brom,West Brom,35,48,6
345,19,346,Fleck,3,Sheffield Utd,Sheffield Utd,49,56,6
362,19,74,White,2,Brighton,Brighton,36,45,6
374,19,283,Zinchenko,2,Man City,Man City,43,55,6
375,19,283,Zinchenko,2,Man City,Man City,43,55,6
387,19,558,Coufal,2,West Ham,West Ham,21,48,6
388,19,558,Coufal,2,West Ham,West Ham,21,48,6
426,19,41,Mings,2,Aston Villa,Aston Villa,7,54,6
429,19,490,Thiago Silva,2,Chelsea,Chelsea,8,56,6
457,19,498,Castagne,2,Leicester,Leicester,13,58,6
458,19,498,Castagne,2,Leicester,Leicester,13,58,6
486,19,278,Ederson,1,Man City,Man City,43,61,6
510,19,504,Fabio Silva,4,Wolves,Wolves,39,52,6
518,19,42,Targett,2,Aston Villa,Aston Villa,7,50,6
540,19,80,Mac Allister,3,Brighton,Brighton,36,53,6
573,19,221,Albrighton,3,Leicester,Leicester,13,52,6
666,19,12,Martínez,1,Aston Villa,Aston Villa,7,53,6
692,19,191,Anguissa,3,Fulham,Fulham,54,44,6
695,19,61,Burn,2,Brighton,Brighton,36,42,6
701,19,313,Wan-Bissaka,2,Man Utd,Man Utd,1,58,6
717,19,431,Fabianski,1,West Ham,West Ham,21,50,6
750,19,232,Chilwell,2,Chelsea,Chelsea,8,59,6
758,19,561,Fofana,2,Leicester,Leicester,13,50,6
773,19,235,Barnes,3,Leicester,Leicester,13,66,6
784,19,3,David Luiz,2,Arsenal,Arsenal,3,54,6
817,19,92,Lowton,2,Burnley,Burnley,90,44,6
835,19,37,Grealish,3,Aston Villa,Aston Villa,7,75,6
883,19,255,Robertson,2,Liverpool,Liverpool,14,73,6
932,19,16,Holding,2,Arsenal,Arsenal,3,43,6
98,19,302,Fernandes,3,Man Utd,Man Utd,1,113,5
182,19,432,Ogbonna,2,West Ham,West Ham,21,47,5
318,19,66,Webster,2,Brighton,Brighton,36,43,5
413,19,390,Son,3,Spurs,Spurs,6,96,5
507,19,400,Bergwijn,3,Spurs,Spurs,6,70,5
514,19,102,Azpilicueta,2,Chelsea,Chelsea,8,58,5
825,19,396,Højbjerg,3,Spurs,Spurs,6,49,5
112,19,282,Jesus,4,Man City,Man City,43,91,4
703,19,412,Bartley,2,West Brom,West Brom,35,44,4
818,19,287,Torres,3,Man City,Man City,43,70,4
4,19,276,Sterling,3,Man City,Man City,43,109,3
52,19,244,Henderson,3,Liverpool,Liverpool,14,54,3
78,19,95,Brady,3,Burnley,Burnley,90,50,3
95,19,228,Tielemans,3,Leicester,Leicester,13,64,3
97,19,302,Fernandes,3,Man Utd,Man Utd,1,113,3
123,19,284,Foden,3,Man City,Man City,43,61,3
177,19,65,March,3,Brighton,Brighton,36,49,3
193,19,516,Areola,1,Fulham,Fulham,54,45,3
200,19,251,Mané,3,Liverpool,Liverpool,14,118,3
215,19,540,Traoré,3,Aston Villa,Aston Villa,7,58,3
226,19,9,Xhaka,3,Arsenal,Arsenal,3,52,3
233,19,243,Wijnaldum,3,Liverpool,Liverpool,14,53,3
242,19,254,Salah,3,Liverpool,Liverpool,14,129,3
264,19,252,Alisson,1,Liverpool,Liverpool,14,60,3
274,19,445,Bowen,3,West Ham,West Ham,21,58,3
295,19,448,Rice,3,West Ham,West Ham,21,47,3
321,19,107,Kovacic,3,Chelsea,Chelsea,8,53,3
353,19,236,Ndidi,3,Leicester,Leicester,13,48,3
361,19,89,Westwood,3,Burnley,Burnley,90,53,3
376,19,106,Barkley,3,Aston Villa,Aston Villa,7,58,3
377,19,106,Barkley,3,Aston Villa,Aston Villa,7,58,3
378,19,296,Pogba,3,Man Utd,Man Utd,1,76,3
391,19,105,Jorginho,3,Chelsea,Chelsea,8,47,3
491,19,69,Trossard,3,Brighton,Brighton,36,55,3
578,19,291,de Gea,1,Man Utd,Man Utd,1,53,3
583,19,100,McNeil,3,Burnley,Burnley,90,57,3
592,19,57,Groß,3,Brighton,Brighton,36,58,3
594,19,531,Thiago,3,Liverpool,Liverpool,14,55,3
658,19,587,Benrahma,3,West Ham,West Ham,21,59,3
665,19,12,Martínez,1,Aston Villa,Aston Villa,7,53,3
738,19,119,Pulisic,3,Chelsea,Chelsea,8,83,3
743,19,383,Lloris,1,Spurs,Spurs,6,56,3
814,19,309,McTominay,3,Man Utd,Man Utd,1,49,3
837,19,299,Fred,3,Man Utd,Man Utd,1,53,3
840,19,52,Douglas Luiz,3,Aston Villa,Aston Villa,7,48,3
57,19,211,Struijk,2,Leeds,Leeds,2,40,2
62,19,325,Darlow,1,Newcastle,Newcastle,4,49,2
63,19,325,Darlow,1,Newcastle,Newcastle,4,49,2
