,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
675,390,2,Son,3,Spurs,Spurs,6,96,24
665,388,2,Kane,4,Spurs,Spurs,6,119,21
300,164,2,Calvert-Lewin,4,Everton,Everton,11,75,17
95,68,2,Maupay,4,Brighton,Brighton,36,58,16
435,251,2,Mané,3,Liverpool,Liverpool,14,118,16
70,46,2,Konsa,2,Aston Villa,Aston Villa,7,46,15
245,141,2,Zaha,3,Crystal Palace,Crystal Palace,31,71,15
355,202,2,Bamford,4,Leeds,Leeds,2,66,14
365,205,2,Costa,3,Leeds,Leeds,2,50,14
440,252,2,Alisson,1,Liverpool,Liverpool,14,60,14
20,12,2,Martínez,1,Aston Villa,Aston Villa,7,53,13
410,235,2,Barnes,3,Leicester,Leicester,13,66,13
470,272,2,De Bruyne,3,Man City,Man City,43,118,13
305,166,2,Richarlison,4,Everton,Everton,11,77,12
320,184,2,Mitrović,4,Fulham,Fulham,54,55,12
930,508,2,Rodríguez,3,Everton,Everton,11,77,12
615,366,2,Ings,4,Southampton,Southampton,20,84,11
60,41,2,Mings,2,Aston Villa,Aston Villa,7,54,10
855,481,2,Pereira,3,West Brom,West Brom,35,54,10
235,137,2,Townsend,3,Crystal Palace,Crystal Palace,31,55,9
340,198,2,Klich,3,Leeds,Leeds,2,52,9
500,284,2,Foden,3,Man City,Man City,43,61,9
905,498,2,Castagne,2,Leicester,Leicester,13,58,9
30,22,2,Nketiah,4,Arsenal,Arsenal,3,53,8
125,78,2,Connolly,4,Brighton,Brighton,36,52,8
390,225,2,Praet,3,Leicester,Leicester,13,52,8
915,501,2,Ceballos,3,Arsenal,Arsenal,3,47,8
5,6,2,Lacazette,4,Arsenal,Arsenal,3,84,7
250,142,2,Schlupp,3,Crystal Palace,Crystal Palace,31,53,7
280,156,2,Keane,2,Everton,Everton,11,50,7
415,239,2,Justin,2,Leicester,Leicester,13,48,7
430,250,2,van Dijk,2,Liverpool,Liverpool,14,62,7
460,259,2,Alexander-Arnold,2,Liverpool,Liverpool,14,78,7
765,446,2,Diangana,3,West Brom,West Brom,35,50,7
90,66,2,Webster,2,Brighton,Brighton,36,43,6
100,69,2,Trossard,3,Brighton,Brighton,36,55,6
105,70,2,Ryan,1,Brighton,Arsenal,3,41,6
110,74,2,White,2,Brighton,Brighton,36,45,6
150,91,2,Wood,4,Burnley,Burnley,90,66,6
455,255,2,Robertson,2,Liverpool,Liverpool,14,73,6
740,437,2,Antonio,4,West Ham,West Ham,21,67,6
810,460,2,Jiménez,4,Wolves,Wolves,39,81,6
890,495,2,van de Beek,3,Man Utd,Man Utd,1,66,6
955,519,2,Dunne,2,Burnley,Burnley,90,38,6
