,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
935,482,23,Schär,2,15,Newcastle,4,45,21
856,432,23,Jota,3,20,Wolves,39,63,19
5,3,23,Koscielny,2,1,Arsenal,3,54,15
428,253,23,Salah,3,12,Liverpool,14,132,15
469,266,23,Danilo,2,13,Man City,43,48,15
497,275,23,Sané,3,13,Man City,43,93,12
10,4,23,Bellerín,2,1,Arsenal,3,53,11
35,12,23,Sokratis,2,1,Arsenal,3,51,11
607,312,23,Lascelles,2,15,Newcastle,4,47,11
133,59,23,Groß,3,3,Brighton,36,67,10
477,270,23,Sterling,3,13,Man City,43,117,10
652,338,23,Ward-Prowse,3,16,Southampton,20,51,10
712,368,23,Winks,3,17,Spurs,6,55,10
920,475,23,Moutinho,3,20,Wolves,39,51,10
115,43,23,Wilson,4,2,Bournemouth,91,69,9
335,172,23,Sigurdsson,3,8,Everton,11,74,9
702,365,23,Alli,3,17,Spurs,6,88,9
752,383,23,Kiko Femenía,2,18,Watford,57,42,9
55,22,23,Lacazette,4,1,Arsenal,3,94,8
120,45,23,King,4,2,Bournemouth,91,64,8
149,67,23,Heaton,1,4,Burnley,90,48,8
448,257,23,Firmino,4,12,Liverpool,14,93,8
465,265,23,Walker,2,13,Man City,43,64,8
582,302,23,Pogba,3,14,Man Utd,1,86,8
587,305,23,Rashford,4,14,Man Utd,1,73,8
747,382,23,Mariappa,2,18,Watford,57,42,8
871,445,23,Foster,1,18,Watford,57,46,8
70,27,23,Steve Cook,2,2,Bournemouth,91,43,7
304,149,23,Townsend,3,7,Crystal Palace,31,56,7
383,225,23,Gray,3,11,Leicester,13,54,7
418,251,23,Mané,3,12,Liverpool,14,103,7
632,326,23,Pérez,4,15,Newcastle,4,61,7
0,2,23,Leno,1,1,Arsenal,3,49,6
25,8,23,Kolasinac,2,1,Arsenal,3,49,6
65,25,23,Boruc,1,2,Bournemouth,91,41,6
80,29,23,Adam Smith,2,2,Bournemouth,91,43,6
85,31,23,Aké,2,2,Bournemouth,91,51,6
110,42,23,Brooks,3,2,Bournemouth,91,50,6
159,72,23,Tarkowski,2,4,Burnley,90,47,6
164,74,23,Taylor,2,4,Burnley,90,44,6
279,138,23,Tomkins,2,7,Crystal Palace,31,43,6
398,241,23,Clyne,2,2,Bournemouth,91,44,6
453,260,23,Ederson,1,13,Man City,43,57,6
461,264,23,Otamendi,2,13,Man City,43,60,6
473,268,23,Laporte,2,13,Man City,43,63,6
597,309,23,Dubravka,1,15,Newcastle,4,50,6
602,310,23,Yedlin,2,15,Newcastle,4,45,6
612,314,23,Lejeune,2,15,Newcastle,4,44,6
627,323,23,Hayden,3,15,Newcastle,4,43,6
697,364,23,Eriksen,3,17,Spurs,6,92,6
737,378,23,Holebas,2,18,Watford,57,48,6
846,427,23,Bennett,2,20,Wolves,39,41,6
861,433,23,Neves,3,20,Wolves,39,49,6
945,486,23,Meyer,3,7,Crystal Palace,31,55,6
137,60,23,Pröpper,3,3,Brighton,36,48,5
154,70,23,Mee,2,4,Burnley,90,46,5
169,75,23,Bardsley,2,4,Burnley,90,42,5
309,150,23,Milivojevic,3,7,Crystal Palace,31,65,5
314,151,23,Zaha,4,7,Crystal Palace,31,70,5
393,234,23,Vardy,4,11,Leicester,13,90,5
413,247,23,Robertson,2,12,Liverpool,14,67,5
443,256,23,Keita,3,12,Liverpool,14,71,5
509,280,23,Agüero,4,13,Man City,43,120,5
547,294,23,Dalot,2,14,Man Utd,1,53,5
866,437,23,Jiménez,4,20,Wolves,39,69,5
955,493,23,Rondón,4,15,Newcastle,4,59,5
