,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
635,390,29,Son,3,17,Spurs,6,83,16
595,363,29,Ki Sung-yueng,3,16,Swansea,80,46,13
438,256,29,Bernardo Silva,3,11,Man City,43,72,11
547,328,29,Butland,1,15,Stoke,110,50,11
331,199,29,Mahrez,3,9,Leicester,13,87,10
583,356,29,van der Hoorn,2,16,Swansea,80,44,10
179,107,29,Matic,3,12,Man Utd,1,47,9
376,223,29,Alexander-Arnold,2,10,Liverpool,14,44,9
422,248,29,David Silva,3,11,Man City,43,82,9
688,417,29,Deeney,4,18,Watford,57,63,9
739,449,29,André Ayew,3,16,Swansea,80,68,9
834,592,29,Tosun,4,7,Everton,11,67,9
857,616,29,Aubameyang,4,1,Arsenal,3,108,9
88,51,29,King,4,2,Bournemouth,91,70,8
102,55,29,Dunk,2,3,Brighton,36,45,8
351,214,29,Karius,1,10,Liverpool,14,49,8
386,230,29,Mané,3,10,Liverpool,14,94,8
396,234,29,Salah,3,10,Liverpool,14,106,8
454,263,29,Smalling,2,12,Man Utd,1,57,8
486,285,29,Lukaku,4,12,Man Utd,1,115,8
611,380,29,Vertonghen,2,17,Spurs,6,61,8
648,401,29,Holebas,2,18,Watford,57,48,8
816,525,29,Hoedt,2,14,Southampton,20,50,8
824,536,29,Karnezis,1,18,Watford,57,45,8
118,71,29,Murray,4,3,Brighton,36,59,7
122,76,29,Lowton,2,4,Burnley,90,44,7
150,93,29,Barnes,4,4,Burnley,90,53,7
158,99,29,Zouma,2,15,Stoke,110,54,7
201,124,29,van Aanholt,2,6,Crystal Palace,31,52,7
339,201,29,King,3,16,Swansea,80,42,7
356,215,29,Lovren,2,10,Liverpool,14,53,7
526,305,29,McCarthy,1,14,Southampton,20,44,7
603,375,29,Lloris,1,17,Spurs,6,55,7
820,532,29,Aurier,2,17,Spurs,6,59,7
853,612,29,Laporte,2,11,Man City,43,51,7
21,19,29,Chamberlain,3,10,Liverpool,14,55,6
106,56,29,Duffy,2,3,Brighton,36,46,6
114,70,29,Groß,3,3,Brighton,36,59,6
221,131,29,Townsend,3,6,Crystal Palace,31,56,6
406,240,29,Ederson,1,11,Man City,43,57,6
414,245,29,Otamendi,2,11,Man City,43,64,6
530,307,29,Bertrand,2,14,Southampton,20,53,6
534,310,29,Cédric,2,14,Southampton,20,47,6
538,311,29,van Dijk,2,10,Liverpool,14,57,6
607,379,29,Walker,2,11,Man City,43,66,6
615,381,29,Davies,2,17,Spurs,6,58,6
