,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
190,112,23,Pope,1,Burnley,Burnley,90,54,19
160,98,23,Tarkowski,2,Burnley,Burnley,90,49,14
205,121,23,Thiago Silva,2,Chelsea,Chelsea,8,57,13
791,426,23,Moutinho,3,Wolves,Wolves,39,49,13
952,516,23,Sargent,4,Norwich,Norwich,45,54,13
165,100,23,Pieters,2,Burnley,Burnley,90,41,12
175,106,23,Mee,2,Burnley,Burnley,90,47,12
263,168,23,Digne,2,Aston Villa,Aston Villa,7,51,12
1007,585,23,Roberts,2,Burnley,Burnley,90,44,12
216,131,23,Ziyech,3,Chelsea,Chelsea,8,73,11
399,234,23,Robertson,2,Liverpool,Liverpool,14,72,11
546,291,23,Shelvey,3,Newcastle,Newcastle,4,53,11
54,43,23,Buendía,3,Aston Villa,Aston Villa,7,62,10
451,259,23,Laporte,2,Man City,Man City,43,58,10
1027,676,23,Kamara,2,Watford,Watford,57,45,10
391,232,23,Fabinho,3,Liverpool,Liverpool,14,54,9
551,295,23,Dubravka,1,Newcastle,Newcastle,4,44,9
840,448,23,Gunn,1,Norwich,Norwich,45,40,9
855,455,23,Daka,4,Leicester,Leicester,13,71,9
942,510,23,Dalot,2,Man Utd,Man Utd,1,43,9
9,16,23,Tierney,2,Arsenal,Arsenal,3,51,8
96,67,23,White,2,Arsenal,Arsenal,3,45,8
214,129,23,Arrizabalaga,1,Chelsea,Chelsea,8,46,8
379,229,23,van Dijk,2,Liverpool,Liverpool,14,68,8
421,251,23,De Bruyne,3,Man City,Man City,43,117,8
631,342,23,Walker-Peters,2,Southampton,Southampton,20,48,8
721,382,23,Femenía,2,Watford,Watford,57,43,8
816,436,23,Neves,3,Wolves,Wolves,39,53,8
972,555,23,Varane,2,Man Utd,Man Utd,1,55,8
980,559,23,Ramsdale,1,Arsenal,Arsenal,3,51,8
1012,586,23,Edouard,4,Crystal Palace,Crystal Palace,31,62,8
125,78,23,Toney,4,Brentford,Brentford,94,67,7
207,127,23,Rüdiger,2,Chelsea,Chelsea,8,61,7
541,290,23,Williams,2,Norwich,Norwich,45,39,7
766,418,23,Coufal,2,West Ham,West Ham,21,47,7
836,447,23,Welbeck,4,Brighton,Brighton,36,59,7
1032,677,23,Samir,2,Watford,Watford,57,45,7
1037,678,23,Trippier,2,Newcastle,Newcastle,4,50,7
26,23,23,Gabriel,2,Arsenal,Arsenal,3,53,6
39,38,23,Mings,2,Aston Villa,Aston Villa,7,50,6
64,45,23,Konsa,2,Aston Villa,Aston Villa,7,49,6
200,118,23,McNeil,3,Burnley,Burnley,90,56,6
343,215,23,Barnes,3,Leicester,Leicester,13,66,6
375,227,23,Chamberlain,3,Liverpool,Liverpool,14,58,6
481,270,23,de Gea,1,Man Utd,Man Utd,1,51,6
511,279,23,Telles,2,Man Utd,Man Utd,1,50,6
516,281,23,Rashford,3,Man Utd,Man Utd,1,94,6
561,299,23,Lascelles,2,Newcastle,Newcastle,4,44,6
571,305,23,Schär,2,Newcastle,Newcastle,4,43,6
596,319,23,Hanley,2,Norwich,Norwich,45,44,6
601,326,23,Aarons,2,Norwich,Norwich,45,43,6
706,376,23,Foster,1,Watford,Watford,57,41,6
711,379,23,Cathcart,2,Watford,Watford,57,43,6
845,449,23,Rashica,3,Norwich,Norwich,45,52,6
860,456,23,Gibson,2,Norwich,Norwich,45,44,6
925,501,23,Sarr,2,Chelsea,Chelsea,8,49,6
983,575,23,Lennon,3,Burnley,Burnley,90,48,6
29,30,23,Martínez,1,Aston Villa,Aston Villa,7,55,5
59,44,23,Cash,2,Aston Villa,Aston Villa,7,53,5
92,63,23,Maupay,4,Brighton,Brighton,36,65,5
155,96,23,Mbeumo,3,Brentford,Brentford,94,52,5
180,107,23,Westwood,3,Burnley,Burnley,90,52,5
248,159,23,Mateta,4,Crystal Palace,Crystal Palace,31,52,5
407,240,23,Jota,3,Liverpool,Liverpool,14,83,5
491,273,23,Maguire,2,Man Utd,Man Utd,1,54,5
586,315,23,Pukki,4,Norwich,Norwich,45,58,5
606,329,23,Idah,4,Norwich,Norwich,45,49,5
656,354,23,Sissoko,3,Watford,Watford,57,44,5
821,437,23,Semedo,2,Wolves,Wolves,39,48,5
1042,679,23,Kayembe,3,Watford,Watford,57,46,5
99,69,23,Sánchez,1,Brighton,Brighton,36,46,4
15,19,23,Willock,3,Newcastle,Newcastle,4,57,3
20,21,23,Smith Rowe,3,Arsenal,Arsenal,3,57,3
23,22,23,Saka,3,Arsenal,Arsenal,3,67,3
34,35,23,McGinn,3,Aston Villa,Aston Villa,7,57,3
69,50,23,Douglas Luiz,3,Aston Villa,Aston Villa,7,44,3
74,51,23,Ramsey,3,Aston Villa,Aston Villa,7,48,3
170,104,23,Rodriguez,4,Burnley,Burnley,90,52,3
313,200,23,Schmeichel,1,Leicester,Leicester,13,48,3
387,231,23,Alisson,1,Liverpool,Liverpool,14,60,3
496,274,23,Fred,3,Man Utd,Man Utd,1,49,3
506,277,23,Fernandes,3,Man Utd,Man Utd,1,116,3
531,285,23,McTominay,3,Man Utd,Man Utd,1,54,3
556,298,23,Fraser,3,Newcastle,Newcastle,4,53,3
611,333,23,Forster,1,Southampton,Southampton,20,44,3
646,351,23,Salisu,2,Southampton,Southampton,20,45,3
870,468,23,King,4,Watford,Watford,57,57,3
880,471,23,Lees-Melou,3,Norwich,Norwich,45,48,3
947,512,23,Elanga,3,Man Utd,Man Utd,1,48,3
977,558,23,Ødegaard,3,Arsenal,Arsenal,3,55,3
988,578,23,Cornet,3,Burnley,Burnley,90,59,3
1017,587,23,Lookman,3,Leicester,Leicester,13,60,3
1047,681,23,Coutinho,3,Aston Villa,Aston Villa,7,75,3
3,6,23,Lacazette,4,Arsenal,Arsenal,3,84,2
49,40,23,Watkins,4,Aston Villa,Aston Villa,7,75,2
84,61,23,Webster,2,Brighton,Brighton,36,43,2
88,62,23,Veltman,2,Brighton,Brighton,36,42,2
107,74,23,Mac Allister,3,Brighton,Brighton,36,52,2
111,75,23,Moder,3,Brighton,Brighton,36,45,2
135,81,23,Canós,3,Brentford,Brentford,94,55,2
185,109,23,Wood,4,Newcastle,Newcastle,4,67,2
195,115,23,Brownhill,3,Burnley,Burnley,90,43,2
209,128,23,Zouma,2,West Ham,West Ham,21,54,2
223,146,23,Guaita,1,Crystal Palace,Crystal Palace,31,46,2
273,170,23,Pickford,1,Everton,Everton,11,49,2
278,178,23,Holgate,2,Everton,Everton,11,42,2
283,180,23,Richarlison,4,Everton,Everton,11,75,2
303,196,23,Raphinha,3,Leeds,Leeds,2,65,2
308,199,23,Meslier,1,Leeds,Leeds,2,48,2
328,208,23,Amartey,2,Leicester,Leicester,13,39,2
333,210,23,Tielemans,3,Leicester,Leicester,13,64,2
338,212,23,Maddison,3,Leicester,Leicester,13,68,2
353,217,23,Söyüncü,2,Leicester,Leicester,13,49,2
358,219,23,Thomas,2,Leicester,Leicester,13,43,2
363,222,23,Henderson,3,Liverpool,Liverpool,14,50,2
367,224,23,Matip,2,Liverpool,Liverpool,14,49,2
403,237,23,Alexander-Arnold,2,Liverpool,Liverpool,14,85,2
411,249,23,Walker,2,Man City,Man City,43,54,2
441,256,23,Cancelo,2,Man City,Man City,43,69,2
446,257,23,Ederson,1,Man City,Man City,43,61,2
456,261,23,Bernardo,3,Man City,Man City,43,71,2
461,262,23,Dias,2,Man City,Man City,43,62,2
466,265,23,Foden,3,Man City,Man City,43,78,2
471,266,23,Rodrigo,3,Man City,Man City,43,55,2
476,267,23,Harrison,3,Leeds,Leeds,2,55,2
536,287,23,James,3,Leeds,Leeds,2,60,2
591,318,23,McLean,3,Norwich,Norwich,45,49,2
616,335,23,Romeu,3,Southampton,Southampton,20,45,2
626,341,23,Ward-Prowse,3,Southampton,Southampton,20,65,2
641,345,23,Adams,4,Southampton,Southampton,20,69,2
651,353,23,Lloris,1,Spurs,Spurs,6,54,2
661,357,23,Kane,4,Spurs,Spurs,6,125,2
691,365,23,Højbjerg,3,Spurs,Spurs,6,49,2
696,366,23,Winks,3,Spurs,Spurs,6,44,2
746,411,23,Cresswell,2,West Ham,West Ham,21,54,2
751,413,23,Antonio,4,West Ham,West Ham,21,75,2
756,414,23,Dawson,2,West Ham,West Ham,21,49,2
761,416,23,Lanzini,3,West Ham,West Ham,21,57,2
771,420,23,Bowen,3,West Ham,West Ham,21,68,2
781,422,23,Soucek,3,West Ham,West Ham,21,57,2
786,423,23,Fornals,3,West Ham,West Ham,21,60,2
796,429,23,Coady,2,Wolves,Wolves,39,49,2
811,434,23,Dendoncker,3,Wolves,Wolves,39,47,2
826,438,23,Podence,3,Wolves,Wolves,39,55,2
831,439,23,Kilman,2,Wolves,Wolves,39,46,2
865,464,23,Olise,3,Crystal Palace,Crystal Palace,31,54,2
875,470,23,Ait Nouri,2,Wolves,Wolves,39,44,2
927,502,23,Kenny,2,Everton,Everton,11,44,2
937,505,23,Dewsbury-Hall,3,Leicester,Leicester,13,44,2
962,518,23,Broja,4,Southampton,Southampton,20,55,2
993,579,23,Ronaldo,4,Man Utd,Man Utd,1,122,2
1003,584,23,Cucurella,2,Brighton,Brighton,36,50,2
1055,700,23,Weghorst,4,Burnley,Burnley,90,64,2
79,58,23,Burn,2,Brighton,Newcastle,4,44,1
103,71,23,Lamptey,2,Brighton,Brighton,36,45,1
120,77,23,Nørgaard,3,Brentford,Brentford,94,50,1
140,83,23,Henry,2,Brentford,Brentford,94,45,1
145,86,23,Jensen,3,Brentford,Brentford,94,49,1
150,91,23,Pinnock,2,Brentford,Brentford,94,45,1
218,144,23,Gallagher,3,Crystal Palace,Crystal Palace,31,61,1
233,153,23,Ayew,4,Crystal Palace,Crystal Palace,31,58,1
243,155,23,Schlupp,3,Crystal Palace,Crystal Palace,31,54,1
253,162,23,Mitchell,2,Crystal Palace,Crystal Palace,31,45,1
288,187,23,Rodrigo,4,Leeds,Leeds,2,62,1
293,188,23,Dallas,3,Leeds,Leeds,2,49,1
298,190,23,Llorente,2,Leeds,Leeds,2,45,1
318,202,23,Albrighton,3,Leicester,Leicester,13,52,1
436,255,23,Sterling,3,Man City,Man City,43,105,1
576,307,23,Saint-Maximin,4,Newcastle,Newcastle,4,68,1
581,310,23,Joelinton,4,Newcastle,Newcastle,4,58,1
621,339,23,S.Armstrong,3,Southampton,Southampton,20,58,1
636,343,23,Bednarek,2,Southampton,Southampton,20,44,1
671,360,23,Doherty,2,Spurs,Spurs,6,48,1
676,361,23,Dier,2,Spurs,Spurs,6,46,1
681,362,23,Lucas Moura,3,Spurs,Spurs,6,61,1
686,364,23,Davies,2,Spurs,Spurs,6,44,1
716,381,23,Cleverley,3,Watford,Watford,57,48,1
726,386,23,Hughes,3,Crystal Palace,Crystal Palace,31,47,1
776,421,23,Rice,3,West Ham,West Ham,21,50,1
890,475,23,Sá,1,Wolves,Wolves,39,53,1
895,477,23,Guéhi,2,Crystal Palace,Crystal Palace,31,45,1
900,483,23,Ajer,2,Brentford,Brentford,94,44,1
910,488,23,Andersen,2,Crystal Palace,Crystal Palace,31,45,1
932,503,23,Gordon,3,Everton,Everton,11,45,1
967,524,23,Wissa,3,Brentford,Brentford,94,57,1
0,5,23,Cédric,2,Arsenal,Arsenal,3,42,0
6,15,23,Partey,3,Arsenal,Arsenal,3,50,0
12,17,23,Pépé,3,Arsenal,Arsenal,3,69,0
44,39,23,Targett,2,Aston Villa,Newcastle,4,47,0
115,76,23,Jansson,2,Brentford,Brentford,94,45,0
130,80,23,Raya,1,Brentford,Brentford,94,43,0
228,148,23,McArthur,3,Crystal Palace,Crystal Palace,31,43,0
238,154,23,Zaha,3,Crystal Palace,Crystal Palace,31,68,0
258,165,23,Coleman,2,Everton,Everton,11,49,0
268,169,23,Keane,2,Everton,Everton,11,47,0
323,205,23,Vardy,4,Leicester,Leicester,13,103,0
348,216,23,Ndidi,3,Leicester,Leicester,13,48,0
371,225,23,Thiago,3,Liverpool,Liverpool,14,53,0
383,230,23,Mané,3,Liverpool,Liverpool,14,117,0
