,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
405,32,340,Arnautovic,3,20,West Ham,21,71,16
67,32,388,Alli,3,17,Spurs,6,90,15
347,32,189,Schmeichel,1,9,Leicester,13,51,15
26,32,14,Sánchez,3,12,Man Utd,1,114,14
508,32,616,Aubameyang,4,1,Arsenal,3,108,13
70,32,196,Chilwell,2,9,Leicester,13,44,11
152,32,248,David Silva,3,11,Man City,43,82,11
55,32,446,Masuaku,2,20,West Ham,21,42,10
336,32,608,João Mário,3,20,West Ham,21,60,10
105,32,387,Eriksen,3,17,Spurs,6,97,9
112,32,518,Wood,4,4,Burnley,90,62,9
156,32,288,Yedlin,2,13,Newcastle,4,45,9
204,32,294,Lejeune,2,13,Newcastle,4,43,9
328,32,51,King,4,2,Bournemouth,91,70,9
387,32,132,Milivojevic,3,6,Crystal Palace,31,52,9
610,32,208,Iborra,3,9,Leicester,13,57,9
40,32,475,Robertson,2,10,Liverpool,14,50,8
206,32,407,Kiko Femenía,2,18,Watford,57,43,8
212,32,259,Jesus,4,11,Man City,43,104,8
376,32,255,Sané,3,11,Man City,43,87,8
526,32,415,Pereyra,3,18,Watford,57,58,8
533,32,285,Lukaku,4,12,Man Utd,1,115,8
542,32,435,Rondón,4,19,West Brom,35,60,8
566,32,12,Mustafi,2,1,Arsenal,3,54,8
54,32,267,Valencia,2,12,Man Utd,1,69,7
65,32,302,Pérez,4,13,Newcastle,4,55,7
190,32,384,Dier,3,17,Spurs,6,47,7
449,32,234,Salah,3,10,Liverpool,14,106,7
511,32,247,Sterling,3,11,Man City,43,91,7
627,32,416,Hughes,3,18,Watford,57,46,7
630,32,147,Bolasie,3,7,Everton,11,64,7
0,32,443,Cresswell,2,20,West Ham,21,49,6
48,32,444,Ogbonna,2,20,West Ham,21,42,6
57,32,93,Barnes,4,4,Burnley,90,53,6
90,32,480,Chambers,2,1,Arsenal,3,47,6
102,32,451,Kouyaté,3,20,West Ham,21,50,6
111,32,263,Smalling,2,12,Man Utd,1,57,6
149,32,260,De Gea,1,12,Man Utd,1,59,6
151,32,1,Ospina,1,1,Arsenal,3,48,6
159,32,510,Rice,2,20,West Ham,21,44,6
246,32,7,Bellerín,2,1,Arsenal,3,59,6
270,32,222,Milner,2,10,Liverpool,14,60,6
276,32,209,Vardy,4,9,Leicester,13,88,6
291,32,52,Defoe,4,2,Bournemouth,91,76,6
293,32,279,Lingard,3,12,Man Utd,1,60,6
303,32,479,Hart,1,20,West Ham,21,42,6
412,32,621,Dubravka,1,13,Newcastle,4,45,6
459,32,10,Monreal,2,1,Arsenal,3,57,6
494,32,291,Dummett,2,13,Newcastle,4,42,6
524,32,110,Kenedy,3,13,Newcastle,4,48,6
540,32,230,Mané,3,10,Liverpool,14,94,6
