,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
318,2,100,Alonso,2,5,Chelsea,8,71,16
150,2,271,Bailly,2,12,Man Utd,1,60,15
186,2,198,Maguire,2,9,Leicester,13,55,15
393,2,282,Pogba,3,12,Man Utd,1,79,15
226,2,487,Chicharito,4,20,West Ham,21,67,13
201,2,328,Butland,1,15,Stoke,110,50,11
414,2,501,Richarlison,3,18,Watford,57,58,11
415,2,199,Mahrez,3,9,Leicester,13,87,11
2,2,172,Mooy,3,8,Huddersfield,38,52,10
188,2,281,Mkhitaryan,3,1,Arsenal,3,77,10
237,2,512,Jesé,3,15,Stoke,110,54,10
22,2,422,Nyom,2,19,West Brom,35,47,9
26,2,475,Robertson,2,10,Liverpool,14,50,9
86,2,164,Schindler,2,8,Huddersfield,38,46,9
499,2,115,Hennessey,1,6,Crystal Palace,31,44,9
11,2,468,Hegazi,2,19,West Brom,35,46,8
44,2,143,Williams,2,7,Everton,11,52,8
162,2,407,Kiko Femenía,2,18,Watford,57,43,8
251,2,163,Lössl,1,8,Huddersfield,38,46,8
432,2,230,Mané,3,10,Liverpool,14,94,8
500,2,161,Rooney,4,7,Everton,11,71,8
76,2,326,Austin,4,14,Southampton,20,58,7
83,2,387,Eriksen,3,17,Spurs,6,97,7
99,2,424,Dawson,2,19,West Brom,35,48,7
191,2,397,Gomes,1,18,Watford,57,44,7
287,2,99,Zouma,2,15,Stoke,110,54,7
315,2,327,Gabbiadini,4,14,Southampton,20,62,7
407,2,220,Klavan,2,10,Liverpool,14,41,7
454,2,211,Okazaki,4,9,Leicester,13,53,7
36,2,280,Martial,3,12,Man Utd,1,78,6
38,2,267,Valencia,2,12,Man Utd,1,69,6
55,2,421,Foster,1,19,West Brom,35,43,6
84,2,192,Fuchs,2,9,Leicester,13,47,6
88,2,165,Löwe,2,8,Huddersfield,38,44,6
103,2,270,Blind,2,12,Man Utd,1,51,6
113,2,193,Simpson,2,9,Leicester,13,43,6
121,2,260,De Gea,1,12,Man Utd,1,59,6
138,2,318,Tadic,3,14,Southampton,20,62,6
146,2,181,Kachunga,3,8,Huddersfield,38,57,6
153,2,332,Pieters,2,15,Stoke,110,47,6
171,2,331,Cameron,2,15,Stoke,110,43,6
215,2,222,Milner,2,10,Liverpool,14,60,6
242,2,219,Matip,2,10,Liverpool,14,54,6
265,2,218,Gomez,2,10,Liverpool,14,45,6
270,2,401,Holebas,2,18,Watford,57,48,6
278,2,189,Schmeichel,1,9,Leicester,13,51,6
337,2,171,Zanka,2,8,Huddersfield,38,45,6
342,2,432,Phillips,3,19,West Brom,35,54,6
405,2,264,Jones,2,12,Man Utd,1,55,6
408,2,247,Sterling,3,11,Man City,43,91,6
425,2,285,Lukaku,4,12,Man Utd,1,115,6
431,2,330,Shawcross,2,15,Stoke,110,48,6
449,2,400,Prödl,2,18,Watford,57,43,6
458,2,213,Mignolet,1,10,Liverpool,14,47,6
476,2,94,Courtois,1,5,Chelsea,8,53,6
481,2,166,Smith,2,8,Huddersfield,38,47,6
136,2,159,Calvert-Lewin,4,7,Everton,11,49,5
347,2,308,Yoshida,2,14,Southampton,20,46,5
352,2,454,Antonio,3,20,West Ham,21,74,5
376,2,324,Redmond,3,14,Southampton,20,59,5
466,2,316,Davis,3,14,Southampton,20,47,5
502,2,191,Morgan,2,9,Leicester,13,44,5
28,2,92,Gray,4,18,Watford,57,63,4
122,2,101,David Luiz,2,5,Chelsea,8,57,4
261,2,135,Pickford,1,7,Everton,11,49,4
396,2,109,Pedro,3,5,Chelsea,8,77,4
4,2,414,Doucouré,3,18,Watford,57,52,3
87,2,434,Brunt,3,19,West Brom,35,50,3
117,2,346,Fletcher,3,15,Stoke,110,47,3
149,2,497,Choupo-Moting,3,15,Stoke,110,52,3
164,2,306,Forster,1,14,Southampton,20,46,3
167,2,151,Barry,3,19,West Brom,35,44,3
173,2,232,Wijnaldum,3,10,Liverpool,14,66,3
209,2,426,Livermore,3,19,West Brom,35,48,3
245,2,337,Allen,3,15,Stoke,110,51,3
271,2,274,Mata,3,12,Man Utd,1,68,3
321,2,200,Albrighton,3,9,Leicester,13,55,3
377,2,107,Matic,3,12,Man Utd,1,47,3
399,2,2,Cech,1,1,Arsenal,3,53,3
483,2,408,Cleverley,3,18,Watford,57,50,3
486,2,182,Ince,3,8,Huddersfield,38,55,3
503,2,206,Ndidi,3,9,Leicester,13,49,3
505,2,106,Willian,3,5,Chelsea,8,70,3
3,2,18,Ramsey,3,1,Arsenal,3,68,2
16,2,28,Lacazette,4,1,Arsenal,3,103,2
24,2,470,Christensen,2,5,Chelsea,8,53,2
27,2,41,Surman,3,2,Bournemouth,91,43,2
29,2,131,Townsend,3,6,Crystal Palace,31,56,2
30,2,449,André Ayew,3,16,Swansea,80,68,2
46,2,29,Begovic,1,2,Bournemouth,91,45,2
48,2,302,Pérez,4,13,Newcastle,4,55,2
50,2,388,Alli,3,17,Spurs,6,90,2
54,2,381,Davies,2,17,Spurs,6,58,2
57,2,77,Mee,2,4,Burnley,90,49,2
74,2,494,Mbemba,2,13,Newcastle,4,39,2
81,2,300,Atsu,3,13,Newcastle,4,48,2
91,2,289,Clark,2,13,Newcastle,4,43,2
102,2,97,Azpilicueta,2,5,Chelsea,8,69,2
104,2,63,Stephens,3,3,Brighton,36,45,2
109,2,236,Sturridge,4,19,West Brom,35,79,2
114,2,26,Welbeck,4,1,Arsenal,3,73,2
124,2,248,David Silva,3,11,Man City,43,82,2
126,2,490,Pröpper,3,3,Brighton,36,53,2
141,2,240,Ederson,1,11,Man City,43,57,2
159,2,250,Fernandinho,3,11,Man City,43,50,2
179,2,23,Xhaka,3,1,Arsenal,3,51,2
193,2,7,Bellerín,2,1,Arsenal,3,59,2
