,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
470,228,8,Firmino,4,Liverpool,Liverpool,14,87,20
255,135,8,Chilwell,2,Chelsea,Chelsea,8,56,15
845,409,8,Ogbonna,2,West Ham,West Ham,21,49,15
40,35,8,McGinn,3,Aston Villa,Aston Villa,7,57,13
490,233,8,Salah,3,Liverpool,Liverpool,14,133,13
775,357,8,Kane,4,Spurs,Spurs,6,125,12
525,251,8,De Bruyne,3,Man City,Man City,43,117,11
560,261,8,Bernardo,3,Man City,Man City,43,71,11
420,210,8,Tielemans,3,Leicester,Leicester,13,64,10
0,4,8,Aubameyang,4,Arsenal,Arsenal,3,96,9
90,59,8,Dunk,2,Brighton,Brighton,36,48,9
280,143,8,Mendy,1,Chelsea,Chelsea,8,61,9
300,149,8,Benteke,4,Crystal Palace,Crystal Palace,31,60,9
690,314,8,Krul,1,Norwich,Norwich,45,45,9
730,336,8,Redmond,3,Southampton,Southampton,20,59,9
780,359,8,Son,3,Spurs,Spurs,6,109,9
235,128,8,Zouma,2,West Ham,West Ham,21,54,8
415,205,8,Vardy,4,Leicester,Leicester,13,103,8
480,230,8,Mané,3,Liverpool,Liverpool,14,117,8
655,296,8,Wilson,4,Newcastle,Newcastle,4,72,8
920,436,8,Neves,3,Wolves,Wolves,39,53,8
1060,501,8,Sarr,2,Chelsea,Chelsea,8,49,8
1080,518,8,Broja,4,Southampton,Southampton,20,55,8
425,211,8,Pérez,3,Leicester,Leicester,13,57,7
445,217,8,Söyüncü,2,Leicester,Leicester,13,49,7
450,221,8,Milner,3,Liverpool,Liverpool,14,49,7
635,289,8,Greenwood,3,Man Utd,Man Utd,1,71,7
735,337,8,Ings,4,Aston Villa,Aston Villa,7,77,7
815,375,8,Ndombele,3,Spurs,Spurs,6,57,7
850,411,8,Cresswell,2,West Ham,West Ham,21,54,7
885,425,8,Johnson,2,West Ham,West Ham,21,39,7
895,429,8,Coady,2,Wolves,Wolves,39,49,7
905,431,8,Saïss,2,Wolves,Wolves,39,51,7
955,457,8,Giannoulis,2,Norwich,Norwich,45,44,7
965,460,8,Perraud,2,Southampton,Southampton,20,48,7
1125,586,8,Edouard,4,Crystal Palace,Crystal Palace,31,62,7
65,44,8,Cash,2,Aston Villa,Aston Villa,7,53,6
110,69,8,Sánchez,1,Brighton,Brighton,36,46,6
250,133,8,Christensen,2,Chelsea,Chelsea,8,46,6
460,224,8,Matip,2,Liverpool,Liverpool,14,49,6
475,229,8,van Dijk,2,Liverpool,Liverpool,14,68,6
495,234,8,Robertson,2,Liverpool,Liverpool,14,72,6
500,237,8,Alexander-Arnold,2,Liverpool,Liverpool,14,85,6
530,252,8,Stones,2,Man City,Man City,43,52,6
545,256,8,Cancelo,2,Man City,Man City,43,69,6
575,265,8,Foden,3,Man City,Man City,43,78,6
610,281,8,Rashford,3,Man Utd,Man Utd,1,94,6
705,319,8,Hanley,2,Norwich,Norwich,45,44,6
710,326,8,Aarons,2,Norwich,Norwich,45,43,6
760,351,8,Salisu,2,Southampton,Southampton,20,45,6
840,408,8,Fabianski,1,West Ham,West Ham,21,50,6
865,420,8,Bowen,3,West Ham,West Ham,21,68,6
950,455,8,Daka,4,Leicester,Leicester,13,71,6
1040,491,8,Livramento,2,Southampton,Southampton,20,44,6
1090,527,8,Chalobah,2,Chelsea,Chelsea,8,47,6
5,6,8,Lacazette,4,Arsenal,Arsenal,3,84,5
85,56,8,Duffy,2,Brighton,Brighton,36,41,5
310,153,8,Ayew,4,Crystal Palace,Crystal Palace,31,58,5
435,213,8,Iheanacho,4,Leicester,Leicester,13,70,5
555,259,8,Laporte,2,Man City,Man City,43,58,5
605,277,8,Fernandes,3,Man Utd,Man Utd,1,116,5
