,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
2124,8,42,Stanislas,3,2,Bournemouth,91,46,21
2165,8,124,Stekelenburg,1,6,Everton,11,47,17
2083,8,202,Allen,3,14,Stoke,110,49,16
2116,8,411,Holebas,2,18,Watford,57,46,15
1898,8,314,Austin,4,13,Southampton,20,63,13
1899,8,33,Daniels,2,2,Bournemouth,91,52,13
2344,8,13,Walcott,3,1,Arsenal,3,72,13
2171,8,462,Lanzini,3,20,West Ham,21,59,11
1861,8,398,Alli,3,17,Spurs,6,91,10
2204,8,14,Özil,3,1,Arsenal,3,95,10
2226,8,392,Chadli,3,19,West Brom,35,58,10
2362,8,92,Moses,3,4,Chelsea,8,55,10
1889,8,49,Callum Wilson,4,2,Bournemouth,91,60,9
1956,8,97,Costa,4,4,Chelsea,8,104,9
2017,8,368,Sigurdsson,3,16,Swansea,80,74,9
2230,8,193,Clyne,2,9,Liverpool,14,59,9
2233,8,304,Redmond,3,13,Southampton,20,59,9
2336,8,32,Steve Cook,2,2,Bournemouth,91,48,9
1816,8,450,Adrián,1,20,West Ham,21,46,8
1886,8,562,Martins Indi,2,14,Stoke,110,49,8
1942,8,242,de Gea,1,11,Man Utd,1,55,8
1967,8,82,Hazard,3,4,Chelsea,8,105,8
1978,8,321,Pieters,2,14,Stoke,110,46,8
2028,8,407,Gomes,1,18,Watford,57,49,8
2290,8,143,Lukaku,4,6,Everton,11,101,8
2380,8,453,Reid,2,20,West Ham,21,49,8
1849,8,250,Valencia,2,11,Man Utd,1,58,7
1949,8,230,Silva,3,10,Man City,43,86,7
1952,8,191,Lovren,2,9,Liverpool,14,49,7
2080,8,199,Matip,2,9,Liverpool,14,54,7
2297,8,396,Mason,3,7,Hull,88,46,7
1798,8,454,Cresswell,2,20,West Ham,21,51,6
1879,8,507,Bastón,4,16,Swansea,80,66,6
1924,8,77,Azpilicueta,2,4,Chelsea,8,64,6
1926,8,254,Blind,2,11,Man Utd,1,52,6
1937,8,43,Gosling,3,2,Bournemouth,91,47,6
1944,8,570,David Luiz,2,4,Chelsea,8,62,6
1998,8,78,Cahill,2,4,Chelsea,8,67,6
2001,8,320,Cameron,2,14,Stoke,110,42,6
2144,8,574,Grant,1,14,Stoke,110,43,6
2154,8,189,Karius,1,9,Liverpool,14,43,6
2170,8,237,Nolito,3,10,Man City,43,84,6
2173,8,561,Alonso,2,4,Chelsea,8,69,6
2213,8,413,Britos,2,18,Watford,57,42,6
2235,8,87,Matic,3,4,Chelsea,8,48,6
2264,8,90,Pedro,3,4,Chelsea,8,68,6
2270,8,323,Bardsley,2,14,Stoke,110,42,6
2298,8,318,Shawcross,2,14,Stoke,110,49,6
2307,8,67,Vokes,4,3,Burnley,90,57,6
2313,8,409,Prödl,2,18,Watford,57,43,6
2345,8,73,Courtois,1,4,Chelsea,8,59,6
2386,8,341,Kaboul,2,18,Watford,57,43,6
1812,8,34,Smith,2,2,Bournemouth,91,46,5
1825,8,12,Sánchez,3,1,Arsenal,3,117,5
1845,8,456,Ogbonna,2,20,West Ham,21,47,5
1902,8,394,Eriksen,3,17,Spurs,6,89,5
2046,8,157,Livermore,3,19,West Brom,35,47,5
2052,8,444,McClean,3,19,West Brom,35,48,5
2183,8,331,Arnautovic,3,14,Stoke,110,71,5
2216,8,379,Barrow,4,16,Swansea,80,50,5
2306,8,592,McQueen,3,13,Southampton,20,42,5
2333,8,305,Davis,3,13,Southampton,20,51,5
2354,8,54,Heaton,1,3,Burnley,90,51,5
2382,8,109,Bolasie,3,6,Everton,11,56,5
1867,8,430,Foster,1,19,West Brom,35,47,4
1871,8,56,Mee,2,3,Burnley,90,44,4
2004,8,276,Friend,2,12,Middlesbrough,25,42,4
2032,8,6,Bellerín,2,1,Arsenal,3,65,4
2110,8,48,King,3,2,Bournemouth,91,62,4
1836,8,262,Herrera,3,11,Man Utd,1,62,3
1852,8,29,Boruc,1,2,Bournemouth,91,45,3
1959,8,461,Payet,3,20,West Ham,21,90,3
1973,8,204,Can,3,9,Liverpool,14,48,3
1979,8,416,Capoue,3,18,Watford,57,45,3
2009,8,329,Whelan,3,14,Stoke,110,42,3
2030,8,380,Lloris,1,17,Spurs,6,55,3
2053,8,208,Milner,3,9,Liverpool,14,63,3
2099,8,201,Henderson,3,9,Liverpool,14,62,3
2199,8,446,Phillips,3,19,West Brom,35,53,3
2210,8,464,Antonio,3,20,West Ham,21,67,3
2224,8,95,Kanté,3,4,Chelsea,8,47,3
2259,8,503,Pogba,3,11,Man Utd,1,82,3
2263,8,460,Obiang,3,20,West Ham,21,43,3
2268,8,203,Coutinho,3,9,Liverpool,14,87,3
2285,8,209,Firmino,3,9,Liverpool,14,85,3
2286,8,539,Pereyra,3,18,Watford,57,58,3
2299,8,212,Mané,3,9,Liverpool,14,93,3
2337,8,102,Mandanda,1,5,Crystal Palace,31,42,3
2360,8,420,Behrami,3,18,Watford,57,45,3
2381,8,333,Shaqiri,3,14,Stoke,110,60,3
1808,8,286,Forshaw,3,12,Middlesbrough,25,45,2
1817,8,158,Elmohamady,3,7,Hull,88,46,2
1818,8,187,Musa,4,8,Leicester,13,69,2
1828,8,21,Iwobi,3,1,Arsenal,3,53,2
1833,8,412,Nyom,2,19,West Brom,35,44,2
1841,8,120,Townsend,3,5,Crystal Palace,31,57,2
1868,8,278,Gibson,2,12,Middlesbrough,25,49,2
1890,8,11,Chambers,2,12,Middlesbrough,25,43,2
1900,8,459,Kouyaté,3,20,West Ham,21,50,2
1910,8,541,Bravo,1,10,Man City,43,50,2
1917,8,433,Dawson,2,19,West Brom,35,49,2
1930,8,179,Drinkwater,3,8,Leicester,13,53,2
1938,8,439,Fletcher,3,19,West Brom,35,44,2
1955,8,559,Ndong,3,15,Sunderland,56,48,2
1964,8,353,Watmore,3,15,Sunderland,56,47,2
1988,8,233,Fernandinho,3,10,Man City,43,53,2
1993,8,294,Forster,1,13,Southampton,20,50,2
1997,8,436,McAuley,2,19,West Brom,35,50,2
2022,8,37,Arter,3,2,Bournemouth,91,50,2
2034,8,488,Gueye,3,6,Everton,11,50,2
2036,8,236,Gündogan,3,10,Man City,43,49,2
2044,8,17,Wilshere,3,2,Bournemouth,91,58,2
2050,8,114,McArthur,3,5,Crystal Palace,31,47,2
2060,8,184,Vardy,4,8,Leicester,13,99,2
2071,8,560,Hendrick,3,3,Burnley,90,53,2
2074,8,355,Defoe,4,15,Sunderland,56,74,2
2086,8,473,Gudmundsson,3,3,Burnley,90,48,2
2089,8,128,Stones,2,10,Man City,43,46,2
2100,8,340,Pickford,1,15,Sunderland,56,42,2
2109,8,297,Fonte,2,20,West Ham,21,53,2
2127,8,165,Schmeichel,1,8,Leicester,13,49,2
2139,8,384,Walker,2,17,Spurs,6,62,2
2150,8,489,Sané,3,10,Man City,43,77,2
2158,8,356,Fabianski,1,16,Swansea,80,48,2
2176,8,271,Rashford,4,11,Man Utd,1,64,2
2186,8,458,Noble,3,20,West Ham,21,62,2
2237,8,226,Otamendi,2,10,Man City,43,59,2
2238,8,422,Amrabat,3,18,Watford,57,50,2
2247,8,310,Oriol Romeu,3,13,Southampton,20,44,2
2267,8,2,Cech,1,1,Arsenal,3,54,2
2275,8,228,Sterling,3,10,Man City,43,75,2
2301,8,449,Rondón,4,19,West Brom,35,63,2
2324,8,31,Francis,2,2,Bournemouth,91,45,2
2338,8,282,Downing,3,12,Middlesbrough,25,48,2
2357,8,425,Deeney,4,18,Watford,57,66,2
2363,8,400,Wanyama,3,17,Spurs,6,48,2
2365,8,405,Janssen,4,17,Spurs,6,75,2
2367,8,303,van Dijk,2,13,Southampton,20,56,2
2369,8,274,Valdés,1,12,Middlesbrough,25,45,2
2373,8,369,Routledge,3,16,Swansea,80,45,2
2375,8,240,Bony,4,14,Stoke,110,69,2
2376,8,111,Zaha,3,5,Crystal Palace,31,58,2
2389,8,478,Negredo,4,12,Middlesbrough,25,61,2
1805,8,563,Traoré,3,12,Middlesbrough,25,48,1
1809,8,205,Lallana,3,9,Liverpool,14,67,1
1830,8,18,Chamberlain,3,1,Arsenal,3,58,1
1848,8,477,Barragán,2,12,Middlesbrough,25,43,1
1855,8,359,Williams,2,6,Everton,11,52,1
1903,8,168,Fuchs,2,8,Leicester,13,53,1
1905,8,438,Brunt,2,19,West Brom,35,48,1
1914,8,122,Wickham,4,5,Crystal Palace,31,55,1
1951,8,64,Marney,3,3,Burnley,90,43,1
1976,8,390,Dier,3,17,Spurs,6,50,1
1991,8,20,Coquelin,3,1,Arsenal,3,42,1
1999,8,491,Ramírez,3,12,Middlesbrough,25,52,1
2027,8,402,Son,3,17,Spurs,6,72,1
2038,8,567,Slimani,4,8,Leicester,13,82,1
2062,8,385,Vertonghen,2,17,Spurs,6,58,1
2095,8,330,Walters,3,14,Stoke,110,53,1
2097,8,431,Evans,2,19,West Brom,35,44,1
2120,8,479,Zuñiga,2,18,Watford,57,41,1
2128,8,241,Iheanacho,4,10,Man City,43,60,1
2138,8,358,Naughton,2,16,Swansea,80,44,1
2141,8,3,Koscielny,2,1,Arsenal,3,61,1
2188,8,290,de Roon,3,12,Middlesbrough,25,43,1
2196,8,55,Lowton,2,3,Burnley,90,45,1
2207,8,58,Keane,2,3,Burnley,90,50,1
2227,8,10,Monreal,2,1,Arsenal,3,59,1
2257,8,344,van Aanholt,2,5,Crystal Palace,31,49,1
2277,8,132,Funes Mori,2,6,Everton,11,45,1
2283,8,176,Mahrez,3,8,Leicester,13,89,1
2288,8,155,Snodgrass,3,20,West Ham,21,55,1
2304,8,156,Clucas,3,7,Hull,88,47,1
2311,8,126,Coleman,2,6,Everton,11,56,1
2322,8,555,Mustafi,2,1,Arsenal,3,58,1
2340,8,372,Ki Sung-yueng,3,16,Swansea,80,50,1
2361,8,575,Anichebe,4,15,Sunderland,56,43,1
2372,8,269,Rooney,4,11,Man Utd,1,86,1
2385,8,118,Cabaye,3,5,Crystal Palace,31,56,1
2387,8,272,Ibrahimovic,4,11,Man Utd,1,114,1
1806,8,283,Clayton,3,12,Middlesbrough,25,43,0
1823,8,220,Kolarov,2,10,Man City,43,58,0
1853,8,70,Barnes,4,3,Burnley,90,46,0
1878,8,335,Bojan,3,14,Stoke,110,55,0
1934,8,383,Rose,2,17,Spurs,6,58,0
1941,8,540,Janmaat,2,18,Watford,57,45,0
1945,8,554,Marshall,1,7,Hull,88,44,0
2006,8,485,Wijnaldum,3,9,Liverpool,14,75,0
2011,8,231,Yaya Touré,3,10,Man City,43,72,0
2023,8,403,Kane,4,17,Spurs,6,119,0
2025,8,513,Winks,3,17,Spurs,6,45,0
2054,8,441,Morrison,3,19,West Brom,35,43,0
2119,8,256,Mata,3,11,Man Utd,1,72,0
2130,8,235,De Bruyne,3,10,Man City,43,105,0
2140,8,346,Koné,2,15,Sunderland,56,42,0
2174,8,248,Rojo,2,11,Man Utd,1,52,0
2195,8,251,Darmian,2,11,Man Utd,1,50,0
2206,8,150,Dawson,2,7,Hull,88,42,0
2214,8,366,van der Hoorn,2,16,Swansea,80,43,0
2221,8,391,Dembélé,3,17,Spurs,6,54,0
2231,8,36,Aké,2,4,Chelsea,8,39,0
2244,8,25,Giroud,4,1,Arsenal,3,81,0
2256,8,249,McNair,2,15,Sunderland,56,42,0
2276,8,486,Sobhi,3,14,Stoke,110,48,0
2292,8,134,Barkley,3,6,Everton,11,70,0
2309,8,63,Arfield,3,3,Burnley,90,52,0
2321,8,186,Okazaki,4,8,Leicester,13,56,0
1901,8,213,Christian Benteke,4,5,Crystal Palace,31,72,-1
2315,8,239,Agüero,4,10,Man City,43,127,-1
2975,9,333,Shaqiri,3,14,Stoke,110,60,15
2591,9,78,Cahill,2,4,Chelsea,8,67,14
2974,9,453,Reid,2,20,West Ham,21,49,14
2858,9,90,Pedro,3,4,Chelsea,8,68,13
2893,9,212,Mané,3,9,Liverpool,14,93,12
2903,9,63,Arfield,3,3,Burnley,90,52,12
2892,9,318,Shawcross,2,14,Stoke,110,49,11
2862,9,203,Coutinho,3,9,Liverpool,14,87,10
2963,9,274,Valdés,1,12,Middlesbrough,25,45,10
2979,9,118,Cabaye,3,5,Crystal Palace,31,56,10
2621,9,407,Gomes,1,18,Watford,57,49,9
2732,9,358,Naughton,2,16,Swansea,80,44,9
2827,9,304,Redmond,3,13,Southampton,20,59,9
2918,9,31,Francis,2,2,Bournemouth,91,45,9
2976,9,109,Bolasie,3,6,Everton,11,56,9
2410,9,187,Musa,4,8,Leicester,13,69,8
2438,9,456,Ogbonna,2,20,West Ham,21,47,8
2445,9,29,Boruc,1,2,Bournemouth,91,45,8
2496,9,168,Fuchs,2,8,Leicester,13,53,8
2560,9,82,Hazard,3,4,Chelsea,8,105,8
2590,9,436,McAuley,2,19,West Brom,35,50,8
2721,9,241,Iheanacho,4,10,Man City,43,60,8
2735,9,3,Koscielny,2,1,Arsenal,3,61,8
2767,9,561,Alonso,2,4,Chelsea,8,69,8
2818,9,95,Kanté,3,4,Chelsea,8,47,8
2930,9,32,Steve Cook,2,2,Bournemouth,91,48,8
2517,9,77,Azpilicueta,2,4,Chelsea,8,64,7
2552,9,461,Payet,3,20,West Ham,21,90,7
2594,9,320,Cameron,2,14,Stoke,110,42,7
2625,9,6,Bellerín,2,1,Arsenal,3,65,7
2744,9,489,Sané,3,10,Man City,43,77,7
2861,9,2,Cech,1,1,Arsenal,3,54,7
2901,9,67,Vokes,4,3,Burnley,90,57,7
2939,9,73,Courtois,1,4,Chelsea,8,59,7
2404,9,34,Smith,2,2,Bournemouth,91,46,6
2408,9,450,Adrián,1,20,West Ham,21,46,6
2441,9,477,Barragán,2,12,Middlesbrough,25,43,6
2461,9,278,Gibson,2,12,Middlesbrough,25,49,6
2479,9,562,Martins Indi,2,14,Stoke,110,49,6
2492,9,33,Daniels,2,2,Bournemouth,91,52,6
2571,9,321,Pieters,2,14,Stoke,110,46,6
2597,9,276,Friend,2,12,Middlesbrough,25,42,6
2623,9,380,Lloris,1,17,Spurs,6,55,6
2709,9,411,Holebas,2,18,Watford,57,46,6
2713,9,479,Zuñiga,2,18,Watford,57,41,6
2733,9,384,Walker,2,17,Spurs,6,62,6
2738,9,574,Grant,1,14,Stoke,110,43,6
2752,9,356,Fabianski,1,16,Swansea,80,48,6
2807,9,413,Britos,2,18,Watford,57,42,6
2808,9,366,van der Hoorn,2,16,Swansea,80,43,6
2821,9,10,Monreal,2,1,Arsenal,3,59,6
2829,9,87,Matic,3,4,Chelsea,8,48,6
2907,9,409,Prödl,2,18,Watford,57,43,6
2915,9,186,Okazaki,4,8,Leicester,13,56,6
2970,9,111,Zaha,3,5,Crystal Palace,31,58,6
2980,9,341,Kaboul,2,18,Watford,57,43,6
2527,9,383,Rose,2,17,Spurs,6,58,5
