,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
50,23,14,Aubameyang,4,1,Arsenal,3,108,16
320,149,14,Townsend,3,7,Crystal Palace,31,56,14
850,419,14,Chicharito,4,19,West Ham,21,61,13
465,246,14,van Dijk,2,12,Liverpool,14,67,12
130,58,14,March,3,3,Brighton,36,47,11
270,125,14,Pedro,3,6,Chelsea,8,62,11
120,49,14,Duffy,2,3,Brighton,36,47,10
225,102,14,Gunnarsson,3,5,Cardiff,97,44,10
315,147,14,McArthur,3,7,Crystal Palace,31,49,10
545,274,14,Gündogan,3,13,Man City,43,54,10
960,465,14,Felipe Anderson,3,19,West Ham,21,68,10
415,221,14,Pereira,2,11,Leicester,13,53,9
530,270,14,Sterling,3,13,Man City,43,117,9
585,299,14,Herrera,3,14,Man Utd,1,50,9
610,306,14,Lukaku,4,14,Man Utd,1,107,9
970,468,14,Alisson,1,12,Liverpool,14,59,9
1030,498,14,Kepa,1,6,Chelsea,8,54,9
215,99,14,Hoilett,3,5,Cardiff,97,50,8
440,233,14,Maddison,3,11,Leicester,13,66,8
445,234,14,Vardy,4,11,Leicester,13,90,8
555,276,14,Bernardo Silva,3,13,Man City,43,78,8
810,400,14,Fabianski,1,19,West Ham,21,47,8
25,14,14,Ramsey,3,1,Arsenal,3,71,7
45,22,14,Lacazette,4,1,Arsenal,3,94,7
150,66,14,Andone,4,3,Brighton,36,50,7
200,90,14,Morrison,2,5,Cardiff,97,47,7
255,118,14,Rüdiger,2,6,Chelsea,8,59,7
300,142,14,van Aanholt,2,7,Crystal Palace,31,55,7
305,143,14,Sakho,2,7,Crystal Palace,31,49,7
375,195,14,Zanka,2,10,Huddersfield,38,44,7
605,305,14,Rashford,4,14,Man Utd,1,73,7
660,332,14,Cédric,2,16,Southampton,20,42,7
725,361,14,Dier,3,17,Spurs,6,47,7
860,425,14,Doherty,2,20,Wolves,39,53,7
105,43,14,Wilson,4,2,Bournemouth,91,69,6
245,115,14,Alonso,2,6,Chelsea,8,62,6
250,116,14,David Luiz,2,6,Chelsea,8,58,6
260,122,14,Hazard,3,6,Chelsea,8,110,6
275,126,14,Kanté,3,6,Chelsea,8,49,6
280,132,14,Loftus-Cheek,3,6,Chelsea,8,52,6
285,135,14,Hennessey,1,7,Crystal Palace,31,44,6
290,138,14,Tomkins,2,7,Crystal Palace,31,43,6
310,145,14,Wan-Bissaka,2,7,Crystal Palace,31,46,6
395,213,14,Schmeichel,1,11,Leicester,13,50,6
400,215,14,Morgan,2,11,Leicester,13,45,6
405,219,14,Chilwell,2,11,Leicester,13,50,6
460,245,14,Alexander-Arnold,2,12,Liverpool,14,58,6
470,247,14,Robertson,2,12,Liverpool,14,67,6
685,345,14,Armstrong,3,16,Southampton,20,51,6
760,372,14,Kane,4,17,Spurs,6,126,6
820,406,14,Rice,2,19,West Ham,21,44,6
825,409,14,Diop,2,19,West Ham,21,42,6
840,412,14,Kouyaté,3,7,Crystal Palace,31,47,6
920,450,14,Torreira,3,1,Arsenal,3,47,6
955,464,14,Balbuena,2,19,West Ham,21,42,6
1080,543,14,Origi,4,12,Liverpool,14,50,6
240,113,14,Azpilicueta,2,6,Chelsea,8,64,5
425,224,14,Albrighton,3,11,Leicester,13,51,5
550,275,14,Sané,3,13,Man City,43,93,5
680,344,14,Lemina,3,16,Southampton,20,47,5
730,364,14,Eriksen,3,17,Spurs,6,92,5
740,367,14,Son,3,17,Spurs,6,86,5
815,405,14,Zabaleta,2,19,West Ham,21,43,5
895,437,14,Jiménez,4,20,Wolves,39,69,5
1015,489,14,Snodgrass,3,19,West Ham,21,50,5
1085,550,14,Obafemi,4,16,Southampton,20,50,5
35,17,14,Xhaka,3,1,Arsenal,3,52,4
60,26,14,Francis,2,2,Bournemouth,91,43,4
235,110,14,Reid,4,5,Cardiff,97,52,4
195,88,14,Etheridge,1,5,Cardiff,97,46,3
325,150,14,Milivojevic,3,7,Crystal Palace,31,65,3
335,164,14,Walcott,3,8,Everton,11,59,3
430,225,14,Gray,3,11,Leicester,13,54,3
435,227,14,Ndidi,3,11,Leicester,13,49,3
475,251,14,Mané,3,12,Liverpool,14,103,3
480,252,14,Wijnaldum,3,12,Liverpool,14,55,3
485,253,14,Salah,3,12,Liverpool,14,132,3
940,459,14,Jorginho,3,6,Chelsea,8,46,3
1020,490,14,Hart,1,4,Burnley,90,42,3
1035,499,14,Kovacic,3,6,Chelsea,8,57,3
1050,507,14,Bernard,3,8,Everton,11,59,3
1060,509,14,Rico,1,9,Fulham,54,44,3
1075,527,14,Mendy,3,11,Leicester,13,43,3
0,2,14,Leno,1,1,Arsenal,3,49,2
55,24,14,Begovic,1,2,Bournemouth,91,43,2
80,33,14,Arter,3,5,Cardiff,97,49,2
85,35,14,Surman,3,2,Bournemouth,91,46,2
95,40,14,Fraser,3,2,Bournemouth,91,64,2
110,45,14,King,4,2,Bournemouth,91,64,2
115,47,14,Ryan,1,3,Brighton,36,44,2
135,59,14,Groß,3,3,Brighton,36,67,2
140,60,14,Pröpper,3,3,Brighton,36,48,2
180,82,14,Cork,3,4,Burnley,90,46,2
190,87,14,Wood,4,4,Burnley,90,63,2
205,91,14,Bamba,2,5,Cardiff,97,44,2
210,92,14,Ecuele Manga,2,5,Cardiff,97,44,2
230,106,14,Murphy,3,5,Cardiff,97,48,2
330,151,14,Zaha,4,7,Crystal Palace,31,70,2
340,172,14,Sigurdsson,3,8,Everton,11,74,2
360,182,14,Cairney,3,9,Fulham,54,46,2
370,191,14,Lössl,1,10,Huddersfield,38,44,2
385,202,14,Billing,3,10,Huddersfield,38,45,2
495,255,14,Fabinho,3,12,Liverpool,14,55,2
505,257,14,Firmino,4,12,Liverpool,14,93,2
515,260,14,Ederson,1,13,Man City,43,57,2
535,272,14,Fernandinho,3,13,Man City,43,53,2
560,281,14,Jesus,4,13,Man City,43,99,2
565,282,14,de Gea,1,14,Man Utd,1,57,2
575,296,14,Matic,3,14,Man Utd,1,50,2
635,319,14,Diamé,3,15,Newcastle,4,48,2
645,324,14,Ki Sung-yueng,3,15,Newcastle,4,47,2
650,326,14,Pérez,4,15,Newcastle,4,61,2
655,328,14,McCarthy,1,16,Southampton,20,43,2
675,343,14,Redmond,3,16,Southampton,20,55,2
750,369,14,Sissoko,3,17,Spurs,6,49,2
785,390,14,Doucouré,3,18,Watford,57,58,2
795,393,14,Richarlison,3,8,Everton,11,64,2
835,411,14,Noble,3,19,West Ham,21,48,2
890,435,14,Costa,3,20,Wolves,39,46,2
900,440,14,Bernardo,2,3,Brighton,36,42,2
935,456,14,Seri,3,9,Fulham,54,49,2
950,462,14,Shaqiri,3,12,Liverpool,14,68,2
965,466,14,Bissouma,3,3,Brighton,36,46,2
975,475,14,Moutinho,3,20,Wolves,39,51,2
985,480,14,Mitrovic,4,9,Fulham,54,63,2
1000,484,14,Digne,2,8,Everton,11,54,2
1005,486,14,Meyer,3,7,Crystal Palace,31,55,2
1025,493,14,Rondón,4,15,Newcastle,4,59,2
1045,504,14,Camarasa,3,5,Cardiff,97,44,2
10,8,14,Kolasinac,2,1,Arsenal,3,49,1
15,9,14,Chambers,2,9,Fulham,54,42,1
20,12,14,Sokratis,2,1,Arsenal,3,51,1
30,15,14,Iwobi,3,1,Arsenal,3,54,1
40,18,14,Mkhitaryan,3,1,Arsenal,3,66,1
65,27,14,Steve Cook,2,2,Bournemouth,91,43,1
70,28,14,Daniels,2,2,Bournemouth,91,41,1
75,31,14,Aké,2,2,Bournemouth,91,51,1
