,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
400,21,561,Alonso,2,4,Chelsea,8,69,21
243,21,403,Kane,4,17,Spurs,6,119,17
411,21,331,Arnautovic,3,14,Stoke,110,71,15
443,21,464,Antonio,3,20,West Ham,21,67,15
358,21,133,Mirallas,3,6,Everton,11,59,14
6,21,163,Hernández,4,7,Hull,88,59,13
549,21,126,Coleman,2,6,Everton,11,56,12
30,21,12,Sánchez,3,1,Arsenal,3,117,11
366,21,384,Walker,2,17,Spurs,6,62,11
501,21,336,Crouch,4,14,Stoke,110,44,11
33,21,21,Iwobi,3,1,Arsenal,3,53,10
114,21,394,Eriksen,3,17,Spurs,6,89,10
274,21,208,Milner,3,9,Liverpool,14,63,10
499,21,90,Pedro,3,4,Chelsea,8,68,10
594,21,54,Heaton,1,3,Burnley,90,51,10
609,21,274,Valdés,1,12,Middlesbrough,25,45,10
368,21,3,Koscielny,2,1,Arsenal,3,61,9
398,21,462,Lanzini,3,20,West Ham,21,59,9
528,21,134,Barkley,3,6,Everton,11,70,9
565,21,466,Feghouli,3,20,West Ham,21,50,9
302,21,123,Robles,1,6,Everton,11,47,8
426,21,55,Lowton,2,3,Burnley,90,45,8
593,21,512,Davies,3,6,Everton,11,44,8
79,21,56,Mee,2,3,Burnley,90,44,7
100,21,11,Chambers,2,12,Middlesbrough,25,43,7
157,21,570,David Luiz,2,4,Chelsea,8,62,7
202,21,527,Fabio,2,12,Middlesbrough,25,42,7
350,21,42,Stanislas,3,2,Bournemouth,91,46,7
502,21,2,Cech,1,1,Arsenal,3,54,7
595,21,160,Huddlestone,3,7,Hull,88,45,7
628,21,272,Ibrahimovic,4,11,Man Utd,1,114,7
0,21,454,Cresswell,2,20,West Ham,21,51,6
16,21,627,Lookman,3,6,Everton,11,50,6
46,21,152,Robertson,2,7,Hull,88,44,6
63,21,359,Williams,2,6,Everton,11,52,6
69,21,398,Alli,3,17,Spurs,6,91,6
76,21,278,Gibson,2,12,Middlesbrough,25,49,6
83,21,280,Bernardo,2,12,Middlesbrough,25,42,6
116,21,414,Kabasele,2,18,Watford,57,48,6
136,21,77,Azpilicueta,2,4,Chelsea,8,64,6
147,21,383,Rose,2,17,Spurs,6,58,6
152,21,451,Randolph,1,20,West Ham,21,44,6
183,21,82,Hazard,3,4,Chelsea,8,105,6
214,21,5,Gabriel,2,1,Arsenal,3,48,6
218,21,78,Cahill,2,4,Chelsea,8,67,6
223,21,62,Boyd,3,3,Burnley,90,51,6
249,21,407,Gomes,1,18,Watford,57,49,6
251,21,380,Lloris,1,17,Spurs,6,55,6
270,21,452,Collins,2,20,West Ham,21,42,6
295,21,355,Defoe,4,15,Sunderland,56,74,6
305,21,626,Barton,3,3,Burnley,90,41,6
