,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
183,210,16,Tielemans,3,Leicester,Leicester,13,64,16
186,212,16,Maddison,3,Leicester,Leicester,13,69,16
102,123,16,Jorginho,3,Chelsea,Chelsea,8,57,15
137,144,16,Gallagher,3,Crystal Palace,Crystal Palace,31,60,15
12,16,16,Tierney,2,Arsenal,Arsenal,3,49,12
24,23,16,Gabriel,2,Arsenal,Arsenal,3,53,11
243,255,16,Sterling,3,Man City,Man City,43,105,11
484,559,16,Ramsdale,1,Arsenal,Arsenal,3,51,11
149,147,16,Tomkins,2,Crystal Palace,Crystal Palace,31,43,10
298,270,16,de Gea,1,Man Utd,Man Utd,1,50,10
435,455,16,Daka,4,Leicester,Leicester,13,70,10
80,96,16,Mbeumo,3,Brentford,Brentford,94,52,9
85,112,16,Pope,1,Burnley,Burnley,90,53,9
107,127,16,Rüdiger,2,Chelsea,Chelsea,8,61,9
215,237,16,Alexander-Arnold,2,Liverpool,Liverpool,14,84,9
387,417,16,Masuaku,2,West Ham,West Ham,21,44,9
428,450,16,Dennis,4,Watford,Watford,57,58,9
493,579,16,Ronaldo,4,Man Utd,Man Utd,1,122,9
77,76,16,Jansson,2,Brentford,Brentford,94,45,8
207,233,16,Salah,3,Liverpool,Liverpool,14,131,8
211,234,16,Robertson,2,Liverpool,Liverpool,14,73,8
480,558,16,Ødegaard,3,Arsenal,Arsenal,3,56,8
0,6,16,Lacazette,4,Arsenal,Arsenal,3,81,7
83,110,16,Lowton,2,Burnley,Burnley,90,44,7
174,196,16,Raphinha,3,Leeds,Leeds,2,63,7
177,200,16,Schmeichel,1,Leicester,Leicester,13,50,7
195,224,16,Matip,2,Liverpool,Liverpool,14,53,7
248,256,16,Cancelo,2,Man City,Man City,43,72,7
263,259,16,Laporte,2,Man City,Man City,43,60,7
363,386,16,Hughes,3,Crystal Palace,Crystal Palace,31,47,7
490,577,16,Gelhardt,4,Leeds,Leeds,2,47,7
28,26,16,Martinelli,3,Arsenal,Arsenal,3,53,6
64,67,16,White,2,Arsenal,Arsenal,3,46,6
117,138,16,Mount,3,Chelsea,Chelsea,8,77,6
192,219,16,Thomas,2,Leicester,Leicester,13,43,6
203,231,16,Alisson,1,Liverpool,Liverpool,14,61,6
253,257,16,Ederson,1,Man City,Man City,43,62,6
268,261,16,Bernardo,3,Man City,Man City,43,70,6
283,264,16,Zinchenko,2,Man City,Man City,43,53,6
301,273,16,Maguire,2,Man Utd,Man Utd,1,54,6
304,279,16,Telles,2,Man Utd,Man Utd,1,49,6
371,408,16,Fabianski,1,West Ham,West Ham,21,50,6
403,424,16,Diop,2,West Ham,West Ham,21,42,6
513,590,16,Tomiyasu,2,Arsenal,Arsenal,3,45,6
20,22,16,Saka,3,Arsenal,Arsenal,3,67,5
157,153,16,Ayew,4,Crystal Palace,Crystal Palace,31,58,5
171,193,16,Roberts,3,Leeds,Leeds,2,48,5
180,209,16,Castagne,2,Leicester,Leicester,13,53,5
273,262,16,Dias,2,Man City,Man City,43,62,5
379,414,16,Dawson,2,West Ham,West Ham,21,49,5
462,510,16,Dalot,2,Man Utd,Man Utd,1,42,5
97,122,16,Alonso,2,Chelsea,Chelsea,8,57,4
445,475,16,Sá,1,Wolves,Wolves,39,52,4
4,7,16,Xhaka,3,Arsenal,Arsenal,3,48,3
8,15,16,Partey,3,Arsenal,Arsenal,3,50,3
32,30,16,Martínez,1,Aston Villa,Aston Villa,7,55,3
35,33,16,Grealish,3,Man City,Man City,43,75,3
145,146,16,Guaita,1,Crystal Palace,Crystal Palace,31,46,3
199,230,16,Mané,3,Liverpool,Liverpool,14,118,3
307,285,16,McTominay,3,Man Utd,Man Utd,1,54,3
322,328,16,Placheta,3,Norwich,Norwich,45,47,3
383,416,16,Lanzini,3,West Ham,West Ham,21,56,3
391,419,16,Benrahma,3,West Ham,West Ham,21,59,3
395,420,16,Bowen,3,West Ham,West Ham,21,69,3
399,422,16,Soucek,3,West Ham,West Ham,21,57,3
452,485,16,Sancho,3,Man Utd,Man Utd,1,89,3
459,505,16,Dewsbury-Hall,3,Leicester,Leicester,13,44,3
40,38,16,Mings,2,Aston Villa,Aston Villa,7,50,2
43,39,16,Targett,2,Aston Villa,Newcastle,4,47,2
49,44,16,Cash,2,Aston Villa,Aston Villa,7,53,2
52,51,16,Ramsey,3,Aston Villa,Aston Villa,7,47,2
87,119,16,Azpilicueta,2,Chelsea,Chelsea,8,56,2
132,143,16,Mendy,1,Chelsea,Chelsea,8,61,2
141,145,16,Gilmour,3,Norwich,Norwich,45,43,2
153,150,16,Kouyaté,2,Crystal Palace,Crystal Palace,31,45,2
165,162,16,Mitchell,2,Crystal Palace,Crystal Palace,31,45,2
