,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
218,22,78,Cahill,2,4,Chelsea,8,67,15
552,22,126,Coleman,2,6,Everton,11,56,15
524,22,209,Firmino,3,9,Liverpool,14,85,14
51,22,468,Carroll,4,20,West Ham,21,59,13
117,22,438,Brunt,2,19,West Brom,35,48,13
206,22,500,Llorente,4,16,Swansea,80,63,13
356,22,235,De Bruyne,3,10,Man City,43,105,13
135,22,301,Cédric,2,13,Southampton,20,49,12
217,22,436,McAuley,2,19,West Brom,35,50,12
151,22,439,Fletcher,3,19,West Brom,35,44,10
278,22,306,Ward-Prowse,3,13,Southampton,20,50,10
182,22,308,Tadic,3,13,Southampton,20,69,9
399,22,462,Lanzini,3,20,West Ham,21,59,9
600,22,425,Deeney,4,18,Watford,57,66,9
30,22,12,Sánchez,3,1,Arsenal,3,117,8
48,22,68,Gray,4,3,Burnley,90,60,8
289,22,311,Rodriguez,3,13,Southampton,20,59,8
368,22,3,Koscielny,2,1,Arsenal,3,61,8
515,22,132,Funes Mori,2,6,Everton,11,45,8
605,22,92,Moses,3,4,Chelsea,8,55,8
615,22,269,Rooney,4,11,Man Utd,1,86,8
63,22,359,Williams,2,6,Everton,11,52,7
72,22,52,Afobe,4,2,Bournemouth,91,53,7
75,22,430,Foster,1,19,West Brom,35,47,7
136,22,77,Azpilicueta,2,4,Chelsea,8,64,7
212,22,294,Forster,1,13,Southampton,20,50,7
237,22,368,Sigurdsson,3,16,Swansea,80,74,7
334,22,48,King,3,2,Bournemouth,91,62,7
377,22,489,Sané,3,10,Man City,43,77,7
536,22,296,Bertrand,2,13,Southampton,20,56,7
563,22,555,Mustafi,2,1,Arsenal,3,58,7
588,22,73,Courtois,1,4,Chelsea,8,59,7
15,22,34,Smith,2,2,Bournemouth,91,46,6
69,22,398,Alli,3,17,Spurs,6,91,6
129,22,433,Dawson,2,19,West Brom,35,49,6
131,22,293,Stuani,4,12,Middlesbrough,25,46,6
157,22,570,David Luiz,2,4,Chelsea,8,62,6
170,22,97,Costa,4,4,Chelsea,8,104,6
248,22,402,Son,3,17,Spurs,6,72,6
274,22,208,Milner,3,9,Liverpool,14,63,6
302,22,123,Robles,1,6,Everton,11,47,6
366,22,384,Walker,2,17,Spurs,6,62,6
372,22,125,Baines,2,6,Everton,11,58,6
401,22,561,Alonso,2,4,Chelsea,8,69,6
434,22,298,Yoshida,2,13,Southampton,20,45,6
436,22,14,Özil,3,1,Arsenal,3,95,6
448,22,413,Britos,2,18,Watford,57,42,6
461,22,392,Chadli,3,19,West Brom,35,58,6
596,22,512,Davies,3,6,Everton,11,44,6
40,22,412,Nyom,2,19,West Brom,35,44,5
47,22,39,Surman,3,2,Bournemouth,91,46,5
100,22,11,Chambers,2,12,Middlesbrough,25,43,5
226,22,485,Wijnaldum,3,9,Liverpool,14,75,5
243,22,403,Kane,4,17,Spurs,6,119,5
445,22,464,Antonio,3,20,West Ham,21,67,5
513,22,228,Sterling,3,10,Man City,43,75,5
594,22,397,Carroll,3,16,Swansea,80,41,5
595,22,135,Cleverley,3,18,Watford,57,51,5
616,22,369,Routledge,3,16,Swansea,80,45,5
61,22,70,Barnes,4,3,Burnley,90,46,4
107,22,83,Fàbregas,3,4,Chelsea,8,70,4
195,22,321,Pieters,2,14,Stoke,110,46,4
405,22,271,Rashford,4,11,Man Utd,1,64,4
505,22,2,Cech,1,1,Arsenal,3,54,4
558,22,313,Long,4,13,Southampton,20,61,4
614,22,100,Hennessey,1,5,Crystal Palace,31,43,4
33,22,21,Iwobi,3,1,Arsenal,3,53,3
43,22,262,Herrera,3,11,Man Utd,1,62,3
108,22,328,Adam,3,14,Stoke,110,46,3
183,22,82,Hazard,3,4,Chelsea,8,105,3
275,22,441,Morrison,3,19,West Brom,35,43,3
358,22,133,Mirallas,3,6,Everton,11,59,3
371,22,574,Grant,1,14,Stoke,110,43,3
431,22,446,Phillips,3,19,West Brom,35,53,3
468,22,304,Redmond,3,13,Southampton,20,59,3
470,22,87,Matic,3,4,Chelsea,8,48,3
485,22,310,Oriol Romeu,3,13,Southampton,20,44,3
502,22,90,Pedro,3,4,Chelsea,8,68,3
