,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
665,340,23,Arnautovic,3,20,West Ham,21,71,16
510,267,23,Valencia,2,12,Man Utd,1,69,15
625,317,23,Ward-Prowse,3,14,Southampton,20,49,15
840,423,23,Evans,2,19,West Brom,35,49,15
845,424,23,Dawson,2,19,West Brom,35,48,14
905,453,23,Lanzini,3,20,West Ham,21,66,14
470,253,23,Gündogan,3,11,Man City,43,54,13
790,390,23,Son,3,17,Spurs,6,83,13
795,394,23,Kane,4,17,Spurs,6,131,13
50,19,23,Chamberlain,3,10,Liverpool,14,55,12
115,48,23,Wilson,4,2,Bournemouth,91,56,12
530,280,23,Martial,3,12,Man Utd,1,78,12
355,189,23,Schmeichel,1,9,Leicester,13,51,11
435,234,23,Salah,3,10,Liverpool,14,106,11
540,282,23,Pogba,3,12,Man Utd,1,79,11
100,45,23,Ibe,3,2,Bournemouth,91,46,9
285,130,23,Sako,3,6,Crystal Palace,31,48,9
515,269,23,Fosu-Mensah,2,6,Crystal Palace,31,44,9
775,387,23,Eriksen,3,17,Spurs,6,97,9
820,414,23,Doucouré,3,18,Watford,57,52,9
1000,532,23,Aurier,2,17,Spurs,6,59,9
10,7,23,Bellerín,2,1,Arsenal,3,59,8
210,100,23,Alonso,2,5,Chelsea,8,71,8
255,115,23,Hennessey,1,6,Crystal Palace,31,44,8
440,235,23,Firmino,4,10,Liverpool,14,95,8
735,373,23,Jordan Ayew,4,16,Swansea,80,54,8
895,450,23,Noble,3,20,West Ham,21,53,8
200,97,23,Azpilicueta,2,5,Chelsea,8,69,7
425,230,23,Mané,3,10,Liverpool,14,94,7
475,255,23,Sané,3,11,Man City,43,87,7
490,260,23,De Gea,1,12,Man Utd,1,59,7
700,356,23,van der Hoorn,2,16,Swansea,80,44,7
835,421,23,Foster,1,19,West Brom,35,43,7
915,468,23,Hegazi,2,19,West Brom,35,46,7
955,488,23,Joselu,4,13,Newcastle,4,55,7
15,8,23,Gibbs,2,19,West Brom,35,50,6
185,92,23,Gray,4,18,Watford,57,63,6
195,94,23,Courtois,1,5,Chelsea,8,53,6
215,102,23,Moses,2,5,Chelsea,8,65,6
220,103,23,Rüdiger,2,5,Chelsea,8,58,6
260,117,23,Tomkins,2,6,Crystal Palace,31,44,6
265,120,23,Kelly,2,6,Crystal Palace,31,41,6
270,124,23,van Aanholt,2,6,Crystal Palace,31,52,6
365,198,23,Maguire,2,9,Leicester,13,55,6
480,256,23,Bernardo Silva,3,11,Man City,43,72,6
495,263,23,Smalling,2,12,Man Utd,1,57,6
500,264,23,Jones,2,12,Man Utd,1,55,6
505,265,23,Shaw,2,12,Man Utd,1,48,6
740,375,23,Lloris,1,17,Spurs,6,55,6
750,380,23,Vertonghen,2,17,Spurs,6,61,6
755,381,23,Davies,2,17,Spurs,6,58,6
