,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
423,5,392,Chadli,3,19,West Brom,35,58,21
43,5,120,Townsend,3,5,Crystal Palace,31,57,14
327,5,235,De Bruyne,3,10,Man City,43,105,14
237,5,567,Slimani,4,8,Leicester,13,82,13
471,5,228,Sterling,3,10,Man City,43,75,13
538,5,13,Walcott,3,1,Arsenal,3,72,13
104,5,168,Fuchs,2,8,Leicester,13,53,12
317,5,479,Zuñiga,2,18,Watford,57,41,12
485,5,143,Lukaku,4,6,Everton,11,101,12
30,5,21,Iwobi,3,1,Arsenal,3,53,11
27,5,12,Sánchez,3,1,Arsenal,3,117,10
160,5,461,Payet,3,20,West Ham,21,90,10
179,5,416,Capoue,3,18,Watford,57,45,10
296,5,201,Henderson,3,9,Liverpool,14,62,10
325,5,241,Iheanacho,4,10,Man City,43,60,10
496,5,449,Rondón,4,19,West Brom,35,63,10
505,5,126,Coleman,2,6,Everton,11,56,10
124,5,301,Cédric,2,13,Southampton,20,49,9
153,5,191,Lovren,2,9,Liverpool,14,49,9
222,5,403,Kane,4,17,Spurs,6,119,9
235,5,236,Gündogan,3,10,Man City,43,49,8
248,5,114,McArthur,3,5,Crystal Palace,31,47,8
263,5,110,Puncheon,3,5,Crystal Palace,31,51,8
306,5,297,Fonte,2,20,West Ham,21,53,8
336,5,384,Walker,2,17,Spurs,6,62,8
483,5,155,Snodgrass,3,20,West Ham,21,55,8
504,5,104,Dann,2,5,Crystal Palace,31,51,8
136,5,172,Simpson,2,8,Leicester,13,49,7
193,5,294,Forster,1,13,Southampton,20,50,7
250,5,444,McClean,3,19,West Brom,35,48,7
254,5,103,Tomkins,2,5,Crystal Palace,31,48,7
260,5,385,Vertonghen,2,17,Spurs,6,58,7
368,5,462,Lanzini,3,20,West Ham,21,59,7
407,5,464,Antonio,3,20,West Ham,21,67,7
464,5,203,Coutinho,3,9,Liverpool,14,87,7
490,5,296,Bertrand,2,13,Southampton,20,56,7
561,5,303,van Dijk,2,13,Southampton,20,56,7
60,5,224,Sagna,2,10,Man City,43,53,6
63,5,398,Alli,3,17,Spurs,6,91,6
111,5,541,Bravo,1,10,Man City,43,50,6
157,5,97,Costa,4,4,Chelsea,8,104,6
166,5,308,Tadic,3,13,Southampton,20,69,6
196,5,137,Barry,3,6,Everton,11,43,6
