,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
325,166,10,Vardy,4,9,Leicester,13,97,20
555,265,10,Pérez,3,9,Leicester,13,60,20
910,431,10,Pulisic,3,6,Chelsea,8,74,20
310,161,10,Chilwell,2,9,Leicester,13,54,19
595,280,10,Krul,1,14,Norwich,45,46,16
210,113,10,Willian,3,6,Chelsea,8,73,12
450,214,10,Sterling,3,11,Man City,43,120,11
940,448,10,Tielemans,3,9,Leicester,13,61,11
245,134,10,Milivojevic,3,7,Crystal Palace,31,67,10
540,258,10,Lascelles,2,13,Newcastle,4,42,10
775,366,10,Foster,1,18,Watford,57,49,10
345,172,10,Barnes,3,9,Leicester,13,58,9
410,198,10,Henderson,3,10,Liverpool,14,52,9
445,212,10,Ederson,1,11,Man City,43,61,9
470,219,10,David Silva,3,11,Man City,43,75,9
485,233,10,Rashford,4,12,Man Utd,1,89,9
825,393,10,Snodgrass,3,19,West Ham,21,50,9
1040,502,10,Maupay,4,4,Brighton,36,57,9
90,59,10,Aké,2,3,Bournemouth,91,48,8
170,97,10,McNeil,3,5,Burnley,90,60,8
340,171,10,Maddison,3,9,Leicester,13,73,8
475,222,10,Gündogan,3,11,Man City,43,51,8
520,248,10,McTominay,3,12,Man Utd,1,48,8
530,254,10,Fernández,2,13,Newcastle,4,46,8
715,341,10,Gazzaniga,1,17,Spurs,6,41,8
820,392,10,Yarmolenko,3,19,West Ham,21,52,8
850,402,10,Jonny,2,20,Wolves,39,55,8
995,468,10,Ayew,4,7,Crystal Palace,31,51,8
1025,494,10,Ramsdale,1,3,Bournemouth,91,44,8
1075,534,10,Connolly,4,4,Brighton,36,42,8
0,5,10,Sokratis,2,1,Arsenal,3,48,7
75,49,10,Groß,3,4,Brighton,36,62,7
115,70,10,Mousset,4,15,Sheffield Utd,49,43,7
195,106,10,David Luiz,2,1,Arsenal,3,57,7
260,138,10,McArthur,3,7,Crystal Palace,31,52,7
280,147,10,Calvert-Lewin,4,8,Everton,11,61,7
335,168,10,Schmeichel,1,9,Leicester,13,55,7
390,191,10,Salah,3,10,Liverpool,14,125,7
710,338,10,Kane,4,17,Spurs,6,110,7
755,358,10,Cathcart,2,18,Watford,57,41,7
85,58,10,Steve Cook,2,3,Bournemouth,91,50,6
95,63,10,Adam Smith,2,3,Bournemouth,91,43,6
175,98,10,Brady,3,5,Burnley,90,55,6
305,159,10,Pereira,2,9,Leicester,13,62,6
315,162,10,Evans,2,9,Leicester,13,53,6
320,164,10,Söyüncü,2,9,Leicester,13,49,6
