,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
7,11,141,Zaha,3,Crystal Palace,Crystal Palace,31,71,18
60,11,246,Matip,2,Liverpool,Liverpool,14,54,14
62,11,272,De Bruyne,3,Man City,Man City,43,118,14
135,11,254,Salah,3,Liverpool,Liverpool,14,129,14
2,11,276,Sterling,3,Man City,Man City,43,109,13
163,11,132,Benteke,4,Crystal Palace,Crystal Palace,31,55,13
234,11,390,Son,3,Spurs,Spurs,6,96,13
263,11,388,Kane,4,Spurs,Spurs,6,119,12
28,11,244,Henderson,3,Liverpool,Liverpool,14,54,11
41,11,95,Brady,3,Burnley,Burnley,90,50,10
219,11,296,Pogba,3,Man Utd,Man Utd,1,76,10
476,11,369,Vestergaard,2,Southampton,Southampton,20,47,9
496,11,229,Pérez,3,Leicester,Leicester,13,60,9
42,11,224,Vardy,4,Leicester,Leicester,13,102,8
129,11,243,Wijnaldum,3,Liverpool,Liverpool,14,53,8
236,11,366,Ings,4,Southampton,Southampton,20,84,8
270,11,120,Mount,3,Chelsea,Chelsea,8,73,8
318,11,110,Zouma,2,Chelsea,Chelsea,8,53,8
335,11,57,Groß,3,Brighton,Brighton,36,58,8
403,11,202,Bamford,4,Leeds,Leeds,2,66,8
414,11,357,McBurnie,4,Sheffield Utd,Sheffield Utd,49,56,8
418,11,119,Pulisic,3,Chelsea,Chelsea,8,83,8
506,11,449,Soucek,3,West Ham,West Ham,21,52,8
79,11,166,Richarlison,4,Everton,Everton,11,77,7
206,11,389,Aurier,2,Spurs,Spurs,6,52,7
329,11,544,Gallagher,3,West Brom,West Brom,35,55,7
331,11,204,Phillips,3,Leeds,Leeds,2,49,7
394,11,315,Greenwood,3,Man Utd,Man Utd,1,73,7
34,11,386,Alderweireld,2,Spurs,Spurs,6,54,6
51,11,302,Fernandes,3,Man Utd,Man Utd,1,113,6
67,11,391,Dier,2,Spurs,Spurs,6,46,6
76,11,273,Stones,2,Man City,Man City,43,51,6
111,11,251,Mané,3,Liverpool,Liverpool,14,118,6
146,11,542,Reguilón,2,Spurs,Spurs,6,55,6
