,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
236,5,399,Sarr,3,Watford,Watford,57,57,15
325,5,44,Cash,2,Aston Villa,Aston Villa,7,53,15
585,5,121,Thiago Silva,2,Chelsea,Chelsea,8,57,15
223,5,127,Rüdiger,2,Chelsea,Chelsea,8,61,14
158,5,233,Salah,3,Liverpool,Liverpool,14,133,12
218,5,229,van Dijk,2,Liverpool,Liverpool,14,68,12
402,5,78,Toney,4,Brentford,Brentford,94,67,12
552,5,558,Ødegaard,3,Arsenal,Arsenal,3,55,11
17,5,468,King,4,Watford,Watford,57,57,10
220,5,419,Benrahma,3,West Ham,West Ham,21,59,10
310,5,122,Alonso,2,Chelsea,Chelsea,8,55,10
515,5,270,de Gea,1,Man Utd,Man Utd,1,51,10
122,5,343,Bednarek,2,Southampton,Southampton,20,44,9
149,5,559,Ramsdale,1,Arsenal,Arsenal,3,51,9
520,5,447,Welbeck,4,Brighton,Brighton,36,59,9
553,5,492,Bailey,3,Aston Villa,Aston Villa,7,63,9
22,5,257,Ederson,1,Man City,Man City,43,61,8
87,5,230,Mané,3,Liverpool,Liverpool,14,117,8
201,5,196,Raphinha,3,Leeds,Leeds,2,65,8
251,5,30,Martínez,1,Aston Villa,Aston Villa,7,55,8
276,5,91,Pinnock,2,Brentford,Brentford,94,45,8
281,5,96,Mbeumo,3,Brentford,Brentford,94,52,8
298,5,205,Vardy,4,Leicester,Leicester,13,103,8
326,5,307,Saint-Maximin,4,Newcastle,Newcastle,4,68,8
336,5,294,Darlow,1,Newcastle,Newcastle,4,45,8
437,5,262,Dias,2,Man City,Man City,43,62,8
55,5,276,Lingard,3,Man Utd,Man Utd,1,67,7
299,5,231,Alisson,1,Liverpool,Liverpool,14,60,7
431,5,483,Ajer,2,Brentford,Brentford,94,44,7
461,5,23,Gabriel,2,Arsenal,Arsenal,3,53,7
519,5,63,Maupay,4,Brighton,Brighton,36,65,7
583,5,67,White,2,Arsenal,Arsenal,3,45,7
25,5,39,Targett,2,Aston Villa,Newcastle,4,47,6
53,5,38,Mings,2,Aston Villa,Aston Villa,7,50,6
69,5,450,Dennis,4,Watford,Watford,57,60,6
111,5,22,Saka,3,Arsenal,Arsenal,3,67,6
115,5,256,Cancelo,2,Man City,Man City,43,69,6
137,5,579,Ronaldo,4,Man Utd,Man Utd,1,122,6
146,5,243,Konaté,2,Liverpool,Liverpool,14,51,6
205,5,125,Kovacic,3,Chelsea,Chelsea,8,50,6
231,5,50,Douglas Luiz,3,Aston Villa,Aston Villa,7,44,6
272,5,590,Tomiyasu,2,Arsenal,Arsenal,3,46,6
375,5,315,Pukki,4,Norwich,Norwich,45,58,6
383,5,16,Tierney,2,Arsenal,Arsenal,3,51,6
